"transab_cat2","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2018","35-65 y.","Couple + C. GT 16 ","1685","0.933301836012879","0.921947960355253","0.944655711670506"
"Very low transfer dependency","2018","35-65 y.","Couple + C. LE and GT 16","1170","0.843519047562918","0.82654560463394","0.860492490491895"
"Very low transfer dependency","2018","66 and older","1-pers.-HH","1316","0.949696683385702","0.938300280847446","0.961093085923959"
"Very low transfer dependency","2018","66 and older","(Married) couple without C. ","3163","0.96798069812418","0.961944738234513","0.974016658013848"
"Very low transfer dependency","2018","66 and older","Single parent ","71","0.917939098090627","0.857797055396022","0.978081140785232"
"Very low transfer dependency","2018","66 and older","Couple + C. LE 16 ","5","","",""
"Very low transfer dependency","2018","66 and older","Couple + C. GT 16 ","175","0.964774616930042","0.938900139818545","0.990649094041539"
"Very low transfer dependency","2018","66 and older","Couple + C. LE and GT 16","4","","",""
"Low transfer dependency","2018","16-34 y.","1-pers.-HH","128","0.0650585733823548","0.05248934916095","0.0776277976037595"
"Low transfer dependency","2018","16-34 y.","(Married) couple without C. ","53","0.0418426328246537","0.0300475171629683","0.0536377484863392"
"Low transfer dependency","2018","16-34 y.","Single parent ","143","0.109484753551264","0.090793079436303","0.128176427666224"
"Low transfer dependency","2018","16-34 y.","Couple + C. LE 16 ","242","0.163166741528116","0.146608054702446","0.179725428353786"
"Low transfer dependency","2018","16-34 y.","Couple + C. GT 16 ","49","0.0349290939320317","0.0242383874068349","0.0456198004572285"
"Low transfer dependency","2018","16-34 y.","Couple + C. LE and GT 16","111","0.104657819104315","0.0862386191738534","0.123077019034777"
"Low transfer dependency","2018","35-65 y.","1-pers.-HH","96","0.0451439797232479","0.0358908484701454","0.0543971109763504"
"Low transfer dependency","2018","35-65 y.","(Married) couple without C. ","104","0.029060010798814","0.0236556206498126","0.0344644009478154"
"Low transfer dependency","2018","35-65 y.","Single parent ","186","0.111115293636593","0.094933616397716","0.12729697087547"
"Low transfer dependency","2018","35-65 y.","Couple + C. LE 16 ","350","0.0634005981693638","0.0565908148162095","0.070210381522518"
"Low transfer dependency","2018","35-65 y.","Couple + C. GT 16 ","66","0.0385867586263584","0.0298217906662412","0.0473517265864756"
"Low transfer dependency","2018","35-65 y.","Couple + C. LE and GT 16","139","0.071178079229626","0.0591656423830286","0.0831905160762233"
"Low transfer dependency","2018","66 and older","1-pers.-HH","47","0.0238367283147884","0.0158831682539952","0.0317902883755816"
"Low transfer dependency","2018","66 and older","(Married) couple without C. ","56","0.0169148837208838","0.0124937145202781","0.0213360529214895"
"Low transfer dependency","2018","66 and older","Single parent ","6","","",""
"Low transfer dependency","2018","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2018","66 and older","Couple + C. GT 16 ","13","","",""
"Low transfer dependency","2018","66 and older","Couple + C. LE and GT 16","1","","",""
"High transfer dependency","2018","16-34 y.","1-pers.-HH","116","0.0628893805579786","0.050517147501184","0.0752616136147731"
"High transfer dependency","2018","16-34 y.","(Married) couple without C. ","40","0.0189166739979805","0.0108915894300594","0.0269417585659016"
"High transfer dependency","2018","16-34 y.","Single parent ","124","0.0808214975674497","0.0645054833783778","0.0971375117565216"
"High transfer dependency","2018","16-34 y.","Couple + C. LE 16 ","167","0.0531505727710975","0.043097819099708","0.0632033264424869"
"High transfer dependency","2018","16-34 y.","Couple + C. GT 16 ","37","0.0195737101667533","0.0115073578511062","0.0276400624824004"
"High transfer dependency","2018","16-34 y.","Couple + C. LE and GT 16","79","0.0565266888474521","0.0426309391668326","0.0704224385280716"
"High transfer dependency","2018","35-65 y.","1-pers.-HH","94","0.0391187123279001","0.0304780506770875","0.0477593739787126"
"High transfer dependency","2018","35-65 y.","(Married) couple without C. ","81","0.0162368500434227","0.0121705560120021","0.0203031440748432"
"High transfer dependency","2018","35-65 y.","Single parent ","142","0.0834843789655258","0.0692418718722417","0.0977268860588099"
"High transfer dependency","2018","35-65 y.","Couple + C. LE 16 ","164","0.0190559264288867","0.0152351921279715","0.0228766607298019"
"High transfer dependency","2018","35-65 y.","Couple + C. GT 16 ","45","0.0162598282354482","0.0105044441171647","0.0220152123537316"
"High transfer dependency","2018","35-65 y.","Couple + C. LE and GT 16","100","0.0425087582578818","0.0330833890435211","0.0519341274722426"
"High transfer dependency","2018","66 and older","1-pers.-HH","27","","",""
"High transfer dependency","2018","66 and older","(Married) couple without C. ","23","","",""
"High transfer dependency","2018","66 and older","Single parent ","2","","",""
"High transfer dependency","2018","66 and older","Couple + C. LE 16 ","1","","",""
"High transfer dependency","2018","66 and older","Couple + C. GT 16 ","3","","",""
"High transfer dependency","2018","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2018","16-34 y.","1-pers.-HH","468","0.135613835779054","0.118164861302676","0.153062810255431"
"Very high transfer dependency","2018","16-34 y.","(Married) couple without C. ","48","0.0128244441952604","0.006196318235341","0.0194525701551799"
"Very high transfer dependency","2018","16-34 y.","Single parent ","254","0.145979332625973","0.124842954214349","0.167115711037598"
"Very high transfer dependency","2018","16-34 y.","Couple + C. LE 16 ","655","0.068423353896846","0.0571097210352921","0.0797369867583999"
"Very high transfer dependency","2018","16-34 y.","Couple + C. GT 16 ","37","0.0171174569525513","0.00956473374253044","0.0246701801625722"
"Very high transfer dependency","2018","16-34 y.","Couple + C. LE and GT 16","151","0.0453542199555627","0.0328337572596186","0.0578746826515068"
"Very high transfer dependency","2018","35-65 y.","1-pers.-HH","309","0.113487868135515","0.099351530261913","0.127624206009116"
"Very high transfer dependency","2018","35-65 y.","(Married) couple without C. ","106","0.0142712925850276","0.0104552521207959","0.0180873330492594"
"Very high transfer dependency","2018","35-65 y.","Single parent ","275","0.110997982042684","0.0948237818817994","0.127172182203569"
"Very high transfer dependency","2018","35-65 y.","Couple + C. LE 16 ","725","0.0266752800935585","0.0221723723348861","0.0311781878522309"
"Very high transfer dependency","2018","35-65 y.","Couple + C. GT 16 ","59","0.011851577125314","0.00692692793804249","0.0167762263125855"
"Very high transfer dependency","2018","35-65 y.","Couple + C. LE and GT 16","351","0.0427941149495742","0.0333385722189427","0.0522496576802057"
"Very high transfer dependency","2018","66 and older","1-pers.-HH","23","","",""
"Very high transfer dependency","2018","66 and older","(Married) couple without C. ","26","","",""
"Very high transfer dependency","2018","66 and older","Single parent ","1","","",""
"Very high transfer dependency","2018","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2018","66 and older","Couple + C. GT 16 ","4","","",""
"Very high transfer dependency","2018","66 and older","Couple + C. LE and GT 16","3","","",""
"Very low transfer dependency","2019","16-34 y.","1-pers.-HH","814","0.764117217354634","0.74141979335421","0.786814641355058"
"Very low transfer dependency","2019","16-34 y.","(Married) couple without C. ","903","0.907684054116758","0.890099618205564","0.925268490027952"
"Very low transfer dependency","2019","16-34 y.","Single parent ","519","0.639554780446429","0.608894145145367","0.670215415747491"
"Very low transfer dependency","2019","16-34 y.","Couple + C. LE 16 ","724","0.714470478281287","0.692833928044479","0.736107028518095"
"Very low transfer dependency","2019","16-34 y.","Couple + C. GT 16 ","928","0.929715792584363","0.914112266966515","0.94531931820221"
"Very low transfer dependency","2019","16-34 y.","Couple + C. LE and GT 16","701","0.817227362322738","0.793333184059293","0.841121540586184"
"Very low transfer dependency","2019","35-65 y.","1-pers.-HH","1603","0.810041994088358","0.793127247315658","0.826956740861057"
"Very low transfer dependency","2019","35-65 y.","(Married) couple without C. ","3909","0.947777934695823","0.941027118871726","0.95452875051992"
"Very low transfer dependency","2019","35-65 y.","Single parent ","869","0.703321860034903","0.679151068814181","0.727492651255626"
"Very low transfer dependency","2019","35-65 y.","Couple + C. LE 16 ","3788","0.891766126373184","0.883060260866748","0.90047199187962"
"Very low transfer dependency","2019","35-65 y.","Couple + C. GT 16 ","1769","0.939431071953763","0.9287834657584","0.950078678149127"
"Very low transfer dependency","2019","35-65 y.","Couple + C. LE and GT 16","1279","0.84119151046679","0.82471362473007","0.857669396203509"
"Very low transfer dependency","2019","66 and older","1-pers.-HH","1362","0.948603368832821","0.937269478991719","0.959937258673924"
"Very low transfer dependency","2019","66 and older","(Married) couple without C. ","3300","0.966127160994936","0.960058969499495","0.972195352490376"
"Very low transfer dependency","2019","66 and older","Single parent ","67","0.902595277705922","0.838023593174877","0.967166962236967"
"Very low transfer dependency","2019","66 and older","Couple + C. LE 16 ","8","","",""
"Very low transfer dependency","2019","66 and older","Couple + C. GT 16 ","187","0.950932874933368","0.92129116558471","0.980574584282026"
"Very low transfer dependency","2019","66 and older","Couple + C. LE and GT 16","4","","",""
"Low transfer dependency","2019","16-34 y.","1-pers.-HH","105","0.0648492772375234","0.0516836415411395","0.0780149129339073"
"Low transfer dependency","2019","16-34 y.","(Married) couple without C. ","66","0.0509909722135396","0.0376279544901079","0.0643539899369712"
"Low transfer dependency","2019","16-34 y.","Single parent ","111","0.148495534236028","0.125787852367609","0.171203216104448"
"Low transfer dependency","2019","16-34 y.","Couple + C. LE 16 ","229","0.1661587185043","0.148327803603141","0.183989633405459"
"Low transfer dependency","2019","16-34 y.","Couple + C. GT 16 ","43","0.0334525420160505","0.0224765214455997","0.0444285625865012"
"Low transfer dependency","2019","16-34 y.","Couple + C. LE and GT 16","85","0.0821244844174674","0.0651501294166511","0.0990988394182837"
"Low transfer dependency","2019","35-65 y.","1-pers.-HH","94","0.046489368127939","0.0374106919855176","0.0555680442703604"
"Low transfer dependency","2019","35-65 y.","(Married) couple without C. ","95","0.0270792831410862","0.0221539767921587","0.0320045894900137"
"Low transfer dependency","2019","35-65 y.","Single parent ","159","0.124291391596092","0.106834320925151","0.141748462267034"
"Low transfer dependency","2019","35-65 y.","Couple + C. LE 16 ","268","0.0631820255826113","0.0563644612186419","0.0699995899465807"
"Low transfer dependency","2019","35-65 y.","Couple + C. GT 16 ","66","0.0364522847467169","0.028086752718932","0.0448178167745017"
"Low transfer dependency","2019","35-65 y.","Couple + C. LE and GT 16","136","0.07919611364162","0.0670215698598286","0.0913706574234114"
"Low transfer dependency","2019","66 and older","1-pers.-HH","41","0.0222829154190845","0.0147065321391884","0.0298592986989807"
"Low transfer dependency","2019","66 and older","(Married) couple without C. ","62","0.0219381195290067","0.0170245263272652","0.0268517127307482"
"Low transfer dependency","2019","66 and older","Single parent ","11","","",""
"Low transfer dependency","2019","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2019","66 and older","Couple + C. GT 16 ","9","","",""
"Low transfer dependency","2019","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2019","16-34 y.","1-pers.-HH","88","0.0532332988135665","0.0412310774062912","0.0652355202208419"
"High transfer dependency","2019","16-34 y.","(Married) couple without C. ","33","0.0267990373293053","0.0169887079710705","0.0366093666875401"
"High transfer dependency","2019","16-34 y.","Single parent ","103","0.0823924781974675","0.0648336752529187","0.0999512811420163"
"High transfer dependency","2019","16-34 y.","Couple + C. LE 16 ","164","0.0490277847640845","0.0386840967300235","0.0593714727981455"
"High transfer dependency","2019","16-34 y.","Couple + C. GT 16 ","22","","",""
"High transfer dependency","2019","16-34 y.","Couple + C. LE and GT 16","50","0.0384218262124786","0.0265382717663646","0.0503053806585926"
