"transab_cat2","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2016","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"High transfer dependency","2016","Saxony","West Germany","","","","","2"
"High transfer dependency","2016","Saxony","East Germany","55","0.0297409805936712","0.021077760870346","0.0384042003169964","2"
"High transfer dependency","2016","Saxony-Anhalt","West Germany","","","","","2"
"High transfer dependency","2016","Saxony-Anhalt","East Germany","30","0.0232650616990438","0.0131071747457041","0.0334229486523834","2"
"High transfer dependency","2016","Thuringia","West Germany","","","","","2"
"High transfer dependency","2016","Thuringia","East Germany","48","0.0554051851917385","0.0405659784231142","0.0702443919603627","2"
"Low transfer dependency","2016","Hamburg","East Germany","","","","","1"
"Low transfer dependency","2016","Lower Saxony","West Germany","204","0.0713466308326362","0.0611186338641492","0.0815746278011232","1"
"Low transfer dependency","2016","Lower Saxony","East Germany","","","","","1"
"Low transfer dependency","2016","Bremen","West Germany","15","","","","1"
"Low transfer dependency","2016","Bremen","East Germany","","","","","1"
"Low transfer dependency","2016","North Rhine-Westphalia","West Germany","397","0.0572589788009549","0.0509282620849101","0.0635896955169996","1"
"Low transfer dependency","2016","North Rhine-Westphalia","East Germany","","","","","1"
"Low transfer dependency","2016","Hesse","West Germany","105","0.0535684181050277","0.0427073239843375","0.0644295122257179","1"
"Low transfer dependency","2016","Hesse","East Germany","","","","","1"
"Low transfer dependency","2016","Rhineland-Palatinate,Saarland","West Germany","127","0.0648792840087523","0.0524392241984209","0.0773193438190837","1"
"Low transfer dependency","2016","Hamburg","West Germany","27","","","","1"
"Low transfer dependency","2016","Schleswig-Holstein","West Germany","75","0.0454820486456628","0.0312900035642019","0.0596740937271238","1"
"Low transfer dependency","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Low transfer dependency","2016","Schleswig-Holstein","East Germany","","","","","1"
"Low transfer dependency","2016","Baden-Württemberg","West Germany","145","0.0336360658133019","0.0270855643210398","0.040186567305564","1"
"Low transfer dependency","2016","Baden-Württemberg","East Germany","","","","","1"
"Low transfer dependency","2016","Bavaria","West Germany","242","0.0429535487034546","0.0366529512232153","0.049254146183694","1"
"Low transfer dependency","2016","Bavaria","East Germany","","","","","1"
"Low transfer dependency","2016","Berlin","West Germany","51","0.108995446650379","0.0821329138434837","0.135857979457274","1"
"Low transfer dependency","2016","Berlin","East Germany","29","","","","1"
"Low transfer dependency","2016","Brandenburg","East Germany","84","0.0653394187065314","0.0496742981463961","0.0810045392666667","1"
"Low transfer dependency","2016","Brandenburg","West Germany","","","","","1"
"Low transfer dependency","2016","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Low transfer dependency","2016","Mecklenburg-Western Pomerania","East Germany","56","0.0945743490481906","0.0698244161652686","0.119324281931113","1"
"Low transfer dependency","2016","Thuringia","East Germany","78","0.0692816911207597","0.0528102699968897","0.0857531122446297","1"
"Low transfer dependency","2016","Saxony","West Germany","","","","","1"
"Low transfer dependency","2016","Saxony-Anhalt","East Germany","99","0.114359377272468","0.0929143025056555","0.13580445203928","1"
"Low transfer dependency","2016","Thuringia","West Germany","","","","","1"
"Low transfer dependency","2016","Saxony-Anhalt","West Germany","","","","","1"
"Low transfer dependency","2016","Saxony","East Germany","110","0.0657316379427011","0.05309356400913","0.0783697118762723","1"
"Very high transfer dependency","2016","Schleswig-Holstein","West Germany","62","0.0520527479683692","0.0369224723461971","0.0671830235905413","3"
"Very high transfer dependency","2016","Schleswig-Holstein","East Germany","","","","","3"
"Very high transfer dependency","2016","Hamburg","West Germany","12","","","","3"
"Very high transfer dependency","2016","Hamburg","East Germany","","","","","3"
"Very high transfer dependency","2016","Lower Saxony","West Germany","149","0.0369933483831253","0.0294934824300997","0.044493214336151","3"
"Very high transfer dependency","2016","Lower Saxony","East Germany","","","","","3"
"Very high transfer dependency","2016","Bremen","West Germany","36","0.141480668091869","0.090424858643249","0.19253647754049","3"
"Very high transfer dependency","2016","Bremen","East Germany","","","","","3"
"Very high transfer dependency","2016","North Rhine-Westphalia","West Germany","344","0.0451324357448111","0.039475896095488","0.0507889753941343","3"
"Very high transfer dependency","2016","North Rhine-Westphalia","East Germany","","","","","3"
"Very high transfer dependency","2016","Hesse","West Germany","85","0.0508948423566224","0.040293310862059","0.0614963738511858","3"
"Very high transfer dependency","2016","Hesse","East Germany","","","","","3"
"Very high transfer dependency","2016","Rhineland-Palatinate,Saarland","West Germany","54","0.0254947820987768","0.0175340438994141","0.0334555202981395","3"
"Very high transfer dependency","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Very high transfer dependency","2016","Baden-Württemberg","West Germany","72","0.0195171102083829","0.0144910305967093","0.0245431898200566","3"
"Very high transfer dependency","2016","Baden-Württemberg","East Germany","","","","","3"
"Very high transfer dependency","2016","Bavaria","West Germany","86","0.0160531963251907","0.0121476457171048","0.0199587469332765","3"
"Very high transfer dependency","2016","Bavaria","East Germany","","","","","3"
"Very high transfer dependency","2016","Berlin","West Germany","35","0.0861649852059144","0.0619768645852748","0.110353105826554","3"
"Very high transfer dependency","2016","Berlin","East Germany","23","","","","3"
"Very high transfer dependency","2016","Brandenburg","West Germany","","","","","3"
"Very high transfer dependency","2016","Brandenburg","East Germany","65","0.0511195313419827","0.0371584733725338","0.0650805893114317","3"
"Very high transfer dependency","2016","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Very high transfer dependency","2016","Mecklenburg-Western Pomerania","East Germany","38","0.0688532745822301","0.047437572920585","0.0902689762438753","3"
"Very high transfer dependency","2016","Saxony","West Germany","","","","","3"
"Very high transfer dependency","2016","Saxony","East Germany","76","0.0420575522465071","0.0318210980181365","0.0522940064748777","3"
"Very high transfer dependency","2016","Saxony-Anhalt","West Germany","","","","","3"
"Very high transfer dependency","2016","Saxony-Anhalt","East Germany","67","0.073377577726795","0.0558065971951105","0.0909485582584796","3"
"Very high transfer dependency","2016","Thuringia","West Germany","","","","","3"
"Very high transfer dependency","2016","Thuringia","East Germany","28","","","","3"
"Very low transfer dependency","2016","Schleswig-Holstein","West Germany","658","0.876579499482524","0.854175671520003","0.898983327445046","0"
"Very low transfer dependency","2016","Schleswig-Holstein","East Germany","","","","","0"
"Very low transfer dependency","2016","Hamburg","West Germany","379","0.908734273719936","0.881482689382857","0.935985858057015","0"
"Very low transfer dependency","2016","Hamburg","East Germany","","","","","0"
"Very low transfer dependency","2016","Lower Saxony","West Germany","1990","0.864702777607164","0.851111668342911","0.878293886871418","0"
"Very low transfer dependency","2016","Lower Saxony","East Germany","","","","","0"
"Very low transfer dependency","2016","Bremen","West Germany","115","0.632771577448359","0.562153937248316","0.703389217648403","0"
"Very low transfer dependency","2016","Bremen","East Germany","","","","","0"
"Very low transfer dependency","2016","North Rhine-Westphalia","West Germany","4205","0.86700429058811","0.857751679300409","0.876256901875811","0"
"Very low transfer dependency","2016","North Rhine-Westphalia","East Germany","","","","","0"
"Very low transfer dependency","2016","Hesse","West Germany","1408","0.856329535780176","0.839410377094944","0.873248694465408","0"
"Very low transfer dependency","2016","Hesse","East Germany","","","","","0"
"Very low transfer dependency","2016","Rhineland-Palatinate,Saarland","West Germany","1274","0.888977316325729","0.873110609204692","0.904844023446766","0"
"Very low transfer dependency","2016","Bavaria","East Germany","","","","","0"
"Very low transfer dependency","2016","Berlin","West Germany","410","0.771343238896714","0.735142396079068","0.807544081714361","0"
"Very low transfer dependency","2016","Berlin","East Germany","315","0.796573807589144","0.756825702776855","0.836321912401433","0"
"Very low transfer dependency","2016","Brandenburg","West Germany","","","","","0"
"Very low transfer dependency","2016","Brandenburg","East Germany","791","0.874631797357286","0.85364116724546","0.895622427469111","0"
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","East Germany","416","0.819693481250037","0.787177834030497","0.852209128469577","0"
"Very low transfer dependency","2016","Saxony","West Germany","","","","","0"
"Very low transfer dependency","2016","Saxony","East Germany","1236","0.862469829217121","0.844905612367691","0.880034046066551","0"
"Very low transfer dependency","2016","Baden-Württemberg","East Germany","","","","","0"
"Very low transfer dependency","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Very low transfer dependency","2016","Baden-Württemberg","West Germany","2636","0.926420802514308","0.916934799263868","0.935906805764748","0"
"Very low transfer dependency","2016","Bavaria","West Germany","3574","0.928409056129591","0.920397545194082","0.9364205670651","0"
"Very low transfer dependency","2016","Saxony-Anhalt","West Germany","","","","","0"
"Very low transfer dependency","2016","Thuringia","East Germany","759","0.831402306993208","0.807116970311259","0.855687643675156","0"
"Very low transfer dependency","2016","Thuringia","West Germany","","","","","0"
"Very low transfer dependency","2016","Saxony-Anhalt","East Germany","650","0.788997983301694","0.761503588841897","0.81649237776149","0"
"High transfer dependency","2017","Hamburg","East Germany","","","","","2"
"High transfer dependency","2017","Lower Saxony","West Germany","125","0.0242403372854961","0.0186801546444835","0.0298005199265088","2"
"High transfer dependency","2017","Lower Saxony","East Germany","","","","","2"
"High transfer dependency","2017","Schleswig-Holstein","East Germany","","","","","2"
"High transfer dependency","2017","Schleswig-Holstein","West Germany","49","0.0253533463656717","0.0159955262460647","0.0347111664852787","2"
"High transfer dependency","2017","Hamburg","West Germany","14","","","","2"
"High transfer dependency","2017","Bremen","West Germany","17","","","","2"
