"transab_cat2","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1991","(Married) couple without C. ","Male","1122","0.97405075165448","0.964881998448571","0.983219504860389"
"Very low transfer dependency","1991","(Married) couple without C. ","Female","1127","0.973411467582053","0.964153524447433","0.982669410716673"
"Very low transfer dependency","1991","Single parent ","Male","178","0.956244940669287","0.92715987797537","0.985330003363203"
"Very low transfer dependency","1991","Single parent ","Female","235","0.813896535597805","0.769103456105043","0.858689615090566"
"Very low transfer dependency","1991","Couple + C. LE 16 ","Male","980","0.953420754271077","0.94058838821293","0.966253120329223"
"Very low transfer dependency","1991","Couple + C. LE 16 ","Female","998","0.951590523581307","0.938626967452699","0.964554079709915"
"Very low transfer dependency","1991","Couple + C. GT 16 ","Male","1056","0.983864821529759","0.976374716252858","0.991354926806661"
"Very low transfer dependency","1991","Couple + C. GT 16 ","Female","850","0.977023771531051","0.967141434184714","0.986906108877388"
"Very low transfer dependency","1991","Couple + C. LE and GT 16","Male","428","0.917739118545102","0.892819238235195","0.942658998855008"
"Very low transfer dependency","1991","Couple + C. LE and GT 16","Female","391","0.928626953235253","0.904179644785356","0.95307426168515"
"Low transfer dependency","1991","1-pers.-HH","Male","12","","",""
"Low transfer dependency","1991","1-pers.-HH","Female","10","","",""
"Low transfer dependency","1991","(Married) couple without C. ","Male","18","","",""
"Low transfer dependency","1991","(Married) couple without C. ","Female","18","","",""
"Low transfer dependency","1991","Single parent ","Male","10","","",""
"Low transfer dependency","1991","Single parent ","Female","36","0.106530897509362","0.0710228612821923","0.142038933736533"
"Low transfer dependency","1991","Couple + C. LE 16 ","Male","33","0.0296407752496307","0.0193136543361678","0.0399678961630935"
"Low transfer dependency","1991","Couple + C. LE 16 ","Female","32","0.0294433095586515","0.0192330290945036","0.0396535900227994"
"Low transfer dependency","1991","Couple + C. GT 16 ","Male","18","","",""
"Low transfer dependency","1991","Couple + C. GT 16 ","Female","19","","",""
"Low transfer dependency","1991","Couple + C. LE and GT 16","Male","32","0.0702260271620321","0.0470506189149778","0.0934014354090864"
"Low transfer dependency","1991","Couple + C. LE and GT 16","Female","28","","",""
"High transfer dependency","1991","1-pers.-HH","Male","5","","",""
"High transfer dependency","1991","1-pers.-HH","Female","10","","",""
"High transfer dependency","1991","(Married) couple without C. ","Male","5","","",""
"High transfer dependency","1991","(Married) couple without C. ","Female","5","","",""
"High transfer dependency","1991","Single parent ","Male","2","","",""
"High transfer dependency","1991","Single parent ","Female","11","","",""
"High transfer dependency","1991","Couple + C. LE 16 ","Male","11","","",""
"High transfer dependency","1991","Couple + C. LE 16 ","Female","11","","",""
"High transfer dependency","1991","Couple + C. GT 16 ","Male","5","","",""
"High transfer dependency","1991","Couple + C. GT 16 ","Female","7","","",""
"High transfer dependency","1991","Couple + C. LE and GT 16","Male","4","","",""
"High transfer dependency","1991","Couple + C. LE and GT 16","Female","4","","",""
"Very high transfer dependency","1991","1-pers.-HH","Male","17","","",""
"Very high transfer dependency","1991","1-pers.-HH","Female","13","","",""
"Very high transfer dependency","1991","(Married) couple without C. ","Male","10","","",""
"Very high transfer dependency","1991","(Married) couple without C. ","Female","10","","",""
"Very high transfer dependency","1991","Single parent ","Male","","","",""
"Very high transfer dependency","1991","Single parent ","Female","8","","",""
"Very high transfer dependency","1991","Couple + C. LE 16 ","Male","12","","",""
"Very high transfer dependency","1991","Couple + C. LE 16 ","Female","12","","",""
"Very high transfer dependency","1991","Couple + C. GT 16 ","Male","8","","",""
"Very high transfer dependency","1991","Couple + C. GT 16 ","Female","7","","",""
"Very high transfer dependency","1991","Couple + C. LE and GT 16","Male","3","","",""
"Very high transfer dependency","1991","Couple + C. LE and GT 16","Female","3","","",""
"Very low transfer dependency","1992","1-pers.-HH","Male","441","0.923015184760455","0.899118310330321","0.946912059190588"
"Very low transfer dependency","1992","1-pers.-HH","Female","825","0.95992893196231","0.946874032187113","0.972983831737507"
"Very low transfer dependency","1992","(Married) couple without C. ","Male","1551","0.961877492405382","0.952578451461371","0.971176533349394"
"Very low transfer dependency","1992","(Married) couple without C. ","Female","1576","0.963806895861783","0.954805947519008","0.972807844204558"
"Very low transfer dependency","1992","Single parent ","Male","192","0.912095448099206","0.87388934970979","0.950301546488623"
"Very low transfer dependency","1992","Single parent ","Female","350","0.815168416047291","0.778351626213169","0.851985205881413"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Male","1461","0.921354654949987","0.908242484235092","0.934466825664881"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Female","1492","0.916784299159053","0.903469093297617","0.930099505020488"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Male","1421","0.969693137461488","0.961020615754513","0.978365659168463"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Female","1164","0.972131983208065","0.962937343582767","0.981326622833364"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Male","558","0.93894790211981","0.919822045782679","0.958073758456941"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Female","495","0.919046461599426","0.89618831153408","0.941904611664773"
"Low transfer dependency","1992","1-pers.-HH","Male","11","","",""
"Low transfer dependency","1992","1-pers.-HH","Female","15","","",""
"Low transfer dependency","1992","(Married) couple without C. ","Male","43","0.020912776776832","0.0139640683076901","0.0278614852459739"
"Low transfer dependency","1992","(Married) couple without C. ","Female","41","0.0178573269470257","0.0114750469381261","0.0242396069559254"
"Low transfer dependency","1992","Single parent ","Male","13","","",""
"Low transfer dependency","1992","Single parent ","Female","34","0.0567235881765903","0.0347836455109267","0.0786635308422539"
"Low transfer dependency","1992","Couple + C. LE 16 ","Male","118","0.0550629062162074","0.0439518414184164","0.0661739710139983"
"Low transfer dependency","1992","Couple + C. LE 16 ","Female","119","0.0572142693653944","0.046018077228575","0.0684104615022138"
"Low transfer dependency","1992","Couple + C. GT 16 ","Male","62","0.0241102681257498","0.0163503142622501","0.0318702219892494"
"Low transfer dependency","1992","Couple + C. GT 16 ","Female","51","0.0228538852497466","0.0145059544455063","0.0312018160539869"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Male","31","0.0465684595846007","0.0297362729120681","0.0634006462571333"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Female","39","0.0625450345803662","0.042252978531691","0.0828370906290413"
"High transfer dependency","1992","1-pers.-HH","Male","5","","",""
"High transfer dependency","1992","1-pers.-HH","Female","11","","",""
"High transfer dependency","1992","(Married) couple without C. ","Male","20","","",""
"High transfer dependency","1992","(Married) couple without C. ","Female","22","","",""
"High transfer dependency","1992","Single parent ","Male","6","","",""
"High transfer dependency","1992","Single parent ","Female","18","","",""
"High transfer dependency","1992","Couple + C. LE 16 ","Male","27","","",""
"High transfer dependency","1992","Couple + C. LE 16 ","Female","27","","",""
"High transfer dependency","1992","Couple + C. GT 16 ","Male","7","","",""
"High transfer dependency","1992","Couple + C. GT 16 ","Female","6","","",""
"High transfer dependency","1992","Couple + C. LE and GT 16","Male","8","","",""
"High transfer dependency","1992","Couple + C. LE and GT 16","Female","7","","",""
"Very high transfer dependency","1992","1-pers.-HH","Male","21","","",""
"Very high transfer dependency","1992","1-pers.-HH","Female","16","","",""
"Very high transfer dependency","1992","(Married) couple without C. ","Male","15","","",""
"Very high transfer dependency","1992","(Married) couple without C. ","Female","15","","",""
"Very high transfer dependency","1992","Single parent ","Male","","","",""
"Very high transfer dependency","1992","Single parent ","Female","25","","",""
"Very high transfer dependency","1992","Couple + C. LE 16 ","Male","13","","",""
"Very high transfer dependency","1992","Couple + C. LE 16 ","Female","15","","",""
"Very high transfer dependency","1992","Couple + C. GT 16 ","Male","11","","",""
"Very high transfer dependency","1992","Couple + C. GT 16 ","Female","10","","",""
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Male","5","","",""
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Female","6","","",""
"Very low transfer dependency","1993","1-pers.-HH","Male","469","0.910879813989625","0.886438113351896","0.935321514627353"
"Very low transfer dependency","1993","1-pers.-HH","Female","838","0.951690513172777","0.937595636096297","0.965785390249257"
"Very low transfer dependency","1993","(Married) couple without C. ","Male","1555","0.953439267777499","0.94329447326015","0.963584062294849"
"Very low transfer dependency","1993","(Married) couple without C. ","Female","1567","0.956588182233729","0.946808684303006","0.966367680164452"
"Very low transfer dependency","1993","Single parent ","Male","162","0.88301404351094","0.836824646853284","0.929203440168596"
"Very low transfer dependency","1993","Single parent ","Female","324","0.784194572015998","0.744851656184847","0.823537487847149"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Male","1352","0.909689057170733","0.895350330885127","0.924027783456339"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Female","1370","0.906625375712939","0.892182509034073","0.921068242391804"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Male","1324","0.957357378839463","0.946863112386222","0.967851645292705"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Female","1064","0.955593436976239","0.943672056696779","0.967514817255699"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Male","563","0.926707763395683","0.906259511601609","0.947156015189757"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Female","503","0.915540868458961","0.892550702483143","0.93853103443478"
"Low transfer dependency","1993","1-pers.-HH","Male","12","","",""
"Low transfer dependency","1993","1-pers.-HH","Female","21","","",""
"Low transfer dependency","1993","(Married) couple without C. ","Male","60","0.025200174532653","0.0176536613937496","0.0327466876715563"
"Low transfer dependency","1993","(Married) couple without C. ","Female","61","0.0252575393534081","0.0177276164537319","0.0327874622530843"
"Low transfer dependency","1993","Single parent ","Male","15","","",""
"Low transfer dependency","1993","Single parent ","Female","36","0.0836896773644647","0.0572058540299394","0.11017350069899"
"Low transfer dependency","1993","Couple + C. LE 16 ","Male","129","0.0613151342745449","0.0493135756503564","0.0733166928987335"
"Low transfer dependency","1993","Couple + C. LE 16 ","Female","132","0.0628102493339956","0.0507667121643077","0.0748537865036834"
"Low transfer dependency","1993","Couple + C. GT 16 ","Male","84","0.0368268642368989","0.0270448644896996","0.0466088639840982"
