"transab_cat2","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1988","Not Working","Couple + C. LE 16 ","27","","","","1"
"Low transfer dependency","1988","Not Working","Couple + C. GT 16 ","29","","","","1"
"Low transfer dependency","1988","Not Working","Couple + C. LE and GT 16","31","0.0591875878003843","0.0349790533705298","0.0833961222302388","1"
"Low transfer dependency","1988","Not Working","1-pers.-HH","8","","","","1"
"Low transfer dependency","1988","Not Working","(Married) couple without C. ","17","","","","1"
"Very high transfer dependency","1988","Full Time","1-pers.-HH","1","","","","3"
"Very high transfer dependency","1988","Full Time","(Married) couple without C. ","","","","","3"
"Very high transfer dependency","1988","Full Time","Couple + C. LE and GT 16","1","","","","3"
"Very high transfer dependency","1988","Part Time","(Married) couple without C. ","2","","","","3"
"Very high transfer dependency","1988","Part Time","Single parent ","1","","","","3"
"Very high transfer dependency","1988","Part Time","Couple + C. LE 16 ","6","","","","3"
"Very high transfer dependency","1988","Full Time","Single parent ","","","","","3"
"Very high transfer dependency","1988","Full Time","Couple + C. LE 16 ","","","","","3"
"Very high transfer dependency","1988","Full Time","Couple + C. GT 16 ","","","","","3"
"Very high transfer dependency","1988","Part Time","1-pers.-HH","1","","","","3"
"Very high transfer dependency","1988","Part Time","Couple + C. GT 16 ","2","","","","3"
"Very high transfer dependency","1988","Part Time","Couple + C. LE and GT 16","1","","","","3"
"Very high transfer dependency","1988","Not Working","1-pers.-HH","42","0.0601355747963749","0.0398573716866902","0.0804137779060596","3"
"Very high transfer dependency","1988","Not Working","(Married) couple without C. ","16","","","","3"
"Very high transfer dependency","1988","Not Working","Single parent ","16","","","","3"
"Very high transfer dependency","1988","Not Working","Couple + C. LE 16 ","35","0.0513494607609035","0.0331666529632054","0.0695322685586016","3"
"Very high transfer dependency","1988","Not Working","Couple + C. GT 16 ","12","","","","3"
"Very high transfer dependency","1988","Not Working","Couple + C. LE and GT 16","9","","","","3"
"Very low transfer dependency","1988","Full Time","1-pers.-HH","421","0.988686532818113","0.978619712136091","0.998753353500136","0"
"Very low transfer dependency","1988","Full Time","(Married) couple without C. ","995","0.990382191419368","0.984342189169928","0.996422193668808","0"
"Very low transfer dependency","1988","Full Time","Single parent ","199","0.965083100596051","0.940015390004179","0.990150811187923","0"
"Very low transfer dependency","1988","Full Time","Couple + C. LE 16 ","1133","0.980617439346914","0.972659716315516","0.988575162378313","0"
"Very low transfer dependency","1988","Full Time","Couple + C. GT 16 ","1050","0.993230810877975","0.988296985044118","0.998164636711832","0"
"Very low transfer dependency","1988","Full Time","Couple + C. LE and GT 16","466","0.969841985422402","0.954621479594099","0.985062491250705","0"
"Very low transfer dependency","1988","Part Time","1-pers.-HH","103","0.865210563727058","0.803594220212915","0.926826907241201","0"
"Very low transfer dependency","1988","Part Time","(Married) couple without C. ","320","0.967863915501138","0.949006503839596","0.986721327162681","0"
"Very low transfer dependency","1988","Part Time","Single parent ","107","0.807556609215259","0.740305552383538","0.87480766604698","0"
"Very low transfer dependency","1988","Part Time","Couple + C. LE 16 ","456","0.924147176994746","0.90084675977429","0.947447594215203","0"
"Very low transfer dependency","1988","Part Time","Couple + C. GT 16 ","409","0.978476654354743","0.96463072888013","0.992322579829356","0"
"Very low transfer dependency","1988","Part Time","Couple + C. LE and GT 16","218","0.952693168620457","0.925665264258843","0.979721072982071","0"
"Very low transfer dependency","1988","Not Working","1-pers.-HH","469","0.912000446575209","0.887836443108814","0.936164450041603","0"
"Very low transfer dependency","1988","Not Working","(Married) couple without C. ","899","0.964058768682374","0.952203228907731","0.975914308457017","0"
"Very low transfer dependency","1988","Not Working","Single parent ","128","0.74439298894517","0.679204429261979","0.809581548628361","0"
"Very low transfer dependency","1988","Not Working","Couple + C. LE 16 ","496","0.886985557331413","0.860902101962793","0.913069012700032","0"
"Very low transfer dependency","1988","Not Working","Couple + C. GT 16 ","668","0.95527499610543","0.940113628289959","0.970436363920902","0"
"Very low transfer dependency","1988","Not Working","Couple + C. LE and GT 16","320","0.916192460759644","0.887765098743899","0.944619822775389","0"
"High transfer dependency","1989","Full Time","1-pers.-HH","","","","","2"
"High transfer dependency","1989","Full Time","(Married) couple without C. ","1","","","","2"
"High transfer dependency","1989","Full Time","Single parent ","1","","","","2"
"High transfer dependency","1989","Full Time","Couple + C. LE 16 ","1","","","","2"
"High transfer dependency","1989","Part Time","Single parent ","7","","","","2"
"High transfer dependency","1989","Part Time","Couple + C. LE and GT 16","4","","","","2"
"High transfer dependency","1989","Not Working","1-pers.-HH","8","","","","2"
"High transfer dependency","1989","Not Working","(Married) couple without C. ","6","","","","2"
"High transfer dependency","1989","Not Working","Single parent ","14","","","","2"
"High transfer dependency","1989","Not Working","Couple + C. LE 16 ","8","","","","2"
"High transfer dependency","1989","Not Working","Couple + C. GT 16 ","9","","","","2"
"High transfer dependency","1989","Not Working","Couple + C. LE and GT 16","10","","","","2"
"High transfer dependency","1989","Full Time","Couple + C. GT 16 ","3","","","","2"
"High transfer dependency","1989","Full Time","Couple + C. LE and GT 16","4","","","","2"
"High transfer dependency","1989","Part Time","1-pers.-HH","6","","","","2"
"High transfer dependency","1989","Part Time","(Married) couple without C. ","2","","","","2"
"High transfer dependency","1989","Part Time","Couple + C. LE 16 ","11","","","","2"
"High transfer dependency","1989","Part Time","Couple + C. GT 16 ","1","","","","2"
"Low transfer dependency","1989","Full Time","Couple + C. LE 16 ","16","","","","1"
"Low transfer dependency","1989","Full Time","1-pers.-HH","","","","","1"
"Low transfer dependency","1989","Full Time","Single parent ","","","","","1"
"Low transfer dependency","1989","Full Time","(Married) couple without C. ","19","","","","1"
"Low transfer dependency","1989","Part Time","1-pers.-HH","8","","","","1"
"Low transfer dependency","1989","Part Time","(Married) couple without C. ","18","","","","1"
"Low transfer dependency","1989","Part Time","Couple + C. GT 16 ","7","","","","1"
"Low transfer dependency","1989","Part Time","Couple + C. LE and GT 16","12","","","","1"
"Low transfer dependency","1989","Full Time","Couple + C. GT 16 ","9","","","","1"
"Low transfer dependency","1989","Full Time","Couple + C. LE and GT 16","12","","","","1"
"Low transfer dependency","1989","Part Time","Single parent ","9","","","","1"
"Low transfer dependency","1989","Part Time","Couple + C. LE 16 ","28","","","","1"
"Low transfer dependency","1989","Not Working","Single parent ","11","","","","1"
"Low transfer dependency","1989","Not Working","Couple + C. LE 16 ","27","","","","1"
"Low transfer dependency","1989","Not Working","Couple + C. GT 16 ","23","","","","1"
"Low transfer dependency","1989","Not Working","Couple + C. LE and GT 16","23","","","","1"
"Low transfer dependency","1989","Not Working","1-pers.-HH","6","","","","1"
"Low transfer dependency","1989","Not Working","(Married) couple without C. ","30","0.0235372200692427","0.0136710208989201","0.0334034192395652","1"
"Very high transfer dependency","1989","Full Time","(Married) couple without C. ","","","","","3"
"Very high transfer dependency","1989","Part Time","Single parent ","1","","","","3"
"Very high transfer dependency","1989","Part Time","Couple + C. LE 16 ","2","","","","3"
"Very high transfer dependency","1989","Full Time","1-pers.-HH","","","","","3"
"Very high transfer dependency","1989","Full Time","Single parent ","","","","","3"
"Very high transfer dependency","1989","Full Time","Couple + C. LE 16 ","","","","","3"
"Very high transfer dependency","1989","Full Time","Couple + C. GT 16 ","1","","","","3"
"Very high transfer dependency","1989","Full Time","Couple + C. LE and GT 16","","","","","3"
"Very high transfer dependency","1989","Part Time","1-pers.-HH","2","","","","3"
"Very high transfer dependency","1989","Part Time","(Married) couple without C. ","2","","","","3"
"Very high transfer dependency","1989","Part Time","Couple + C. GT 16 ","1","","","","3"
"Very high transfer dependency","1989","Part Time","Couple + C. LE and GT 16","1","","","","3"
"Very high transfer dependency","1989","Not Working","1-pers.-HH","40","0.0654106261956655","0.0440979791727401","0.0867232732185908","3"
"Very high transfer dependency","1989","Not Working","(Married) couple without C. ","14","","","","3"
"Very high transfer dependency","1989","Not Working","Single parent ","15","","","","3"
"Very high transfer dependency","1989","Not Working","Couple + C. LE 16 ","41","0.063998627765048","0.0435996173761196","0.0843976381539764","3"
"Very high transfer dependency","1989","Not Working","Couple + C. GT 16 ","14","","","","3"
"Very high transfer dependency","1989","Not Working","Couple + C. LE and GT 16","8","","","","3"
"Very low transfer dependency","1989","Full Time","1-pers.-HH","439","1","1","1","0"
"Very low transfer dependency","1989","Full Time","(Married) couple without C. ","1033","0.978973144946546","0.970307388974355","0.987638900918736","0"
"Very low transfer dependency","1989","Full Time","Single parent ","199","0.991667647693469","0.979069694864286","1.00426560052265","0"
"Very low transfer dependency","1989","Full Time","Couple + C. LE 16 ","1080","0.98519876627751","0.978052887161391","0.992344645393629","0"
"Very low transfer dependency","1989","Full Time","Couple + C. GT 16 ","1024","0.991527415469839","0.985948894994264","0.997105935945413","0"
"Very low transfer dependency","1989","Full Time","Couple + C. LE and GT 16","449","0.965795863109698","0.949276108079565","0.98231561813983","0"
"Very low transfer dependency","1989","Part Time","1-pers.-HH","95","0.858133607253855","0.793224771418009","0.923042443089701","0"
"Very low transfer dependency","1989","Part Time","(Married) couple without C. ","278","0.937860950529069","0.910543573716865","0.965178327341273","0"
"Very low transfer dependency","1989","Part Time","Single parent ","86","0.788806758945719","0.70998342539829","0.867630092493148","0"
"Very low transfer dependency","1989","Part Time","Couple + C. LE 16 ","446","0.916661337889992","0.89211360834884","0.941209067431144","0"
"Very low transfer dependency","1989","Part Time","Couple + C. GT 16 ","398","0.989392893693481","0.979440358075662","0.999345429311301","0"
"Very low transfer dependency","1989","Part Time","Couple + C. LE and GT 16","172","0.943079694660284","0.910048445602535","0.976110943718034","0"
"Very low transfer dependency","1989","Not Working","1-pers.-HH","463","0.910166591809592","0.885518562426344","0.934814621192839","0"
"Very low transfer dependency","1989","Not Working","(Married) couple without C. ","857","0.962825039387919","0.950512620171209","0.975137458604628","0"
"Very low transfer dependency","1989","Not Working","Single parent ","129","0.743798303197321","0.677983538761013","0.809613067633629","0"
"Very low transfer dependency","1989","Not Working","Couple + C. LE 16 ","477","0.871789243406769","0.843924598694146","0.899653888119393","0"
"Very low transfer dependency","1989","Not Working","Couple + C. GT 16 ","653","0.962157638834043","0.948012027135678","0.976303250532408","0"
