"transab_cat2","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2001","secondary school degree","(2c_voc) vocational maturity certificate","4","","",""
"Low transfer dependency","2001","secondary school degree","(3a) lower tertiary education","38","0.0492757596781798","0.0307612426655808","0.0677902766907788"
"Low transfer dependency","2001","secondary school degree","(3b) higher tertiary education","7","","",""
"Low transfer dependency","2001","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","2001","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","2001","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","2001","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2001","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2001","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","2001","college entrance qualification","(2c_gen) general maturity certificate","60","0.0834538189175889","0.0628477414847048","0.104059896350473"
"Low transfer dependency","2001","college entrance qualification","(2c_voc) vocational maturity certificate","52","0.0269441617412913","0.017748278889778","0.0361400445928045"
"Low transfer dependency","2001","college entrance qualification","(3a) lower tertiary education","25","","",""
"Low transfer dependency","2001","college entrance qualification","(3b) higher tertiary education","46","0.0242052667943202","0.0167965015130731","0.0316140320755673"
"Low transfer dependency","2001","Other degree","(0) in school","","","",""
"Low transfer dependency","2001","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2001","Other degree","(1b) general elementary school","58","0.105743369586541","0.0780309032998208","0.133455835873261"
"Low transfer dependency","2001","Other degree","(1c) basic vocational qualification","50","0.0955325259693798","0.0682825303506804","0.122782521588079"
"Low transfer dependency","2001","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2001","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","2001","Other degree","(2c_gen) general maturity certificate","12","","",""
"Low transfer dependency","2001","Other degree","(2c_voc) vocational maturity certificate","28","","",""
"Low transfer dependency","2001","Other degree","(3a) lower tertiary education","2","","",""
"Low transfer dependency","2001","Other degree","(3b) higher tertiary education","17","","",""
"Low transfer dependency","2001","no degree/no degree yet","(0) in school","47","0.0759062211520775","0.0536298274292522","0.0981826148749028"
"Low transfer dependency","2001","no degree/no degree yet","(1a) inadequately completed","42","0.133601870505273","0.0963251133740383","0.170878627636508"
"Low transfer dependency","2001","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","2001","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2001","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2001","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","2001","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2001","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","2001","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","2001","no degree/no degree yet","(3b) higher tertiary education","","","",""
"High transfer dependency","2001","lower secondary degree","(0) in school","","","",""
"High transfer dependency","2001","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","2001","lower secondary degree","(1b) general elementary school","44","0.0198980985775032","0.0137793028944415","0.0260168942605649"
"High transfer dependency","2001","lower secondary degree","(1c) basic vocational qualification","129","0.015788158878007","0.0127502613371259","0.0188260564188881"
"High transfer dependency","2001","lower secondary degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","2001","lower secondary degree","(2a) intermediate vocational","","","",""
"High transfer dependency","2001","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2001","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","2001","lower secondary degree","(3a) lower tertiary education","2","","",""
"High transfer dependency","2001","lower secondary degree","(3b) higher tertiary education","","","",""
"High transfer dependency","2001","secondary school degree","(0) in school","","","",""
"High transfer dependency","2001","secondary school degree","(1a) inadequately completed","","","",""
"High transfer dependency","2001","secondary school degree","(1b) general elementary school","","","",""
"High transfer dependency","2001","secondary school degree","(1c) basic vocational qualification","","","",""
"High transfer dependency","2001","secondary school degree","(2b) intermediate general qualification","20","","",""
"High transfer dependency","2001","secondary school degree","(2a) intermediate vocational","105","0.0172457956516163","0.0136619357960915","0.020829655507141"
"High transfer dependency","2001","secondary school degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2001","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","2001","secondary school degree","(3a) lower tertiary education","4","","",""
"High transfer dependency","2001","secondary school degree","(3b) higher tertiary education","2","","",""
"High transfer dependency","2001","college entrance qualification","(0) in school","","","",""
"High transfer dependency","2001","college entrance qualification","(1a) inadequately completed","","","",""
"High transfer dependency","2001","college entrance qualification","(1b) general elementary school","","","",""
"High transfer dependency","2001","college entrance qualification","(1c) basic vocational qualification","","","",""
"High transfer dependency","2001","college entrance qualification","(2b) intermediate general qualification","","","",""
