"transab_cat2","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","no migration background","23","","",""
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very high transfer dependency","2005","Saxony","no migration background","67","0.0720042583337325","0.0588258501122953","0.0851826665551697"
"Very high transfer dependency","2005","Saxony","direct migration background","","","",""
"Very high transfer dependency","2005","Saxony","indirect migration background","2","","",""
"Very high transfer dependency","2005","Saxony-Anhalt","no migration background","49","0.0720062530769417","0.0545976462430812","0.0894148599108022"
"Very high transfer dependency","2005","Saxony-Anhalt","direct migration background","1","","",""
"Very high transfer dependency","2005","Saxony-Anhalt","indirect migration background","","","",""
"Very high transfer dependency","2005","Thuringia","no migration background","49","0.0908336455092694","0.0716829263616056","0.109984364656933"
"Very high transfer dependency","2005","Thuringia","direct migration background","","","",""
"Very high transfer dependency","2005","Thuringia","indirect migration background","2","","",""
"Very low transfer dependency","2006","Schleswig-Holstein","no migration background","542","0.873355610143867","0.846985252427584","0.899725967860149"
"Very low transfer dependency","2006","Schleswig-Holstein","direct migration background","39","0.724161897748759","0.606045087694653","0.842278707802865"
"Very low transfer dependency","2006","Schleswig-Holstein","indirect migration background","7","","",""
"Very low transfer dependency","2006","Hamburg","no migration background","257","0.946927119810028","0.920431361721285","0.973422877898771"
"Very low transfer dependency","2006","Hamburg","direct migration background","17","","",""
"Very low transfer dependency","2006","Hamburg","indirect migration background","5","","",""
"Very low transfer dependency","2006","Lower Saxony","no migration background","1603","0.917191267870412","0.904256969531256","0.930125566209569"
"Very low transfer dependency","2006","Lower Saxony","direct migration background","128","0.619103683898805","0.550770397767903","0.687436970029708"
"Very low transfer dependency","2006","Lower Saxony","indirect migration background","34","0.594807534451247","0.462638697800256","0.726976371102237"
"Very low transfer dependency","2006","Bremen","no migration background","120","0.936363006143669","0.894401277939589","0.978324734347749"
"Very low transfer dependency","2006","Bremen","direct migration background","4","","",""
"Very low transfer dependency","2006","Bremen","indirect migration background","3","","",""
"Very low transfer dependency","2006","North Rhine-Westphalia","no migration background","3406","0.904612443423222","0.89514480249582","0.914080084350623"
"Very low transfer dependency","2006","North Rhine-Westphalia","direct migration background","513","0.73182731725727","0.698003940726764","0.765650693787776"
"Very low transfer dependency","2006","North Rhine-Westphalia","indirect migration background","198","0.750984982169241","0.69661322730313","0.805356737035352"
"Very low transfer dependency","2006","Hesse","no migration background","1139","0.937334555856974","0.923639094954899","0.951030016759049"
"Very low transfer dependency","2006","Hesse","direct migration background","163","0.752996857034736","0.694667624115898","0.811326089953575"
"Very low transfer dependency","2006","Hesse","indirect migration background","68","0.835420388122579","0.753653946685177","0.91718682955998"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","no migration background","984","0.884026540667217","0.864912580862391","0.903140500472044"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","direct migration background","148","0.749810330375586","0.686711806401676","0.812908854349497"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","indirect migration background","47","0.814206551185694","0.710469546122346","0.917943556249042"
"Very low transfer dependency","2006","Baden-Württemberg","no migration background","1927","0.938569994900394","0.928109157642701","0.949030832158088"
"Very low transfer dependency","2006","Baden-Württemberg","direct migration background","430","0.865490337402372","0.83616424000026","0.894816434804484"
"Very low transfer dependency","2006","Baden-Württemberg","indirect migration background","166","0.806556706072597","0.752085536677044","0.86102787546815"
"Very low transfer dependency","2006","Bavaria","no migration background","2486","0.921825226752237","0.911678866001555","0.931971587502919"
"Very low transfer dependency","2006","Bavaria","direct migration background","282","0.781152490396301","0.737836047645268","0.824468933147334"
"Very low transfer dependency","2006","Bavaria","indirect migration background","104","0.791899338033341","0.721573514427914","0.862225161638768"
"Very low transfer dependency","2006","Berlin","no migration background","591","0.824693801096197","0.796566728336032","0.852820873856362"
"Very low transfer dependency","2006","Berlin","direct migration background","36","0.611967250442676","0.488665072699834","0.735269428185518"
"Very low transfer dependency","2006","Berlin","indirect migration background","21","","",""
"Very low transfer dependency","2006","Brandenburg","no migration background","766","0.815643286317548","0.79058601421178","0.840700558423315"
"Very low transfer dependency","2006","Brandenburg","direct migration background","12","","",""
"Very low transfer dependency","2006","Brandenburg","indirect migration background","3","","",""
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","no migration background","438","0.748705899762919","0.712455439903969","0.784956359621869"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","direct migration background","9","","",""
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very low transfer dependency","2006","Saxony","no migration background","1274","0.765510051630947","0.744499128176503","0.786520975085391"
"Very low transfer dependency","2006","Saxony","direct migration background","26","","",""
"Very low transfer dependency","2006","Saxony","indirect migration background","6","","",""
"Very low transfer dependency","2006","Saxony-Anhalt","no migration background","738","0.794344076895196","0.767730320830579","0.820957832959814"
"Very low transfer dependency","2006","Saxony-Anhalt","direct migration background","19","","",""
"Very low transfer dependency","2006","Saxony-Anhalt","indirect migration background","2","","",""
