"transab_cat2","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2014","(3b) higher tertiary education","188","0.0323125253099078","0.0269448633962078","0.0376801872236077"
"High transfer dependency","2014","(0) in school","57","0.0486914725750773","0.0345278798363438","0.0628550653138107"
"High transfer dependency","2014","(1a) inadequately completed","70","0.107295089939717","0.0810945897775471","0.133495590101886"
"High transfer dependency","2014","(1b) general elementary school","193","0.0483137563682667","0.0397278335031071","0.0568996792334262"
"High transfer dependency","2014","(1c) basic vocational qualification","219","0.0271771296662931","0.0230036793325347","0.0313505800000516"
"High transfer dependency","2014","(2b) intermediate general qualification","81","0.0544462975082011","0.0393257571039625","0.0695668379124397"
"High transfer dependency","2014","(2a) intermediate vocational","168","0.0223855341414061","0.018655701594847","0.0261153666879651"
"High transfer dependency","2014","(2c_gen) general maturity certificate","97","0.0623134957823023","0.0498845247882938","0.0747424667763108"
"High transfer dependency","2014","(2c_voc) vocational maturity certificate","83","0.0175870604571382","0.012429355662717","0.0227447652515593"
"High transfer dependency","2014","(3a) lower tertiary education","18","","",""
"High transfer dependency","2014","(3b) higher tertiary education","75","0.0153277655708854","0.0115985506415174","0.0190569805002533"
"Very high transfer dependency","2014","(0) in school","82","0.0844028423803574","0.0661084902073163","0.102697194553399"
"Very high transfer dependency","2014","(1a) inadequately completed","123","0.177456942278963","0.145113107203983","0.209800777353942"
"Very high transfer dependency","2014","(1b) general elementary school","299","0.0902069897741145","0.0787361271831938","0.101677852365035"
"Very high transfer dependency","2014","(1c) basic vocational qualification","241","0.03228341866469","0.0277467149120344","0.0368201224173456"
"Very high transfer dependency","2014","(2b) intermediate general qualification","66","0.0720805591635478","0.0548458385475809","0.0893152797795147"
"Very high transfer dependency","2014","(2a) intermediate vocational","179","0.0276650064473056","0.0235298195815621","0.0318001933130492"
"Very high transfer dependency","2014","(2c_gen) general maturity certificate","98","0.0726684508360102","0.0593207718730864","0.086016129798934"
"Very high transfer dependency","2014","(2c_voc) vocational maturity certificate","90","0.0268303076919947","0.0204898599095886","0.0331707554744008"
"Very high transfer dependency","2014","(3a) lower tertiary education","15","","",""
"Very high transfer dependency","2014","(3b) higher tertiary education","100","0.0204914857673005","0.0161909459251341","0.0247920256094669"
"Very low transfer dependency","2015","(0) in school","559","0.788227712232951","0.759407322142542","0.817048102323361"
"Very low transfer dependency","2015","(1a) inadequately completed","251","0.517503138618623","0.476624550722276","0.558381726514971"
"Very low transfer dependency","2015","(1b) general elementary school","1533","0.770497301347574","0.753319210679631","0.787675392015518"
"Very low transfer dependency","2015","(1c) basic vocational qualification","4792","0.896187320369127","0.888164114048225","0.904210526690028"
"Very low transfer dependency","2015","(2b) intermediate general qualification","613","0.824123608583802","0.798269739745209","0.849977477422395"
"Very low transfer dependency","2015","(2a) intermediate vocational","5101","0.909928389430804","0.902549872695979","0.917306906165628"
"Very low transfer dependency","2015","(2c_gen) general maturity certificate","1200","0.806038701602679","0.786523738563615","0.825553664641743"
"Very low transfer dependency","2015","(2c_voc) vocational maturity certificate","2226","0.901302593706395","0.889829410533183","0.912775776879606"
"Very low transfer dependency","2015","(3a) lower tertiary education","1853","0.944711913233803","0.934573414269527","0.954850412198079"
"Very low transfer dependency","2015","(3b) higher tertiary education","4077","0.923878730314724","0.916109758456217","0.931647702173231"
"Low transfer dependency","2015","(0) in school","71","0.0647950917096413","0.0474305276780315","0.0821596557412512"
"Low transfer dependency","2015","(1a) inadequately completed","94","0.175776619137503","0.144638300146722","0.206914938128285"
"Low transfer dependency","2015","(1b) general elementary school","291","0.0862270403620263","0.0747603965465585","0.0976936841774941"
"Low transfer dependency","2015","(1c) basic vocational qualification","343","0.0473997827589181","0.0418103610672715","0.0529892044505646"
"Low transfer dependency","2015","(2b) intermediate general qualification","80","0.0498775294941996","0.0350943499322846","0.0646607090561146"
"Low transfer dependency","2015","(2a) intermediate vocational","356","0.0392931651305053","0.0342856134309098","0.0443007168301009"
"Low transfer dependency","2015","(2c_gen) general maturity certificate","157","0.0894926453516185","0.0754040515995224","0.103581239103715"
"Low transfer dependency","2015","(2c_voc) vocational maturity certificate","183","0.0497647536865103","0.0413996323648242","0.0581298750081964"
"Low transfer dependency","2015","(3a) lower tertiary education","65","0.0409293354554612","0.0321401053493365","0.0497185655615859"
"Low transfer dependency","2015","(3b) higher tertiary education","190","0.036620849468536","0.0311182756089565","0.0421234233281155"
"High transfer dependency","2015","(0) in school","51","0.0710675662575911","0.0529430165476983","0.0891921159674839"
"High transfer dependency","2015","(1a) inadequately completed","82","0.143820393891779","0.115113591406255","0.172527196377302"
"High transfer dependency","2015","(1b) general elementary school","186","0.0565078984877953","0.0470755650708454","0.0659402319047452"
"High transfer dependency","2015","(1c) basic vocational qualification","187","0.0197781580222166","0.0161156509557267","0.0234406650887065"
"High transfer dependency","2015","(2b) intermediate general qualification","61","0.0515125413544385","0.0365019474819963","0.0665231352268808"
"High transfer dependency","2015","(2a) intermediate vocational","151","0.0185461875446646","0.0150689548722262","0.0220234202171029"
"High transfer dependency","2015","(2c_gen) general maturity certificate","110","0.0488953385732578","0.038251944842025","0.0595387323044906"
"High transfer dependency","2015","(2c_voc) vocational maturity certificate","83","0.021001228697917","0.0154854202903566","0.0265170371054773"
"High transfer dependency","2015","(3a) lower tertiary education","19","","",""
"High transfer dependency","2015","(3b) higher tertiary education","79","0.0186140341304292","0.0146545078794482","0.0225735603814101"
"Very high transfer dependency","2015","(0) in school","91","0.0759096297998162","0.05722669492873","0.0945925646709025"
"Very high transfer dependency","2015","(1a) inadequately completed","147","0.162899848352095","0.13269051127205","0.19310918543214"
"Very high transfer dependency","2015","(1b) general elementary school","292","0.086767759802604","0.0752686229823253","0.0982668966228826"
"Very high transfer dependency","2015","(1c) basic vocational qualification","230","0.0366347388497386","0.0316931637138451","0.041576313985632"
"Very high transfer dependency","2015","(2b) intermediate general qualification","79","0.0744863205675597","0.0566561592567298","0.0923164818783896"
"Very high transfer dependency","2015","(2a) intermediate vocational","175","0.0322322578940265","0.0276802560378233","0.0367842597502297"
"Very high transfer dependency","2015","(2c_gen) general maturity certificate","110","0.0555733144724451","0.0442662590978351","0.0668803698470551"
"Very high transfer dependency","2015","(2c_voc) vocational maturity certificate","104","0.0279314239091782","0.0215928619925812","0.0342699858257752"
"Very high transfer dependency","2015","(3a) lower tertiary education","15","","",""
"Very high transfer dependency","2015","(3b) higher tertiary education","130","0.0208863860863107","0.016696991689322","0.0250757804832993"
"Very low transfer dependency","2016","(0) in school","538","0.823661260869551","0.795588854116692","0.85173366762241"
"Very low transfer dependency","2016","(1a) inadequately completed","215","0.540008654648537","0.495422228485068","0.584595080812005"
"Very low transfer dependency","2016","(1b) general elementary school","1331","0.780771081423623","0.762515514314788","0.799026648532459"
"Very low transfer dependency","2016","(1c) basic vocational qualification","4367","0.897876666243708","0.889535726921489","0.906217605565927"
"Very low transfer dependency","2016","(2b) intermediate general qualification","563","0.788059985004424","0.75945273060632","0.816667239402528"
"Very low transfer dependency","2016","(2a) intermediate vocational","4698","0.899614239266673","0.89152985679801","0.907698621735336"
"Very low transfer dependency","2016","(2c_gen) general maturity certificate","966","0.783828007800383","0.761180136872747","0.806475878728019"
"Very low transfer dependency","2016","(2c_voc) vocational maturity certificate","2100","0.902649648053982","0.890868308387424","0.91443098772054"
"Very low transfer dependency","2016","(3a) lower tertiary education","1740","0.959858114990633","0.950857312765","0.968858917216267"
"Very low transfer dependency","2016","(3b) higher tertiary education","3735","0.924251397200738","0.916126461179526","0.93237633322195"
"Low transfer dependency","2016","(0) in school","68","0.0729088086683711","0.0537581952082779","0.0920594221284642"
"Low transfer dependency","2016","(1a) inadequately completed","78","0.133476722267475","0.103052439003406","0.163901005531544"
"Low transfer dependency","2016","(1b) general elementary school","234","0.0819851300267405","0.0698797911590148","0.0940904688944661"
"Low transfer dependency","2016","(1c) basic vocational qualification","338","0.0507295356936308","0.0446849080182426","0.056774163369019"
"Low transfer dependency","2016","(2b) intermediate general qualification","101","0.0837179041975692","0.0643307603017153","0.103105048093423"
"Low transfer dependency","2016","(2a) intermediate vocational","341","0.0531384965034455","0.047104146520018","0.059172846486873"
"Low transfer dependency","2016","(2c_gen) general maturity certificate","152","0.112343841836721","0.0949692624055787","0.129718421267864"
"Low transfer dependency","2016","(2c_voc) vocational maturity certificate","180","0.0510348203693487","0.0422885129201837","0.0597811278185136"
"Low transfer dependency","2016","(3a) lower tertiary education","68","0.0309745653163798","0.023030386416315","0.0389187442164447"
"Low transfer dependency","2016","(3b) higher tertiary education","177","0.0360959932972852","0.0303682444035728","0.0418237421909976"
"High transfer dependency","2016","(0) in school","44","0.0501968516440426","0.0341131316378513","0.0662805716502339"
"High transfer dependency","2016","(1a) inadequately completed","61","0.120734080614779","0.0915864986629772","0.149881662566581"
"High transfer dependency","2016","(1b) general elementary school","173","0.0577906050571758","0.0474941700071311","0.0680870401072205"
"High transfer dependency","2016","(1c) basic vocational qualification","148","0.0216718087952429","0.0176609812248591","0.0256826363656267"
"High transfer dependency","2016","(2b) intermediate general qualification","48","0.0601581813386758","0.0435139098316532","0.0768024528456984"
"High transfer dependency","2016","(2a) intermediate vocational","124","0.0182049730917343","0.0146084068085946","0.0218015393748739"
"High transfer dependency","2016","(2c_gen) general maturity certificate","68","0.0513817728781388","0.039234814172695","0.0635287315835825"
"High transfer dependency","2016","(2c_voc) vocational maturity certificate","55","0.016761595806371","0.0116594436707572","0.0218637479419849"
"High transfer dependency","2016","(3a) lower tertiary education","10","","",""
"High transfer dependency","2016","(3b) higher tertiary education","55","0.0151994084794967","0.011442547950836","0.0189562690081574"
"Very high transfer dependency","2016","(0) in school","58","0.0532330788180355","0.0366965713024076","0.0697695863336634"
"Very high transfer dependency","2016","(1a) inadequately completed","126","0.20578054246921","0.169614591638884","0.241946493299535"
"Very high transfer dependency","2016","(1b) general elementary school","235","0.0794531834924602","0.0675198125646766","0.0913865544202439"
"Very high transfer dependency","2016","(1c) basic vocational qualification","210","0.0297219892674184","0.0250443022664715","0.0343996762683653"
"Very high transfer dependency","2016","(2b) intermediate general qualification","72","0.0680639294593308","0.0504343631199963","0.0856934957986653"
"Very high transfer dependency","2016","(2a) intermediate vocational","145","0.0290422911381469","0.0245247904397956","0.0335597918364983"
"Very high transfer dependency","2016","(2c_gen) general maturity certificate","83","0.0524463774847572","0.040181112754318","0.0647116422151964"
"Very high transfer dependency","2016","(2c_voc) vocational maturity certificate","97","0.0295539357702979","0.0228232445090083","0.0362846270315875"
"Very high transfer dependency","2016","(3a) lower tertiary education","9","","",""
"Very high transfer dependency","2016","(3b) higher tertiary education","107","0.0244532010224798","0.0197104591132064","0.0291959429317532"
"Very low transfer dependency","2017","(0) in school","618","0.826377181333169","0.800063348179729","0.852691014486608"
"Very low transfer dependency","2017","(1a) inadequately completed","273","0.519802261389713","0.492453779988185","0.547150742791241"
"Very low transfer dependency","2017","(1b) general elementary school","1405","0.760769074895994","0.743834810920527","0.777703338871462"
"Very low transfer dependency","2017","(1c) basic vocational qualification","4500","0.902612021426102","0.89456443202377","0.910659610828434"
"Very low transfer dependency","2017","(2b) intermediate general qualification","636","0.800423491594657","0.774091053069109","0.826755930120205"
"Very low transfer dependency","2017","(2a) intermediate vocational","5490","0.916894197058166","0.909974355030252","0.923814039086079"
"Very low transfer dependency","2017","(2c_gen) general maturity certificate","1203","0.821895368373888","0.804210610400991","0.839580126346784"
"Very low transfer dependency","2017","(2c_voc) vocational maturity certificate","2340","0.896849475084398","0.885389604974499","0.908309345194298"
"Very low transfer dependency","2017","(3a) lower tertiary education","1963","0.964010517020585","0.955933656232224","0.972087377808946"
"Very low transfer dependency","2017","(3b) higher tertiary education","4155","0.925942153603005","0.918589783632939","0.933294523573071"
"Low transfer dependency","2017","(0) in school","73","0.0723295332369235","0.0543347651583991","0.090324301315448"
"Low transfer dependency","2017","(1a) inadequately completed","109","0.12162869673413","0.103736602599389","0.13952079086887"
"Low transfer dependency","2017","(1b) general elementary school","258","0.0923672367717355","0.0808739220704266","0.103860551473044"
"Low transfer dependency","2017","(1c) basic vocational qualification","328","0.0439222584627519","0.0383599955492006","0.0494845213763033"
"Low transfer dependency","2017","(2b) intermediate general qualification","109","0.0856683246801998","0.0672292775093305","0.104107371851069"
"Low transfer dependency","2017","(2a) intermediate vocational","337","0.0393822469295295","0.0345064406444883","0.0442580532145707"
"Low transfer dependency","2017","(2c_gen) general maturity certificate","146","0.0683281462283385","0.0566658369582486","0.0799904554984285"
"Low transfer dependency","2017","(2c_voc) vocational maturity certificate","158","0.0444863569286729","0.0367182344911991","0.0522544793661468"
"Low transfer dependency","2017","(3a) lower tertiary education","52","0.0248113984628955","0.0180663692086695","0.0315564277171214"
"Low transfer dependency","2017","(3b) higher tertiary education","223","0.0416906668354105","0.0360786086504353","0.0473027250203858"
"High transfer dependency","2017","(0) in school","50","0.0534510381895385","0.0378252774047925","0.0690767989742845"
"High transfer dependency","2017","(1a) inadequately completed","103","0.0832602341165106","0.068136956397391","0.0983835118356302"
"High transfer dependency","2017","(1b) general elementary school","208","0.0543715211940433","0.0453708011487501","0.0633722412393365"
"High transfer dependency","2017","(1c) basic vocational qualification","177","0.025880040044062","0.0215702980585545","0.0301897820295694"
"High transfer dependency","2017","(2b) intermediate general qualification","59","0.0450827214760779","0.0314128511774352","0.0587525917747206"
"High transfer dependency","2017","(2a) intermediate vocational","137","0.01648206455285","0.0132903955885628","0.0196737335171373"
"High transfer dependency","2017","(2c_gen) general maturity certificate","112","0.0489080127861825","0.0389389457295956","0.0588770798427693"
"High transfer dependency","2017","(2c_voc) vocational maturity certificate","75","0.0276399558730499","0.0214631149053698","0.03381679684073"
"High transfer dependency","2017","(3a) lower tertiary education","19","","",""
"High transfer dependency","2017","(3b) higher tertiary education","83","0.0129336086503794","0.00976124528743556","0.0161059720133232"
"Very high transfer dependency","2017","(0) in school","55","0.0478422472403696","0.0330152981403899","0.0626691963403492"
"Very high transfer dependency","2017","(1a) inadequately completed","797","0.275308807759647","0.250858145721876","0.299759469797417"
"Very high transfer dependency","2017","(1b) general elementary school","567","0.0924921671382268","0.0809918740362988","0.103992460240155"
"Very high transfer dependency","2017","(1c) basic vocational qualification","209","0.0275856800670842","0.0231400829925931","0.0320312771415752"
"Very high transfer dependency","2017","(2b) intermediate general qualification","81","0.0688254622490652","0.0521465943053198","0.0855043301928107"
"Very high transfer dependency","2017","(2a) intermediate vocational","149","0.027241491459455","0.0231607521375454","0.0313222307813645"
"Very high transfer dependency","2017","(2c_gen) general maturity certificate","337","0.0608684726115915","0.0498171906519022","0.0719197545712807"
"Very high transfer dependency","2017","(2c_voc) vocational maturity certificate","133","0.0310242121138787","0.0244915373326553","0.0375568868951021"
"Very high transfer dependency","2017","(3a) lower tertiary education","9","","",""
"Very high transfer dependency","2017","(3b) higher tertiary education","412","0.0194335709112052","0.0155577410866856","0.0233094007357247"
"Very low transfer dependency","2018","(0) in school","513","0.816612718594251","0.78746219010751","0.845763247080992"
"Very low transfer dependency","2018","(1a) inadequately completed","292","0.453289645166917","0.430444063345215","0.476135226988619"
"Very low transfer dependency","2018","(1b) general elementary school","1346","0.769890541968267","0.753699400256713","0.786081683679822"
"Very low transfer dependency","2018","(1c) basic vocational qualification","4191","0.896751873416787","0.888205036048155","0.90529871078542"
"Very low transfer dependency","2018","(2b) intermediate general qualification","650","0.804717227046671","0.778525727076318","0.830908727017024"
"Very low transfer dependency","2018","(2a) intermediate vocational","5188","0.924516865037675","0.917697114504749","0.931336615570601"
"Very low transfer dependency","2018","(2c_gen) general maturity certificate","1189","0.815408471493732","0.798267752443968","0.832549190543496"
"Very low transfer dependency","2018","(2c_voc) vocational maturity certificate","2212","0.90743828071319","0.896287541357782","0.918589020068597"
"Very low transfer dependency","2018","(3a) lower tertiary education","1901","0.968533447232829","0.960826423891906","0.976240470573751"
"Very low transfer dependency","2018","(3b) higher tertiary education","4052","0.926393822761751","0.919105366590053","0.933682278933448"
"Low transfer dependency","2018","(0) in school","67","0.0704042452263512","0.0511334229566251","0.0896750674960773"
"Low transfer dependency","2018","(1a) inadequately completed","136","0.130405415481093","0.114951380148206","0.14585945081398"
"Low transfer dependency","2018","(1b) general elementary school","284","0.086691434982254","0.0758673147396968","0.0975155552248112"
"Low transfer dependency","2018","(1c) basic vocational qualification","286","0.0494141510943983","0.0433265029142219","0.0555017992745746"
"Low transfer dependency","2018","(2b) intermediate general qualification","89","0.0798875769627885","0.0619746388016168","0.0978005151239603"
"Low transfer dependency","2018","(2a) intermediate vocational","322","0.0373170629952938","0.0324239925319805","0.0422101334586072"
"Low transfer dependency","2018","(2c_gen) general maturity certificate","147","0.0606273786866379","0.0500837794806892","0.0711709778925867"
"Low transfer dependency","2018","(2c_voc) vocational maturity certificate","178","0.0459854927191267","0.0379267494320824","0.054044236006171"
"Low transfer dependency","2018","(3a) lower tertiary education","45","0.0191694625069421","0.0131159598657803","0.025222965148104"
"Low transfer dependency","2018","(3b) higher tertiary education","208","0.0310208380317833","0.0261817383133586","0.035859937750208"
"High transfer dependency","2018","(0) in school","48","0.0434024511527458","0.0280536126335664","0.0587512896719253"
"High transfer dependency","2018","(1a) inadequately completed","205","0.119100873456738","0.104236170435271","0.133965576478206"
"High transfer dependency","2018","(1b) general elementary school","262","0.066185643040745","0.0566223400263933","0.0757489460550966"
"High transfer dependency","2018","(1c) basic vocational qualification","175","0.0252286466842301","0.0208238429735744","0.0296334503948858"
"High transfer dependency","2018","(2b) intermediate general qualification","69","0.042985632778957","0.0295849278075502","0.0563863377503639"
"High transfer dependency","2018","(2a) intermediate vocational","121","0.0161272366911715","0.0128753488817875","0.0193791245005556"
"High transfer dependency","2018","(2c_gen) general maturity certificate","152","0.0535816496430768","0.0436325183899144","0.0635307808962392"
"High transfer dependency","2018","(2c_voc) vocational maturity certificate","65","0.0172009124298892","0.0121984075073358","0.0222034173524427"
"High transfer dependency","2018","(3a) lower tertiary education","17","","",""
"High transfer dependency","2018","(3b) higher tertiary education","123","0.0124255327711621","0.00933364995293141","0.0155174155893927"
"Very high transfer dependency","2018","(0) in school","49","0.069580585026652","0.0504143337883636","0.0887468362649404"
"Very high transfer dependency","2018","(1a) inadequately completed","1191","0.297204065895252","0.276230239573356","0.318177892217148"
"Very high transfer dependency","2018","(1b) general elementary school","704","0.0772323800087337","0.0669630613695796","0.0875016986478879"
"Very high transfer dependency","2018","(1c) basic vocational qualification","217","0.0286053288045842","0.023923133402229","0.0332875242069395"
"Very high transfer dependency","2018","(2b) intermediate general qualification","72","0.0724095632115836","0.055286445189889","0.0895326812332781"
"Very high transfer dependency","2018","(2a) intermediate vocational","133","0.0220388352758598","0.0182488176566573","0.0258288528950624"
"Very high transfer dependency","2018","(2c_gen) general maturity certificate","480","0.0703825001765536","0.059081417963924","0.0816835823891832"
"Very high transfer dependency","2018","(2c_voc) vocational maturity certificate","140","0.0293753141377943","0.0228785614316511","0.0358720668439375"
"Very high transfer dependency","2018","(3a) lower tertiary education","8","","",""
"Very high transfer dependency","2018","(3b) higher tertiary education","548","0.0301598064353038","0.0253862182040838","0.0349333946665237"
"Very low transfer dependency","2019","(0) in school","470","0.819639912537285","0.788900708137078","0.850379116937491"
"Very low transfer dependency","2019","(1a) inadequately completed","306","0.4935790176365","0.470154899106208","0.517003136166792"
"Very low transfer dependency","2019","(1b) general elementary school","1220","0.765128267589098","0.747930179687497","0.782326355490699"
"Very low transfer dependency","2019","(1c) basic vocational qualification","3943","0.889956392330345","0.880851336385788","0.899061448274901"
"Very low transfer dependency","2019","(2b) intermediate general qualification","665","0.814385960457855","0.788785263997795","0.839986656917914"
"Very low transfer dependency","2019","(2a) intermediate vocational","5424","0.933139712960257","0.926761864784753","0.939517561135761"
"Very low transfer dependency","2019","(2c_gen) general maturity certificate","1272","0.836379107028506","0.819797557439714","0.852960656617299"
"Very low transfer dependency","2019","(2c_voc) vocational maturity certificate","2398","0.90633846629591","0.895395120839811","0.917281811752009"
"Very low transfer dependency","2019","(3a) lower tertiary education","2127","0.961789885832496","0.953782906560675","0.969796865104318"
"Very low transfer dependency","2019","(3b) higher tertiary education","4593","0.926993127260619","0.92001827526695","0.933967979254287"
"Low transfer dependency","2019","(0) in school","50","0.087823402657137","0.0651949192597244","0.11045188605455"
"Low transfer dependency","2019","(1a) inadequately completed","126","0.123134729723156","0.107739513880678","0.138529945565634"
"Low transfer dependency","2019","(1b) general elementary school","269","0.0986453204914141","0.0865481509274484","0.11074249005538"
"Low transfer dependency","2019","(1c) basic vocational qualification","266","0.0560035191783485","0.0493137876042481","0.0626932507524488"
"Low transfer dependency","2019","(2b) intermediate general qualification","92","0.0758867917733576","0.0584495850905754","0.0933239984561399"
"Low transfer dependency","2019","(2a) intermediate vocational","268","0.0349062423581838","0.0302196948372324","0.0395927898791351"
"Low transfer dependency","2019","(2c_gen) general maturity certificate","133","0.0629823890524113","0.0520933993049559","0.0738713787998667"
"Low transfer dependency","2019","(2c_voc) vocational maturity certificate","135","0.0448026100333258","0.0370325836858755","0.0525726363807762"
"Low transfer dependency","2019","(3a) lower tertiary education","48","0.0252000124663109","0.0186536873694384","0.0317463375631834"
"Low transfer dependency","2019","(3b) higher tertiary education","189","0.0337255859622958","0.0288855915717618","0.0385655803528299"
"High transfer dependency","2019","(0) in school","40","0.0543695780516862","0.0362415921800825","0.07249756392329"
"High transfer dependency","2019","(1a) inadequately completed","172","0.106244739240047","0.0918072361656096","0.120682242314484"
"High transfer dependency","2019","(1b) general elementary school","221","0.0557673374625367","0.0464578208789363","0.0650768540461371"
"High transfer dependency","2019","(1c) basic vocational qualification","144","0.0246202488332312","0.0201115738242338","0.0291289238422287"
"High transfer dependency","2019","(2b) intermediate general qualification","54","0.0524199497214239","0.0377446329466796","0.0670952664961683"
"High transfer dependency","2019","(2a) intermediate vocational","102","0.0141987340872303","0.0111778349815816","0.017219633192879"
"High transfer dependency","2019","(2c_gen) general maturity certificate","113","0.0442759034278492","0.0350554106757706","0.0534963961799277"
"High transfer dependency","2019","(2c_voc) vocational maturity certificate","76","0.0227145778051627","0.017118453984871","0.0283107016254545"
"High transfer dependency","2019","(3a) lower tertiary education","15","","",""
"High transfer dependency","2019","(3b) higher tertiary education","120","0.0129535342159511","0.00992189299498892","0.0159851754369133"
"Very high transfer dependency","2019","(0) in school","41","0.038167106753892","0.0228489931013425","0.0534852204064416"
"Very high transfer dependency","2019","(1a) inadequately completed","1146","0.277041513400298","0.25607345718711","0.298009569613485"
"Very high transfer dependency","2019","(1b) general elementary school","624","0.0804590744569511","0.0694241157374095","0.0914940331764928"
"Very high transfer dependency","2019","(1c) basic vocational qualification","185","0.0294198396580758","0.0245033888201969","0.0343362904959546"
"Very high transfer dependency","2019","(2b) intermediate general qualification","75","0.0573072980473638","0.0420027232282045","0.072611872866523"
"Very high transfer dependency","2019","(2a) intermediate vocational","98","0.0177553105943291","0.0143832862327791","0.021127334955879"
"Very high transfer dependency","2019","(2c_gen) general maturity certificate","394","0.0563626004912331","0.0460254168670075","0.0666997841154587"
"Very high transfer dependency","2019","(2c_voc) vocational maturity certificate","114","0.0261443458656014","0.0201511226176542","0.0321375691135486"
"Very high transfer dependency","2019","(3a) lower tertiary education","12","","",""
"Very high transfer dependency","2019","(3b) higher tertiary education","442","0.0263277525611345","0.0220350761109182","0.0306204290113507"
