"pli0092_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","2013","Brandenburg","Female","59","0.115888206317511","0.0894007732139989","0.142375639421022","1"
"Daily","2013","Mecklenburg-Western Pomerania","Male","34","0.175639239480049","0.129651755838018","0.22162672312208","1"
"Daily","2013","Bremen","Male","16","","","","1"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","Male","14","","","","3"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","Female","20","","","","3"
"Min 1x per month","2013","Saxony","Male","56","0.066359771174168","0.0492814479114172","0.0834380944369187","3"
"Min 1x per month","2013","Saxony","Female","45","0.0421094268002455","0.0289220974250681","0.055296756175423","3"
"Min 1x per month","2013","North Rhine-Westphalia","Female","108","0.0411341360035399","0.0337555761150276","0.0485126958920523","3"
"Min 1x per month","2013","Hesse","Male","48","0.064247836425164","0.0472993960360592","0.0811962768142687","3"
"Min 1x per month","2013","Hesse","Female","44","0.0439180160271976","0.0308945447580534","0.0569414872963417","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","Male","33","0.0674639307338793","0.0477997108222559","0.0871281506455028","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","Female","33","0.0441644966000181","0.0298553503852324","0.0584736428148037","3"
"Min 1x per month","2013","Baden-Württemberg","Male","77","0.0569955298041233","0.0447103274142063","0.0692807321940402","3"
"Min 1x per month","2013","Baden-Württemberg","Female","61","0.0379201209222678","0.028675979312817","0.0471642625317185","3"
"Min 1x per month","2013","Bavaria","Male","123","0.0782096107174489","0.0658160420410147","0.0906031793938832","3"
"Min 1x per month","2013","Bavaria","Female","140","0.0651930160030011","0.0549076702677163","0.0754783617382858","3"
"Min 1x per month","2013","Berlin","Male","24","","","","3"
"Min 1x per month","2013","Berlin","Female","31","0.0578122076507018","0.0383249465093995","0.077299468792004","3"
"Min 1x per month","2013","Brandenburg","Male","18","","","","3"
"Min 1x per month","2013","Brandenburg","Female","23","","","","3"
"Min 1x per month","2013","Schleswig-Holstein","Male","13","","","","3"
"Min 1x per month","2013","Schleswig-Holstein","Female","21","","","","3"
"Min 1x per month","2013","Hamburg","Male","13","","","","3"
"Min 1x per month","2013","Hamburg","Female","8","","","","3"
"Min 1x per month","2013","North Rhine-Westphalia","Male","112","0.0484911284521542","0.0397448632763849","0.0572373936279236","3"
"Min 1x per month","2013","Bremen","Female","5","","","","3"
"Min 1x per month","2013","Thuringia","Male","18","","","","3"
"Min 1x per month","2013","Thuringia","Female","27","","","","3"
"Min 1x per month","2013","Lower Saxony","Male","53","0.0402587129940576","0.0286794394630684","0.0518379865250468","3"
"Min 1x per month","2013","Lower Saxony","Female","52","0.0360197464412468","0.0260613056999852","0.0459781871825085","3"
"Min 1x per month","2013","Bremen","Male","1","","","","3"
"Min 1x per month","2013","Saxony-Anhalt","Male","15","","","","3"
"Min 1x per month","2013","Saxony-Anhalt","Female","19","","","","3"
"Min 1x per week","2013","Hesse","Female","366","0.374954220731724","0.344185965513299","0.405722475950148","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","Male","179","0.323625041537393","0.286945584174766","0.360304498900021","2"
"Min 1x per week","2013","North Rhine-Westphalia","Female","975","0.374917977373675","0.356932245079463","0.392903709667886","2"
"Min 1x per week","2013","Hesse","Male","299","0.362374855683507","0.329148568707017","0.395601142659997","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","Female","91","0.260075208242677","0.21252882554908","0.307621590936275","2"
"Min 1x per week","2013","Saxony","Male","234","0.298863565125703","0.267455530137339","0.330271600114066","2"
"Min 1x per week","2013","Saxony","Female","281","0.31546826948385","0.284955342291438","0.345981196676263","2"
"Min 1x per week","2013","North Rhine-Westphalia","Male","744","0.311650057722126","0.292790855379929","0.330509260064323","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","Female","265","0.351867572512286","0.318608740157732","0.38512640486684","2"
"Min 1x per week","2013","Baden-Württemberg","Male","522","0.38256050146261","0.356806049631321","0.408314953293898","2"
"Min 1x per week","2013","Baden-Württemberg","Female","635","0.363506849012691","0.340227044269486","0.386786653755897","2"
"Min 1x per week","2013","Bavaria","Male","617","0.320991960653471","0.29944258144651","0.342541339860432","2"
"Min 1x per week","2013","Bavaria","Female","814","0.347357525401689","0.327520186746895","0.367194864056483","2"
"Min 1x per week","2013","Berlin","Male","136","0.287645761511662","0.245107429323071","0.330184093700254","2"
"Min 1x per week","2013","Berlin","Female","200","0.352532387807627","0.312640845519324","0.392423930095931","2"
"Min 1x per week","2013","Brandenburg","Male","127","0.25181978052606","0.212196935128595","0.291442625923524","2"
"Min 1x per week","2013","Brandenburg","Female","172","0.310873180172704","0.27257237847471","0.349173981870699","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","Male","69","0.252115069268827","0.199635892888179","0.304594245649475","2"
"Min 1x per week","2013","Saxony-Anhalt","Male","104","0.246856222556991","0.206054318473743","0.287658126640239","2"
"Min 1x per week","2013","Saxony-Anhalt","Female","134","0.262589590353655","0.225232084656206","0.299947096051105","2"
"Min 1x per week","2013","Thuringia","Male","107","0.227032622034368","0.188241369819443","0.265823874249293","2"
"Min 1x per week","2013","Thuringia","Female","138","0.215868098754812","0.181390006885643","0.25034619062398","2"
"Min 1x per week","2013","Schleswig-Holstein","Female","153","0.309107804334295","0.268722419368132","0.349493189300458","2"
"Min 1x per week","2013","Hamburg","Male","66","0.340913373451543","0.271277767555956","0.41054897934713","2"
"Min 1x per week","2013","Hamburg","Female","81","0.342049824472894","0.280063195104072","0.404036453841715","2"
"Min 1x per week","2013","Lower Saxony","Male","358","0.352128609678665","0.323992157320932","0.380265062036398","2"
"Min 1x per week","2013","Lower Saxony","Female","520","0.406674655892762","0.380422984900943","0.432926326884581","2"
"Min 1x per week","2013","Schleswig-Holstein","Male","119","0.313293610639093","0.267781921304748","0.358805299973439","2"
"Min 1x per week","2013","Bremen","Male","23","","","","2"
"Min 1x per week","2013","Bremen","Female","47","0.361554155106862","0.269656981927274","0.45345132828645","2"
"Never","2013","Bremen","Female","32","0.276273799719266","0.190745381635996","0.361802217802536","5"
"Never","2013","North Rhine-Westphalia","Male","775","0.321938917511266","0.302914725389042","0.34096310963349","5"
"Never","2013","Thuringia","Male","179","0.417917566031995","0.372245922149183","0.463589209914807","5"
"Never","2013","Thuringia","Female","245","0.484746601801557","0.442865099955066","0.526628103648049","5"
"Never","2013","Schleswig-Holstein","Female","190","0.34582704957975","0.304260892982742","0.387393206176759","5"
"Never","2013","Hamburg","Male","55","0.316507969675102","0.248180216133272","0.384835723216932","5"
"Never","2013","Hamburg","Female","80","0.38021962588712","0.316789874824387","0.443649376949853","5"
"Never","2013","Lower Saxony","Male","355","0.313094569070578","0.285775838004594","0.340413300136562","5"
"Never","2013","Lower Saxony","Female","404","0.283393717226808","0.25931006410039","0.307477370353226","5"
"Never","2013","Bremen","Male","20","","","","5"
"Never","2013","Mecklenburg-Western Pomerania","Male","119","0.411325284399772","0.351854918380972","0.470795650418572","5"
"Never","2013","Mecklenburg-Western Pomerania","Female","138","0.370819245700291","0.318466066157382","0.4231724252432","5"
"Never","2013","Saxony","Male","281","0.332439707729093","0.300117225480105","0.364762189978081","5"
"Never","2013","Saxony","Female","327","0.305325320099282","0.275085348123674","0.335565292074889","5"
"Never","2013","Saxony-Anhalt","Male","181","0.425104376828596","0.378324213445709","0.471884540211483","5"
"Never","2013","Saxony-Anhalt","Female","233","0.417539752860534","0.37567326339777","0.459406242323298","5"
"Never","2013","Schleswig-Holstein","Male","133","0.340890973776764","0.294380793405585","0.387401154147944","5"
"Never","2013","North Rhine-Westphalia","Female","968","0.333397434567818","0.315882597362139","0.350912271773497","5"
"Never","2013","Hesse","Male","225","0.285944726791522","0.254710768358582","0.317178685224462","5"
"Never","2013","Hesse","Female","289","0.311612930660911","0.282176718805079","0.341049142516743","5"
"Never","2013","Rhineland-Palatinate,Saarland","Male","229","0.337531078176322","0.300458932734699","0.374603223617945","5"
"Never","2013","Rhineland-Palatinate,Saarland","Female","297","0.379778334784106","0.34597776202859","0.413578907539622","5"
"Never","2013","Baden-Württemberg","Male","379","0.266197981921976","0.242777443629094","0.289618520214858","5"
"Never","2013","Baden-Württemberg","Female","492","0.305205521241413","0.282918576348011","0.327492466134816","5"
"Never","2013","Bavaria","Male","521","0.315373627741385","0.293925483247236","0.336821772235534","5"
"Never","2013","Bavaria","Female","624","0.311542198464444","0.292246767321137","0.330837629607751","5"
"Never","2013","Berlin","Male","133","0.287282079420627","0.244759796786612","0.329804362054641","5"
"Never","2013","Berlin","Female","171","0.31346440000437","0.27472990168752","0.352198898321221","5"
"Never","2013","Brandenburg","Male","181","0.376677329381377","0.332445099807534","0.42090955895522","5"
"Never","2013","Brandenburg","Female","217","0.391414111446814","0.351026716728845","0.431801506164784","5"
"Rarely","2013","Hesse","Male","114","0.141520935077069","0.1174276918045","0.165614178349637","4"
"Rarely","2013","Baden-Württemberg","Female","209","0.122297296249155","0.10644076042866","0.13815383206965","4"
"Rarely","2013","Bavaria","Male","290","0.154217370555679","0.137546961546773","0.170887779564585","4"
"Rarely","2013","Bavaria","Female","303","0.12840373022016","0.114465620281594","0.142341840158727","4"
"Rarely","2013","Mecklenburg-Western Pomerania","Female","34","0.172232289010391","0.131307566599709","0.213157011421073","4"
"Rarely","2013","North Rhine-Westphalia","Female","332","0.109552427397695","0.0979484555245334","0.121156399270856","4"
"Rarely","2013","Hesse","Female","110","0.0956365549513829","0.0769451780857894","0.114327931816976","4"
"Rarely","2013","Rhineland-Palatinate,Saarland","Male","108","0.157163477786467","0.128629943353045","0.185697012219888","4"
"Rarely","2013","Rhineland-Palatinate,Saarland","Female","96","0.109818720118529","0.0880434817565613","0.131593958480497","4"
"Rarely","2013","Baden-Württemberg","Male","188","0.133599709990254","0.115570898634265","0.151628521346243","4"
"Rarely","2013","Mecklenburg-Western Pomerania","Male","27","","","","4"
"Rarely","2013","Saxony","Male","139","0.164192965432443","0.138775438292035","0.18961049257285","4"
"Rarely","2013","Saxony","Female","143","0.215887795533877","0.188872333988642","0.242903257079113","4"
"Rarely","2013","Saxony-Anhalt","Male","76","0.170797834503264","0.135186287624685","0.206409381381842","4"
"Rarely","2013","Saxony-Anhalt","Female","94","0.175227464331989","0.142953473585703","0.207501455078275","4"
"Rarely","2013","Thuringia","Male","91","0.17959287936452","0.144048711498424","0.215137047230616","4"
"Rarely","2013","Thuringia","Female","85","0.154050580807882","0.123798287933988","0.184302873681776","4"
"Rarely","2013","North Rhine-Westphalia","Male","356","0.173054662425041","0.157651314406374","0.188458010443709","4"
"Rarely","2013","Schleswig-Holstein","Female","46","0.0903579777966047","0.0653036585239788","0.115412297069231","4"
"Rarely","2013","Berlin","Male","68","0.152797262341992","0.118986503014753","0.18660802166923","4"
"Rarely","2013","Berlin","Female","73","0.124959428464829","0.0973491427036025","0.152569714226056","4"
"Rarely","2013","Brandenburg","Male","94","0.241654051906468","0.202576409500962","0.280731694311973","4"
"Rarely","2013","Brandenburg","Female","90","0.142491554160662","0.113566084107271","0.171417024214053","4"
"Rarely","2013","Schleswig-Holstein","Male","64","0.131568969696937","0.0984019807083616","0.164735958685512","4"
"Rarely","2013","Hamburg","Male","22","","","","4"
"Rarely","2013","Hamburg","Female","24","","","","4"
"Rarely","2013","Lower Saxony","Male","169","0.137207258299177","0.116939017040887","0.157475499557467","4"
"Rarely","2013","Lower Saxony","Female","190","0.134000364076363","0.115795024136022","0.152205704016705","4"
"Rarely","2013","Bremen","Male","19","","","","4"
"Rarely","2013","Bremen","Female","11","","","","4"
"Daily","2014","North Rhine-Westphalia","Female","","","","","1"
"Daily","2014","Hesse","Male","","","","","1"
"Daily","2014","Hesse","Female","","","","","1"
"Daily","2014","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2014","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2014","Baden-Württemberg","Male","","","","","1"
"Daily","2014","Baden-Württemberg","Female","","","","","1"
"Daily","2014","Bavaria","Male","","","","","1"
"Daily","2014","Bavaria","Female","","","","","1"
"Daily","2014","Berlin","Male","","","","","1"
"Daily","2014","Berlin","Female","","","","","1"
"Daily","2014","Brandenburg","Male","","","","","1"
"Daily","2014","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2014","Saxony","Male","","","","","1"
"Daily","2014","Saxony","Female","","","","","1"
"Daily","2014","Saxony-Anhalt","Male","","","","","1"
"Daily","2014","Saxony-Anhalt","Female","","","","","1"
"Daily","2014","Schleswig-Holstein","Male","","","","","1"
"Daily","2014","Schleswig-Holstein","Female","","","","","1"
"Daily","2014","Hamburg","Male","","","","","1"
"Daily","2014","Hamburg","Female","","","","","1"
"Daily","2014","Bremen","Female","","","","","1"
"Daily","2014","North Rhine-Westphalia","Male","","","","","1"
"Daily","2014","Brandenburg","Female","","","","","1"
"Daily","2014","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2014","Thuringia","Male","","","","","1"
"Daily","2014","Thuringia","Female","","","","","1"
"Daily","2014","Lower Saxony","Female","","","","","1"
"Daily","2014","Lower Saxony","Male","","","","","1"
"Daily","2014","Bremen","Male","","","","","1"
"Min 1x per month","2014","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2014","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2014","Saxony","Male","","","","","3"
"Min 1x per month","2014","Saxony","Female","","","","","3"
"Min 1x per month","2014","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2014","Hesse","Male","","","","","3"
"Min 1x per month","2014","Hesse","Female","","","","","3"
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2014","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2014","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2014","Bavaria","Male","","","","","3"
"Min 1x per month","2014","Bavaria","Female","","","","","3"
"Min 1x per month","2014","Berlin","Male","","","","","3"
"Min 1x per month","2014","Berlin","Female","","","","","3"
"Min 1x per month","2014","Brandenburg","Male","","","","","3"
"Min 1x per month","2014","Brandenburg","Female","","","","","3"
"Min 1x per month","2014","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2014","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2014","Hamburg","Male","","","","","3"
"Min 1x per month","2014","Hamburg","Female","","","","","3"
"Min 1x per month","2014","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2014","Thuringia","Male","","","","","3"
"Min 1x per month","2014","Thuringia","Female","","","","","3"
"Min 1x per month","2014","Lower Saxony","Male","","","","","3"
"Min 1x per month","2014","Lower Saxony","Female","","","","","3"
"Min 1x per month","2014","Bremen","Male","","","","","3"
"Min 1x per month","2014","Bremen","Female","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","Female","","","","","3"
"Min 1x per week","2014","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2014","Hesse","Male","","","","","2"
"Min 1x per week","2014","Hesse","Female","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2014","Bavaria","Male","","","","","2"
"Min 1x per week","2014","Bavaria","Female","","","","","2"
"Min 1x per week","2014","Berlin","Male","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2014","Saxony","Male","","","","","2"
"Min 1x per week","2014","Saxony","Female","","","","","2"
"Min 1x per week","2014","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2014","Berlin","Female","","","","","2"
"Min 1x per week","2014","Brandenburg","Male","","","","","2"
"Min 1x per week","2014","Brandenburg","Female","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","2014","Thuringia","Male","","","","","2"
"Min 1x per week","2014","Thuringia","Female","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2014","Hamburg","Male","","","","","2"
"Min 1x per week","2014","Hamburg","Female","","","","","2"
"Min 1x per week","2014","Lower Saxony","Male","","","","","2"
"Min 1x per week","2014","Lower Saxony","Female","","","","","2"
"Min 1x per week","2014","Bremen","Female","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2014","Bremen","Male","","","","","2"
"Never","2014","Schleswig-Holstein","Female","","","","","5"
"Never","2014","Hamburg","Male","","","","","5"
"Never","2014","Hamburg","Female","","","","","5"
"Never","2014","Lower Saxony","Male","","","","","5"
"Never","2014","Lower Saxony","Female","","","","","5"
"Never","2014","Bremen","Male","","","","","5"
"Never","2014","Bremen","Female","","","","","5"
"Never","2014","North Rhine-Westphalia","Male","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","2014","Saxony","Male","","","","","5"
"Never","2014","Saxony","Female","","","","","5"
"Never","2014","Saxony-Anhalt","Male","","","","","5"
"Never","2014","Saxony-Anhalt","Female","","","","","5"
"Never","2014","Thuringia","Male","","","","","5"
"Never","2014","Thuringia","Female","","","","","5"
"Never","2014","Schleswig-Holstein","Male","","","","","5"
"Never","2014","North Rhine-Westphalia","Female","","","","","5"
"Never","2014","Hesse","Male","","","","","5"
"Never","2014","Hesse","Female","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2014","Baden-Württemberg","Male","","","","","5"
"Never","2014","Baden-Württemberg","Female","","","","","5"
"Never","2014","Bavaria","Male","","","","","5"
"Never","2014","Bavaria","Female","","","","","5"
"Never","2014","Berlin","Male","","","","","5"
"Never","2014","Berlin","Female","","","","","5"
"Never","2014","Brandenburg","Male","","","","","5"
"Never","2014","Brandenburg","Female","","","","","5"
"Rarely","2014","North Rhine-Westphalia","Female","","","","","4"
"Rarely","2014","Hesse","Male","","","","","4"
"Rarely","2014","Baden-Württemberg","Female","","","","","4"
"Rarely","2014","Bavaria","Male","","","","","4"
"Rarely","2014","Bavaria","Female","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","2014","Saxony","Male","","","","","4"
"Rarely","2014","Thuringia","Female","","","","","4"
"Rarely","2014","Hesse","Female","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","2014","Baden-Württemberg","Male","","","","","4"
"Rarely","2014","Saxony","Female","","","","","4"
"Rarely","2014","Saxony-Anhalt","Male","","","","","4"
"Rarely","2014","Saxony-Anhalt","Female","","","","","4"
"Rarely","2014","Thuringia","Male","","","","","4"
"Rarely","2014","North Rhine-Westphalia","Male","","","","","4"
"Rarely","2014","Berlin","Male","","","","","4"
"Rarely","2014","Berlin","Female","","","","","4"
"Rarely","2014","Brandenburg","Male","","","","","4"
"Rarely","2014","Brandenburg","Female","","","","","4"
"Rarely","2014","Schleswig-Holstein","Male","","","","","4"
"Rarely","2014","Schleswig-Holstein","Female","","","","","4"
"Rarely","2014","Hamburg","Male","","","","","4"
"Rarely","2014","Lower Saxony","Female","","","","","4"
"Rarely","2014","Bremen","Male","","","","","4"
"Rarely","2014","Hamburg","Female","","","","","4"
"Rarely","2014","Lower Saxony","Male","","","","","4"
"Rarely","2014","Bremen","Female","","","","","4"
"Daily","2015","North Rhine-Westphalia","Female","","","","","1"
"Daily","2015","Hesse","Male","","","","","1"
"Daily","2015","Hesse","Female","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2015","Baden-Württemberg","Male","","","","","1"
"Daily","2015","Baden-Württemberg","Female","","","","","1"
"Daily","2015","Bavaria","Male","","","","","1"
"Daily","2015","Bavaria","Female","","","","","1"
"Daily","2015","Berlin","Male","","","","","1"
"Daily","2015","Berlin","Female","","","","","1"
"Daily","2015","Brandenburg","Male","","","","","1"
"Daily","2015","Brandenburg","Female","","","","","1"
"Daily","2015","North Rhine-Westphalia","Male","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2015","Saxony","Male","","","","","1"
"Daily","2015","Saxony","Female","","","","","1"
"Daily","2015","Saxony-Anhalt","Male","","","","","1"
"Daily","2015","Saxony-Anhalt","Female","","","","","1"
"Daily","2015","Thuringia","Female","","","","","1"
"Daily","2015","Hamburg","Male","","","","","1"
"Daily","2015","Hamburg","Female","","","","","1"
"Daily","2015","Lower Saxony","Male","","","","","1"
"Daily","2015","Lower Saxony","Female","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2015","Thuringia","Male","","","","","1"
"Daily","2015","Schleswig-Holstein","Male","","","","","1"
"Daily","2015","Bremen","Male","","","","","1"
"Daily","2015","Bremen","Female","","","","","1"
"Daily","2015","Schleswig-Holstein","Female","","","","","1"
"Min 1x per month","2015","North Rhine-Westphalia","Female","117","0.0492109501766785","0.0415102877833389","0.0569116125700181","3"
"Min 1x per month","2015","Hesse","Male","45","0.060274773261325","0.0445324412159242","0.0760171053067259","3"
"Min 1x per month","2015","Hesse","Female","40","0.0388201955630724","0.0269307858964388","0.0507096052297059","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Male","33","0.0552174211659298","0.0387498378261519","0.0716850045057077","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Female","32","0.0461107646643307","0.0321747498046386","0.0600467795240228","3"
"Min 1x per month","2015","Baden-Württemberg","Male","116","0.0649329586935483","0.0524298602604437","0.0774360571266529","3"
"Min 1x per month","2015","Baden-Württemberg","Female","105","0.060209267810809","0.0490195152650202","0.0713990203565978","3"
"Min 1x per month","2015","Bavaria","Male","149","0.0823536459165652","0.0703832791382155","0.0943240126949149","3"
"Min 1x per month","2015","Bavaria","Female","141","0.0566421458881849","0.0473298440129897","0.0659544477633801","3"
"Min 1x per month","2015","Berlin","Male","25","","","","3"
"Min 1x per month","2015","Berlin","Female","26","","","","3"
"Min 1x per month","2015","Brandenburg","Male","27","","","","3"
"Min 1x per month","2015","Brandenburg","Female","27","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Male","9","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Female","17","","","","3"
"Min 1x per month","2015","Saxony","Male","63","0.0766481432851799","0.0574416189875258","0.095854667582834","3"
"Min 1x per month","2015","Saxony","Female","54","0.0706109830546291","0.0529365203416354","0.0882854457676227","3"
"Min 1x per month","2015","Schleswig-Holstein","Male","23","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Female","21","","","","3"
"Min 1x per month","2015","Hamburg","Male","10","","","","3"
"Min 1x per month","2015","Hamburg","Female","10","","","","3"
"Min 1x per month","2015","Thuringia","Female","26","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","Female","21","","","","3"
"Min 1x per month","2015","Thuringia","Male","26","","","","3"
"Min 1x per month","2015","Lower Saxony","Female","60","0.0530154142787387","0.0412826172387021","0.0647482113187752","3"
"Min 1x per month","2015","North Rhine-Westphalia","Male","143","0.0592226387190176","0.0500862117609926","0.0683590656770425","3"
"Min 1x per month","2015","Saxony-Anhalt","Male","18","","","","3"
"Min 1x per month","2015","Bremen","Female","2","","","","3"
"Min 1x per month","2015","Bremen","Male","2","","","","3"
"Min 1x per month","2015","Lower Saxony","Male","61","0.0456495886998666","0.0338841721568198","0.0574150052429134","3"
"Min 1x per week","2015","North Rhine-Westphalia","Female","1308","0.444971320732917","0.427279242731613","0.46266339873422","2"
"Min 1x per week","2015","Hesse","Male","418","0.46997917301925","0.436966050236562","0.502992295801937","2"
"Min 1x per week","2015","Hesse","Female","481","0.485739043554592","0.454976489007224","0.51650159810196","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Male","274","0.355758518650198","0.32124192989559","0.390275107404806","2"
"Min 1x per week","2015","North Rhine-Westphalia","Male","1116","0.426476353935666","0.407333255916822","0.445619451954511","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Male","85","0.33096699830428","0.272519687539314","0.389414309069246","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Female","112","0.33226022513891","0.279826580691183","0.384693869586636","2"
"Min 1x per week","2015","Saxony","Male","263","0.359750670647869","0.32510174928924","0.394399592006498","2"
"Min 1x per week","2015","Hamburg","Male","95","0.433896678717529","0.367338825801726","0.500454531633333","2"
"Min 1x per week","2015","Hamburg","Female","123","0.484069314844271","0.42236759398693","0.545771035701611","2"
"Min 1x per week","2015","Lower Saxony","Male","514","0.467317661354208","0.439193784553774","0.495441538154643","2"
"Min 1x per week","2015","Baden-Württemberg","Female","779","0.453232274037231","0.42981506782925","0.476649480245212","2"
"Min 1x per week","2015","Bavaria","Male","865","0.428319319792529","0.406772213186034","0.449866426399025","2"
"Min 1x per week","2015","Bavaria","Female","1071","0.452897697736246","0.432844515999851","0.472950879472642","2"
"Min 1x per week","2015","Berlin","Male","216","0.512550596663273","0.466521533757859","0.558579659568688","2"
"Min 1x per week","2015","Saxony","Female","307","0.388666438600698","0.355035501915368","0.422297375286028","2"
"Min 1x per week","2015","Thuringia","Female","169","0.313554866787548","0.273907449013961","0.353202284561135","2"
"Min 1x per week","2015","Schleswig-Holstein","Male","168","0.427708770773419","0.379643265778895","0.475774275767943","2"
"Min 1x per week","2015","Schleswig-Holstein","Female","221","0.525246348981402","0.481076794093022","0.569415903869781","2"
"Min 1x per week","2015","Lower Saxony","Female","638","0.466238599469927","0.44011658184055","0.492360617099303","2"
"Min 1x per week","2015","Bremen","Male","38","0.486474619138322","0.37829331443603","0.594655923840614","2"
"Min 1x per week","2015","Bremen","Female","49","0.534022932183645","0.437686245766654","0.630359618600636","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Female","329","0.382262499819396","0.349972258133713","0.414552741505079","2"
"Min 1x per week","2015","Baden-Württemberg","Male","662","0.484079161111973","0.458721253912361","0.509437068311585","2"
"Min 1x per week","2015","Berlin","Female","263","0.486456015770671","0.444377631046612","0.52853440049473","2"
"Min 1x per week","2015","Brandenburg","Male","130","0.290817194606187","0.248996799748879","0.332637589463494","2"
"Min 1x per week","2015","Brandenburg","Female","183","0.358320336429305","0.31849904321302","0.39814162964559","2"
"Min 1x per week","2015","Saxony-Anhalt","Male","114","0.243507958872333","0.201551983066711","0.285463934677956","2"
"Min 1x per week","2015","Saxony-Anhalt","Female","171","0.338374101555716","0.296691933741516","0.380056269369916","2"
"Min 1x per week","2015","Thuringia","Male","126","0.292294528657971","0.25041173814034","0.334177319175602","2"
"Never","2015","Schleswig-Holstein","Male","143","0.318319602717059","0.273063934566114","0.363575270868003","5"
"Never","2015","Schleswig-Holstein","Female","190","0.305444432360975","0.264703876509835","0.346184988212115","5"
"Never","2015","Hamburg","Male","75","0.411354056087446","0.345270522214694","0.477437589960198","5"
"Never","2015","Hamburg","Female","98","0.378017570368807","0.31814982923784","0.437885311499774","5"
"Never","2015","Lower Saxony","Male","459","0.371376578734691","0.344140945632084","0.398612211837298","5"
