"plb0037_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Limited","1989","Single parent ","middle vocational","7","","",""
"Limited","1989","Single parent ","vocational + Abi","2","","",""
"Limited","1989","Single parent ","higher vocational","","","",""
"Limited","1989","Single parent ","higher education","","","",""
"Limited","1989","Couple + C. LE 16 ","in school","","","",""
"Limited","1989","Couple + C. LE 16 ","inadequately","3","","",""
"Limited","1989","Couple + C. LE 16 ","general elemantary","13","","",""
"Limited","1989","Couple + C. LE 16 ","middle vocational","19","","",""
"Limited","1989","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Limited","1989","Couple + C. LE 16 ","higher vocational","2","","",""
"Limited","1989","Couple + C. LE 16 ","higher education","3","","",""
"Limited","1989","Couple + C. GT 16 ","in school","","","",""
"Limited","1989","Couple + C. GT 16 ","inadequately","1","","",""
"Limited","1989","Couple + C. GT 16 ","general elemantary","36","0.557582267451178","0.441231350403968","0.673933184498389"
"Limited","1989","Couple + C. GT 16 ","middle vocational","27","","",""
"Limited","1989","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Limited","1989","Couple + C. GT 16 ","higher vocational","3","","",""
"Limited","1989","Couple + C. GT 16 ","higher education","4","","",""
"Limited","1989","Couple + C. LE and GT 16","in school","","","",""
"Limited","1989","Couple + C. LE and GT 16","inadequately","2","","",""
"Limited","1989","Couple + C. LE and GT 16","general elemantary","24","","",""
"Limited","1989","Couple + C. LE and GT 16","middle vocational","11","","",""
"Limited","1989","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Limited","1989","Couple + C. LE and GT 16","higher vocational","","","",""
"Limited","1989","Couple + C. LE and GT 16","higher education","1","","",""
"Permanent","1990","1-pers.-HH","in school","","","",""
"Permanent","1990","1-pers.-HH","inadequately","3","","",""
"Permanent","1990","1-pers.-HH","general elemantary","16","","",""
"Permanent","1990","1-pers.-HH","middle vocational","29","","",""
"Permanent","1990","1-pers.-HH","vocational + Abi","9","","",""
"Permanent","1990","1-pers.-HH","higher vocational","4","","",""
"Permanent","1990","1-pers.-HH","higher education","14","","",""
"Permanent","1990","(Married) couple without C. ","in school","","","",""
"Permanent","1990","(Married) couple without C. ","inadequately","1","","",""
"Permanent","1990","(Married) couple without C. ","general elemantary","28","","",""
"Permanent","1990","(Married) couple without C. ","middle vocational","76","0.88653926780289","0.820275132634441","0.95280340297134"
"Permanent","1990","(Married) couple without C. ","vocational + Abi","9","","",""
"Permanent","1990","(Married) couple without C. ","higher vocational","12","","",""
"Permanent","1990","(Married) couple without C. ","higher education","17","","",""
"Permanent","1990","Single parent ","in school","","","",""
"Permanent","1990","Single parent ","inadequately","1","","",""
"Permanent","1990","Single parent ","general elemantary","4","","",""
"Permanent","1990","Single parent ","middle vocational","20","","",""
"Permanent","1990","Single parent ","vocational + Abi","2","","",""
"Permanent","1990","Single parent ","higher vocational","1","","",""
"Permanent","1990","Single parent ","higher education","3","","",""
"Permanent","1990","Couple + C. LE 16 ","in school","","","",""
"Permanent","1990","Couple + C. LE 16 ","inadequately","13","","",""
"Permanent","1990","Couple + C. LE 16 ","general elemantary","42","0.756780890968279","0.642352145547772","0.871209636388787"
"Permanent","1990","Couple + C. LE 16 ","middle vocational","109","0.842994565061886","0.779721924245628","0.906267205878143"
"Permanent","1990","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Permanent","1990","Couple + C. LE 16 ","higher vocational","11","","",""
"Permanent","1990","Couple + C. LE 16 ","higher education","16","","",""
"Permanent","1990","Couple + C. GT 16 ","in school","1","","",""
"Permanent","1990","Couple + C. GT 16 ","inadequately","7","","",""
"Permanent","1990","Couple + C. GT 16 ","general elemantary","24","","",""
"Permanent","1990","Couple + C. GT 16 ","middle vocational","92","0.831855692721575","0.7632024988784","0.90050888656475"
"Permanent","1990","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Permanent","1990","Couple + C. GT 16 ","higher vocational","4","","",""
"Permanent","1990","Couple + C. GT 16 ","higher education","4","","",""
"Permanent","1990","Couple + C. LE and GT 16","in school","","","",""
"Permanent","1990","Couple + C. LE and GT 16","inadequately","5","","",""
"Permanent","1990","Couple + C. LE and GT 16","general elemantary","18","","",""
"Permanent","1990","Couple + C. LE and GT 16","middle vocational","31","0.77202425886092","0.645147160615946","0.898901357105894"
"Permanent","1990","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Permanent","1990","Couple + C. LE and GT 16","higher vocational","","","",""
"Permanent","1990","Couple + C. LE and GT 16","higher education","5","","",""
"Limited","1990","1-pers.-HH","in school","","","",""
"Limited","1990","1-pers.-HH","inadequately","","","",""
"Limited","1990","1-pers.-HH","general elemantary","10","","",""
"Limited","1990","1-pers.-HH","middle vocational","7","","",""
"Limited","1990","1-pers.-HH","vocational + Abi","1","","",""
"Limited","1990","1-pers.-HH","higher vocational","1","","",""
"Limited","1990","1-pers.-HH","higher education","5","","",""
"Limited","1990","(Married) couple without C. ","in school","","","",""
"Limited","1990","(Married) couple without C. ","inadequately","1","","",""
"Limited","1990","(Married) couple without C. ","general elemantary","8","","",""
"Limited","1990","(Married) couple without C. ","middle vocational","12","","",""
"Limited","1990","(Married) couple without C. ","vocational + Abi","2","","",""
"Limited","1990","(Married) couple without C. ","higher vocational","","","",""
"Limited","1990","(Married) couple without C. ","higher education","7","","",""
"Limited","1990","Single parent ","in school","","","",""
"Limited","1990","Single parent ","inadequately","","","",""
"Limited","1990","Single parent ","general elemantary","8","","",""
"Limited","1990","Single parent ","middle vocational","9","","",""
"Limited","1990","Single parent ","vocational + Abi","1","","",""
"Limited","1990","Single parent ","higher vocational","","","",""
"Limited","1990","Single parent ","higher education","1","","",""
"Limited","1990","Couple + C. LE 16 ","in school","","","",""
"Limited","1990","Couple + C. LE 16 ","inadequately","3","","",""
"Limited","1990","Couple + C. LE 16 ","general elemantary","12","","",""
"Limited","1990","Couple + C. LE 16 ","middle vocational","18","","",""
"Limited","1990","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Limited","1990","Couple + C. LE 16 ","higher vocational","2","","",""
"Limited","1990","Couple + C. LE 16 ","higher education","2","","",""
"Limited","1990","Couple + C. GT 16 ","in school","","","",""
"Limited","1990","Couple + C. GT 16 ","inadequately","1","","",""
"Limited","1990","Couple + C. GT 16 ","general elemantary","27","","",""
"Limited","1990","Couple + C. GT 16 ","middle vocational","22","","",""
"Limited","1990","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Limited","1990","Couple + C. GT 16 ","higher vocational","1","","",""
"Limited","1990","Couple + C. GT 16 ","higher education","6","","",""
"Limited","1990","Couple + C. LE and GT 16","in school","","","",""
"Limited","1990","Couple + C. LE and GT 16","inadequately","1","","",""
"Limited","1990","Couple + C. LE and GT 16","general elemantary","24","","",""
"Limited","1990","Couple + C. LE and GT 16","middle vocational","11","","",""
"Limited","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Limited","1990","Couple + C. LE and GT 16","higher vocational","1","","",""
"Limited","1990","Couple + C. LE and GT 16","higher education","","","",""
"Permanent","1991","1-pers.-HH","in school","","","",""
"Permanent","1991","1-pers.-HH","inadequately","1","","",""
"Permanent","1991","1-pers.-HH","general elemantary","15","","",""
"Permanent","1991","1-pers.-HH","middle vocational","49","0.900776952267985","0.821767025292972","0.979786879242997"
"Permanent","1991","1-pers.-HH","vocational + Abi","8","","",""
"Permanent","1991","1-pers.-HH","higher vocational","5","","",""
"Permanent","1991","1-pers.-HH","higher education","15","","",""
"Permanent","1991","(Married) couple without C. ","in school","","","",""
"Permanent","1991","(Married) couple without C. ","inadequately","4","","",""
"Permanent","1991","(Married) couple without C. ","general elemantary","23","","",""
"Permanent","1991","(Married) couple without C. ","middle vocational","103","0.775856605352088","0.703893989880084","0.847819220824091"
"Permanent","1991","(Married) couple without C. ","vocational + Abi","13","","",""
"Permanent","1991","(Married) couple without C. ","higher vocational","23","","",""
"Permanent","1991","(Married) couple without C. ","higher education","43","0.670330149989421","0.551382337976479","0.789277962002363"
"Permanent","1991","Single parent ","in school","","","",""
"Permanent","1991","Single parent ","inadequately","2","","",""
"Permanent","1991","Single parent ","general elemantary","13","","",""
"Permanent","1991","Single parent ","middle vocational","36","0.801027146126273","0.684383156450963","0.917671135801583"
"Permanent","1991","Single parent ","vocational + Abi","2","","",""
"Permanent","1991","Single parent ","higher vocational","","","",""
"Permanent","1991","Single parent ","higher education","14","","",""
"Permanent","1991","Couple + C. LE 16 ","in school","","","",""
"Permanent","1991","Couple + C. LE 16 ","inadequately","18","","",""
"Permanent","1991","Couple + C. LE 16 ","general elemantary","42","0.855749453726984","0.757375053049497","0.954123854404472"
"Permanent","1991","Couple + C. LE 16 ","middle vocational","258","0.823577013686982","0.781415814017895","0.865738213356069"
"Permanent","1991","Couple + C. LE 16 ","vocational + Abi","17","","",""
"Permanent","1991","Couple + C. LE 16 ","higher vocational","30","0.901538233088525","0.802833050549912","1.00024341562714"
"Permanent","1991","Couple + C. LE 16 ","higher education","125","0.813704905649424","0.752995815499082","0.874413995799766"
"Permanent","1991","Couple + C. GT 16 ","in school","1","","",""
"Permanent","1991","Couple + C. GT 16 ","inadequately","3","","",""
"Permanent","1991","Couple + C. GT 16 ","general elemantary","32","0.437119532650811","0.320919227950175","0.553319837351448"
"Permanent","1991","Couple + C. GT 16 ","middle vocational","126","0.786552921679459","0.724222060312954","0.848883783045964"
"Permanent","1991","Couple + C. GT 16 ","vocational + Abi","10","","",""
"Permanent","1991","Couple + C. GT 16 ","higher vocational","10","","",""
"Permanent","1991","Couple + C. GT 16 ","higher education","34","0.758351544895057","0.628887030934859","0.887816058855255"
"Permanent","1991","Couple + C. LE and GT 16","in school","","","",""
"Permanent","1991","Couple + C. LE and GT 16","inadequately","7","","",""
"Permanent","1991","Couple + C. LE and GT 16","general elemantary","26","","",""
"Permanent","1991","Couple + C. LE and GT 16","middle vocational","58","0.72893597697455","0.630915868680821","0.826956085268278"
"Permanent","1991","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Permanent","1991","Couple + C. LE and GT 16","higher vocational","6","","",""
"Permanent","1991","Couple + C. LE and GT 16","higher education","13","","",""
"Limited","1991","1-pers.-HH","in school","","","",""
"Limited","1991","1-pers.-HH","inadequately","","","",""
"Limited","1991","1-pers.-HH","general elemantary","7","","",""
"Limited","1991","1-pers.-HH","middle vocational","6","","",""
"Limited","1991","1-pers.-HH","vocational + Abi","1","","",""
"Limited","1991","1-pers.-HH","higher vocational","","","",""
"Limited","1991","1-pers.-HH","higher education","11","","",""
"Limited","1991","(Married) couple without C. ","in school","","","",""
"Limited","1991","(Married) couple without C. ","inadequately","","","",""
"Limited","1991","(Married) couple without C. ","general elemantary","1","","",""
"Limited","1991","(Married) couple without C. ","middle vocational","26","","",""
"Limited","1991","(Married) couple without C. ","vocational + Abi","3","","",""
"Limited","1991","(Married) couple without C. ","higher vocational","2","","",""
"Limited","1991","(Married) couple without C. ","higher education","17","","",""
