"plb0037_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Limited","2018","no migration background","(1b) general elementary school","111","0.261815783651114","0.216653313349559","0.306978253952669"
"Limited","2018","no migration background","(1c) basic vocational qualification","136","0.0662728146409878","0.0537507425444215","0.0787948867375542"
"Limited","2018","no migration background","(2b) intermediate general qualification","161","0.454330377711848","0.399605436023896","0.5090553193998"
"Limited","2018","no migration background","(2a) intermediate vocational","241","0.0759195815953075","0.0670204238887334","0.0848187393018817"
"Limited","2018","no migration background","(2c_gen) general maturity certificate","228","0.514044217813342","0.466187854172974","0.561900581453709"
"Limited","2018","no migration background","(2c_voc) vocational maturity certificate","122","0.0944204154994444","0.0783192969082002","0.110521534090689"
"Limited","2018","no migration background","(3a) lower tertiary education","63","0.0776278455111166","0.0612942943721759","0.0939613966500574"
"Limited","2018","no migration background","(3b) higher tertiary education","252","0.170064311349258","0.152723115614706","0.187405507083809"
"Limited","2018","direct migration background","(0) in school","3","","",""
"Limited","2018","direct migration background","(1a) inadequately completed","216","0.300830217294587","0.25495960548134","0.346700829107835"
"Limited","2018","direct migration background","(1b) general elementary school","218","0.217132178684399","0.182644160804031","0.251620196564768"
"Limited","2018","direct migration background","(1c) basic vocational qualification","83","0.132008530184248","0.102886400034073","0.161130660334423"
"Limited","2018","direct migration background","(2b) intermediate general qualification","28","","",""
"Limited","2018","direct migration background","(2a) intermediate vocational","19","","",""
"Limited","2018","direct migration background","(2c_gen) general maturity certificate","180","0.310465377416699","0.264604290978102","0.356326463855296"
"Limited","2018","direct migration background","(2c_voc) vocational maturity certificate","79","0.164898896310864","0.129824333495947","0.199973459125782"
"Limited","2018","direct migration background","(3a) lower tertiary education","10","","",""
"Limited","2018","direct migration background","(3b) higher tertiary education","293","0.264977590968267","0.23563536438508","0.294319817551453"
"Limited","2018","indirect migration background","(0) in school","3","","",""
"Limited","2018","indirect migration background","(1a) inadequately completed","4","","",""
"Limited","2018","indirect migration background","(1b) general elementary school","40","0.344779569656041","0.250193604263073","0.439365535049009"
"Limited","2018","indirect migration background","(1c) basic vocational qualification","21","","",""
"Limited","2018","indirect migration background","(2b) intermediate general qualification","50","0.723321930225949","0.623401127735678","0.82324273271622"
"Limited","2018","indirect migration background","(2a) intermediate vocational","26","","",""
"Limited","2018","indirect migration background","(2c_gen) general maturity certificate","73","0.663657828439735","0.57804912238538","0.749266534494089"
"Limited","2018","indirect migration background","(2c_voc) vocational maturity certificate","14","","",""
"Limited","2018","indirect migration background","(3a) lower tertiary education","8","","",""
"Limited","2018","indirect migration background","(3b) higher tertiary education","33","0.245345145995828","0.17432174667278","0.316368545318875"
"Permanent","2019","no migration background","(0) in school","23","","",""
"Permanent","2019","no migration background","(1a) inadequately completed","51","0.8644112086688","0.780536660520384","0.948285756817216"
"Permanent","2019","no migration background","(1b) general elementary school","232","0.775045791155513","0.730265635352743","0.819825946958284"
"Permanent","2019","no migration background","(1c) basic vocational qualification","1258","0.931391750540255","0.917971688429891","0.94481181265062"
"Permanent","2019","no migration background","(2b) intermediate general qualification","163","0.541860695560123","0.487524474513942","0.596196916606304"
"Permanent","2019","no migration background","(2a) intermediate vocational","3027","0.933289397779967","0.924704278428174","0.941874517131759"
"Permanent","2019","no migration background","(2c_gen) general maturity certificate","206","0.457185192843676","0.411209133871255","0.503161251816097"
"Permanent","2019","no migration background","(2c_voc) vocational maturity certificate","1166","0.920533439205405","0.905670095220206","0.935396783190604"
"Permanent","2019","no migration background","(3a) lower tertiary education","955","0.927934530793395","0.912095799532253","0.943773262054536"
"Permanent","2019","no migration background","(3b) higher tertiary education","1596","0.834448488523557","0.817548298902206","0.851348678144908"
"Permanent","2019","direct migration background","(0) in school","6","","",""
"Permanent","2019","direct migration background","(1a) inadequately completed","189","0.715130031863215","0.673973104433665","0.756286959292765"
"Permanent","2019","direct migration background","(1b) general elementary school","298","0.767081770087967","0.730397019196921","0.803766520979012"
"Permanent","2019","direct migration background","(1c) basic vocational qualification","368","0.858575359502529","0.826053112178809","0.891097606826249"
"Permanent","2019","direct migration background","(2b) intermediate general qualification","17","","",""
"Permanent","2019","direct migration background","(2a) intermediate vocational","126","0.811349715104712","0.74700147175759","0.875697958451835"
"Permanent","2019","direct migration background","(2c_gen) general maturity certificate","186","0.752712421163775","0.706853448108681","0.798571394218868"
"Permanent","2019","direct migration background","(2c_voc) vocational maturity certificate","313","0.871313640293117","0.837778338553632","0.904848942032603"
"Permanent","2019","direct migration background","(3a) lower tertiary education","48","0.980302467575385","0.94178576954","1.01881916561077"
"Permanent","2019","direct migration background","(3b) higher tertiary education","569","0.755684045307475","0.726747117098333","0.784620973516618"
"Permanent","2019","indirect migration background","(0) in school","6","","",""
"Permanent","2019","indirect migration background","(1a) inadequately completed","12","","",""
"Permanent","2019","indirect migration background","(1b) general elementary school","51","0.731203474664505","0.634656975630795","0.827749973698214"
