"hlf0001_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1989","middle vocational","East Germany","","","","","2"
"Sub-Tenant","1989","vocational + Abi","West Germany","5","","","","2"
"Sub-Tenant","1989","vocational + Abi","East Germany","","","","","2"
"Sub-Tenant","1989","higher vocational","West Germany","6","","","","2"
"Sub-Tenant","1989","higher vocational","East Germany","","","","","2"
"Sub-Tenant","1989","higher education","West Germany","10","","","","2"
"Sub-Tenant","1989","higher education","East Germany","","","","","2"
"Tenant","1989","in school","West Germany","","","","","5"
"Tenant","1989","in school","East Germany","","","","","5"
"Tenant","1989","inadequately","West Germany","","","","","5"
"Tenant","1989","inadequately","East Germany","","","","","5"
"Tenant","1989","general elemantary","West Germany","2","","","","5"
"Tenant","1989","general elemantary","East Germany","","","","","5"
"Tenant","1989","middle vocational","West Germany","10","","","","5"
"Tenant","1989","middle vocational","East Germany","","","","","5"
"Tenant","1989","vocational + Abi","West Germany","","","","","5"
"Tenant","1989","vocational + Abi","East Germany","","","","","5"
"Tenant","1989","higher vocational","West Germany","","","","","5"
"Tenant","1989","higher vocational","East Germany","","","","","5"
"Tenant","1989","higher education","West Germany","1","","","","5"
"Tenant","1989","higher education","East Germany","","","","","5"
"Main Tenant","1990","in school","West Germany","84","0.398439698118043","0.323050092877509","0.473829303358577","1"
"Main Tenant","1990","in school","East Germany","17","","","","1"
"Main Tenant","1990","inadequately","West Germany","551","0.79324690851121","0.761847037639315","0.824646779383105","1"
"Main Tenant","1990","inadequately","East Germany","9","","","","1"
"Main Tenant","1990","general elemantary","West Germany","1496","0.53276298991243","0.513158364668817","0.552367615156043","1"
"Main Tenant","1990","general elemantary","East Germany","319","0.648492042424777","0.60745591918339","0.689528165666164","1"
"Main Tenant","1990","middle vocational","West Germany","2368","0.500660579002328","0.486149901829796","0.51517125617486","1"
"Main Tenant","1990","middle vocational","East Germany","1611","0.659775702383719","0.641339618336338","0.6782117864311","1"
"Main Tenant","1990","vocational + Abi","West Germany","184","0.582478366244303","0.526203240431968","0.638753492056639","1"
"Main Tenant","1990","vocational + Abi","East Germany","55","0.709976389387484","0.61054082842577","0.809411950349198","1"
"Main Tenant","1990","higher vocational","West Germany","217","0.444169183185925","0.401214348288554","0.487124018083296","1"
"Main Tenant","1990","higher vocational","East Germany","143","0.56082359580045","0.500265686088595","0.621381505512306","1"
"Main Tenant","1990","higher education","West Germany","322","0.445562786793747","0.408743131968954","0.482382441618541","1"
"Main Tenant","1990","higher education","East Germany","684","0.707850901203246","0.679566522924675","0.736135279481817","1"
"Nursing Home/Retirement Community","1990","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","general elemantary","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","general elemantary","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","middle vocational","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","middle vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","vocational + Abi","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","higher vocational","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","higher education","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","higher education","East Germany","","","","","4"
"Owner","1990","in school","West Germany","75","0.562942603338257","0.486560453178521","0.639324753497993","3"
"Owner","1990","in school","East Germany","14","","","","3"
"Owner","1990","inadequately","West Germany","71","0.176152955899642","0.146615987155003","0.20568992464428","3"
"Owner","1990","inadequately","East Germany","2","","","","3"
"Owner","1990","general elemantary","West Germany","931","0.434110960069423","0.414635446462599","0.453586473676247","3"
"Owner","1990","general elemantary","East Germany","182","0.317675228616667","0.27765922957812","0.357691227655214","3"
"Owner","1990","middle vocational","West Germany","2095","0.473721920280464","0.459231284651985","0.488212555908942","3"
"Owner","1990","middle vocational","East Germany","814","0.296449634813596","0.278678673818624","0.314220595808569","3"
"Owner","1990","vocational + Abi","West Germany","105","0.392021625696649","0.336311240463774","0.447732010929524","3"
"Owner","1990","vocational + Abi","East Germany","22","","","","3"
"Owner","1990","higher vocational","West Germany","285","0.535562871865649","0.4924471930701","0.578678550661197","3"
"Owner","1990","higher vocational","East Germany","111","0.42593823911495","0.365600245738304","0.486276232491596","3"
"Owner","1990","higher education","West Germany","366","0.535931031218998","0.498986957037261","0.572875105400735","3"
"Owner","1990","higher education","East Germany","289","0.2705635074637","0.242932175519614","0.298194839407786","3"
"Sub-Tenant","1990","in school","West Germany","3","","","","2"
"Sub-Tenant","1990","in school","East Germany","1","","","","2"
"Sub-Tenant","1990","inadequately","West Germany","17","","","","2"
"Sub-Tenant","1990","inadequately","East Germany","","","","","2"
"Sub-Tenant","1990","general elemantary","West Germany","60","0.0324197825910852","0.0254603883042573","0.039379176877913","2"
"Sub-Tenant","1990","general elemantary","East Germany","19","","","","2"
"Sub-Tenant","1990","middle vocational","West Germany","94","0.0244792463734925","0.0199945263758243","0.0289639663711606","2"
"Sub-Tenant","1990","middle vocational","East Germany","110","0.0430559720721735","0.0351574138280325","0.0509545303163145","2"
"Sub-Tenant","1990","vocational + Abi","West Germany","6","","","","2"
"Sub-Tenant","1990","vocational + Abi","East Germany","2","","","","2"
"Sub-Tenant","1990","higher vocational","West Germany","12","","","","2"
"Sub-Tenant","1990","higher vocational","East Germany","4","","","","2"
"Sub-Tenant","1990","higher education","West Germany","12","","","","2"
"Sub-Tenant","1990","higher education","East Germany","17","","","","2"
"Tenant","1990","in school","West Germany","","","","","5"
"Tenant","1990","in school","East Germany","","","","","5"
"Tenant","1990","inadequately","West Germany","","","","","5"
"Tenant","1990","inadequately","East Germany","","","","","5"
"Tenant","1990","general elemantary","West Germany","1","","","","5"
"Tenant","1990","general elemantary","East Germany","","","","","5"
"Tenant","1990","middle vocational","West Germany","4","","","","5"
"Tenant","1990","higher vocational","East Germany","","","","","5"
"Tenant","1990","higher education","West Germany","","","","","5"
"Tenant","1990","higher education","East Germany","3","","","","5"
"Tenant","1990","middle vocational","East Germany","2","","","","5"
"Tenant","1990","vocational + Abi","West Germany","","","","","5"
"Tenant","1990","vocational + Abi","East Germany","1","","","","5"
"Tenant","1990","higher vocational","West Germany","","","","","5"
"Main Tenant","1991","in school","West Germany","80","0.433131578272157","0.353835169750805","0.512427986793508","1"
"Main Tenant","1991","in school","East Germany","8","","","","1"
"Main Tenant","1991","inadequately","West Germany","542","0.816130264307469","0.785760393131016","0.846500135483923","1"
"Main Tenant","1991","inadequately","East Germany","24","","","","1"
"Main Tenant","1991","general elemantary","West Germany","1476","0.539003570160712","0.519159699615042","0.558847440706381","1"
"Main Tenant","1991","general elemantary","East Germany","266","0.611281283714478","0.566783753809878","0.655778813619077","1"
"Main Tenant","1991","middle vocational","West Germany","2377","0.495869493562458","0.481376764778558","0.510362222346359","1"
"Main Tenant","1991","middle vocational","East Germany","1442","0.642994170892683","0.623688633626131","0.662299708159236","1"
"Main Tenant","1991","vocational + Abi","West Germany","192","0.585272068590989","0.530160922175156","0.640383215006823","1"
"Main Tenant","1991","vocational + Abi","East Germany","51","0.753458502523737","0.653206374397875","0.8537106306496","1"
"Main Tenant","1991","higher vocational","West Germany","229","0.458156042677062","0.415290508634924","0.501021576719199","1"
"Main Tenant","1991","higher vocational","East Germany","126","0.545288255538608","0.482159053730245","0.60841745734697","1"
"Main Tenant","1991","higher education","West Germany","331","0.457274410795273","0.421036898186045","0.493511923404502","1"
"Main Tenant","1991","higher education","East Germany","659","0.701190140202004","0.672204646721645","0.730175633682362","1"
"Nursing Home/Retirement Community","1991","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","general elemantary","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","general elemantary","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","middle vocational","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","middle vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","vocational + Abi","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","higher vocational","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","higher education","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","higher education","East Germany","","","","","4"
