"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2015","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2015","Hesse","West Germany","1009","0.477908754503907","0.455612070712265","0.500205438295549","1"
"Main Tenant","2015","Hesse","East Germany","","","","","1"
"Main Tenant","2015","Rhineland-Palatinate,Saarland","West Germany","725","0.416905079786548","0.393158222229127","0.440651937343969","1"
"Main Tenant","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2015","Baden-Württemberg","West Germany","1451","0.412134912053876","0.395335994348656","0.428933829759096","1"
"Main Tenant","2015","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2015","Bavaria","West Germany","2147","0.453943202905455","0.439414349394149","0.468472056416762","1"
"Main Tenant","2015","Bavaria","East Germany","","","","","1"
"Main Tenant","2015","Berlin","West Germany","434","0.75475513220487","0.719404681187088","0.790105583222652","1"
"Main Tenant","2015","Berlin","East Germany","356","0.753550041609195","0.713420273369801","0.79367980984859","1"
"Main Tenant","2015","Brandenburg","West Germany","","","","","1"
"Main Tenant","2015","Brandenburg","East Germany","539","0.488351343797448","0.457927728188183","0.518774959406714","1"
"Main Tenant","2015","Mecklenburg-Western Pomerania","East Germany","344","0.608891755126827","0.568759602473847","0.649023907779806","1"
"Main Tenant","2015","Saxony","West Germany","","","","","1"
"Main Tenant","2015","Saxony","East Germany","924","0.587618447116695","0.563353492606486","0.611883401626905","1"
"Main Tenant","2015","Hamburg","West Germany","323","0.652084279725515","0.609114217444791","0.695054342006238","1"
"Main Tenant","2015","Hamburg","East Germany","","","","","1"
"Main Tenant","2015","Lower Saxony","West Germany","1174","0.404383995239897","0.385803347368951","0.422964643110843","1"
"Main Tenant","2015","North Rhine-Westphalia","West Germany","3137","0.501095997173105","0.488167910913486","0.514024083432724","1"
"Main Tenant","2015","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","2015","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","2015","Saxony-Anhalt","East Germany","495","0.544317361403356","0.512047665075749","0.576587057730963","1"
"Main Tenant","2015","Thuringia","East Germany","507","0.529700630875125","0.49871909418546","0.56068216756479","1"
"Main Tenant","2015","Schleswig-Holstein","West Germany","447","0.40905010313521","0.377245474109384","0.440854732161036","1"
"Main Tenant","2015","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2015","Bremen","West Germany","118","0.590364588295458","0.520985540864247","0.659743635726668","1"
"Main Tenant","2015","Bremen","East Germany","","","","","1"
"Main Tenant","2015","Thuringia","West Germany","","","","","1"
"Main Tenant","2015","Schleswig-Holstein","East Germany","","","","","1"
"Nursing Home/Retirement Community","2015","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Hesse","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2015","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Rhineland-Palatinate,Saarland","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Baden-Württemberg","West Germany","12","","","","4"
"Nursing Home/Retirement Community","2015","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Bavaria","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2015","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Thuringia","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2015","Saxony","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2015","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Saxony-Anhalt","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2015","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Berlin","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2015","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Brandenburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Brandenburg","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2015","North Rhine-Westphalia","West Germany","12","","","","4"
"Nursing Home/Retirement Community","2015","Hamburg","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2015","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Schleswig-Holstein","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Lower Saxony","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2015","Bremen","West Germany","","","","","4"
"Owner","2015","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","2015","Hesse","West Germany","877","0.494218223383076","0.471901237298915","0.516535209467236","3"
"Owner","2015","Hesse","East Germany","","","","","3"
"Owner","2015","Rhineland-Palatinate,Saarland","West Germany","899","0.54720145597571","0.52322725963226","0.571175652319159","3"
"Owner","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","2015","Baden-Württemberg","West Germany","1802","0.569220017320485","0.552319865553549","0.586120169087421","3"
"Owner","2015","Baden-Württemberg","East Germany","","","","","3"
"Owner","2015","Bavaria","West Germany","2298","0.532309326740965","0.517748934655552","0.546869718826377","3"
"Owner","2015","Bavaria","East Germany","","","","","3"
"Owner","2015","Berlin","West Germany","123","0.217485772736428","0.183589378275506","0.25138216719735","3"
"Owner","2015","Berlin","East Germany","74","0.197082911222965","0.160039918784802","0.234125903661127","3"
"Owner","2015","Brandenburg","West Germany","","","","","3"
"Owner","2015","Brandenburg","East Germany","476","0.490263443842535","0.459837338900155","0.520689548784916","3"
"Owner","2015","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","2015","Mecklenburg-Western Pomerania","East Germany","218","0.383202587433999","0.343221057282743","0.423184117585255","3"
"Owner","2015","Saxony","West Germany","","","","","3"
"Owner","2015","Saxony","East Germany","628","0.386936490964128","0.362928559987792","0.410944421940465","3"
"Owner","2015","Schleswig-Holstein","West Germany","460","0.57301901653472","0.541021554348987","0.605016478720453","3"
"Owner","2015","Schleswig-Holstein","East Germany","","","","","3"
"Owner","2015","Hamburg","West Germany","146","0.340403507779838","0.297655756510072","0.383151259049605","3"
"Owner","2015","Hamburg","East Germany","","","","","3"
"Owner","2015","Thuringia","East Germany","466","0.440173561225379","0.409360191784407","0.47098693066635","3"
"Owner","2015","North Rhine-Westphalia","West Germany","2537","0.480750325112631","0.467831792374407","0.493668857850855","3"
"Owner","2015","Saxony-Anhalt","West Germany","","","","","3"
"Owner","2015","Saxony-Anhalt","East Germany","405","0.436089660404992","0.403958199806314","0.468221121003669","3"
"Owner","2015","Thuringia","West Germany","","","","","3"
"Owner","2015","Bremen","West Germany","69","0.403419717510904","0.334207550877432","0.472631884144376","3"
"Owner","2015","Bremen","East Germany","","","","","3"
"Owner","2015","Lower Saxony","West Germany","1463","0.577638295408101","0.558937893096167","0.596338697720036","3"
"Owner","2015","Lower Saxony","East Germany","","","","","3"
"Sub-Tenant","2015","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","2015","Hesse","West Germany","41","0.0258204303895942","0.0187410406277144","0.0328998201514741","2"
"Sub-Tenant","2015","Hesse","East Germany","","","","","2"
"Sub-Tenant","2015","Rhineland-Palatinate,Saarland","West Germany","31","0.0354615506991809","0.0265540357772814","0.0443690656210804","2"
"Sub-Tenant","2015","North Rhine-Westphalia","West Germany","60","0.014486774446897","0.0113973160037262","0.0175762328900679","2"
"Sub-Tenant","2015","Baden-Württemberg","West Germany","33","0.0147610788207831","0.0106452946267047","0.0188768630148616","2"
"Sub-Tenant","2015","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2015","Bavaria","West Germany","61","0.011106563925811","0.00804829068418328","0.0141648371674386","2"
"Sub-Tenant","2015","Bavaria","East Germany","","","","","2"
"Sub-Tenant","2015","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","2015","Mecklenburg-Western Pomerania","East Germany","6","","","","2"
"Sub-Tenant","2015","Saxony","West Germany","","","","","2"
"Sub-Tenant","2015","Hamburg","West Germany","1","","","","2"
"Sub-Tenant","2015","Hamburg","East Germany","","","","","2"
"Sub-Tenant","2015","Lower Saxony","West Germany","41","0.0170581208894542","0.0121557043655707","0.0219605374133376","2"
"Sub-Tenant","2015","Berlin","West Germany","11","","","","2"
"Sub-Tenant","2015","Berlin","East Germany","13","","","","2"
"Sub-Tenant","2015","Saxony","East Germany","24","","","","2"
"Sub-Tenant","2015","Thuringia","East Germany","21","","","","2"
"Sub-Tenant","2015","Schleswig-Holstein","West Germany","11","","","","2"
"Sub-Tenant","2015","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","2015","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2015","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","2015","Brandenburg","East Germany","20","","","","2"
"Sub-Tenant","2015","Bremen","West Germany","6","","","","2"
"Sub-Tenant","2015","Bremen","East Germany","","","","","2"
"Sub-Tenant","2015","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2015","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2015","Saxony-Anhalt","East Germany","13","","","","2"
"Tenant","2015","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2015","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2015","Hamburg","West Germany","","","","","5"
"Tenant","2015","Hamburg","East Germany","","","","","5"
"Tenant","2015","Lower Saxony","West Germany","","","","","5"
"Tenant","2015","Lower Saxony","East Germany","","","","","5"
"Tenant","2015","Bremen","West Germany","","","","","5"
"Tenant","2015","Bremen","East Germany","","","","","5"
"Tenant","2015","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2015","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2015","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2015","Saxony","West Germany","","","","","5"
"Tenant","2015","Saxony","East Germany","","","","","5"
"Tenant","2015","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2015","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2015","Thuringia","West Germany","","","","","5"
"Tenant","2015","Thuringia","East Germany","","","","","5"
"Tenant","2015","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2015","Hesse","West Germany","","","","","5"
"Tenant","2015","Hesse","East Germany","","","","","5"
"Tenant","2015","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2015","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2015","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2015","Bavaria","West Germany","","","","","5"
"Tenant","2015","Bavaria","East Germany","","","","","5"
"Tenant","2015","Berlin","West Germany","","","","","5"
"Tenant","2015","Berlin","East Germany","","","","","5"
"Tenant","2015","Brandenburg","West Germany","","","","","5"
"Tenant","2015","Brandenburg","East Germany","","","","","5"
"Main Tenant","2016","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2016","Hesse","West Germany","860","0.495980190826243","0.472021885846568","0.519938495805917","1"
"Main Tenant","2016","Hesse","East Germany","","","","","1"
"Main Tenant","2016","Rhineland-Palatinate,Saarland","West Germany","653","0.419910189297739","0.395115047862049","0.444705330733428","1"
"Main Tenant","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2016","Baden-Württemberg","West Germany","1212","0.397072952829218","0.379365357210543","0.414780548447893","1"
"Main Tenant","2016","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2016","Bavaria","West Germany","1854","0.439548795310334","0.424165660729938","0.454931929890731","1"
"Main Tenant","2016","Bavaria","East Germany","","","","","1"
"Main Tenant","2016","Berlin","West Germany","395","0.767908635002058","0.731830881587367","0.80398638841675","1"
"Main Tenant","2016","Berlin","East Germany","326","0.779608307261333","0.738986996342164","0.820229618180503","1"
"Main Tenant","2016","Brandenburg","West Germany","","","","","1"
"Main Tenant","2016","Brandenburg","East Germany","487","0.46141926158768","0.42999912109573","0.492839402079629","1"
"Main Tenant","2016","North Rhine-Westphalia","West Germany","2782","0.507442427076701","0.493887871693","0.520996982460403","1"
"Main Tenant","2016","Thuringia","East Germany","435","0.503265771540332","0.470957411217633","0.53557413186303","1"
"Main Tenant","2016","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","2016","Hamburg","West Germany","286","0.629083470606969","0.58374184598063","0.674425095233309","1"
"Main Tenant","2016","Hamburg","East Germany","","","","","1"
"Main Tenant","2016","Lower Saxony","West Germany","1057","0.400567262041267","0.381175946561957","0.419958577520577","1"
"Main Tenant","2016","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2016","Mecklenburg-Western Pomerania","East Germany","320","0.589279871090666","0.547708844425549","0.630850897755784","1"
