"hlf0001_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Owner","1998","Couple + C. GT 16 ","East Germany","414","0.537787861361111","0.502933029740471","0.572642692981751","3"
"Owner","1998","Couple + C. GT 16 ","West Germany","1028","0.650050609857779","0.627918293389177","0.672182926326381","3"
"Owner","1998","Couple + C. LE and GT 16","West Germany","459","0.624505569999522","0.592327620007761","0.656683519991283","3"
"Owner","1998","Couple + C. LE and GT 16","East Germany","236","0.627467354410467","0.579298053368507","0.675636655452427","3"
"Sub-Tenant","1998","1-pers.-HH","East Germany","35","0.0744293872780592","0.0491466017314556","0.0997121728246628","2"
"Sub-Tenant","1998","1-pers.-HH","West Germany","85","0.067355000603834","0.0539901680567978","0.0807198331508701","2"
"Sub-Tenant","1998","(Married) couple without C. ","West Germany","64","0.0200848549225873","0.0150830189509654","0.0250866908942091","2"
"Sub-Tenant","1998","(Married) couple without C. ","East Germany","34","0.0232824950689149","0.0146268774695727","0.0319381126682571","2"
"Sub-Tenant","1998","Single parent ","West Germany","18","","","","2"
"Sub-Tenant","1998","Single parent ","East Germany","4","","","","2"
"Sub-Tenant","1998","Couple + C. LE 16 ","West Germany","50","0.0196141670792582","0.0140206683195377","0.0252076658389786","2"
"Sub-Tenant","1998","Couple + C. LE 16 ","East Germany","27","","","","2"
"Sub-Tenant","1998","Couple + C. GT 16 ","West Germany","41","0.0204608892881913","0.0138915179818346","0.0270302605945479","2"
"Sub-Tenant","1998","Couple + C. GT 16 ","East Germany","8","","","","2"
"Sub-Tenant","1998","Couple + C. LE and GT 16","West Germany","23","","","","2"
"Sub-Tenant","1998","Couple + C. LE and GT 16","East Germany","12","","","","2"
"Tenant","1998","1-pers.-HH","West Germany","12","","","","5"
"Tenant","1998","1-pers.-HH","East Germany","5","","","","5"
"Tenant","1998","(Married) couple without C. ","East Germany","2","","","","5"
"Tenant","1998","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1998","Single parent ","West Germany","","","","","5"
"Tenant","1998","Single parent ","East Germany","","","","","5"
"Tenant","1998","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1998","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1998","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1998","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1998","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1998","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1999","1-pers.-HH","West Germany","888","0.670387921671482","0.644565406662059","0.696210436680905","1"
"Main Tenant","1999","1-pers.-HH","East Germany","332","0.779880983632822","0.740536283598931","0.819225683666712","1"
"Main Tenant","1999","(Married) couple without C. ","West Germany","1549","0.455745799218166","0.437828259545158","0.473663338891174","1"
"Main Tenant","1999","(Married) couple without C. ","East Germany","745","0.604969897782283","0.577065467068272","0.632874328496294","1"
"Main Tenant","1999","Single parent ","West Germany","327","0.627717854633432","0.585597581623582","0.669838127643282","1"
"Main Tenant","1999","Single parent ","East Germany","166","0.830149198088976","0.779721381281328","0.880577014896623","1"
"Main Tenant","1999","Couple + C. LE 16 ","West Germany","1192","0.440449159320848","0.420222037843827","0.460676280797868","1"
"Main Tenant","1999","Couple + C. LE 16 ","East Germany","409","0.594337321971511","0.558471493179831","0.630203150763192","1"
"Main Tenant","1999","Couple + C. GT 16 ","West Germany","707","0.344116703483074","0.321832755621124","0.366400651345024","1"
"Main Tenant","1999","Couple + C. LE and GT 16","East Germany","126","0.309027218215573","0.262069665199553","0.355984771231592","1"
"Main Tenant","1999","Couple + C. LE and GT 16","West Germany","323","0.325725983077239","0.293087503895","0.358364462259478","1"
"Main Tenant","1999","Couple + C. GT 16 ","East Germany","326","0.418899004659072","0.383891085622011","0.453906923696133","1"
"Nursing Home/Retirement Community","1999","1-pers.-HH","West Germany","18","","","","4"
"Nursing Home/Retirement Community","1999","1-pers.-HH","East Germany","6","","","","4"
"Nursing Home/Retirement Community","1999","(Married) couple without C. ","West Germany","1","","","","4"
"Nursing Home/Retirement Community","1999","(Married) couple without C. ","East Germany","1","","","","4"
"Nursing Home/Retirement Community","1999","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1999","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1999","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1999","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1999","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1999","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1999","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","1999","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","1999","1-pers.-HH","West Germany","296","0.257167701743494","0.233157959909541","0.281177443577446","3"
"Owner","1999","1-pers.-HH","East Germany","74","0.182940394720833","0.146226964180915","0.219653825260751","3"
"Owner","1999","(Married) couple without C. ","East Germany","405","0.369656315124798","0.342102676603303","0.397209953646292","3"
"Owner","1999","(Married) couple without C. ","West Germany","1348","0.524995553114697","0.507029908982337","0.542961197247058","3"
"Owner","1999","Single parent ","East Germany","38","0.139864344834909","0.0932847965697016","0.186443893100116","3"
"Owner","1999","Single parent ","West Germany","158","0.323237856273469","0.282485570768431","0.363990141778507","3"
"Owner","1999","Couple + C. LE 16 ","West Germany","1086","0.543757631149926","0.523463666342103","0.564051595957749","3"
"Owner","1999","Couple + C. LE 16 ","East Germany","292","0.380643750155399","0.345177811649965","0.416109688660833","3"
"Owner","1999","Couple + C. GT 16 ","West Germany","1005","0.637713299900093","0.615167538629667","0.660259061170519","3"
"Owner","1999","Couple + C. GT 16 ","East Germany","428","0.573127503641378","0.538031268263427","0.608223739019328","3"
"Owner","1999","Couple + C. LE and GT 16","West Germany","460","0.659738648964645","0.626741396876495","0.692735901052795","3"
"Owner","1999","Couple + C. LE and GT 16","East Germany","244","0.68536857998413","0.638179689998024","0.732557469970235","3"
"Sub-Tenant","1999","1-pers.-HH","West Germany","71","0.0551224261584217","0.0425856514328933","0.0676592008839501","2"
"Sub-Tenant","1999","1-pers.-HH","East Germany","14","","","","2"
"Sub-Tenant","1999","(Married) couple without C. ","West Germany","70","0.0184532332394261","0.0136114217501751","0.023295044728677","2"
"Sub-Tenant","1999","(Married) couple without C. ","East Germany","28","","","","2"
"Sub-Tenant","1999","Single parent ","West Germany","21","","","","2"
"Sub-Tenant","1999","Single parent ","East Germany","9","","","","2"
"Sub-Tenant","1999","Couple + C. LE 16 ","West Germany","36","0.0157932095292261","0.0107134308507202","0.020872988207732","2"
"Sub-Tenant","1999","Couple + C. LE 16 ","East Germany","19","","","","2"
"Sub-Tenant","1999","Couple + C. GT 16 ","East Germany","9","","","","2"
"Sub-Tenant","1999","Couple + C. GT 16 ","West Germany","34","0.018169996616833","0.0119049898521348","0.0244350033815313","2"
"Sub-Tenant","1999","Couple + C. LE and GT 16","East Germany","2","","","","2"
"Sub-Tenant","1999","Couple + C. LE and GT 16","West Germany","9","","","","2"
"Tenant","1999","1-pers.-HH","West Germany","","","","","5"
"Tenant","1999","1-pers.-HH","East Germany","","","","","5"
"Tenant","1999","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1999","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","1999","Single parent ","West Germany","","","","","5"
"Tenant","1999","Single parent ","East Germany","","","","","5"
"Tenant","1999","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1999","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1999","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1999","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1999","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1999","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2000","1-pers.-HH","West Germany","1757","0.682881490600996","0.664983858251862","0.70077912295013","1"
"Main Tenant","2000","1-pers.-HH","East Germany","605","0.793022577258511","0.764480743385479","0.821564411131542","1"
"Main Tenant","2000","(Married) couple without C. ","West Germany","2531","0.438061640526926","0.425199479772147","0.450923801281705","1"
"Main Tenant","2000","(Married) couple without C. ","East Germany","1113","0.601674018633942","0.579521065917514","0.62382697135037","1"
"Main Tenant","2000","Single parent ","West Germany","566","0.650771948340024","0.619363576174673","0.682180320505376","1"
"Main Tenant","2000","Single parent ","East Germany","245","0.803686384929831","0.760233952724714","0.847138817134947","1"
"Main Tenant","2000","Couple + C. LE 16 ","West Germany","2048","0.487611706496771","0.472521820359732","0.50270159263381","1"
"Main Tenant","2000","Couple + C. LE 16 ","East Germany","559","0.566261870435389","0.536214089350277","0.5963096515205","1"
"Main Tenant","2000","Couple + C. GT 16 ","West Germany","975","0.335404308520074","0.317994181315344","0.352814435724804","1"
"Main Tenant","2000","Couple + C. GT 16 ","East Germany","418","0.389505527623642","0.361235732799155","0.417775322448128","1"
"Main Tenant","2000","Couple + C. LE and GT 16","East Germany","175","0.338941165958928","0.298178232747456","0.379704099170399","1"
"Main Tenant","2000","Couple + C. LE and GT 16","West Germany","551","0.372666709362865","0.347606220481078","0.397727198244651","1"
"Nursing Home/Retirement Community","2000","1-pers.-HH","West Germany","24","","","","4"
"Nursing Home/Retirement Community","2000","1-pers.-HH","East Germany","6","","","","4"
"Nursing Home/Retirement Community","2000","(Married) couple without C. ","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2000","(Married) couple without C. ","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2000","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2000","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2000","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2000","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2000","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2000","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2000","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2000","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2000","1-pers.-HH","East Germany","136","0.165066571323239","0.138912873560347","0.191220269086131","3"
"Owner","2000","1-pers.-HH","West Germany","733","0.270591767352209","0.253505203408044","0.287678331296373","3"
"Owner","2000","(Married) couple without C. ","West Germany","3114","0.549835466971131","0.536938012784539","0.562732921157722","3"
"Owner","2000","(Married) couple without C. ","East Germany","721","0.380793825952998","0.358820577712283","0.402767074193713","3"
"Owner","2000","Single parent ","West Germany","305","0.330595180603994","0.299601786967437","0.361588574240551","3"
"Owner","2000","Single parent ","East Germany","73","0.191258995598921","0.148234950341578","0.234283040856265","3"
"Owner","2000","Couple + C. LE 16 ","West Germany","2131","0.500440182850932","0.485345668745692","0.515534696956171","3"
"Owner","2000","Couple + C. LE 16 ","East Germany","472","0.422929142188182","0.392976280367678","0.452882004008687","3"
"Owner","2000","Couple + C. GT 16 ","West Germany","1827","0.653626854071268","0.636080943343599","0.671172764798937","3"
"Owner","2000","Couple + C. GT 16 ","East Germany","722","0.608967654744236","0.580677949008492","0.637257360479979","3"
"Owner","2000","Couple + C. LE and GT 16","West Germany","867","0.618719254228585","0.593545422484565","0.643893085972606","3"
"Owner","2000","Couple + C. LE and GT 16","East Germany","340","0.650749565631733","0.609695267474585","0.691803863788882","3"
"Sub-Tenant","2000","1-pers.-HH","East Germany","27","","","","2"
"Sub-Tenant","2000","1-pers.-HH","West Germany","83","0.0350096974744349","0.0279405381531426","0.0420788567957272","2"
"Sub-Tenant","2000","(Married) couple without C. ","West Germany","70","0.0117223262625","0.00893204247642787","0.0145126100485722","2"
"Sub-Tenant","2000","(Married) couple without C. ","East Germany","40","0.0163786445621419","0.0106350387315652","0.0221222503927186","2"
"Sub-Tenant","2000","Single parent ","East Germany","3","","","","2"
"Sub-Tenant","2000","Single parent ","West Germany","14","","","","2"
"Sub-Tenant","2000","Couple + C. LE 16 ","West Germany","36","0.0119481106522974","0.0086679977234487","0.015228223581146","2"
"Sub-Tenant","2000","Couple + C. LE 16 ","East Germany","14","","","","2"
"Sub-Tenant","2000","Couple + C. GT 16 ","West Germany","23","","","","2"
"Sub-Tenant","2000","Couple + C. GT 16 ","East Germany","3","","","","2"
"Sub-Tenant","2000","Couple + C. LE and GT 16","West Germany","12","","","","2"
"Sub-Tenant","2000","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Tenant","2000","1-pers.-HH","West Germany","","","","","5"
"Tenant","2000","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2000","1-pers.-HH","East Germany","","","","","5"
