"hlf0001_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2008","higher vocational","Female","235","0.488341052324318","0.447903864580342","0.528778240068294","1"
"Main Tenant","2008","higher education","Male","781","0.429892678509083","0.409664903460351","0.450120453557815","1"
"Main Tenant","2008","higher education","Female","773","0.51925170742522","0.496827320089521","0.541676094760919","1"
"Nursing Home/Retirement Community","2008","in school","Male","","","","","4"
"Nursing Home/Retirement Community","2008","in school","Female","","","","","4"
"Nursing Home/Retirement Community","2008","inadequately","Male","1","","","","4"
"Nursing Home/Retirement Community","2008","inadequately","Female","1","","","","4"
"Nursing Home/Retirement Community","2008","general elemantary","Male","1","","","","4"
"Nursing Home/Retirement Community","2008","general elemantary","Female","18","","","","4"
"Nursing Home/Retirement Community","2008","middle vocational","Male","3","","","","4"
"Nursing Home/Retirement Community","2008","middle vocational","Female","13","","","","4"
"Nursing Home/Retirement Community","2008","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","2008","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","2008","higher vocational","Male","2","","","","4"
"Nursing Home/Retirement Community","2008","higher vocational","Female","1","","","","4"
"Nursing Home/Retirement Community","2008","higher education","Male","4","","","","4"
"Nursing Home/Retirement Community","2008","higher education","Female","5","","","","4"
"Owner","2008","vocational + Abi","Male","210","0.404986011849923","0.359222372364575","0.450749651335271","3"
"Owner","2008","vocational + Abi","Female","356","0.508732109166716","0.47053426006167","0.546929958271762","3"
"Owner","2008","general elemantary","Female","635","0.386443685049004","0.361241172599359","0.411646197498649","3"
"Owner","2008","middle vocational","Male","2528","0.478890026120724","0.464500708988674","0.493279343252773","3"
"Owner","2008","middle vocational","Female","2781","0.482310517088734","0.468672615179308","0.495948418998161","3"
"Owner","2008","in school","Male","194","0.627007705419992","0.570363505830018","0.683651905009966","3"
"Owner","2008","in school","Female","184","0.55517210385736","0.496330752944363","0.614013454770358","3"
"Owner","2008","inadequately","Male","12","","","","3"
"Owner","2008","inadequately","Female","28","","","","3"
"Owner","2008","general elemantary","Male","278","0.351308520143519","0.314805496100395","0.387811544186643","3"
"Owner","2008","higher vocational","Male","546","0.5828838961952","0.54943942293732","0.616328369453081","3"
"Owner","2008","higher vocational","Female","347","0.494865132916412","0.454419080387267","0.535311185445557","3"
"Owner","2008","higher education","Male","1487","0.554945872352599","0.534640006579749","0.57525173812545","3"
"Owner","2008","higher education","Female","1104","0.457519068504166","0.435159182622365","0.479878954385967","3"
"Sub-Tenant","2008","general elemantary","Female","33","0.0281436918878093","0.0195838630997332","0.0367035206758854","2"
"Sub-Tenant","2008","middle vocational","Male","86","0.028873143144729","0.0240498616376407","0.0336964246518172","2"
"Sub-Tenant","2008","middle vocational","Female","103","0.027007669652629","0.0225833368231709","0.031432002482087","2"
"Sub-Tenant","2008","vocational + Abi","Male","8","","","","2"
"Sub-Tenant","2008","vocational + Abi","Female","11","","","","2"
"Sub-Tenant","2008","higher vocational","Male","8","","","","2"
"Sub-Tenant","2008","higher vocational","Female","4","","","","2"
"Sub-Tenant","2008","higher education","Male","29","","","","2"
"Sub-Tenant","2008","higher education","Female","25","","","","2"
"Sub-Tenant","2008","in school","Male","1","","","","2"
"Sub-Tenant","2008","in school","Female","3","","","","2"
"Sub-Tenant","2008","inadequately","Male","1","","","","2"
"Sub-Tenant","2008","inadequately","Female","1","","","","2"
"Sub-Tenant","2008","general elemantary","Male","11","","","","2"
"Tenant","2008","in school","Male","","","","","5"
"Tenant","2008","in school","Female","","","","","5"
"Tenant","2008","inadequately","Male","","","","","5"
"Tenant","2008","inadequately","Female","","","","","5"
"Tenant","2008","general elemantary","Male","","","","","5"
"Tenant","2008","general elemantary","Female","","","","","5"
"Tenant","2008","middle vocational","Male","","","","","5"
"Tenant","2008","middle vocational","Female","","","","","5"
"Tenant","2008","vocational + Abi","Male","","","","","5"
"Tenant","2008","vocational + Abi","Female","","","","","5"
"Tenant","2008","higher vocational","Male","","","","","5"
"Tenant","2008","higher vocational","Female","","","","","5"
"Tenant","2008","higher education","Male","","","","","5"
"Tenant","2008","higher education","Female","","","","","5"
"Main Tenant","2009","in school","Male","86","0.445113796763944","0.386482291886753","0.503745301641134","1"
"Main Tenant","2009","in school","Female","70","0.419200864055558","0.355570242365687","0.482831485745429","1"
"Main Tenant","2009","inadequately","Male","56","0.805368927114037","0.712621345524065","0.898116508704008","1"
"Main Tenant","2009","inadequately","Female","77","0.754458888738002","0.669675573993059","0.839242203482946","1"
"Main Tenant","2009","general elemantary","Male","324","0.614788609568829","0.575353538805641","0.654223680332017","1"
"Main Tenant","2009","general elemantary","Female","666","0.573316176648234","0.546103737747019","0.600528615549448","1"
"Main Tenant","2009","middle vocational","Male","1860","0.483904750539774","0.468959218479667","0.498850282599881","1"
"Main Tenant","2009","middle vocational","Female","2115","0.482463181044292","0.468352028655983","0.496574333432601","1"
"Main Tenant","2009","vocational + Abi","Male","182","0.540908172115033","0.491640349588352","0.590175994641713","1"
"Main Tenant","2009","vocational + Abi","Female","264","0.482021284504584","0.442368632509197","0.521673936499972","1"
"Main Tenant","2009","higher vocational","Male","247","0.37351993664854","0.33972347405754","0.407316399239541","1"
"Main Tenant","2009","higher vocational","Female","227","0.508301263046112","0.466558380837134","0.550044145255089","1"
"Main Tenant","2009","higher education","Male","741","0.423267266587165","0.402583841461576","0.443950691712753","1"
"Main Tenant","2009","higher education","Female","746","0.514207962959977","0.491476010773522","0.536939915146431","1"
"Nursing Home/Retirement Community","2009","general elemantary","Female","15","","","","4"
"Nursing Home/Retirement Community","2009","middle vocational","Male","4","","","","4"
"Nursing Home/Retirement Community","2009","middle vocational","Female","9","","","","4"
"Nursing Home/Retirement Community","2009","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","2009","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","2009","higher vocational","Male","2","","","","4"
"Nursing Home/Retirement Community","2009","higher vocational","Female","1","","","","4"
"Nursing Home/Retirement Community","2009","higher education","Male","3","","","","4"
"Nursing Home/Retirement Community","2009","higher education","Female","6","","","","4"
"Nursing Home/Retirement Community","2009","in school","Male","","","","","4"
"Nursing Home/Retirement Community","2009","in school","Female","","","","","4"
"Nursing Home/Retirement Community","2009","inadequately","Male","1","","","","4"
"Nursing Home/Retirement Community","2009","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","2009","general elemantary","Male","1","","","","4"
"Owner","2009","general elemantary","Female","550","0.380686581742244","0.353971512174195","0.407401651310292","3"
"Owner","2009","middle vocational","Male","2339","0.482702873756024","0.467758542622203","0.497647204889845","3"
"Owner","2009","middle vocational","Female","2590","0.487067188139101","0.472952072338532","0.50118230393967","3"
"Owner","2009","vocational + Abi","Male","201","0.435494564185577","0.386474119204004","0.48451500916715","3"
"Owner","2009","vocational + Abi","Female","335","0.498295158612887","0.45861707819523","0.537973239030544","3"
"Owner","2009","in school","Male","189","0.553605865758075","0.49495787593736","0.61225385557879","3"
"Owner","2009","in school","Female","160","0.577911887113502","0.514221413909352","0.641602360317651","3"
"Owner","2009","inadequately","Male","10","","","","3"
"Owner","2009","inadequately","Female","20","","","","3"
"Owner","2009","general elemantary","Male","252","0.369265538637748","0.330157788862739","0.408373288412757","3"
"Owner","2009","higher vocational","Male","530","0.614815521802807","0.580816413611759","0.648814629993855","3"
"Owner","2009","higher vocational","Female","320","0.485289260888378","0.443558697614845","0.52701982416191","3"
"Owner","2009","higher education","Male","1420","0.559002133116962","0.538217000822765","0.579787265411158","3"
"Owner","2009","higher education","Female","1078","0.459237158753679","0.436571723133216","0.481902594374142","3"
"Sub-Tenant","2009","in school","Male","1","","","","2"
"Sub-Tenant","2009","in school","Female","1","","","","2"
"Sub-Tenant","2009","inadequately","Male","3","","","","2"
"Sub-Tenant","2009","inadequately","Female","2","","","","2"
"Sub-Tenant","2009","general elemantary","Male","8","","","","2"
"Sub-Tenant","2009","general elemantary","Female","38","0.0307170100555164","0.0212233856550942","0.0402106344559387","2"
"Sub-Tenant","2009","middle vocational","Male","92","0.0313437066362022","0.0261326410875756","0.0365547721848288","2"
"Sub-Tenant","2009","middle vocational","Female","103","0.0277266625279343","0.0230900291820667","0.0323632958738019","2"
"Sub-Tenant","2009","vocational + Abi","Male","10","","","","2"
"Sub-Tenant","2009","vocational + Abi","Female","11","","","","2"
"Sub-Tenant","2009","higher vocational","Male","8","","","","2"
"Sub-Tenant","2009","higher vocational","Female","3","","","","2"
"Sub-Tenant","2009","higher education","Male","28","","","","2"
"Sub-Tenant","2009","higher education","Female","27","","","","2"
"Tenant","2009","in school","Male","","","","","5"
"Tenant","2009","in school","Female","","","","","5"
"Tenant","2009","inadequately","Male","","","","","5"
"Tenant","2009","inadequately","Female","","","","","5"
"Tenant","2009","general elemantary","Male","","","","","5"
"Tenant","2009","general elemantary","Female","","","","","5"
"Tenant","2009","middle vocational","Male","","","","","5"
"Tenant","2009","middle vocational","Female","","","","","5"
"Tenant","2009","vocational + Abi","Male","","","","","5"
"Tenant","2009","vocational + Abi","Female","","","","","5"
"Tenant","2009","higher vocational","Male","","","","","5"
"Tenant","2009","higher vocational","Female","","","","","5"
"Tenant","2009","higher education","Male","","","","","5"
"Tenant","2009","higher education","Female","","","","","5"
"Main Tenant","2010","in school","Male","130","0.399864978795565","0.349678269713824","0.450051687877307","1"
"Main Tenant","2010","in school","Female","139","0.326694430693926","0.277060576581439","0.376328284806413","1"
"Main Tenant","2010","inadequately","Male","113","0.846371619194534","0.785544467661906","0.907198770727162","1"
"Main Tenant","2010","inadequately","Female","182","0.829099190392282","0.778308727727911","0.879889653056653","1"
"Main Tenant","2010","general elemantary","Male","517","0.578203462074114","0.54484669944083","0.611560224707398","1"
"Main Tenant","2010","general elemantary","Female","1030","0.580741884701648","0.557244274141063","0.604239495262233","1"
"Main Tenant","2010","middle vocational","Male","2446","0.477592486176022","0.464130945814278","0.491054026537766","1"
