"hlf0001_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Tenant","2013","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2013","Part Time","Single parent ","","","","","5"
"Tenant","2013","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2013","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2013","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2013","Not Working","1-pers.-HH","","","","","5"
"Tenant","2013","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2013","Not Working","Single parent ","","","","","5"
"Tenant","2013","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2013","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2013","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2014","Full Time","1-pers.-HH","875","0.735609046620464","0.710510268878886","0.760707824362042","1"
"Main Tenant","2014","Full Time","(Married) couple without C. ","1244","0.498170162499207","0.47871793329636","0.517622391702053","1"
"Main Tenant","2014","Full Time","Single parent ","519","0.634622346901878","0.601022425554629","0.668222268249127","1"
"Main Tenant","2014","Full Time","Couple + C. LE 16 ","1403","0.428233599830668","0.411051553317931","0.445415646343406","1"
"Main Tenant","2014","Full Time","Couple + C. GT 16 ","359","0.211822692511072","0.189969832172268","0.233675552849877","1"
"Main Tenant","2014","Full Time","Couple + C. LE and GT 16","319","0.306462622138744","0.276655913115255","0.336269331162233","1"
"Main Tenant","2014","Part Time","1-pers.-HH","545","0.739433561924465","0.707526287830428","0.771340836018502","1"
"Main Tenant","2014","Part Time","(Married) couple without C. ","670","0.441851193427645","0.416893956588429","0.46680843026686","1"
"Main Tenant","2014","Part Time","Couple + C. GT 16 ","317","0.308563431660458","0.278716301634333","0.338410561686582","1"
"Main Tenant","2014","Part Time","Couple + C. LE and GT 16","274","0.305364306706532","0.272203379080541","0.338525234332522","1"
"Main Tenant","2014","Not Working","1-pers.-HH","1058","0.594954063962864","0.571974012854764","0.617934115070965","1"
"Main Tenant","2014","Not Working","(Married) couple without C. ","1545","0.37276804376326","0.357694404784797","0.387841682741723","1"
"Main Tenant","2014","Not Working","Single parent ","684","0.690651728836672","0.660403129615773","0.720900328057571","1"
"Main Tenant","2014","Not Working","Couple + C. LE 16 ","821","0.624432830973695","0.597236449662992","0.651629212284398","1"
"Main Tenant","2014","Part Time","Single parent ","726","0.748656416134471","0.720984624999156","0.776328207269786","1"
"Main Tenant","2014","Part Time","Couple + C. LE 16 ","1216","0.47686576852574","0.457168579258875","0.496562957792605","1"
"Main Tenant","2014","Not Working","Couple + C. GT 16 ","362","0.329379850767693","0.299366847685897","0.35939285384949","1"
"Main Tenant","2014","Not Working","Couple + C. LE and GT 16","408","0.438614892664941","0.405295243180939","0.471934542148943","1"
"Nursing Home/Retirement Community","2014","Full Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2014","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2014","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2014","Full Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2014","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2014","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2014","Part Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2014","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2014","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","1-pers.-HH","40","0.0204634847070071","0.0138358701408515","0.0270910992731628","4"
"Nursing Home/Retirement Community","2014","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2014","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2014","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","(Married) couple without C. ","3","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","Couple + C. GT 16 ","","","","","4"
"Owner","2014","Part Time","Single parent ","212","0.248515482996185","0.22094789064714","0.276083075345229","3"
"Owner","2014","Full Time","Single parent ","267","0.363207967560616","0.329650739203208","0.396765195918023","3"
"Owner","2014","Full Time","Couple + C. LE 16 ","1755","0.561103098927562","0.543871411977838","0.578334785877285","3"
"Owner","2014","Full Time","Couple + C. LE and GT 16","598","0.692912513416921","0.66308887691194","0.722736149921902","3"
"Owner","2014","Part Time","1-pers.-HH","133","0.198786414018976","0.169776370003394","0.227796458034559","3"
"Owner","2014","Part Time","(Married) couple without C. ","827","0.54046003387192","0.515414694551154","0.565505373192686","3"
"Owner","2014","Part Time","Couple + C. LE 16 ","1239","0.511113206478535","0.491399770873247","0.530826642083823","3"
"Owner","2014","Part Time","Couple + C. GT 16 ","597","0.682220128391837","0.652133076549079","0.712307180234594","3"
"Owner","2014","Part Time","Couple + C. LE and GT 16","465","0.693969335962688","0.660788173280278","0.727150498645099","3"
"Owner","2014","Not Working","1-pers.-HH","610","0.357707490345905","0.335269312868497","0.380145667823313","3"
"Owner","2014","Not Working","(Married) couple without C. ","2367","0.616150933020526","0.600990608993353","0.631311257047698","3"
"Owner","2014","Full Time","1-pers.-HH","273","0.239199452195119","0.214920986072982","0.263477918317255","3"
"Owner","2014","Full Time","(Married) couple without C. ","1250","0.479049887669197","0.459614611263727","0.498485164074668","3"
"Owner","2014","Full Time","Couple + C. GT 16 ","980","0.782491221770577","0.760427020208293","0.80455542333286","3"
"Owner","2014","Not Working","Single parent ","197","0.275312919956946","0.246082138557955","0.304543701355936","3"
"Owner","2014","Not Working","Couple + C. LE 16 ","384","0.361016294151493","0.334043077501702","0.387989510801283","3"
"Owner","2014","Not Working","Couple + C. LE and GT 16","443","0.561107861080338","0.527785913924288","0.594429808236388","3"
"Owner","2014","Not Working","Couple + C. GT 16 ","578","0.667132130316201","0.637039198112812","0.697225062519589","3"
"Sub-Tenant","2014","Full Time","1-pers.-HH","38","0.0251915011844174","0.016272988710233","0.0341100136586018","2"
"Sub-Tenant","2014","Full Time","(Married) couple without C. ","43","0.0227123747130577","0.0169161561385781","0.0285085932875373","2"
"Sub-Tenant","2014","Full Time","Single parent ","3","","","","2"
"Sub-Tenant","2014","Full Time","Couple + C. LE 16 ","28","","","","2"
"Sub-Tenant","2014","Full Time","Couple + C. GT 16 ","4","","","","2"
"Sub-Tenant","2014","Full Time","Couple + C. LE and GT 16","2","","","","2"
"Sub-Tenant","2014","Part Time","1-pers.-HH","49","0.0617800240565587","0.0442792499216052","0.0792807981915122","2"
"Sub-Tenant","2014","Part Time","(Married) couple without C. ","23","","","","2"
"Sub-Tenant","2014","Part Time","Couple + C. LE 16 ","15","","","","2"
"Sub-Tenant","2014","Part Time","Single parent ","6","","","","2"
"Sub-Tenant","2014","Part Time","Couple + C. GT 16 ","6","","","","2"
"Sub-Tenant","2014","Part Time","Couple + C. LE and GT 16","2","","","","2"
"Sub-Tenant","2014","Not Working","Single parent ","16","","","","2"
"Sub-Tenant","2014","Not Working","1-pers.-HH","45","0.0268749609842238","0.0193046211091944","0.0344453008592532","2"
"Sub-Tenant","2014","Not Working","(Married) couple without C. ","38","0.00991181906785689","0.00682366965263015","0.0129999684830836","2"
"Sub-Tenant","2014","Not Working","Couple + C. LE 16 ","13","","","","2"
"Sub-Tenant","2014","Not Working","Couple + C. GT 16 ","2","","","","2"
"Sub-Tenant","2014","Not Working","Couple + C. LE and GT 16","1","","","","2"
"Tenant","2014","Full Time","1-pers.-HH","","","","","5"
"Tenant","2014","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2014","Full Time","Single parent ","","","","","5"
"Tenant","2014","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2014","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2014","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2014","Part Time","1-pers.-HH","","","","","5"
"Tenant","2014","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2014","Part Time","Single parent ","","","","","5"
"Tenant","2014","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2014","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2014","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2014","Not Working","1-pers.-HH","","","","","5"
"Tenant","2014","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2014","Not Working","Single parent ","","","","","5"
"Tenant","2014","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2014","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2014","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2015","Full Time","1-pers.-HH","846","0.731396218233851","0.705723150632197","0.757069285835505","1"
"Main Tenant","2015","Full Time","(Married) couple without C. ","1158","0.479403195033446","0.459298755987104","0.499507634079787","1"
"Main Tenant","2015","Full Time","Single parent ","482","0.592345978109997","0.557036181906013","0.627655774313982","1"
"Main Tenant","2015","Full Time","Couple + C. LE 16 ","1245","0.412529314567513","0.394685819931154","0.430372809203872","1"
"Main Tenant","2015","Full Time","Couple + C. GT 16 ","339","0.220373470385707","0.197395268303836","0.243351672467578","1"
"Main Tenant","2015","Full Time","Couple + C. LE and GT 16","298","0.331176099644533","0.299758004995053","0.362594194294013","1"
"Main Tenant","2015","Part Time","1-pers.-HH","496","0.726219330531653","0.692630951170929","0.759807709892377","1"
"Main Tenant","2015","Part Time","(Married) couple without C. ","629","0.428946449564156","0.403454457955701","0.454438441172611","1"
"Main Tenant","2015","Not Working","Couple + C. LE 16 ","1268","0.710264997810394","0.688201936731902","0.732328058888887","1"
"Main Tenant","2015","Part Time","Couple + C. GT 16 ","310","0.244153244839051","0.216469467254258","0.271837022423845","1"
"Main Tenant","2015","Part Time","Couple + C. LE and GT 16","274","0.317921988973197","0.285030764909758","0.350813213036635","1"
"Main Tenant","2015","Not Working","1-pers.-HH","1198","0.594950711746617","0.572987035442596","0.616914388050637","1"
"Main Tenant","2015","Not Working","(Married) couple without C. ","1802","0.383159716038074","0.368356130756698","0.397963301319449","1"
"Main Tenant","2015","Not Working","Single parent ","732","0.730676571413969","0.701948927260383","0.759404215567554","1"
"Main Tenant","2015","Not Working","Couple + C. GT 16 ","372","0.35747747576815","0.326659170425366","0.388295781110933","1"
"Main Tenant","2015","Not Working","Couple + C. LE and GT 16","459","0.462553886341455","0.429269305773074","0.495838466909837","1"
"Main Tenant","2015","Part Time","Single parent ","664","0.724491924229306","0.695106934089745","0.753876914368866","1"
"Main Tenant","2015","Part Time","Couple + C. LE 16 ","1042","0.461306266795268","0.440708389300935","0.4819041442896","1"
"Nursing Home/Retirement Community","2015","Full Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2015","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2015","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2015","Full Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2015","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2015","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2015","Not Working","1-pers.-HH","36","0.0188194372347329","0.0127396499050221","0.0248992245644436","4"
"Nursing Home/Retirement Community","2015","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2015","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2015","Not Working","(Married) couple without C. ","12","","","","4"
"Nursing Home/Retirement Community","2015","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2015","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2015","Part Time","Single parent ","216","0.270540715744061","0.241322179622144","0.299759251865977","3"
"Owner","2015","Part Time","Couple + C. LE and GT 16","492","0.676527755393698","0.64348592870559","0.709569582081806","3"
"Owner","2015","Not Working","1-pers.-HH","599","0.355702962341563","0.334284050073813","0.377121874609313","3"
"Owner","2015","Not Working","(Married) couple without C. ","2284","0.603551989256452","0.588656969324166","0.618447009188739","3"
"Owner","2015","Full Time","Single parent ","255","0.373606167967727","0.338845158631216","0.408367177304238","3"
"Owner","2015","Full Time","Couple + C. LE 16 ","1657","0.578222853352603","0.56032303782058","0.596122668884626","3"
"Owner","2015","Full Time","Couple + C. LE and GT 16","561","0.665846980325303","0.634358306491505","0.6973356541591","3"
"Owner","2015","Part Time","1-pers.-HH","132","0.210490027018253","0.179782253506002","0.241197800530503","3"
"Owner","2015","Part Time","(Married) couple without C. ","804","0.556091887494711","0.530501101160016","0.581682673829406","3"
"Owner","2015","Part Time","Couple + C. LE 16 ","1198","0.53494153758442","0.514332212557401","0.55555086261144","3"
"Owner","2015","Part Time","Couple + C. GT 16 ","611","0.749706054798208","0.721790394441637","0.777621715154779","3"
"Owner","2015","Not Working","Single parent ","174","0.252662980896256","0.224522636406163","0.280803325386349","3"
"Owner","2015","Not Working","Couple + C. LE and GT 16","402","0.537082767360691","0.503796373994592","0.57036916072679","3"
"Owner","2015","Full Time","1-pers.-HH","260","0.238808503509917","0.214113038670368","0.263503968349466","3"
"Owner","2015","Full Time","(Married) couple without C. ","1173","0.500323799549085","0.480202285235179","0.520445313862991","3"
"Owner","2015","Full Time","Couple + C. GT 16 ","905","0.773217040640909","0.750003092923175","0.796430988358642","3"
"Owner","2015","Not Working","Couple + C. LE 16 ","334","0.277900659547692","0.256113613992954","0.299687705102431","3"
"Owner","2015","Not Working","Couple + C. GT 16 ","553","0.638578778471896","0.60768618996421","0.669471366979582","3"
"Sub-Tenant","2015","Full Time","1-pers.-HH","39","0.0297952782562319","0.0199472165205127","0.0396433399919511","2"
"Sub-Tenant","2015","Full Time","(Married) couple without C. ","41","0.0202730054174694","0.0146014477262911","0.0259445631086477","2"
"Sub-Tenant","2015","Full Time","Single parent ","7","","","","2"
"Sub-Tenant","2015","Full Time","Couple + C. LE 16 ","22","","","","2"
"Sub-Tenant","2015","Full Time","Couple + C. GT 16 ","6","","","","2"
"Sub-Tenant","2015","Full Time","Couple + C. LE and GT 16","3","","","","2"
"Sub-Tenant","2015","Part Time","1-pers.-HH","49","0.0632906424500943","0.044949518826439","0.0816317660737496","2"
"Sub-Tenant","2015","Part Time","(Married) couple without C. ","15","","","","2"
"Sub-Tenant","2015","Part Time","Couple + C. LE 16 ","10","","","","2"
"Sub-Tenant","2015","Part Time","Couple + C. LE and GT 16","4","","","","2"
"Sub-Tenant","2015","Part Time","Single parent ","8","","","","2"
"Sub-Tenant","2015","Part Time","Couple + C. GT 16 ","4","","","","2"
"Sub-Tenant","2015","Not Working","1-pers.-HH","86","0.0305268886770875","0.022829919289966","0.0382238580642091","2"
"Sub-Tenant","2015","Not Working","(Married) couple without C. ","45","0.0101056808023813","0.00706011611288862","0.013151245491874","2"
"Sub-Tenant","2015","Not Working","Single parent ","10","","","","2"
"Sub-Tenant","2015","Not Working","Couple + C. LE 16 ","22","","","","2"
"Sub-Tenant","2015","Not Working","Couple + C. GT 16 ","4","","","","2"
"Sub-Tenant","2015","Not Working","Couple + C. LE and GT 16","1","","","","2"
"Tenant","2015","Full Time","1-pers.-HH","","","","","5"
"Tenant","2015","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2015","Full Time","Single parent ","","","","","5"
"Tenant","2015","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2015","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2015","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2015","Part Time","1-pers.-HH","","","","","5"
"Tenant","2015","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2015","Part Time","Single parent ","","","","","5"
"Tenant","2015","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2015","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2015","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2015","Not Working","1-pers.-HH","","","","","5"
"Tenant","2015","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2015","Not Working","Single parent ","","","","","5"
"Tenant","2015","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2015","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2015","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2016","Full Time","1-pers.-HH","851","0.731446506471747","0.705875261382253","0.757017751561241","1"
"Main Tenant","2016","Full Time","(Married) couple without C. ","1211","0.465806185760215","0.445968711020072","0.485643660500357","1"
"Main Tenant","2016","Full Time","Single parent ","439","0.604061191184604","0.567623609370092","0.640498772999117","1"
"Main Tenant","2016","Full Time","Couple + C. LE 16 ","1203","0.419667397923912","0.401014608364327","0.438320187483498","1"
"Main Tenant","2016","Full Time","Couple + C. GT 16 ","337","0.240304578406615","0.215863812029337","0.264745344783894","1"
"Main Tenant","2016","Full Time","Couple + C. LE and GT 16","281","0.339419771457184","0.307360220469622","0.371479322444746","1"
"Main Tenant","2016","Part Time","1-pers.-HH","518","0.747163725495093","0.714709887735215","0.779617563254971","1"
"Main Tenant","2016","Part Time","(Married) couple without C. ","651","0.431176680395947","0.405712388002462","0.456640972789432","1"
"Main Tenant","2016","Not Working","Couple + C. LE 16 ","671","0.655799225459316","0.625491491580876","0.686106959337757","1"
"Main Tenant","2016","Part Time","Couple + C. GT 16 ","288","0.267653084887737","0.238384737006344","0.29692143276913","1"
"Main Tenant","2016","Part Time","Couple + C. LE and GT 16","286","0.339847491652309","0.305604744834757","0.374090238469861","1"
"Main Tenant","2016","Not Working","(Married) couple without C. ","1367","0.366769112284537","0.3508577426982","0.382680481870874","1"
"Main Tenant","2016","Part Time","Couple + C. LE 16 ","1070","0.472726232715594","0.451897163725074","0.493555301706113","1"
"Main Tenant","2016","Not Working","1-pers.-HH","995","0.569804946706761","0.545886719377058","0.593723174036463","1"
"Main Tenant","2016","Not Working","Single parent ","579","0.663200883377636","0.630139480142072","0.6962622866132","1"
"Main Tenant","2016","Not Working","Couple + C. GT 16 ","314","0.347058813815034","0.314962267203772","0.379155360426295","1"
"Main Tenant","2016","Not Working","Couple + C. LE and GT 16","374","0.531723350970171","0.495987732756402","0.56745896918394","1"
"Main Tenant","2016","Part Time","Single parent ","639","0.713231177710925","0.682665697791707","0.743796657630143","1"
"Nursing Home/Retirement Community","2016","Full Time","1-pers.-HH","1","","","","4"
"Nursing Home/Retirement Community","2016","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2016","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2016","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2016","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2016","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2016","Not Working","1-pers.-HH","39","0.0263980389155773","0.0186532474603413","0.0341428303708134","4"
"Nursing Home/Retirement Community","2016","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2016","Full Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2016","Not Working","(Married) couple without C. ","6","","","","4"
"Nursing Home/Retirement Community","2016","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2016","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2016","Part Time","Single parent ","190","0.273333837018883","0.243213192471824","0.303454481565942","3"
"Owner","2016","Part Time","Couple + C. LE and GT 16","448","0.659763789962114","0.625511554120863","0.694016025803364","3"
"Owner","2016","Not Working","1-pers.-HH","558","0.36877120084168","0.34546319722635","0.392079204457011","3"
"Owner","2016","Not Working","(Married) couple without C. ","2124","0.622534764668562","0.606529958263664","0.63853957107346","3"
"Owner","2016","Full Time","Single parent ","250","0.390918551081383","0.354562569888114","0.427274532274652","3"
"Owner","2016","Full Time","Couple + C. LE 16 ","1471","0.577986811284799","0.559319805327216","0.596653817242383","3"
"Owner","2016","Full Time","Couple + C. LE and GT 16","554","0.650698370459072","0.618419654732634","0.68297708618551","3"
"Owner","2016","Part Time","1-pers.-HH","131","0.197702911775751","0.167964852628246","0.227440970923257","3"
"Owner","2016","Part Time","(Married) couple without C. ","778","0.551440771900706","0.5258681876296","0.577013356171812","3"
"Owner","2016","Part Time","Couple + C. LE 16 ","1116","0.50566138518265","0.48480259634404","0.52652017402126","3"
"Owner","2016","Part Time","Couple + C. GT 16 ","583","0.718485502979342","0.688754261756535","0.748216744202149","3"
"Owner","2016","Not Working","Single parent ","194","0.303360189164324","0.27120162124277","0.335518757085879","3"
"Owner","2016","Full Time","(Married) couple without C. ","1178","0.506855186036908","0.486973028253044","0.526737343820772","3"
"Owner","2016","Not Working","Couple + C. LE 16 ","260","0.329580786306792","0.299594943304805","0.359566629308779","3"
"Owner","2016","Not Working","Couple + C. GT 16 ","525","0.644338267224715","0.612061110649683","0.676615423799747","3"
"Owner","2016","Not Working","Couple + C. LE and GT 16","373","0.467332857918156","0.431601600916446","0.503064114919866","3"
"Owner","2016","Full Time","1-pers.-HH","247","0.234731653564011","0.210278330207946","0.259184976920075","3"
"Owner","2016","Full Time","Couple + C. GT 16 ","833","0.752681807442906","0.728001658057115","0.777361956828697","3"
"Sub-Tenant","2016","Part Time","Couple + C. LE and GT 16","1","","","","2"
"Sub-Tenant","2016","Full Time","1-pers.-HH","55","0.033729416740791","0.0233134644642757","0.0441453690173064","2"
"Sub-Tenant","2016","Full Time","(Married) couple without C. ","40","0.0273386282028778","0.0208537245613146","0.033823531844441","2"
"Sub-Tenant","2016","Full Time","Single parent ","3","","","","2"
"Sub-Tenant","2016","Full Time","Couple + C. LE 16 ","15","","","","2"
"Sub-Tenant","2016","Full Time","Couple + C. GT 16 ","4","","","","2"
"Sub-Tenant","2016","Full Time","Couple + C. LE and GT 16","3","","","","2"
"Sub-Tenant","2016","Part Time","1-pers.-HH","40","0.0551333627291553","0.0380909539386117","0.072175771519699","2"
"Sub-Tenant","2016","Part Time","(Married) couple without C. ","24","","","","2"
"Sub-Tenant","2016","Part Time","Couple + C. LE 16 ","21","","","","2"
"Sub-Tenant","2016","Not Working","Couple + C. GT 16 ","6","","","","2"
"Sub-Tenant","2016","Part Time","Couple + C. GT 16 ","8","","","","2"
"Sub-Tenant","2016","Not Working","(Married) couple without C. ","27","","","","2"
"Sub-Tenant","2016","Not Working","Single parent ","12","","","","2"
"Sub-Tenant","2016","Not Working","Couple + C. LE 16 ","13","","","","2"
"Sub-Tenant","2016","Part Time","Single parent ","12","","","","2"
"Sub-Tenant","2016","Not Working","Couple + C. LE and GT 16","2","","","","2"
"Sub-Tenant","2016","Not Working","1-pers.-HH","54","0.0350258135359819","0.0261443376866313","0.0439072893853326","2"
"Tenant","2016","Full Time","1-pers.-HH","","","","","5"
"Tenant","2016","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2016","Full Time","Single parent ","","","","","5"
"Tenant","2016","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2016","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2016","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2016","Part Time","1-pers.-HH","","","","","5"
"Tenant","2016","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2016","Part Time","Single parent ","","","","","5"
"Tenant","2016","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2016","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2016","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2016","Not Working","1-pers.-HH","","","","","5"
"Tenant","2016","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2016","Not Working","Single parent ","","","","","5"
"Tenant","2016","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2016","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2016","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2017","Full Time","1-pers.-HH","1027","0.723782950027682","0.70036987596886","0.747196024086505","1"
"Main Tenant","2017","Full Time","(Married) couple without C. ","1412","0.469345551385082","0.450987877423873","0.487703225346291","1"
"Main Tenant","2017","Full Time","Single parent ","474","0.615974422798401","0.580765112443527","0.651183733153276","1"
"Main Tenant","2017","Full Time","Couple + C. LE 16 ","1246","0.414478120970369","0.396467566702754","0.432488675237984","1"
"Main Tenant","2017","Full Time","Couple + C. GT 16 ","403","0.256214095075959","0.233371537068779","0.279056653083139","1"
"Main Tenant","2017","Full Time","Couple + C. LE and GT 16","315","0.328091396526949","0.29776849203613","0.358414301017767","1"
"Main Tenant","2017","Part Time","1-pers.-HH","629","0.691299071351096","0.660602461146711","0.721995681555482","1"
"Main Tenant","2017","Part Time","(Married) couple without C. ","774","0.422993059785701","0.399549923250763","0.446436196320638","1"
"Main Tenant","2017","Part Time","Single parent ","612","0.651228196629121","0.619413210393957","0.683043182864286","1"
"Main Tenant","2017","Part Time","Couple + C. LE 16 ","1136","0.464520986475924","0.444182623295655","0.484859349656193","1"
"Main Tenant","2017","Part Time","Couple + C. GT 16 ","328","0.261183744642913","0.234788932815115","0.287578556470711","1"
"Main Tenant","2017","Part Time","Couple + C. LE and GT 16","298","0.369013381583224","0.335279373069047","0.402747390097401","1"
"Main Tenant","2017","Not Working","(Married) couple without C. ","1482","0.353182681009716","0.338015972527257","0.368349389492174","1"
"Main Tenant","2017","Not Working","Single parent ","784","0.71489562515807","0.686872035035454","0.742919215280685","1"
"Main Tenant","2017","Not Working","Couple + C. LE 16 ","1829","0.741718029303885","0.723104132647382","0.760331925960387","1"
"Main Tenant","2017","Not Working","Couple + C. GT 16 ","391","0.349345067643936","0.319495522040729","0.379194613247143","1"
"Main Tenant","2017","Not Working","Couple + C. LE and GT 16","850","0.423290407097317","0.39623392510165","0.450346889092984","1"
"Main Tenant","2017","Not Working","1-pers.-HH","1306","0.592855766480713","0.571259008112061","0.614452524849366","1"
"Nursing Home/Retirement Community","2017","Full Time","1-pers.-HH","1","","","","4"
"Nursing Home/Retirement Community","2017","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2017","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2017","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","Single parent ","","","","","4"
