"m11104","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2014","Thuringia","(Married) couple without C. ","","","",""
"At lease once a week","2014","Thuringia","Single parent ","","","",""
"At lease once a week","2014","Thuringia","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Thuringia","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Thuringia","Couple + C. LE and GT 16","","","",""
"Almost never or never","2015","Schleswig-Holstein","1-pers.-HH","50","0.333688613470406","0.255858467340799","0.411518759600013"
"Almost never or never","2015","Schleswig-Holstein","(Married) couple without C. ","100","0.311961987700135","0.253949417825947","0.369974557574323"
"Almost never or never","2015","Schleswig-Holstein","Single parent ","32","0.379455256090522","0.281876983513973","0.477033528667071"
"Almost never or never","2015","Schleswig-Holstein","Couple + C. LE 16 ","92","0.277460026838259","0.221846611255403","0.333073442421116"
"Almost never or never","2015","Schleswig-Holstein","Couple + C. GT 16 ","36","0.300314732434885","0.210916879641018","0.389712585228751"
"Almost never or never","2015","Schleswig-Holstein","Couple + C. LE and GT 16","19","","",""
"Almost never or never","2015","Hamburg","1-pers.-HH","26","","",""
"Almost never or never","2015","Hamburg","(Married) couple without C. ","45","0.384216549686979","0.303644184333245","0.464788915040714"
"Almost never or never","2015","Hamburg","Single parent ","21","","",""
"Almost never or never","2015","Hamburg","Couple + C. LE 16 ","46","0.453402903479121","0.362018627779831","0.544787179178412"
"Almost never or never","2015","Hamburg","Couple + C. GT 16 ","12","","",""
"Almost never or never","2015","Hamburg","Couple + C. LE and GT 16","13","","",""
"Almost never or never","2015","Lower Saxony","1-pers.-HH","131","0.446183825406319","0.390396196879494","0.501971453933144"
"Almost never or never","2015","Lower Saxony","(Married) couple without C. ","278","0.350752142530879","0.317262831073151","0.384241453988608"
"Almost never or never","2015","Lower Saxony","Single parent ","95","0.356396286187431","0.298403589914255","0.414388982460608"
"Almost never or never","2015","Lower Saxony","Couple + C. LE 16 ","279","0.381415474689363","0.344386128707838","0.418444820670889"
"Almost never or never","2015","Lower Saxony","Couple + C. GT 16 ","84","0.296842511691943","0.241416045632276","0.35226897775161"
"Almost never or never","2015","Lower Saxony","Couple + C. LE and GT 16","90","0.315922169095949","0.258975160220662","0.372869177971236"
"Almost never or never","2015","Bremen","1-pers.-HH","10","","",""
"Almost never or never","2015","Bremen","(Married) couple without C. ","11","","",""
"Almost never or never","2015","Bremen","Single parent ","9","","",""
"Almost never or never","2015","Bremen","Couple + C. LE 16 ","20","","",""
"Almost never or never","2015","Bremen","Couple + C. GT 16 ","10","","",""
"Almost never or never","2015","Bremen","Couple + C. LE and GT 16","10","","",""
"Almost never or never","2015","North Rhine-Westphalia","1-pers.-HH","286","0.460388854053425","0.422898800555646","0.497878907551203"
"Almost never or never","2015","North Rhine-Westphalia","(Married) couple without C. ","592","0.388682520574151","0.363840042446535","0.413524998701766"
"Almost never or never","2015","North Rhine-Westphalia","Single parent ","204","0.434495521682684","0.391849837277504","0.477141206087863"
"Almost never or never","2015","North Rhine-Westphalia","Couple + C. LE 16 ","632","0.366579975305647","0.342178142474765","0.390981808136528"
"Almost never or never","2015","North Rhine-Westphalia","Couple + C. GT 16 ","223","0.259091430985205","0.227438202147067","0.290744659823344"
"Almost never or never","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","176","0.371270684981037","0.328964251709469","0.413577118252604"
"Almost never or never","2015","Hesse","1-pers.-HH","95","0.394980923881179","0.335098316344797","0.454863531417562"
"Almost never or never","2015","Hesse","(Married) couple without C. ","175","0.340301255928311","0.299340200716499","0.381262311140122"
"Almost never or never","2015","Hesse","Single parent ","55","0.322997754669079","0.252075152493681","0.393920356844476"
"Almost never or never","2015","Hesse","Couple + C. LE 16 ","172","0.276614885281825","0.237943557052209","0.315286213511441"
"Almost never or never","2015","Hesse","Couple + C. GT 16 ","59","0.277233610531794","0.215040329674621","0.339426891388966"
"Almost never or never","2015","Hesse","Couple + C. LE and GT 16","55","0.347343975714339","0.273103352562873","0.421584598865806"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","109","0.547829462375393","0.482651931354262","0.613006993396525"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","201","0.401701264205186","0.356949694814506","0.446452833595866"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","Single parent ","61","0.419089094495178","0.339863975253186","0.498314213737171"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","161","0.438032384690978","0.387682042127878","0.488382727254078"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","56","0.31050563487026","0.237189007436407","0.383822262304113"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","56","0.386703846364677","0.311711843953286","0.461695848776068"
"Almost never or never","2015","Baden-Württemberg","1-pers.-HH","142","0.387004713359304","0.338288987977395","0.435720438741213"
"Almost never or never","2015","Baden-Württemberg","(Married) couple without C. ","307","0.348614592658136","0.316876491597926","0.380352693718345"
"Almost never or never","2015","Baden-Württemberg","Single parent ","83","0.338590467310959","0.278594545711393","0.398586388910526"
"Almost never or never","2015","Baden-Württemberg","Couple + C. LE 16 ","315","0.305118970713798","0.275348879293558","0.334889062134037"
"Almost never or never","2015","Baden-Württemberg","Couple + C. GT 16 ","127","0.28263875523311","0.238177185542329","0.327100324923891"
"Almost never or never","2015","Baden-Württemberg","Couple + C. LE and GT 16","97","0.276815103675385","0.227869336529177","0.325760870821593"
"Almost never or never","2015","Bavaria","1-pers.-HH","226","0.395621886370798","0.356495748140174","0.434748024601422"
"Almost never or never","2015","Bavaria","(Married) couple without C. ","460","0.362903631706237","0.335988216868639","0.389819046543835"
"Almost never or never","2015","Bavaria","Single parent ","122","0.351022646391133","0.302191446274064","0.399853846508203"
"Almost never or never","2015","Bavaria","Couple + C. LE 16 ","402","0.301187301222474","0.274683439814976","0.327691162629972"
"Almost never or never","2015","Bavaria","Couple + C. GT 16 ","153","0.292710127226731","0.254297739619906","0.331122514833557"
"Almost never or never","2015","Bavaria","Couple + C. LE and GT 16","110","0.229087707227654","0.187379726345325","0.270795688109984"
"Almost never or never","2015","Berlin","1-pers.-HH","72","0.30441618831757","0.244817190799573","0.364015185835568"
"Almost never or never","2015","Berlin","(Married) couple without C. ","106","0.411367449027201","0.356589679655938","0.466145218398464"
"Almost never or never","2015","Berlin","Single parent ","35","0.314401495431506","0.226839944453058","0.401963046409954"
"Almost never or never","2015","Berlin","Couple + C. LE 16 ","79","0.368686904050436","0.305080153557234","0.432293654543638"
"Almost never or never","2015","Berlin","Couple + C. GT 16 ","16","","",""
"Almost never or never","2015","Berlin","Couple + C. LE and GT 16","16","","",""
"Almost never or never","2015","Brandenburg","1-pers.-HH","76","0.547595063615925","0.464851519165089","0.630338608066761"
"Almost never or never","2015","Brandenburg","(Married) couple without C. ","194","0.458355302724536","0.40982880399805","0.506881801451022"
"Almost never or never","2015","Brandenburg","Single parent ","33","0.45168642752673","0.34887062853231","0.554502226521151"
"Almost never or never","2015","Brandenburg","Couple + C. LE 16 ","80","0.328781108329494","0.263998576134362","0.393563640524625"
"Almost never or never","2015","Brandenburg","Couple + C. GT 16 ","49","0.553449513985458","0.442410136890912","0.664488891080005"
"Almost never or never","2015","Brandenburg","Couple + C. LE and GT 16","29","","",""
"Almost never or never","2015","Mecklenburg-Western Pomerania","1-pers.-HH","51","0.483506337263093","0.386526469167357","0.58048620535883"
"Almost never or never","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","103","0.506677001125465","0.438404508692681","0.574949493558249"
"Almost never or never","2015","Mecklenburg-Western Pomerania","Single parent ","31","0.48445476095404","0.35693364940655","0.611975872501531"
"Almost never or never","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","56","0.348519453632586","0.262177991596098","0.434860915669075"
"Almost never or never","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","12","","",""
"Almost never or never","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","8","","",""
"Almost never or never","2015","Saxony","1-pers.-HH","104","0.427401647961561","0.365582405263512","0.48922089065961"
"Almost never or never","2015","Saxony","(Married) couple without C. ","245","0.471502211151624","0.430046540284819","0.512957882018428"
"Almost never or never","2015","Saxony","Single parent ","61","0.456863732725276","0.368831183382673","0.544896282067878"
"Almost never or never","2015","Saxony","Couple + C. LE 16 ","120","0.319974117046115","0.269797752109464","0.370150481982767"
"Almost never or never","2015","Saxony","Couple + C. GT 16 ","59","0.314646813615354","0.243791078833362","0.385502548397346"
"Almost never or never","2015","Saxony","Couple + C. LE and GT 16","45","0.454864080928852","0.356275123449221","0.553453038408483"
"Almost never or never","2015","Saxony-Anhalt","1-pers.-HH","87","0.593980829490191","0.516419148193645","0.671542510786736"
"Almost never or never","2015","Saxony-Anhalt","(Married) couple without C. ","177","0.538426013442465","0.484962371802199","0.591889655082731"
"Almost never or never","2015","Saxony-Anhalt","Single parent ","39","0.352324758811599","0.248295426522191","0.456354091101007"
"Almost never or never","2015","Saxony-Anhalt","Couple + C. LE 16 ","87","0.482506842634148","0.407829662259052","0.557184023009244"
"Almost never or never","2015","Saxony-Anhalt","Couple + C. GT 16 ","32","0.463723093000534","0.35233811117015","0.575108074830919"
"Almost never or never","2015","Saxony-Anhalt","Couple + C. LE and GT 16","30","0.545159613281232","0.417007597549857","0.673311629012607"
"Almost never or never","2015","Thuringia","1-pers.-HH","83","0.512104454147928","0.435132362723401","0.589076545572456"
"Almost never or never","2015","Thuringia","(Married) couple without C. ","191","0.542055510855817","0.490660283607435","0.593450738104199"
"Almost never or never","2015","Thuringia","Single parent ","36","0.547057236885363","0.426044952577035","0.668069521193692"
"Almost never or never","2015","Thuringia","Couple + C. LE 16 ","100","0.488684893952693","0.421237428809016","0.55613235909637"
"Almost never or never","2015","Thuringia","Couple + C. GT 16 ","48","0.533895594425085","0.439813714717605","0.627977474132566"
"Almost never or never","2015","Thuringia","Couple + C. LE and GT 16","21","","",""
"Several times a year","2015","Schleswig-Holstein","1-pers.-HH","14","","",""
"Several times a year","2015","Schleswig-Holstein","(Married) couple without C. ","29","","",""
"Several times a year","2015","Schleswig-Holstein","Single parent ","22","","",""
"Several times a year","2015","Schleswig-Holstein","Couple + C. LE 16 ","45","0.26072055549817","0.206189943813444","0.315251167182897"
"Several times a year","2015","Schleswig-Holstein","Couple + C. GT 16 ","12","","",""
"Several times a year","2015","Schleswig-Holstein","Couple + C. LE and GT 16","6","","",""
"Several times a year","2015","Hamburg","1-pers.-HH","7","","",""
"Several times a year","2015","Hamburg","(Married) couple without C. ","14","","",""
"Several times a year","2015","Hamburg","Single parent ","2","","",""
"Several times a year","2015","Hamburg","Couple + C. LE 16 ","21","","",""
"Several times a year","2015","Hamburg","Couple + C. GT 16 ","5","","",""
"Several times a year","2015","Hamburg","Couple + C. LE and GT 16","5","","",""
"Several times a year","2015","Lower Saxony","1-pers.-HH","26","","",""
"Several times a year","2015","Lower Saxony","(Married) couple without C. ","85","0.106147126541738","0.0845304994297272","0.12776375365375"
"Several times a year","2015","Lower Saxony","Single parent ","32","0.125776789473125","0.0856246340097065","0.165928944936544"
"Several times a year","2015","Lower Saxony","Couple + C. LE 16 ","126","0.214053348674299","0.182785002716536","0.245321694632062"
"Several times a year","2015","Lower Saxony","Couple + C. GT 16 ","32","0.0981521133534202","0.0620573406916955","0.134246886015145"
