"m11104","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1986","1-pers.-HH","general elemantary","245","0.834206797657371","0.792332551755622","0.87608104355912"
"Almost never or never","1986","1-pers.-HH","middle vocational","316","0.649181278790935","0.608967597414091","0.689394960167779"
"Almost never or never","1986","1-pers.-HH","vocational + Abi","11","","",""
"Almost never or never","1986","1-pers.-HH","higher vocational","27","","",""
"Almost never or never","1986","1-pers.-HH","higher education","41","0.419102874240808","0.327312627967267","0.510893120514349"
"Almost never or never","1986","(Married) couple without C. ","in school","","","",""
"Almost never or never","1986","(Married) couple without C. ","inadequately","78","0.730000130537918","0.638278855719467","0.821721405356369"
"Almost never or never","1986","(Married) couple without C. ","general elemantary","464","0.818188083670595","0.786717997532538","0.849658169808651"
"Almost never or never","1986","(Married) couple without C. ","middle vocational","769","0.643214199490164","0.616689275499284","0.669739123481044"
"Almost never or never","1986","(Married) couple without C. ","vocational + Abi","29","","",""
"Almost never or never","1986","(Married) couple without C. ","higher vocational","82","0.602826271103165","0.524781113886208","0.680871428320123"
"Almost never or never","1986","(Married) couple without C. ","higher education","73","0.40418943741655","0.334594445859977","0.473784428973122"
"Almost never or never","1986","Single parent ","in school","3","","",""
"Almost never or never","1986","Single parent ","inadequately","26","","",""
"Almost never or never","1986","Single parent ","general elemantary","101","0.58313431720113","0.509019336006563","0.657249298395697"
"Almost never or never","1986","Single parent ","middle vocational","112","0.501505680438574","0.436028176248758","0.566983184628389"
"Almost never or never","1986","Single parent ","vocational + Abi","3","","",""
"Almost never or never","1986","Single parent ","higher vocational","10","","",""
"Almost never or never","1986","Single parent ","higher education","9","","",""
"Almost never or never","1986","Couple + C. LE 16 ","in school","","","",""
"Almost never or never","1986","Couple + C. LE 16 ","inadequately","182","0.851697964981846","0.804841630177522","0.89855429978617"
"Almost never or never","1986","Couple + C. LE 16 ","general elemantary","342","0.69000979712781","0.648549180639161","0.731470413616459"
"Almost never or never","1986","Couple + C. LE 16 ","middle vocational","617","0.477804581658697","0.449352508069304","0.506256655248091"
"Almost never or never","1986","Couple + C. LE 16 ","vocational + Abi","42","0.370290517761821","0.263128174466207","0.477452861057435"
"Almost never or never","1986","Couple + C. LE 16 ","higher vocational","70","0.404427844535259","0.330434534484438","0.47842115458608"
"Almost never or never","1986","Couple + C. LE 16 ","higher education","77","0.306860878068866","0.248874508137167","0.364847248000565"
"Almost never or never","1986","Couple + C. GT 16 ","in school","8","","",""
"Almost never or never","1986","Couple + C. GT 16 ","inadequately","113","0.698953971561375","0.621286989238329","0.776620953884421"
"Almost never or never","1986","Couple + C. GT 16 ","general elemantary","376","0.588733037978008","0.550963175059121","0.626502900896894"
"Almost never or never","1986","Couple + C. GT 16 ","middle vocational","487","0.500926617447978","0.469396267830201","0.532456967065754"
"Almost never or never","1986","Couple + C. GT 16 ","vocational + Abi","12","","",""
"Almost never or never","1986","Couple + C. GT 16 ","higher vocational","48","0.530948122431114","0.426084477601096","0.635811767261133"
"Almost never or never","1986","Couple + C. GT 16 ","higher education","47","0.445071010451926","0.351342962203165","0.538799058700688"
"Almost never or never","1986","Couple + C. LE and GT 16","in school","13","","",""
"Almost never or never","1986","Couple + C. LE and GT 16","inadequately","158","0.820631924939524","0.765346709712316","0.875917140166732"
"Almost never or never","1986","Couple + C. LE and GT 16","general elemantary","259","0.52637860620066","0.481045038036579","0.571712174364741"
"Almost never or never","1986","Couple + C. LE and GT 16","middle vocational","284","0.515100531915994","0.472592335023102","0.557608728808886"
"Almost never or never","1986","Couple + C. LE and GT 16","vocational + Abi","13","","",""
"Almost never or never","1986","Couple + C. LE and GT 16","higher vocational","23","","",""
"Almost never or never","1986","Couple + C. LE and GT 16","higher education","13","","",""
"Several times a year","1986","1-pers.-HH","in school","","","",""
"Several times a year","1986","1-pers.-HH","inadequately","3","","",""
"Several times a year","1986","1-pers.-HH","general elemantary","16","","",""
"Several times a year","1986","1-pers.-HH","middle vocational","58","0.0856863301230552","0.0621004092993884","0.109272250946722"
"Several times a year","1986","1-pers.-HH","vocational + Abi","5","","",""
"Several times a year","1986","1-pers.-HH","higher vocational","14","","",""
"Several times a year","1986","1-pers.-HH","higher education","14","","",""
"Several times a year","1986","(Married) couple without C. ","in school","1","","",""
"Several times a year","1986","(Married) couple without C. ","inadequately","6","","",""
"Several times a year","1986","(Married) couple without C. ","general elemantary","28","","",""
"Several times a year","1986","(Married) couple without C. ","middle vocational","132","0.0939747347968979","0.0778181983687469","0.110131271225049"
"Several times a year","1986","(Married) couple without C. ","vocational + Abi","13","","",""
"Several times a year","1986","(Married) couple without C. ","higher vocational","17","","",""
"Several times a year","1986","(Married) couple without C. ","higher education","21","","",""
"Several times a year","1986","Single parent ","in school","5","","",""
"Several times a year","1986","Single parent ","inadequately","2","","",""
"Several times a year","1986","Single parent ","general elemantary","12","","",""
"Several times a year","1986","Single parent ","middle vocational","31","0.138742981308815","0.0934744942333971","0.184011468384233"
"Several times a year","1986","Single parent ","vocational + Abi","1","","",""
"Several times a year","1986","Single parent ","higher vocational","4","","",""
"Several times a year","1986","Single parent ","higher education","2","","",""
"Several times a year","1986","Couple + C. LE 16 ","in school","","","",""
"Several times a year","1986","Couple + C. LE 16 ","inadequately","21","","",""
"Several times a year","1986","Couple + C. LE 16 ","general elemantary","49","0.115663856314546","0.0869929339745625","0.14433477865453"
"Several times a year","1986","Couple + C. LE 16 ","middle vocational","203","0.184154503076651","0.162076114544891","0.206232891608411"
"Several times a year","1986","Couple + C. LE 16 ","vocational + Abi","15","","",""
"Several times a year","1986","Couple + C. LE 16 ","higher vocational","30","0.197993109379529","0.137914644570811","0.258071574188247"
"Several times a year","1986","Couple + C. LE 16 ","higher education","45","0.187855771548084","0.138745333640709","0.236966209455459"
"Several times a year","1986","Couple + C. GT 16 ","in school","15","","",""
"Several times a year","1986","Couple + C. GT 16 ","inadequately","8","","",""
"Several times a year","1986","Couple + C. GT 16 ","general elemantary","79","0.11459351907723","0.0901436988809437","0.139043339273516"
"Several times a year","1986","Couple + C. GT 16 ","middle vocational","139","0.144330040981125","0.122168955048848","0.166491126913401"
"Several times a year","1986","Couple + C. GT 16 ","vocational + Abi","5","","",""
"Several times a year","1986","Couple + C. GT 16 ","higher vocational","16","","",""
"Several times a year","1986","Couple + C. GT 16 ","higher education","16","","",""
"Several times a year","1986","Couple + C. LE and GT 16","in school","10","","",""
"Several times a year","1986","Couple + C. LE and GT 16","inadequately","9","","",""
"Several times a year","1986","Couple + C. LE and GT 16","general elemantary","62","0.143862930485488","0.111998861409302","0.175726999561675"
"Several times a year","1986","Couple + C. LE and GT 16","middle vocational","83","0.171015783890479","0.138990568524103","0.203040999256854"
"Several times a year","1986","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Several times a year","1986","Couple + C. LE and GT 16","higher vocational","3","","",""
"Several times a year","1986","Couple + C. LE and GT 16","higher education","8","","",""
"At least once a month","1986","1-pers.-HH","in school","","","",""
"At least once a month","1986","1-pers.-HH","inadequately","2","","",""
"At least once a month","1986","1-pers.-HH","general elemantary","11","","",""
"At least once a month","1986","1-pers.-HH","middle vocational","27","","",""
"At least once a month","1986","1-pers.-HH","vocational + Abi","3","","",""
"At least once a month","1986","1-pers.-HH","higher vocational","3","","",""
"At least once a month","1986","1-pers.-HH","higher education","12","","",""
"At least once a month","1986","(Married) couple without C. ","in school","","","",""
"At least once a month","1986","(Married) couple without C. ","inadequately","1","","",""
"At least once a month","1986","(Married) couple without C. ","general elemantary","17","","",""
"At least once a month","1986","(Married) couple without C. ","middle vocational","62","0.0430171904597425","0.0317829000855836","0.0542514808339013"
"At least once a month","1986","(Married) couple without C. ","vocational + Abi","4","","",""
"At least once a month","1986","(Married) couple without C. ","higher vocational","9","","",""
"At least once a month","1986","(Married) couple without C. ","higher education","11","","",""
