"m11104","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2017","Couple + C. LE 16 ","Urban Area","2129","0.454830119535179","0.441602564778135","0.468057674292223"
"At lease once a week","2017","Couple + C. LE 16 ","Rural Area","909","0.358281950515814","0.340460945644172","0.376102955387456"
"At lease once a week","2017","Couple + C. GT 16 ","Urban Area","1070","0.499257701523023","0.478407043814182","0.520108359231863"
"At lease once a week","2017","Couple + C. GT 16 ","Rural Area","529","0.491812405568931","0.463005727395595","0.520619083742267"
"At lease once a week","2017","Couple + C. LE and GT 16","Urban Area","819","0.482072608479279","0.459598820652801","0.504546396305757"
"At lease once a week","2017","Couple + C. LE and GT 16","Rural Area","405","0.455722879579951","0.424477655915768","0.486968103244134"
"Almost never or never","2018","1-pers.-HH","Urban Area","176","0.273286944443223","0.236797966097811","0.309775922788636"
"Almost never or never","2018","1-pers.-HH","Rural Area","69","0.255521826135376","0.196810735668339","0.314232916602413"
"Almost never or never","2018","(Married) couple without C. ","Urban Area","34","0.349281912359275","0.249674595311635","0.448889229406916"
"Almost never or never","2018","(Married) couple without C. ","Rural Area","23","","",""
"Almost never or never","2018","Single parent ","Urban Area","143","0.542300759245306","0.479916467182193","0.604685051308419"
"Almost never or never","2018","Single parent ","Rural Area","42","0.480997018681454","0.372188800077","0.589805237285908"
"Almost never or never","2018","Couple + C. LE 16 ","Urban Area","628","0.543040729822763","0.514797192616817","0.571284267028708"
"Almost never or never","2018","Couple + C. LE 16 ","Rural Area","239","0.496682488123503","0.450383710116852","0.542981266130155"
"Almost never or never","2018","Couple + C. GT 16 ","Urban Area","36","0.512446610991832","0.395352656434265","0.629540565549399"
"Almost never or never","2018","Couple + C. GT 16 ","Rural Area","11","","",""
"Almost never or never","2018","Couple + C. LE and GT 16","Urban Area","191","0.513952125778619","0.463633433777252","0.564270817779986"
"Almost never or never","2018","Couple + C. LE and GT 16","Rural Area","79","0.604050894085282","0.521553989045607","0.686547799124957"
"Several times a year","2018","1-pers.-HH","Urban Area","109","0.205659635072111","0.172565683541751","0.238753586602471"
"Several times a year","2018","1-pers.-HH","Rural Area","25","","",""
"Several times a year","2018","(Married) couple without C. ","Urban Area","15","","",""
"Several times a year","2018","(Married) couple without C. ","Rural Area","3","","",""
"Several times a year","2018","Single parent ","Urban Area","30","0.149662033883327","0.104991961592761","0.194332106173893"
"Several times a year","2018","Single parent ","Rural Area","16","","",""
"Several times a year","2018","Couple + C. LE 16 ","Urban Area","211","0.152756136785313","0.132359071425412","0.173153202145215"
"Several times a year","2018","Couple + C. LE 16 ","Rural Area","68","0.214266154220708","0.176271403294817","0.252260905146599"
"Several times a year","2018","Couple + C. GT 16 ","Urban Area","10","","",""
"Several times a year","2018","Couple + C. GT 16 ","Rural Area","2","","",""
"Several times a year","2018","Couple + C. LE and GT 16","Urban Area","61","0.119086049944822","0.086477936383695","0.151694163505948"
"Several times a year","2018","Couple + C. LE and GT 16","Rural Area","19","","",""
"At least once a month","2018","1-pers.-HH","Urban Area","49","0.0873202283986163","0.0642055729547268","0.110434883842506"
"At least once a month","2018","1-pers.-HH","Rural Area","11","","",""
"At least once a month","2018","(Married) couple without C. ","Urban Area","5","","",""
"At least once a month","2018","(Married) couple without C. ","Rural Area","3","","",""
"At least once a month","2018","Single parent ","Urban Area","7","","",""
"At least once a month","2018","Single parent ","Rural Area","1","","",""
"At least once a month","2018","Couple + C. LE 16 ","Urban Area","67","0.0533397569698745","0.0405992495863732","0.0660802643533758"
"At least once a month","2018","Couple + C. LE 16 ","Rural Area","22","","",""
"At least once a month","2018","Couple + C. GT 16 ","Urban Area","6","","",""
"At least once a month","2018","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2018","Couple + C. LE and GT 16","Urban Area","16","","",""
"At least once a month","2018","Couple + C. LE and GT 16","Rural Area","5","","",""
"At lease once a week","2018","1-pers.-HH","Urban Area","239","0.433733192086049","0.393155002935223","0.474311381236876"
"At lease once a week","2018","1-pers.-HH","Rural Area","107","0.544873032342491","0.477839191767734","0.611906872917247"
"At lease once a week","2018","(Married) couple without C. ","Urban Area","34","0.429594286155089","0.326168712892688","0.53301985941749"
"At lease once a week","2018","(Married) couple without C. ","Rural Area","15","","",""
"At lease once a week","2018","Single parent ","Urban Area","65","0.280446544834885","0.224196661350635","0.336696428319135"
"At lease once a week","2018","Single parent ","Rural Area","22","","",""
"At lease once a week","2018","Couple + C. LE 16 ","Urban Area","289","0.25086337642205","0.226284428770168","0.275442324073932"
"At lease once a week","2018","Couple + C. LE 16 ","Rural Area","119","0.241402415043771","0.201775923976473","0.281028906111069"
"At lease once a week","2018","Couple + C. GT 16 ","Urban Area","18","","",""
"At lease once a week","2018","Couple + C. GT 16 ","Rural Area","6","","",""
"At lease once a week","2018","Couple + C. LE and GT 16","Urban Area","111","0.322795271654678","0.275724419666276","0.369866123643081"
"At lease once a week","2018","Couple + C. LE and GT 16","Rural Area","32","0.244275561668959","0.171798104110438","0.31675301922748"
"Almost never or never","2019","1-pers.-HH","Urban Area","821","0.307869550771562","0.291123654744159","0.324615446798964"
"Almost never or never","2019","1-pers.-HH","Rural Area","480","0.367836165414518","0.343126437426796","0.39254589340224"
"Almost never or never","2019","(Married) couple without C. ","Urban Area","1281","0.268794750105863","0.256502724456447","0.281086775755279"
"Almost never or never","2019","(Married) couple without C. ","Rural Area","958","0.292817153955118","0.276900660927095","0.308733646983141"
"Almost never or never","2019","Single parent ","Urban Area","477","0.335582988658714","0.311452723453456","0.359713253863971"
"Almost never or never","2019","Single parent ","Rural Area","269","0.346630320981336","0.312503129209918","0.380757512752754"
"Almost never or never","2019","Couple + C. LE 16 ","Urban Area","1267","0.244126220893206","0.231137932559901","0.25711450922651"
"Almost never or never","2019","Couple + C. LE 16 ","Rural Area","742","0.269354289295605","0.251060429639852","0.287648148951358"
"Almost never or never","2019","Couple + C. GT 16 ","Urban Area","501","0.231768899592845","0.21299697309186","0.25054082609383"
"Almost never or never","2019","Couple + C. GT 16 ","Rural Area","267","0.209460541661401","0.184963815611884","0.233957267710918"
"Almost never or never","2019","Couple + C. LE and GT 16","Urban Area","547","0.277537153987713","0.256993155204181","0.298081152771244"
"Almost never or never","2019","Couple + C. LE and GT 16","Rural Area","260","0.253005728071091","0.22388280108808","0.282128655054102"
"Several times a year","2019","1-pers.-HH","Urban Area","305","0.102245232144179","0.0912543782076852","0.113236086080673"
"Several times a year","2019","1-pers.-HH","Rural Area","163","0.120343436238366","0.103671205745031","0.137015666731701"
"Several times a year","2019","(Married) couple without C. ","Urban Area","556","0.11899979555455","0.110022313854378","0.127977277254722"
"Several times a year","2019","(Married) couple without C. ","Rural Area","397","0.14096229528152","0.128790886140309","0.153133704422731"
"Several times a year","2019","Single parent ","Urban Area","197","0.111824624814083","0.0957196576539311","0.127929591974236"
"Several times a year","2019","Single parent ","Rural Area","108","0.145922586677475","0.120606436209242","0.171238737145707"
"Several times a year","2019","Couple + C. LE 16 ","Urban Area","638","0.179712281722257","0.16810335551243","0.191321207932084"
"Several times a year","2019","Couple + C. LE 16 ","Rural Area","391","0.204999338964937","0.188351803423143","0.221646874506731"
"Several times a year","2019","Couple + C. GT 16 ","Urban Area","235","0.137886437819722","0.122548098612221","0.153224777027222"
"Several times a year","2019","Couple + C. GT 16 ","Rural Area","153","0.148110438367849","0.126726896541783","0.169493980193916"
"Several times a year","2019","Couple + C. LE and GT 16","Urban Area","232","0.12156345864753","0.106570982132073","0.136555935162988"
"Several times a year","2019","Couple + C. LE and GT 16","Rural Area","143","0.169217614302008","0.144100043644085","0.194335184959931"
"At least once a month","2019","1-pers.-HH","Urban Area","116","0.032392888750299","0.0259703695836326","0.0388154079169654"
"At least once a month","2019","1-pers.-HH","Rural Area","67","0.0355826618517945","0.0260902264702798","0.0450750972333092"
"At least once a month","2019","(Married) couple without C. ","Urban Area","182","0.0446773968898255","0.0389492733811641","0.0504055203984868"
"At least once a month","2019","(Married) couple without C. ","Rural Area","133","0.0403134046814962","0.0334336536750194","0.0471931556879731"
"At least once a month","2019","Single parent ","Urban Area","74","0.0439808828858484","0.0335021923494066","0.0544595734222903"
"At least once a month","2019","Single parent ","Rural Area","36","0.0673071144277083","0.0493396163056309","0.0852746125497856"
"At least once a month","2019","Couple + C. LE 16 ","Urban Area","236","0.069111950805921","0.0614428336836891","0.076781067928153"
"At least once a month","2019","Couple + C. LE 16 ","Rural Area","136","0.0621112683915701","0.0521583410497355","0.0720641957334048"
"At least once a month","2019","Couple + C. GT 16 ","Urban Area","81","0.0456143924868889","0.0363322504116419","0.0548965345621359"
"At least once a month","2019","Couple + C. GT 16 ","Rural Area","61","0.075641042628027","0.0597228323037834","0.0915592529522706"
"At least once a month","2019","Couple + C. LE and GT 16","Urban Area","89","0.0674032724242476","0.0559004585855452","0.0789060862629499"
"At least once a month","2019","Couple + C. LE and GT 16","Rural Area","36","0.044442418988614","0.0306373530743084","0.0582474849029195"
"At lease once a week","2019","1-pers.-HH","Urban Area","1677","0.55749232833396","0.539474149484918","0.575510507183002"
"At lease once a week","2019","1-pers.-HH","Rural Area","753","0.476237736495321","0.450645694894213","0.50182977809643"
"At lease once a week","2019","(Married) couple without C. ","Urban Area","2978","0.567528057449762","0.553791874915871","0.581264239983653"
"At lease once a week","2019","(Married) couple without C. ","Rural Area","1652","0.525907146081866","0.508442109179124","0.543372182984608"
"At lease once a week","2019","Single parent ","Urban Area","723","0.508611503641355","0.483064066655099","0.534158940627611"
"At lease once a week","2019","Single parent ","Rural Area","334","0.440139977913481","0.404542196886773","0.47573775894019"
"At lease once a week","2019","Couple + C. LE 16 ","Urban Area","2061","0.507049546578616","0.491933197879048","0.522165895278184"
"At lease once a week","2019","Couple + C. LE 16 ","Rural Area","990","0.463535103347888","0.442971370904506","0.484098835791271"
"At lease once a week","2019","Couple + C. GT 16 ","Urban Area","1124","0.584730270100544","0.562808367217612","0.606652172983477"
"At lease once a week","2019","Couple + C. GT 16 ","Rural Area","579","0.566787977342722","0.536957807676333","0.596618147009112"
"At lease once a week","2019","Couple + C. LE and GT 16","Urban Area","957","0.53349611494051","0.510608005592547","0.556384224288472"
