"m11104","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1984","Saxony-Anhalt","vocational + Abi","","","",""
"At lease once a week","1984","Saxony-Anhalt","higher vocational","","","",""
"At lease once a week","1984","Saxony-Anhalt","higher education","","","",""
"At lease once a week","1984","Thuringia","in school","","","",""
"At lease once a week","1984","Thuringia","inadequately","","","",""
"At lease once a week","1984","Thuringia","general elemantary","","","",""
"At lease once a week","1984","Thuringia","middle vocational","","","",""
"At lease once a week","1984","Thuringia","vocational + Abi","","","",""
"At lease once a week","1984","Thuringia","higher vocational","","","",""
"At lease once a week","1984","Thuringia","higher education","","","",""
"Almost never or never","1985","Schleswig-Holstein","in school","1","","",""
"Almost never or never","1985","Schleswig-Holstein","inadequately","8","","",""
"Almost never or never","1985","Schleswig-Holstein","general elemantary","54","0.669919746951593","0.569358740905998","0.770480752997189"
"Almost never or never","1985","Schleswig-Holstein","middle vocational","102","0.538759458753515","0.468612569486493","0.608906348020538"
"Almost never or never","1985","Schleswig-Holstein","vocational + Abi","2","","",""
"Almost never or never","1985","Schleswig-Holstein","higher vocational","16","","",""
"Almost never or never","1985","Schleswig-Holstein","higher education","7","","",""
"Almost never or never","1985","Hamburg","in school","3","","",""
"Almost never or never","1985","Hamburg","inadequately","16","","",""
"Almost never or never","1985","Hamburg","general elemantary","37","0.66340564902152","0.541793464892381","0.78501783315066"
"Almost never or never","1985","Hamburg","middle vocational","76","0.524880084195769","0.443316085348222","0.606444083043316"
"Almost never or never","1985","Hamburg","vocational + Abi","2","","",""
"Almost never or never","1985","Hamburg","higher vocational","9","","",""
"Almost never or never","1985","Hamburg","higher education","4","","",""
"Almost never or never","1985","Lower Saxony","in school","4","","",""
"Almost never or never","1985","Lower Saxony","inadequately","45","0.915760612094359","0.839533128302772","0.991988095885946"
"Almost never or never","1985","Lower Saxony","general elemantary","214","0.729209477408752","0.679420837783881","0.778998117033623"
"Almost never or never","1985","Lower Saxony","middle vocational","303","0.58778336847103","0.545994954507578","0.629571782434483"
"Almost never or never","1985","Lower Saxony","vocational + Abi","8","","",""
"Almost never or never","1985","Lower Saxony","higher vocational","32","0.470037906423411","0.353118146167988","0.586957666678835"
"Almost never or never","1985","Lower Saxony","higher education","23","","",""
"Almost never or never","1985","Bremen","in school","","","",""
"Almost never or never","1985","Bremen","inadequately","3","","",""
"Almost never or never","1985","Bremen","general elemantary","24","","",""
"Almost never or never","1985","Bremen","middle vocational","42","0.685756730588382","0.572904682722971","0.798608778453793"
"Almost never or never","1985","Bremen","vocational + Abi","3","","",""
"Almost never or never","1985","Bremen","higher vocational","","","",""
"Almost never or never","1985","Bremen","higher education","2","","",""
"Almost never or never","1985","North Rhine-Westphalia","in school","10","","",""
"Almost never or never","1985","North Rhine-Westphalia","inadequately","225","0.832208508839144","0.786162830726189","0.878254186952098"
"Almost never or never","1985","North Rhine-Westphalia","general elemantary","490","0.682172237750795","0.648803465509674","0.715541009991916"
"Almost never or never","1985","North Rhine-Westphalia","middle vocational","811","0.601165874767471","0.57537794257975","0.626953806955193"
"Almost never or never","1985","North Rhine-Westphalia","vocational + Abi","38","0.418030524688868","0.313786068976899","0.522274980400836"
"Almost never or never","1985","North Rhine-Westphalia","higher vocational","65","0.466306048605463","0.386205291387133","0.546406805823792"
"Almost never or never","1985","North Rhine-Westphalia","higher education","79","0.372445914868903","0.308850062593867","0.436041767143939"
"Almost never or never","1985","Hesse","in school","6","","",""
"Almost never or never","1985","Hesse","inadequately","75","0.840459923419703","0.763953102226297","0.91696674461311"
"Almost never or never","1985","Hesse","general elemantary","232","0.743142459097064","0.695422248349449","0.79086266984468"
"Almost never or never","1985","Hesse","middle vocational","302","0.595091824525871","0.552405722343895","0.637777926707846"
"Almost never or never","1985","Hesse","vocational + Abi","17","","",""
"Almost never or never","1985","Hesse","higher vocational","32","0.630849657374456","0.500930040884265","0.760769273864647"
"Almost never or never","1985","Hesse","higher education","26","","",""
"Almost never or never","1985","Rhineland-Palatinate,Saarland","in school","3","","",""
"Almost never or never","1985","Rhineland-Palatinate,Saarland","inadequately","45","0.781846421774863","0.670659923404889","0.893032920144837"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","general elemantary","184","0.727841491770395","0.673846037406019","0.781836946134771"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","middle vocational","197","0.574279920314667","0.52240478283985","0.626155057789484"
"Almost never or never","1985","Rhineland-Palatinate,Saarland","vocational + Abi","4","","",""
"Almost never or never","1985","Rhineland-Palatinate,Saarland","higher vocational","17","","",""
"Almost never or never","1985","Rhineland-Palatinate,Saarland","higher education","13","","",""
"Almost never or never","1985","Baden-Württemberg","in school","7","","",""
"Almost never or never","1985","Baden-Württemberg","inadequately","217","0.857757897571252","0.814197076360836","0.901318718781668"
"Almost never or never","1985","Baden-Württemberg","general elemantary","434","0.736238910996657","0.701007859764538","0.771469962228775"
"Almost never or never","1985","Baden-Württemberg","middle vocational","491","0.572017078498085","0.539005947010352","0.605028209985817"
"Almost never or never","1985","Baden-Württemberg","vocational + Abi","23","","",""
"Almost never or never","1985","Baden-Württemberg","higher vocational","53","0.522182872207394","0.427092329415774","0.617273414999015"
"Almost never or never","1985","Baden-Württemberg","higher education","39","0.353073778138086","0.264954896008539","0.441192660267633"
"Almost never or never","1985","Bavaria","in school","2","","",""
"Almost never or never","1985","Bavaria","inadequately","63","0.570103197236137","0.464859166183862","0.675347228288412"
"Almost never or never","1985","Bavaria","general elemantary","362","0.695712100866863","0.656797008311374","0.734627193422351"
"Almost never or never","1985","Bavaria","middle vocational","488","0.535864394424526","0.503812292848239","0.567916496000813"
"Almost never or never","1985","Bavaria","vocational + Abi","25","","",""
"Almost never or never","1985","Bavaria","higher vocational","52","0.436275190915643","0.347545023546857","0.525005358284429"
"Almost never or never","1985","Bavaria","higher education","52","0.371165479226923","0.292530447566757","0.449800510887089"
"Almost never or never","1985","Berlin","in school","4","","",""
"Almost never or never","1985","Berlin","inadequately","24","","",""
"Almost never or never","1985","Berlin","general elemantary","63","0.772975232050879","0.684439562746409","0.86151090135535"
"Almost never or never","1985","Berlin","middle vocational","91","0.578978503373324","0.502950438124544","0.655006568622105"
"Almost never or never","1985","Berlin","vocational + Abi","3","","",""
"Almost never or never","1985","Berlin","higher vocational","13","","",""
"Almost never or never","1985","Berlin","higher education","10","","",""
"Almost never or never","1985","Brandenburg","in school","","","",""
"Almost never or never","1985","Brandenburg","inadequately","","","",""
"Almost never or never","1985","Brandenburg","general elemantary","","","",""
"Almost never or never","1985","Brandenburg","middle vocational","","","",""
"Almost never or never","1985","Brandenburg","vocational + Abi","","","",""
"Almost never or never","1985","Brandenburg","higher vocational","","","",""
"Almost never or never","1985","Brandenburg","higher education","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","in school","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","inadequately","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Almost never or never","1985","Mecklenburg-Western Pomerania","higher education","","","",""
"Almost never or never","1985","Saxony","in school","","","",""
"Almost never or never","1985","Saxony","inadequately","","","",""
