"m11104","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","2014","Brandenburg","Not Employed","","","","","3"
"At least once a month","2014","Brandenburg","Employed","","","","","3"
"At least once a month","2014","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"At least once a month","2014","Saxony","Not Employed","","","","","3"
"At least once a month","2014","Saxony","Employed","","","","","3"
"At least once a month","2014","Mecklenburg-Western Pomerania","Employed","","","","","3"
"At least once a month","2014","Saxony-Anhalt","Not Employed","","","","","3"
"At least once a month","2014","Saxony-Anhalt","Employed","","","","","3"
"At least once a month","2014","Thuringia","Not Employed","","","","","3"
"At least once a month","2014","Thuringia","Employed","","","","","3"
"Several times a year","2014","Schleswig-Holstein","Employed","","","","","2"
"Several times a year","2014","Hamburg","Not Employed","","","","","2"
"Several times a year","2014","Hamburg","Employed","","","","","2"
"Several times a year","2014","Lower Saxony","Not Employed","","","","","2"
"Several times a year","2014","Lower Saxony","Employed","","","","","2"
"Several times a year","2014","Bremen","Not Employed","","","","","2"
"Several times a year","2014","Bremen","Employed","","","","","2"
"Several times a year","2014","North Rhine-Westphalia","Not Employed","","","","","2"
"Several times a year","2014","North Rhine-Westphalia","Employed","","","","","2"
"Several times a year","2014","Schleswig-Holstein","Not Employed","","","","","2"
"Several times a year","2014","Hesse","Not Employed","","","","","2"
"Several times a year","2014","Hesse","Employed","","","","","2"
"Several times a year","2014","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Several times a year","2014","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Several times a year","2014","Baden-Württemberg","Not Employed","","","","","2"
"Several times a year","2014","Baden-Württemberg","Employed","","","","","2"
"Several times a year","2014","Bavaria","Not Employed","","","","","2"
"Several times a year","2014","Bavaria","Employed","","","","","2"
"Several times a year","2014","Berlin","Not Employed","","","","","2"
"Several times a year","2014","Brandenburg","Employed","","","","","2"
"Several times a year","2014","Berlin","Employed","","","","","2"
"Several times a year","2014","Brandenburg","Not Employed","","","","","2"
"Several times a year","2014","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Several times a year","2014","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Several times a year","2014","Saxony","Employed","","","","","2"
"Several times a year","2014","Saxony","Not Employed","","","","","2"
"Several times a year","2014","Saxony-Anhalt","Not Employed","","","","","2"
"Several times a year","2014","Thuringia","Employed","","","","","2"
"Several times a year","2014","Thuringia","Not Employed","","","","","2"
"Several times a year","2014","Saxony-Anhalt","Employed","","","","","2"
"Almost never or never","2015","Schleswig-Holstein","Not Employed","151","0.416202576341336","0.363338782606951","0.469066370075722","1"
"Almost never or never","2015","Schleswig-Holstein","Employed","182","0.24583190959039","0.210296465855064","0.281367353325717","1"
"Almost never or never","2015","Hamburg","Not Employed","81","0.478983841974835","0.405180201471409","0.55278748247826","1"
"Almost never or never","2015","Hamburg","Employed","92","0.327441789598658","0.273337566945045","0.381546012252271","1"
"Almost never or never","2015","Lower Saxony","Not Employed","479","0.481345444686576","0.450949409005363","0.511741480367789","1"
"Almost never or never","2015","Lower Saxony","Employed","515","0.297580631177118","0.274979905200268","0.320181357153968","1"
"Almost never or never","2015","Bremen","Not Employed","38","0.411332571998352","0.306102467502532","0.516562676494172","1"
"Almost never or never","2015","Bremen","Employed","32","0.265383754664698","0.179273507599263","0.351494001730134","1"
"Almost never or never","2015","North Rhine-Westphalia","Not Employed","1089","0.505357551884146","0.484365033249241","0.526350070519051","1"
"Almost never or never","2015","North Rhine-Westphalia","Employed","1104","0.301275288945486","0.28588935132939","0.316661226561582","1"
"Almost never or never","2015","Hesse","Not Employed","313","0.499701936163425","0.46268853372727","0.536715338599581","1"
"Almost never or never","2015","Hesse","Employed","328","0.247018316221884","0.222524920739575","0.271511711704194","1"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","Not Employed","337","0.560746073591793","0.5223856361196","0.599106511063986","1"
"Almost never or never","2015","Bavaria","Employed","837","0.261927111395428","0.24581305320606","0.278041169584795","1"
"Almost never or never","2015","Berlin","Not Employed","175","0.45348804544514","0.405241170140438","0.501734920749842","1"
"Almost never or never","2015","Berlin","Employed","158","0.27184712344115","0.235824699030839","0.307869547851462","1"
"Almost never or never","2015","Brandenburg","Not Employed","263","0.562720457749525","0.516837558478572","0.608603357020477","1"
"Almost never or never","2015","Brandenburg","Employed","223","0.400584189002707","0.360035421384259","0.441132956621155","1"
"Almost never or never","2015","Mecklenburg-Western Pomerania","Not Employed","134","0.621986379074078","0.557321960496145","0.68665079765201","1"
"Almost never or never","2015","Mecklenburg-Western Pomerania","Employed","134","0.352148687740941","0.30160094813537","0.402696427346511","1"
"Almost never or never","2015","Saxony","Not Employed","292","0.549776115144596","0.508422079778792","0.591130150510401","1"
"Almost never or never","2015","Saxony","Employed","356","0.3377418658608","0.308251801629005","0.367231930092595","1"
"Almost never or never","2015","Baden-Württemberg","Employed","623","0.28034121150519","0.261102918187111","0.299579504823269","1"
"Almost never or never","2015","Bavaria","Not Employed","689","0.508550428373884","0.483524885561012","0.533575971186756","1"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","Employed","353","0.345021170690757","0.315043627915236","0.374998713466278","1"
"Almost never or never","2015","Baden-Württemberg","Not Employed","494","0.433209765364626","0.404369326668148","0.462050204061104","1"
"Almost never or never","2015","Saxony-Anhalt","Not Employed","250","0.671709112576169","0.624494511271848","0.718923713880489","1"
"Almost never or never","2015","Saxony-Anhalt","Employed","216","0.409817207186779","0.367424496644569","0.452209917728989","1"
"Almost never or never","2015","Thuringia","Employed","239","0.420264397303493","0.379813667375062","0.460715127231923","1"
"Almost never or never","2015","Thuringia","Not Employed","250","0.651861482447084","0.605580285301546","0.698142679592623","1"
"At lease once a week","2015","Schleswig-Holstein","Not Employed","135","0.408741428476485","0.356019909823155","0.461462947129816","4"
"At lease once a week","2015","Schleswig-Holstein","Employed","254","0.524223241182859","0.483007009141479","0.565439473224239","4"
"At lease once a week","2015","Hamburg","Not Employed","77","0.444043466417353","0.370638588878122","0.517448343956584","4"
"At lease once a week","2015","Hamburg","Employed","141","0.472406118092946","0.414847971393054","0.529964264792837","4"
"At lease once a week","2015","Lower Saxony","Not Employed","420","0.409465037145077","0.379550613880931","0.439379460409222","4"
"At lease once a week","2015","Lower Saxony","Employed","732","0.503656346233615","0.478940230955022","0.528372461512207","4"
"At lease once a week","2015","Bremen","Not Employed","39","0.536895130202377","0.430261829044827","0.643528431359926","4"
"At lease once a week","2015","Bremen","Employed","48","0.484548194666872","0.387082916511217","0.582013472822527","4"
"At lease once a week","2015","North Rhine-Westphalia","Not Employed","782","0.350711964611154","0.330675851857411","0.370748077364898","4"
"At lease once a week","2015","North Rhine-Westphalia","Employed","1642","0.490056412751899","0.473292582071232","0.506820243432566","4"
"At lease once a week","2015","Hesse","Not Employed","287","0.374469729083069","0.338641808256123","0.410297649910016","4"
"At lease once a week","2015","Hesse","Employed","612","0.535894793376281","0.507571731614875","0.564217855137688","4"
"At lease once a week","2015","Rhineland-Palatinate,Saarland","Not Employed","205","0.297574944432754","0.262237040774222","0.332912848091285","4"
"At lease once a week","2015","Rhineland-Palatinate,Saarland","Employed","398","0.420197141909782","0.389070931365544","0.451323352454021","4"
"At lease once a week","2015","Baden-Württemberg","Not Employed","465","0.414595550277747","0.38592197211917","0.443269128436324","4"
"At lease once a week","2015","Baden-Württemberg","Employed","976","0.49990890442113","0.478493328930635","0.521324479911625","4"
"At lease once a week","2015","Bavaria","Not Employed","574","0.350638161720484","0.326751801073457","0.37452452236751","4"
"At lease once a week","2015","Bavaria","Employed","1362","0.487232237825934","0.468913588926241","0.505550886725627","4"
"At lease once a week","2015","Berlin","Not Employed","167","0.393012799380645","0.34567810789133","0.440347490869959","4"
"At lease once a week","2015","Berlin","Employed","312","0.56813979611297","0.52803479975091","0.608244792475029","4"
"At lease once a week","2015","Brandenburg","Not Employed","110","0.253918446379846","0.213659241080949","0.294177651678743","4"
"At lease once a week","2015","Brandenburg","Employed","203","0.387975125499917","0.347652097415601","0.428298153584234","4"
"At lease once a week","2015","Mecklenburg-Western Pomerania","Not Employed","65","0.32799275470532","0.265383242765274","0.390602266645365","4"
"At lease once a week","2015","Mecklenburg-Western Pomerania","Employed","132","0.333866695451041","0.28395892670423","0.383774464197852","4"
"At lease once a week","2015","Saxony","Not Employed","184","0.314463988604047","0.2758707440727","0.353057233135394","4"
"At lease once a week","2015","Saxony","Employed","386","0.404962442137556","0.374353439312921","0.43557144496219","4"
"At lease once a week","2015","Saxony-Anhalt","Not Employed","89","0.235475547862312","0.192815151046859","0.278135944677764","4"
"At lease once a week","2015","Saxony-Anhalt","Employed","196","0.344009519755625","0.303061130936769","0.384957908574481","4"
"At lease once a week","2015","Thuringia","Not Employed","99","0.217432578859289","0.177357528497665","0.257507629220913","4"
"At lease once a week","2015","Thuringia","Employed","196","0.360294620904314","0.320951485544108","0.39963775626452","4"
"At least once a month","2015","Hamburg","Employed","17","","","","3"
"At least once a month","2015","Lower Saxony","Not Employed","36","0.0339573533016086","0.0229390561561542","0.044975650447063","3"
"At least once a month","2015","Schleswig-Holstein","Not Employed","10","","","","3"
"At least once a month","2015","Schleswig-Holstein","Employed","34","0.0385078181518772","0.0226276215888752","0.0543880147148792","3"
"At least once a month","2015","Lower Saxony","Employed","85","0.0593895839246006","0.0477058447486591","0.071073323100542","3"
