"pli0081","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Daily","2018","Saxony-Anhalt","Not Employed","","","",""
"Daily","2018","Saxony-Anhalt","Employed","","","",""
"Daily","2018","Thuringia","Not Employed","","","",""
"Daily","2018","Thuringia","Employed","","","",""
"Min 1x per week","2018","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","2018","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","2018","Hamburg","Not Employed","","","",""
"Min 1x per week","2018","Hamburg","Employed","","","",""
"Min 1x per week","2018","Lower Saxony","Not Employed","","","",""
"Min 1x per week","2018","Lower Saxony","Employed","","","",""
"Min 1x per week","2018","Bremen","Not Employed","","","",""
"Min 1x per week","2018","Bremen","Employed","","","",""
"Min 1x per week","2018","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","2018","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","2018","Hesse","Not Employed","","","",""
"Min 1x per week","2018","Hesse","Employed","","","",""
"Min 1x per week","2018","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","2018","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","2018","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","2018","Baden-Württemberg","Employed","","","",""
"Min 1x per week","2018","Bavaria","Not Employed","","","",""
"Min 1x per week","2018","Bavaria","Employed","","","",""
"Min 1x per week","2018","Berlin","Not Employed","","","",""
"Min 1x per week","2018","Berlin","Employed","","","",""
"Min 1x per week","2018","Brandenburg","Not Employed","","","",""
"Min 1x per week","2018","Brandenburg","Employed","","","",""
"Min 1x per week","2018","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","2018","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","2018","Saxony","Not Employed","","","",""
"Min 1x per week","2018","Saxony","Employed","","","",""
"Min 1x per week","2018","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","2018","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","2018","Thuringia","Not Employed","","","",""
"Min 1x per week","2018","Thuringia","Employed","","","",""
"Min 1x per month","2018","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","2018","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","2018","Hamburg","Not Employed","","","",""
"Min 1x per month","2018","Hamburg","Employed","","","",""
"Min 1x per month","2018","Lower Saxony","Not Employed","","","",""
"Min 1x per month","2018","Lower Saxony","Employed","","","",""
"Min 1x per month","2018","Bremen","Not Employed","","","",""
"Min 1x per month","2018","Bremen","Employed","","","",""
"Min 1x per month","2018","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","2018","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","2018","Hesse","Not Employed","","","",""
"Min 1x per month","2018","Hesse","Employed","","","",""
"Min 1x per month","2018","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","2018","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","2018","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","2018","Baden-Württemberg","Employed","","","",""
"Min 1x per month","2018","Bavaria","Not Employed","","","",""
"Min 1x per month","2018","Bavaria","Employed","","","",""
"Min 1x per month","2018","Berlin","Not Employed","","","",""
"Min 1x per month","2018","Berlin","Employed","","","",""
"Min 1x per month","2018","Brandenburg","Not Employed","","","",""
"Min 1x per month","2018","Brandenburg","Employed","","","",""
"Min 1x per month","2018","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","2018","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","2018","Saxony","Not Employed","","","",""
"Min 1x per month","2018","Saxony","Employed","","","",""
"Min 1x per month","2018","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","2018","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","2018","Thuringia","Not Employed","","","",""
"Min 1x per month","2018","Thuringia","Employed","","","",""
"Rarely","2018","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2018","Schleswig-Holstein","Employed","","","",""
"Rarely","2018","Hamburg","Not Employed","","","",""
"Rarely","2018","Hamburg","Employed","","","",""
"Rarely","2018","Lower Saxony","Not Employed","","","",""
"Rarely","2018","Lower Saxony","Employed","","","",""
"Rarely","2018","Bremen","Not Employed","","","",""
"Rarely","2018","Bremen","Employed","","","",""
"Rarely","2018","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2018","North Rhine-Westphalia","Employed","","","",""
"Rarely","2018","Hesse","Not Employed","","","",""
"Rarely","2018","Hesse","Employed","","","",""
"Rarely","2018","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2018","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2018","Baden-Württemberg","Not Employed","","","",""
"Rarely","2018","Baden-Württemberg","Employed","","","",""
"Rarely","2018","Bavaria","Not Employed","","","",""
"Rarely","2018","Bavaria","Employed","","","",""
"Rarely","2018","Berlin","Not Employed","","","",""
"Rarely","2018","Berlin","Employed","","","",""
"Rarely","2018","Brandenburg","Not Employed","","","",""
"Rarely","2018","Brandenburg","Employed","","","",""
"Rarely","2018","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2018","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2018","Saxony","Not Employed","","","",""
"Rarely","2018","Saxony","Employed","","","",""
"Rarely","2018","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2018","Saxony-Anhalt","Employed","","","",""
"Rarely","2018","Thuringia","Not Employed","","","",""
"Rarely","2018","Thuringia","Employed","","","",""
"Never","2018","Schleswig-Holstein","Not Employed","","","",""
"Never","2018","Schleswig-Holstein","Employed","","","",""
"Never","2018","Hamburg","Not Employed","","","",""
"Never","2018","Hamburg","Employed","","","",""
"Never","2018","Lower Saxony","Not Employed","","","",""
"Never","2018","Lower Saxony","Employed","","","",""
"Never","2018","Bremen","Not Employed","","","",""
"Never","2018","Bremen","Employed","","","",""
"Never","2018","North Rhine-Westphalia","Not Employed","","","",""
"Never","2018","North Rhine-Westphalia","Employed","","","",""
"Never","2018","Hesse","Not Employed","","","",""
"Never","2018","Hesse","Employed","","","",""
"Never","2018","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2018","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2018","Baden-Württemberg","Not Employed","","","",""
"Never","2018","Baden-Württemberg","Employed","","","",""
"Never","2018","Bavaria","Not Employed","","","",""
"Never","2018","Bavaria","Employed","","","",""
"Never","2018","Berlin","Not Employed","","","",""
"Never","2018","Berlin","Employed","","","",""
"Never","2018","Brandenburg","Not Employed","","","",""
"Never","2018","Brandenburg","Employed","","","",""
"Never","2018","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2018","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2018","Saxony","Not Employed","","","",""
"Never","2018","Saxony","Employed","","","",""
"Never","2018","Saxony-Anhalt","Not Employed","","","",""
"Never","2018","Saxony-Anhalt","Employed","","","",""
"Never","2018","Thuringia","Not Employed","","","",""
"Never","2018","Thuringia","Employed","","","",""
"Daily","2019","Schleswig-Holstein","Not Employed","21","","",""
"Daily","2019","Schleswig-Holstein","Employed","39","0.0579115831278574","0.0399413259129109","0.0758818403428039"
"Daily","2019","Hamburg","Not Employed","16","","",""
"Daily","2019","Hamburg","Employed","12","","",""
"Daily","2019","Lower Saxony","Not Employed","86","0.0941289473998224","0.0737407056597377","0.114517189139907"
"Daily","2019","Lower Saxony","Employed","140","0.0770302948094698","0.0644034770419431","0.0896571125769965"
"Daily","2019","Bremen","Not Employed","10","","",""
"Daily","2019","Bremen","Employed","5","","",""
"Daily","2019","North Rhine-Westphalia","Not Employed","171","0.106252544956015","0.0918760566388934","0.120629033273136"
"Daily","2019","North Rhine-Westphalia","Employed","274","0.0688697590307258","0.0606657326932395","0.0770737853682121"
"Daily","2019","Hesse","Not Employed","37","0.0624176370670891","0.04075363388971","0.0840816402444682"
"Daily","2019","Hesse","Employed","84","0.0657328604123509","0.0519229759918847","0.079542744832817"
"Daily","2019","Rhineland-Palatinate,Saarland","Not Employed","32","0.0460451999846337","0.0273154649564979","0.0647749350127696"
"Daily","2019","Rhineland-Palatinate,Saarland","Employed","56","0.0519830053629394","0.0381477016002489","0.0658183091256299"
"Daily","2019","Baden-Württemberg","Not Employed","55","0.0824527212956605","0.0627282889782045","0.102177153613116"
"Daily","2019","Baden-Württemberg","Employed","99","0.0552480798919604","0.0453894636127758","0.065106696171145"
"Daily","2019","Bavaria","Not Employed","67","0.0697053933913703","0.0547044793167932","0.0847063074659474"
"Daily","2019","Bavaria","Employed","167","0.0592170796767904","0.0505561320901406","0.0678780272634402"
"Daily","2019","Berlin","Not Employed","10","","",""
"Daily","2019","Berlin","Employed","13","","",""
"Daily","2019","Brandenburg","Not Employed","20","","",""
"Daily","2019","Brandenburg","Employed","34","0.0336360005438359","0.0202128636158918","0.0470591374717799"
"Daily","2019","Mecklenburg-Western Pomerania","Not Employed","25","","",""
"Daily","2019","Mecklenburg-Western Pomerania","Employed","18","","",""
"Daily","2019","Saxony","Not Employed","33","0.0711491165216991","0.0494866844652277","0.0928115485781704"
"Daily","2019","Saxony","Employed","79","0.0641550660484763","0.0496618640227212","0.0786482680742314"
"Daily","2019","Saxony-Anhalt","Not Employed","34","0.0972915042165931","0.0651215446602872","0.129461463772899"
"Daily","2019","Saxony-Anhalt","Employed","50","0.0872609558354085","0.0639903781647538","0.110531533506063"
"Daily","2019","Thuringia","Not Employed","39","0.142081737056289","0.104006824432975","0.180156649679604"
"Daily","2019","Thuringia","Employed","62","0.0914653746555014","0.068322139845699","0.114608609465304"
"Min 1x per week","2019","Schleswig-Holstein","Not Employed","97","0.301762694796887","0.250747189166901","0.352778200426872"
"Min 1x per week","2019","Schleswig-Holstein","Employed","232","0.385775272964844","0.348324862310113","0.423225683619575"
"Min 1x per week","2019","Hamburg","Not Employed","49","0.279632917314649","0.2119660898511","0.347299744778198"
"Min 1x per week","2019","Hamburg","Employed","114","0.295066181018758","0.248084592512923","0.342047769524593"
"Min 1x per week","2019","Lower Saxony","Not Employed","271","0.35299870259382","0.319631168518811","0.38636623666883"
"Min 1x per week","2019","Lower Saxony","Employed","658","0.381826390589191","0.358819516756477","0.404833264421905"
"Min 1x per week","2019","Bremen","Not Employed","28","","",""
"Min 1x per week","2019","Bremen","Employed","40","0.20253841173103","0.134236814901376","0.270840008560685"
"Min 1x per week","2019","North Rhine-Westphalia","Not Employed","684","0.368401130690876","0.34589727753255","0.390904983849203"
"Min 1x per week","2019","North Rhine-Westphalia","Employed","1473","0.389994059814895","0.374192368396707","0.405795751233082"
"Min 1x per week","2019","Hesse","Not Employed","175","0.392685674872745","0.348952639016961","0.436418710728528"
"Min 1x per week","2019","Hesse","Employed","436","0.327229843132011","0.301082771748303","0.353376914515719"
"Min 1x per week","2019","Rhineland-Palatinate,Saarland","Not Employed","173","0.361753953305044","0.318812547071548","0.40469535953854"
"Min 1x per week","2019","Rhineland-Palatinate,Saarland","Employed","394","0.397203429007129","0.366707502922265","0.427699355091994"
"Min 1x per week","2019","Baden-Württemberg","Not Employed","279","0.345797123308326","0.311689245151868","0.379905001464785"
"Min 1x per week","2019","Baden-Württemberg","Employed","739","0.349882669718947","0.329302186644838","0.370463152793057"
"Min 1x per week","2019","Bavaria","Not Employed","381","0.347495126585662","0.319444632231927","0.375545620939398"
"Min 1x per week","2019","Bavaria","Employed","1083","0.363358865388778","0.345710177067142","0.381007553710415"
"Min 1x per week","2019","Berlin","Not Employed","85","0.323337474857954","0.271268224184001","0.375406725531907"
"Min 1x per week","2019","Berlin","Employed","182","0.241848131751205","0.210657204834075","0.273039058668336"
"Min 1x per week","2019","Brandenburg","Not Employed","142","0.338624267019617","0.293632112253786","0.383616421785449"
"Min 1x per week","2019","Brandenburg","Employed","274","0.424307157022638","0.387509762631985","0.461104551413291"
"Min 1x per week","2019","Mecklenburg-Western Pomerania","Not Employed","83","0.388632423280811","0.325909713142368","0.451355133419254"
"Min 1x per week","2019","Mecklenburg-Western Pomerania","Employed","165","0.502946047744484","0.452674904918424","0.553217190570543"
"Min 1x per week","2019","Saxony","Not Employed","176","0.318570906647599","0.279309771684287","0.357832041610911"
"Min 1x per week","2019","Saxony","Employed","392","0.336260775143714","0.308317084304287","0.364204465983141"
"Min 1x per week","2019","Saxony-Anhalt","Not Employed","107","0.32868665047873","0.277695716645503","0.379677584311957"
"Min 1x per week","2019","Saxony-Anhalt","Employed","228","0.44083218535492","0.399893716314268","0.481770654395573"
"Min 1x per week","2019","Thuringia","Not Employed","108","0.286512196328661","0.237204846166454","0.335819546490869"
"Min 1x per week","2019","Thuringia","Employed","233","0.378426397247352","0.339489445055834","0.417363349438871"
"Min 1x per month","2019","Schleswig-Holstein","Not Employed","101","0.326027786371565","0.273930368332137","0.378125204410994"
"Min 1x per month","2019","Schleswig-Holstein","Employed","234","0.340091849046082","0.303644528978273","0.37653916911389"
"Min 1x per month","2019","Hamburg","Not Employed","46","0.338119450010499","0.266796446241697","0.409442453779302"
"Min 1x per month","2019","Hamburg","Employed","122","0.343912237435044","0.2949796039826","0.392844870887488"
"Min 1x per month","2019","Lower Saxony","Not Employed","224","0.263804446991509","0.233034791533749","0.294574102449269"
"Min 1x per month","2019","Lower Saxony","Employed","521","0.289142650513899","0.267673408216142","0.310611892811655"
"Min 1x per month","2019","Bremen","Not Employed","19","","",""
"Min 1x per month","2019","Bremen","Employed","45","0.429909113283591","0.345772961274594","0.514045265292588"
"Min 1x per month","2019","North Rhine-Westphalia","Not Employed","442","0.243298755271313","0.223281344381259","0.263316166161367"
"Min 1x per month","2019","North Rhine-Westphalia","Employed","1092","0.300747933599033","0.285891117295621","0.315604749902444"
