"plh0204_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"5","2014","Part Time","Couple + C. GT 16 ","182","0.213777057286163","0.187154957545204","0.240399157027123","5"
"5","2014","Not Working","1-pers.-HH","388","0.212647029635709","0.193387843085396","0.231906216186022","5"
"5","2014","Not Working","(Married) couple without C. ","859","0.207886468636612","0.195199477311075","0.220573459962149","5"
"5","2014","Not Working","Single parent ","141","0.182415901776283","0.154227008596884","0.210604794955682","5"
"5","2014","Not Working","Couple + C. LE 16 ","228","0.194556928187018","0.172187439731487","0.216926416642548","5"
"5","2014","Not Working","Couple + C. GT 16 ","156","0.176740762789028","0.150552544316614","0.202928981261442","5"
"5","2014","Not Working","Couple + C. LE and GT 16","114","0.190022067460764","0.158176248155695","0.221867886765832","5"
"6","2014","Full Time","Couple + C. LE and GT 16","109","0.150125416500779","0.126917725779452","0.173333107222107","6"
"6","2014","Part Time","Couple + C. GT 16 ","95","0.119723721587778","0.0986428527547391","0.140804590420817","6"
"6","2014","Part Time","Couple + C. LE and GT 16","103","0.161928675698523","0.135223725335674","0.188633626061373","6"
"6","2014","Full Time","Couple + C. LE 16 ","430","0.133205535630898","0.121380547789603","0.145030523472193","6"
"6","2014","Full Time","1-pers.-HH","162","0.144862645946658","0.124797815309914","0.164927476583403","6"
"6","2014","Full Time","(Married) couple without C. ","395","0.147492478149446","0.133650577929579","0.161334378369313","6"
"6","2014","Full Time","Single parent ","101","0.134125232902753","0.110255366052125","0.157995099753381","6"
"6","2014","Not Working","Couple + C. GT 16 ","105","0.116869395260567","0.0948131210325705","0.138925669488564","6"
"6","2014","Full Time","Couple + C. GT 16 ","164","0.114614609355916","0.0975201117676859","0.131709106944146","6"
"6","2014","Part Time","1-pers.-HH","99","0.147848294837448","0.121903498580484","0.173793091094412","6"
"6","2014","Part Time","(Married) couple without C. ","179","0.117756440438615","0.101499223526942","0.134013657350289","6"
"6","2014","Part Time","Single parent ","103","0.111377078058961","0.0912550402466638","0.131499115871258","6"
"6","2014","Part Time","Couple + C. LE 16 ","285","0.119037317985301","0.106235328259221","0.131839307711382","6"
"6","2014","Not Working","1-pers.-HH","134","0.0815690757563447","0.0686862965294428","0.0944518549832466","6"
"6","2014","Not Working","(Married) couple without C. ","442","0.107402521142272","0.0977222642701024","0.117082778014441","6"
"6","2014","Not Working","Single parent ","75","0.112802138828992","0.08971078644198","0.135893491216004","6"
"6","2014","Not Working","Couple + C. LE 16 ","112","0.100340114509516","0.0833619103458711","0.117318318673161","6"
"6","2014","Not Working","Couple + C. LE and GT 16","56","0.0888848934038306","0.065784763863502","0.111985022944159","6"
"7","2014","Full Time","1-pers.-HH","212","0.193232910079072","0.17072402484186","0.215741795316285","7"
"7","2014","Full Time","(Married) couple without C. ","399","0.158752473559493","0.144487077993375","0.17301786912561","7"
"7","2014","Full Time","Single parent ","104","0.13019691443132","0.106625913342618","0.153767915520022","7"
"7","2014","Full Time","Couple + C. LE 16 ","531","0.160404295517965","0.147633304401526","0.173175286634404","7"
"7","2014","Full Time","Couple + C. GT 16 ","208","0.171383742999221","0.151161388802642","0.191606097195799","7"
"7","2014","Full Time","Couple + C. LE and GT 16","147","0.1701028928143","0.145691342009637","0.194514443618963","7"
"7","2014","Part Time","1-pers.-HH","102","0.121394941348514","0.0975233819316124","0.145266500765416","7"
"7","2014","Part Time","(Married) couple without C. ","189","0.135880762660404","0.118597511462958","0.153164013857849","7"
"7","2014","Part Time","Couple + C. GT 16 ","119","0.126120866896009","0.104562887091724","0.147678846700294","7"
"7","2014","Part Time","Couple + C. LE and GT 16","87","0.10636860948836","0.0840187214742377","0.128718497502482","7"
"7","2014","Not Working","1-pers.-HH","149","0.0810954767309171","0.0682468398751043","0.0939441135867299","7"
"7","2014","Not Working","(Married) couple without C. ","382","0.100917744913502","0.0915002520973077","0.110335237729697","7"
"7","2014","Not Working","Single parent ","95","0.133145387237958","0.10834738736322","0.157943387112695","7"
"7","2014","Not Working","Couple + C. LE 16 ","151","0.126968371581341","0.108154505817461","0.145782237345222","7"
"7","2014","Part Time","Single parent ","115","0.140165739690146","0.117961106442424","0.162370372937867","7"
"7","2014","Part Time","Couple + C. LE 16 ","291","0.103611296664275","0.09156346492506","0.11565912840349","7"
"7","2014","Not Working","Couple + C. GT 16 ","94","0.104717925845307","0.0836966172933252","0.125739234397289","7"
"7","2014","Not Working","Couple + C. LE and GT 16","86","0.167901602932212","0.137560694660298","0.198242511204127","7"
"8","2014","Not Working","(Married) couple without C. ","291","0.071026823750602","0.0629959166928007","0.0790577308084034","8"
"8","2014","Not Working","Single parent ","79","0.0972478750844371","0.0756204518786187","0.118875298290255","8"
"8","2014","Full Time","1-pers.-HH","120","0.0878890074426546","0.0717480059536487","0.10403000893166","8"
"8","2014","Full Time","(Married) couple without C. ","225","0.0987904951422548","0.0871430109154184","0.110437979369091","8"
"8","2014","Full Time","Single parent ","86","0.114317347233707","0.0920297963218821","0.136604898145533","8"
"8","2014","Full Time","Couple + C. LE and GT 16","111","0.133511467518594","0.111412698155346","0.155610236881842","8"
"8","2014","Part Time","1-pers.-HH","74","0.105182870548705","0.0827583431013628","0.127607397996048","8"
"8","2014","Part Time","(Married) couple without C. ","127","0.0831838176421372","0.0692548100049212","0.0971128252793532","8"
"8","2014","Part Time","Single parent ","76","0.109333043347997","0.0893735881120238","0.129292498583971","8"
"8","2014","Part Time","Couple + C. LE and GT 16","57","0.0828218203593738","0.0628421349661273","0.10280150575262","8"
"8","2014","Not Working","1-pers.-HH","115","0.0654378404342439","0.0537981315129324","0.0770775493555555","8"
"8","2014","Not Working","Couple + C. LE 16 ","106","0.0611987154595802","0.047653894516798","0.0747435364023623","8"
"8","2014","Not Working","Couple + C. GT 16 ","75","0.102482011745107","0.0816603834860645","0.12330364000415","8"
"8","2014","Not Working","Couple + C. LE and GT 16","71","0.109160730122934","0.0838475501920553","0.134473910053813","8"
"8","2014","Full Time","Couple + C. LE 16 ","404","0.142178513173428","0.13002513684529","0.154331889501566","8"
"8","2014","Part Time","Couple + C. GT 16 ","90","0.123410212873357","0.102052110860085","0.14476831488663","8"
"8","2014","Part Time","Couple + C. LE 16 ","165","0.0625453240458763","0.0529727283850262","0.0721179197067265","8"
"8","2014","Full Time","Couple + C. GT 16 ","165","0.130295861767845","0.112231556830829","0.148360166704861","8"
"9","2014","Full Time","1-pers.-HH","29","","","","9"
"9","2014","Full Time","(Married) couple without C. ","65","0.0237275803329955","0.017786383996375","0.0296687766696161","9"
"9","2014","Full Time","Single parent ","24","","","","9"
"9","2014","Full Time","Couple + C. LE 16 ","90","0.0263033986353332","0.02073411595194","0.0318726813187264","9"
"9","2014","Part Time","Couple + C. LE and GT 16","34","0.0339362307788411","0.0208104815633883","0.0470619799942939","9"
"9","2014","Not Working","1-pers.-HH","22","","","","9"
"9","2014","Not Working","(Married) couple without C. ","56","0.0145122417538174","0.0107733345628831","0.0182511489447517","9"
"9","2014","Not Working","Single parent ","33","0.030713249972023","0.0181190819247649","0.043307418019281","9"
"9","2014","Not Working","Couple + C. LE 16 ","32","0.016615212460115","0.00939200697675925","0.0238384179434707","9"
"9","2014","Not Working","Couple + C. GT 16 ","10","","","","9"
"9","2014","Not Working","Couple + C. LE and GT 16","24","","","","9"
"9","2014","Part Time","Single parent ","23","","","","9"
"9","2014","Part Time","1-pers.-HH","14","","","","9"
"9","2014","Part Time","(Married) couple without C. ","28","","","","9"
"9","2014","Part Time","Couple + C. LE 16 ","47","0.0146216319621741","0.0098764093874135","0.0193668545369347","9"
"9","2014","Part Time","Couple + C. GT 16 ","17","","","","9"
"9","2014","Full Time","Couple + C. GT 16 ","43","0.0365462477779145","0.0264767685665946","0.0466157269892344","9"
"9","2014","Full Time","Couple + C. LE and GT 16","26","","","","9"
"0 Not at all Willing to take risks","2015","Part Time","Couple + C. LE and GT 16","30","0.0568286364740661","0.0404549525681241","0.073202320380008","0"
"0 Not at all Willing to take risks","2015","Not Working","Single parent ","33","0.0522485796626259","0.0365104924555583","0.0679866668696936","0"
"0 Not at all Willing to take risks","2015","Not Working","Couple + C. LE 16 ","146","0.0839273508946397","0.0703957985067124","0.097458903282567","0"
"0 Not at all Willing to take risks","2015","Full Time","Single parent ","23","","","","0"
"0 Not at all Willing to take risks","2015","Full Time","Couple + C. LE and GT 16","18","","","","0"
"0 Not at all Willing to take risks","2015","Part Time","(Married) couple without C. ","52","0.0337050692408186","0.0244032818870523","0.0430068565945849","0"
"0 Not at all Willing to take risks","2015","Part Time","Single parent ","36","0.0437769411506898","0.0303200753757469","0.0572338069256326","0"
"0 Not at all Willing to take risks","2015","Part Time","Couple + C. LE 16 ","90","0.0384571439977369","0.0305061872348047","0.0464081007606691","0"
"0 Not at all Willing to take risks","2015","Not Working","1-pers.-HH","167","0.0954184851573801","0.0822600630196856","0.108576907295075","0"
"0 Not at all Willing to take risks","2015","Full Time","1-pers.-HH","30","0.0248308525839901","0.0158057773454772","0.0338559278225031","0"
"0 Not at all Willing to take risks","2015","Full Time","(Married) couple without C. ","56","0.0233745204983033","0.0172890715620462","0.0294599694345603","0"
"0 Not at all Willing to take risks","2015","Full Time","Couple + C. LE 16 ","59","0.0178298180918543","0.0130300141949233","0.0226296219887853","0"
"0 Not at all Willing to take risks","2015","Full Time","Couple + C. GT 16 ","34","0.0325182740676628","0.0226775755419018","0.0423589725934238","0"
"0 Not at all Willing to take risks","2015","Part Time","1-pers.-HH","19","","","","0"
"0 Not at all Willing to take risks","2015","Part Time","Couple + C. GT 16 ","31","0.0313059418924277","0.0200835887732509","0.0425282950116046","0"
"0 Not at all Willing to take risks","2015","Not Working","(Married) couple without C. ","268","0.0692932916985528","0.0615501010394623","0.0770364823576434","0"
"0 Not at all Willing to take risks","2015","Not Working","Couple + C. GT 16 ","50","0.0661996528277459","0.0488510517451972","0.0835482539102945","0"
"0 Not at all Willing to take risks","2015","Not Working","Couple + C. LE and GT 16","40","0.0482096675132799","0.031140666016387","0.0652786690101727","0"
"1","2015","Full Time","1-pers.-HH","30","0.0213870972959869","0.0129964313626848","0.0297777632292891","1"
"1","2015","Full Time","(Married) couple without C. ","73","0.0265202892211535","0.0200487167011827","0.0329918617411243","1"
"1","2015","Full Time","Single parent ","33","0.0260647749667566","0.0146007224990093","0.0375288274345039","1"
"1","2015","Full Time","Couple + C. LE 16 ","92","0.0377220837491276","0.0308116586783734","0.0446325088198818","1"
"1","2015","Full Time","Couple + C. GT 16 ","49","0.0273582669468832","0.0183079968669144","0.0364085370268519","1"
"1","2015","Full Time","Couple + C. LE and GT 16","31","0.0499686383175353","0.0354067869524371","0.0645304896826335","1"
"1","2015","Part Time","1-pers.-HH","23","","","","1"
"1","2015","Part Time","(Married) couple without C. ","60","0.0352267879291888","0.0257248303952385","0.0447287454631391","1"
"1","2015","Part Time","Single parent ","38","0.037163251571474","0.0247216929684134","0.0496048101745346","1"
"1","2015","Part Time","Couple + C. LE 16 ","100","0.0457453472192473","0.0371065722336398","0.0543841222048549","1"
"1","2015","Part Time","Couple + C. GT 16 ","34","0.0357924341162529","0.0238206711567447","0.047764197075761","1"
"1","2015","Part Time","Couple + C. LE and GT 16","33","0.0566549646794232","0.040304814290867","0.0730051150679795","1"
"1","2015","Not Working","1-pers.-HH","143","0.0815106372487772","0.0692557897386204","0.093765484758934","1"
"1","2015","Not Working","(Married) couple without C. ","254","0.0633696949738389","0.0559413366347067","0.0707980533129711","1"
"1","2015","Not Working","Single parent ","45","0.0856815413442527","0.0658863428910292","0.105476739797476","1"
"1","2015","Not Working","Couple + C. LE 16 ","112","0.0598435017967565","0.0482680091672972","0.0714189944262159","1"
"1","2015","Not Working","Couple + C. GT 16 ","47","0.0438827663749659","0.0295901360347429","0.0581753967151888","1"
"1","2015","Not Working","Couple + C. LE and GT 16","24","","","","1"
"10 Very willing to take risks","2015","Full Time","1-pers.-HH","20","","","","10"
"10 Very willing to take risks","2015","Full Time","(Married) couple without C. ","32","0.0126503832832652","0.00814901480923758","0.0171517517572927","10"
"10 Very willing to take risks","2015","Full Time","Single parent ","20","","","","10"
"10 Very willing to take risks","2015","Full Time","Couple + C. LE 16 ","81","0.0258152419584426","0.0200632876110646","0.0315671963058205","10"
"10 Very willing to take risks","2015","Full Time","Couple + C. GT 16 ","20","","","","10"
"10 Very willing to take risks","2015","Full Time","Couple + C. LE and GT 16","27","","","","10"
"10 Very willing to take risks","2015","Part Time","1-pers.-HH","19","","","","10"
