"plh0204_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"2","2019","secondary school degree","West Germany","431","0.0889253426974935","0.0809960354111492","0.0968546499838379"
"2","2019","secondary school degree","East Germany","253","0.0941943288545348","0.0827511269173922","0.105637530791677"
"2","2019","college entrance qualification","West Germany","507","0.0808863466764087","0.0744575263777306","0.0873151669750868"
"2","2019","college entrance qualification","East Germany","139","0.10615414596715","0.0911956701300772","0.121112621804223"
"2","2019","Other degree","West Germany","388","0.105003559324196","0.0953836100883548","0.114623508560038"
"2","2019","Other degree","East Germany","56","0.0828106384286358","0.0589154636349264","0.106705813222345"
"2","2019","no degree/no degree yet","West Germany","138","0.0857753546049471","0.0732820548586303","0.098268654351264"
"2","2019","no degree/no degree yet","East Germany","19","","",""
"3","2019","lower secondary degree","West Germany","480","0.119484225522464","0.110023094202004","0.128945356842924"
"3","2019","lower secondary degree","East Germany","103","0.120759548731746","0.099019662645286","0.142499434818206"
"3","2019","secondary school degree","West Germany","608","0.123946446528552","0.114766759820538","0.133126133236565"
"3","2019","secondary school degree","East Germany","253","0.113061040035685","0.100655347297565","0.125466732773806"
"3","2019","college entrance qualification","West Germany","931","0.142400983880896","0.134161354086015","0.150640613675777"
"3","2019","college entrance qualification","East Germany","201","0.124413142799587","0.108385476328753","0.14044080927042"
"3","2019","Other degree","West Germany","351","0.118752969824641","0.108601447154847","0.128904492494436"
"3","2019","Other degree","East Germany","46","0.0887065690672609","0.064054995194981","0.113358142939541"
"3","2019","no degree/no degree yet","West Germany","128","0.0872778990733182","0.0746860107974357","0.0998697873492007"
"3","2019","no degree/no degree yet","East Germany","27","","",""
"4","2019","lower secondary degree","West Germany","393","0.0877860803109127","0.0795317776300679","0.0960403829917574"
"4","2019","lower secondary degree","East Germany","71","0.069404353238237","0.0524486207047243","0.0863600857717497"
"4","2019","secondary school degree","West Germany","445","0.0975844000427197","0.0893175704222995","0.10585122966314"
"4","2019","secondary school degree","East Germany","210","0.0874492492547552","0.0763823941904343","0.0985161043190761"
"4","2019","college entrance qualification","West Germany","735","0.109099483390434","0.101748676398082","0.116450290382786"
"4","2019","college entrance qualification","East Germany","162","0.109884760850607","0.0946975018027588","0.125072019898456"
"4","2019","Other degree","West Germany","242","0.0701668693738304","0.0621514052596322","0.0781823334880285"
"4","2019","Other degree","East Germany","37","0.0809016052886077","0.0572588975153132","0.104544313061902"
"4","2019","no degree/no degree yet","West Germany","124","0.0750479152738734","0.0632935719748567","0.0868022585728901"
"4","2019","no degree/no degree yet","East Germany","23","","",""
"5","2019","lower secondary degree","West Germany","904","0.202301150685682","0.190583572150147","0.214018729221216"
"5","2019","lower secondary degree","East Germany","168","0.208719893686307","0.181606134206265","0.23583365316635"
"5","2019","secondary school degree","West Germany","953","0.194573445991172","0.183545357338046","0.205601534644299"
"5","2019","secondary school degree","East Germany","517","0.210842232423048","0.194862173109199","0.226822291736897"
"5","2019","college entrance qualification","West Germany","1134","0.171397514640563","0.162511962018485","0.180283067262641"
"5","2019","college entrance qualification","East Germany","283","0.201362484278877","0.181888640453892","0.220836328103863"
"5","2019","Other degree","West Germany","598","0.151999497470332","0.140733251033191","0.163265743907472"
"5","2019","Other degree","East Germany","84","0.153253500896136","0.122020080415383","0.18448692137689"
"5","2019","no degree/no degree yet","West Germany","257","0.17777206541363","0.160715275144442","0.194828855682818"
"5","2019","no degree/no degree yet","East Germany","51","0.122460318397552","0.0838556985092927","0.161064938285811"
"6","2019","lower secondary degree","West Germany","476","0.102323856848409","0.093483546612198","0.11116416708462"
"6","2019","lower secondary degree","East Germany","95","0.103815613412188","0.0834652243279429","0.124166002496434"
"6","2019","secondary school degree","West Germany","626","0.122895559027882","0.113749389619941","0.132041728435823"
"6","2019","secondary school degree","East Germany","323","0.141133720009449","0.127494302086007","0.15477313793289"
"6","2019","college entrance qualification","West Germany","1009","0.154274300215382","0.145757614444566","0.162790985986198"
"6","2019","college entrance qualification","East Germany","237","0.129392351281642","0.113093646613055","0.145691055950228"
"6","2019","Other degree","West Germany","293","0.103689252948431","0.0941226821363622","0.1132558237605"
"6","2019","Other degree","East Germany","41","0.124389862283846","0.0957754042261391","0.153004320341553"
"6","2019","no degree/no degree yet","West Germany","127","0.0837824852321047","0.0714217202071942","0.0961432502570152"
"6","2019","no degree/no degree yet","East Germany","26","","",""
"7","2019","lower secondary degree","West Germany","571","0.123224440154567","0.113636797073079","0.132812083236055"
"7","2019","lower secondary degree","East Germany","87","0.0902531426457031","0.0711355086987741","0.109370776592632"
"7","2019","secondary school degree","West Germany","698","0.144941327316599","0.135134250732285","0.154748403900912"
"7","2019","secondary school degree","East Germany","348","0.127513979011929","0.114446981636515","0.140580976387343"
"7","2019","college entrance qualification","West Germany","1136","0.163143937928205","0.154431896718507","0.171855979137903"
"7","2019","college entrance qualification","East Germany","254","0.139861343983529","0.123018298149094","0.156704389817963"
"7","2019","Other degree","West Germany","447","0.1244384743922","0.114080357934397","0.134796590850002"
"7","2019","Other degree","East Germany","62","0.150903621658032","0.119867605690208","0.181939637625856"
"7","2019","no degree/no degree yet","West Germany","160","0.10910721810552","0.0951978020443232","0.123016634166717"
"7","2019","no degree/no degree yet","East Germany","29","","",""
"8","2019","lower secondary degree","West Germany","534","0.105351197737052","0.096396204857755","0.114306190616348"
"8","2019","lower secondary degree","East Germany","100","0.090205744031194","0.0710926329012748","0.109318855161113"
"8","2019","secondary school degree","West Germany","545","0.100837627757074","0.0924492908726835","0.109225964641465"
"8","2019","secondary school degree","East Germany","311","0.115344347685907","0.102830151671637","0.127858543700177"
"8","2019","college entrance qualification","West Germany","756","0.0965971007413927","0.0896319286178126","0.103562272864973"
"8","2019","college entrance qualification","East Germany","216","0.116041479368897","0.100488624461529","0.131594334276264"
"8","2019","Other degree","West Germany","369","0.106785657425906","0.0970940810473795","0.116477233804433"
"8","2019","Other degree","East Germany","50","0.132359486602879","0.102977233921999","0.161741739283759"
"8","2019","no degree/no degree yet","West Germany","191","0.117539839699042","0.103171402390114","0.131908277007969"
"8","2019","no degree/no degree yet","East Germany","19","","",""
"9","2019","lower secondary degree","West Germany","192","0.0370872686668825","0.0315750669335568","0.0425994704002081"
"9","2019","lower secondary degree","East Germany","19","","",""
"9","2019","secondary school degree","West Germany","204","0.0367024526071217","0.0314643589167526","0.0419405462974909"
"9","2019","secondary school degree","East Germany","98","0.0268250578037534","0.0204953529710173","0.0331547626364895"
"9","2019","college entrance qualification","West Germany","267","0.0279121475299065","0.0240283332757428","0.0317959617840702"
"9","2019","college entrance qualification","East Germany","58","0.0263419990724515","0.018564944751524","0.0341190533933789"
"9","2019","Other degree","West Germany","212","0.0322253747241158","0.0266836337914464","0.0377671156567851"
"9","2019","Other degree","East Germany","21","","",""
"9","2019","no degree/no degree yet","West Germany","115","0.0541105854105056","0.044017342266802","0.0642038285542093"
"9","2019","no degree/no degree yet","East Germany","7","","",""
"10 Very willing to take risks","2019","lower secondary degree","West Germany","141","0.0202480257313236","0.0161396644334822","0.024356387029165"
"10 Very willing to take risks","2019","lower secondary degree","East Germany","28","","",""
"10 Very willing to take risks","2019","secondary school degree","West Germany","128","0.0239070509272022","0.0196515167508626","0.0281625851035419"
"10 Very willing to take risks","2019","secondary school degree","East Germany","54","0.0196142478135446","0.014181719596366","0.0250467760307233"
"10 Very willing to take risks","2019","college entrance qualification","West Germany","144","0.0110737173105351","0.0086063276341246","0.0135411069869456"
"10 Very willing to take risks","2019","college entrance qualification","East Germany","18","","",""
"10 Very willing to take risks","2019","Other degree","West Germany","171","0.0381594291790511","0.0321475174334456","0.0441713409246567"
"10 Very willing to take risks","2019","Other degree","East Germany","19","","",""
"10 Very willing to take risks","2019","no degree/no degree yet","West Germany","96","0.0614387738683308","0.050725504842919","0.0721520428937425"
