"plh0204_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"5","2017","secondary school degree","middle vocational","1053","0.193596380517141","0.183077408526704","0.204115352507578"
"5","2017","secondary school degree","vocational + Abi","7","","",""
"5","2017","secondary school degree","higher vocational","139","0.192933184643122","0.164130121901226","0.221736247385019"
"5","2017","secondary school degree","higher education","131","0.172249297834441","0.142995206495176","0.201503389173705"
"5","2017","college entrance qualification","in school","","","",""
"5","2017","college entrance qualification","inadequately","","","",""
"5","2017","college entrance qualification","general elemantary","","","",""
"5","2017","college entrance qualification","middle vocational","215","0.189505567449662","0.167386824484112","0.211624310415211"
"5","2017","college entrance qualification","vocational + Abi","321","0.199053995151669","0.179840252608206","0.218267737695132"
"5","2017","college entrance qualification","higher vocational","103","0.264761015235804","0.222912945018786","0.306609085452823"
"5","2017","college entrance qualification","higher education","819","0.163701517241747","0.153086121303702","0.174316913179792"
"5","2017","Other degree","in school","","","",""
"5","2017","Other degree","inadequately","13","","",""
"5","2017","Other degree","general elemantary","274","0.126129405558929","0.109515675546743","0.142743135571115"
"5","2017","Other degree","middle vocational","314","0.153862402237114","0.137128619936418","0.170596184537811"
"5","2017","Other degree","vocational + Abi","126","0.18533113696004","0.156039779627182","0.214622494292899"
"5","2017","Other degree","higher vocational","11","","",""
"5","2017","Other degree","higher education","315","0.211480189216962","0.19292212092399","0.230038257509934"
"5","2017","no degree/no degree yet","in school","73","0.177312826402153","0.141296977382048","0.213328675422259"
"5","2017","no degree/no degree yet","inadequately","375","0.147090198608044","0.133013211090256","0.161167186125832"
"5","2017","no degree/no degree yet","general elemantary","","","",""
"5","2017","no degree/no degree yet","middle vocational","25","","",""
"5","2017","no degree/no degree yet","vocational + Abi","","","",""
"5","2017","no degree/no degree yet","higher vocational","1","","",""
"5","2017","no degree/no degree yet","higher education","2","","",""
"6","2017","lower secondary degree","in school","","","",""
"6","2017","lower secondary degree","inadequately","","","",""
"6","2017","lower secondary degree","general elemantary","138","0.0729051001105092","0.0595420087047938","0.0862681915162247"
"6","2017","lower secondary degree","middle vocational","458","0.108221926076114","0.0988511620611543","0.117592690091073"
"6","2017","lower secondary degree","vocational + Abi","1","","",""
"6","2017","lower secondary degree","higher vocational","35","0.0958284729002739","0.0636275534978043","0.128029392302744"
"6","2017","lower secondary degree","higher education","13","","",""
"6","2017","secondary school degree","in school","","","",""
"6","2017","secondary school degree","inadequately","","","",""
"6","2017","secondary school degree","general elemantary","80","0.0939963068119109","0.0741071800672999","0.113885433556522"
"6","2017","secondary school degree","middle vocational","627","0.118237484766752","0.109641376924819","0.126833592608686"
"6","2017","secondary school degree","vocational + Abi","3","","",""
"6","2017","secondary school degree","higher vocational","82","0.105806271913542","0.0833544300589493","0.128258113768134"
"6","2017","secondary school degree","higher education","95","0.159821730110314","0.131431968855159","0.188211491365469"
"6","2017","college entrance qualification","in school","","","",""
"6","2017","college entrance qualification","inadequately","","","",""
"6","2017","college entrance qualification","general elemantary","","","",""
"6","2017","college entrance qualification","middle vocational","192","0.17197882037196","0.15068112343627","0.193276517307649"
"6","2017","college entrance qualification","vocational + Abi","227","0.1276704841648","0.11161178233648","0.14372918599312"
"6","2017","college entrance qualification","higher vocational","41","0.100448349277907","0.0719369450147933","0.12895975354102"
"6","2017","college entrance qualification","higher education","681","0.141916023527687","0.131904277974322","0.151927769081051"
"6","2017","Other degree","in school","","","",""
"6","2017","Other degree","inadequately","7","","",""
"6","2017","Other degree","general elemantary","115","0.0883838063508235","0.0741792466199928","0.102588366081654"
"6","2017","Other degree","middle vocational","145","0.0991711986476111","0.0853093460475187","0.113033051247703"
"6","2017","Other degree","vocational + Abi","61","0.0807533562320696","0.060214745672543","0.101291966791596"
"6","2017","Other degree","higher vocational","6","","",""
"6","2017","Other degree","higher education","176","0.0916885335132341","0.0785735867938133","0.104803480232655"
"6","2017","no degree/no degree yet","in school","56","0.124111681352412","0.0930205221666019","0.155202840538221"
"6","2017","no degree/no degree yet","inadequately","144","0.0573231691330086","0.0480844275730464","0.0665619106929707"
"6","2017","no degree/no degree yet","general elemantary","","","",""
"6","2017","no degree/no degree yet","middle vocational","15","","",""
"6","2017","no degree/no degree yet","vocational + Abi","","","",""
"6","2017","no degree/no degree yet","higher vocational","","","",""
"6","2017","no degree/no degree yet","higher education","2","","",""
"7","2017","lower secondary degree","in school","","","",""
"7","2017","lower secondary degree","inadequately","","","",""
"7","2017","lower secondary degree","general elemantary","164","0.0971742569944121","0.0819497419013508","0.112398772087473"
"7","2017","lower secondary degree","middle vocational","482","0.106972288412725","0.0976492582846089","0.116295318540842"
"7","2017","lower secondary degree","vocational + Abi","","","",""
"7","2017","lower secondary degree","higher vocational","49","0.144211742854711","0.10578097613354","0.182642509575882"
"7","2017","lower secondary degree","higher education","18","","",""
"7","2017","secondary school degree","in school","","","",""
"7","2017","secondary school degree","inadequately","","","",""
"7","2017","secondary school degree","general elemantary","112","0.126749103500592","0.104074625150712","0.149423581850473"
"7","2017","secondary school degree","middle vocational","690","0.132015920519252","0.123003997326884","0.14102784371162"
"7","2017","secondary school degree","vocational + Abi","1","","",""
"7","2017","secondary school degree","higher vocational","108","0.170975723884935","0.14349480132678","0.198456646443089"
"7","2017","secondary school degree","higher education","91","0.151925568912636","0.124116238986658","0.179734898838614"
"7","2017","college entrance qualification","in school","","","",""
"7","2017","college entrance qualification","inadequately","","","",""
"7","2017","college entrance qualification","general elemantary","","","",""
"7","2017","college entrance qualification","middle vocational","185","0.156099116010861","0.135614851280116","0.176583380741607"
"7","2017","college entrance qualification","vocational + Abi","212","0.131611104066539","0.115343323900671","0.147878884232407"
"7","2017","college entrance qualification","higher vocational","60","0.143170073765123","0.109949464652336","0.176390682877911"
"7","2017","college entrance qualification","higher education","674","0.150211405469057","0.139961116843169","0.160461694094945"
"7","2017","Other degree","in school","","","",""
"7","2017","Other degree","inadequately","6","","",""
"7","2017","Other degree","general elemantary","132","0.082852215768325","0.0690576785407817","0.0966467529958683"
"7","2017","Other degree","middle vocational","195","0.127922555137734","0.112432304189271","0.143412806086197"
"7","2017","Other degree","vocational + Abi","87","0.118892213833328","0.0944935541459538","0.143290873520703"
"7","2017","Other degree","higher vocational","3","","",""
"7","2017","Other degree","higher education","205","0.118393475288859","0.103711215602162","0.133075734975556"
"7","2017","no degree/no degree yet","in school","75","0.182034716522291","0.145647338360811","0.21842209468377"
"7","2017","no degree/no degree yet","inadequately","171","0.112263920145363","0.0997172539738032","0.124810586316922"
"7","2017","no degree/no degree yet","general elemantary","","","",""
"7","2017","no degree/no degree yet","middle vocational","15","","",""
"7","2017","no degree/no degree yet","vocational + Abi","","","",""
"7","2017","no degree/no degree yet","higher vocational","1","","",""
"7","2017","no degree/no degree yet","higher education","2","","",""
"8","2017","lower secondary degree","in school","","","",""
"8","2017","lower secondary degree","inadequately","","","",""
"8","2017","lower secondary degree","general elemantary","134","0.0807354103309252","0.0667325040601867","0.0947383166016637"
"8","2017","lower secondary degree","middle vocational","363","0.0841712238177364","0.0757963564078687","0.0925460912276042"
"8","2017","lower secondary degree","vocational + Abi","","","",""
"8","2017","lower secondary degree","higher vocational","34","0.0870088564693687","0.0561762253115327","0.117841487627205"
"8","2017","lower secondary degree","higher education","19","","",""
"8","2017","secondary school degree","in school","","","",""
"8","2017","secondary school degree","inadequately","","","",""
"8","2017","secondary school degree","general elemantary","102","0.133828219345096","0.110623773502152","0.15703266518804"
"8","2017","secondary school degree","middle vocational","469","0.0867672162332541","0.0792731586358521","0.0942612738306561"
"8","2017","secondary school degree","vocational + Abi","","","",""
"8","2017","secondary school degree","higher vocational","75","0.102819796545411","0.0806501550689726","0.12498943802185"
"8","2017","secondary school degree","higher education","51","0.0772203333904625","0.0565392660692776","0.0979014007116475"
"8","2017","college entrance qualification","in school","","","",""
"8","2017","college entrance qualification","inadequately","","","",""
"8","2017","college entrance qualification","general elemantary","","","",""
"8","2017","college entrance qualification","middle vocational","147","0.121636090007137","0.103188361250749","0.140083818763524"
"8","2017","college entrance qualification","vocational + Abi","138","0.0838131237111283","0.0704787401055285","0.097147507316728"
"8","2017","college entrance qualification","higher vocational","39","0.0695994320346106","0.0454630603702016","0.0937358036990197"
"8","2017","college entrance qualification","higher education","388","0.0827020883904246","0.0747999863911168","0.0906041903897324"
"8","2017","Other degree","in school","","","",""
"8","2017","Other degree","inadequately","6","","",""
"8","2017","Other degree","general elemantary","108","0.097741709659138","0.0828809566038497","0.112602462714426"
"8","2017","Other degree","middle vocational","150","0.103672029070694","0.089534560979823","0.117809497161564"
"8","2017","Other degree","vocational + Abi","49","0.0533720587674337","0.0364278466154564","0.070316270919411"
"8","2017","Other degree","higher vocational","1","","",""
"8","2017","Other degree","higher education","207","0.130542275300051","0.115231702351129","0.145852848248973"
"8","2017","no degree/no degree yet","in school","68","0.146783120390466","0.113411753559886","0.180154487221046"
"8","2017","no degree/no degree yet","inadequately","141","0.0781637937494255","0.0674954745471884","0.0888321129516625"
"8","2017","no degree/no degree yet","general elemantary","","","",""
"8","2017","no degree/no degree yet","middle vocational","20","","",""
"8","2017","no degree/no degree yet","vocational + Abi","","","",""
"8","2017","no degree/no degree yet","higher vocational","","","",""
"8","2017","no degree/no degree yet","higher education","2","","",""
"9","2017","lower secondary degree","in school","","","",""
"9","2017","lower secondary degree","inadequately","","","",""
"9","2017","lower secondary degree","general elemantary","60","0.0265298335026543","0.0182695591274703","0.0347901078778383"
"9","2017","lower secondary degree","middle vocational","124","0.0210166926085579","0.0166899724599435","0.0253434127571723"
"9","2017","lower secondary degree","vocational + Abi","","","",""
"9","2017","lower secondary degree","higher vocational","6","","",""
"9","2017","lower secondary degree","higher education","4","","",""
"9","2017","secondary school degree","in school","","","",""
"9","2017","secondary school degree","inadequately","","","",""
"9","2017","secondary school degree","general elemantary","32","0.031221260373077","0.0193681357241083","0.0430743850220458"
"9","2017","secondary school degree","middle vocational","135","0.0278678653818187","0.0234859604665161","0.0322497702971214"
"9","2017","secondary school degree","vocational + Abi","","","",""
"9","2017","secondary school degree","higher vocational","19","","",""
"9","2017","secondary school degree","higher education","14","","",""
"9","2017","college entrance qualification","in school","","","",""
"9","2017","college entrance qualification","inadequately","","","",""
"9","2017","college entrance qualification","general elemantary","","","",""
"9","2017","college entrance qualification","middle vocational","36","0.0214426994095366","0.0132673316769281","0.029618067142145"
"9","2017","college entrance qualification","vocational + Abi","45","0.0361219219031681","0.0271430583021738","0.0451007855041625"
"9","2017","college entrance qualification","higher vocational","9","","",""
"9","2017","college entrance qualification","higher education","75","0.0177345214071899","0.0139478870800772","0.0215211557343026"
"9","2017","Other degree","in school","","","",""
"9","2017","Other degree","inadequately","2","","",""
"9","2017","Other degree","general elemantary","39","0.0331113593999309","0.0241574613358829","0.0420652574639789"
"9","2017","Other degree","middle vocational","62","0.0285784048861926","0.0208510611212161","0.0363057486511691"
"9","2017","Other degree","vocational + Abi","24","","",""
"9","2017","Other degree","higher vocational","2","","",""
"9","2017","Other degree","higher education","57","0.0304197813920518","0.0226149857436943","0.0382245770404093"
"9","2017","no degree/no degree yet","in school","15","","",""
"9","2017","no degree/no degree yet","inadequately","73","0.0307141722712559","0.0238567381346367","0.0375716064078752"
"9","2017","no degree/no degree yet","general elemantary","","","",""
"9","2017","no degree/no degree yet","middle vocational","3","","",""
"9","2017","no degree/no degree yet","vocational + Abi","","","",""
"9","2017","no degree/no degree yet","higher vocational","","","",""
"9","2017","no degree/no degree yet","higher education","3","","",""
"10 Very willing to take risks","2017","lower secondary degree","in school","","","",""
"10 Very willing to take risks","2017","lower secondary degree","inadequately","","","",""
"10 Very willing to take risks","2017","lower secondary degree","general elemantary","65","0.0330833577769082","0.023890189787785","0.0422765257660313"
"10 Very willing to take risks","2017","lower secondary degree","middle vocational","72","0.0152017514311988","0.0115110456613223","0.0188924572010754"
"10 Very willing to take risks","2017","lower secondary degree","vocational + Abi","","","",""
"10 Very willing to take risks","2017","lower secondary degree","higher vocational","2","","",""
"10 Very willing to take risks","2017","lower secondary degree","higher education","1","","",""
"10 Very willing to take risks","2017","secondary school degree","in school","","","",""
"10 Very willing to take risks","2017","secondary school degree","inadequately","","","",""
"10 Very willing to take risks","2017","secondary school degree","general elemantary","26","","",""
"10 Very willing to take risks","2017","secondary school degree","middle vocational","80","0.0137335694939821","0.0106351708911942","0.0168319680967699"
"10 Very willing to take risks","2017","secondary school degree","vocational + Abi","","","",""
"10 Very willing to take risks","2017","secondary school degree","higher vocational","10","","",""
"10 Very willing to take risks","2017","secondary school degree","higher education","6","","",""
"10 Very willing to take risks","2017","college entrance qualification","in school","","","",""
"10 Very willing to take risks","2017","college entrance qualification","inadequately","","","",""
"10 Very willing to take risks","2017","college entrance qualification","general elemantary","","","",""
"10 Very willing to take risks","2017","college entrance qualification","middle vocational","20","","",""
"10 Very willing to take risks","2017","college entrance qualification","vocational + Abi","18","","",""
"10 Very willing to take risks","2017","college entrance qualification","higher vocational","1","","",""
"10 Very willing to take risks","2017","college entrance qualification","higher education","35","0.00848075854041512","0.00584990232573831","0.0111116147550919"
"10 Very willing to take risks","2017","Other degree","in school","","","",""
"10 Very willing to take risks","2017","Other degree","inadequately","5","","",""
"10 Very willing to take risks","2017","Other degree","general elemantary","113","0.0344467775163806","0.0253204128087807","0.0435731422239805"
"10 Very willing to take risks","2017","Other degree","middle vocational","102","0.0264248657035761","0.0189861408567497","0.0338635905504026"
"10 Very willing to take risks","2017","Other degree","vocational + Abi","26","","",""
"10 Very willing to take risks","2017","Other degree","higher vocational","2","","",""
"10 Very willing to take risks","2017","Other degree","higher education","94","0.0259397153182089","0.0187158915939585","0.0331635390424594"
"10 Very willing to take risks","2017","no degree/no degree yet","in school","24","","",""
"10 Very willing to take risks","2017","no degree/no degree yet","inadequately","227","0.0550943197364648","0.0460262688588065","0.0641623706141231"
"10 Very willing to take risks","2017","no degree/no degree yet","general elemantary","","","",""
"10 Very willing to take risks","2017","no degree/no degree yet","middle vocational","9","","",""
"10 Very willing to take risks","2017","no degree/no degree yet","vocational + Abi","","","",""
"10 Very willing to take risks","2017","no degree/no degree yet","higher vocational","","","",""
"10 Very willing to take risks","2017","no degree/no degree yet","higher education","","","",""
"0 Not at all Willing to take risks","2018","lower secondary degree","in school","","","",""
"0 Not at all Willing to take risks","2018","lower secondary degree","inadequately","","","",""
"0 Not at all Willing to take risks","2018","lower secondary degree","general elemantary","117","0.0989081989737715","0.0834078553944626","0.11440854255308"
"0 Not at all Willing to take risks","2018","lower secondary degree","middle vocational","288","0.0758919469670586","0.0676123148494558","0.0841715790846615"
"0 Not at all Willing to take risks","2018","lower secondary degree","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2018","lower secondary degree","higher vocational","19","","",""
"0 Not at all Willing to take risks","2018","lower secondary degree","higher education","7","","",""
"0 Not at all Willing to take risks","2018","secondary school degree","in school","","","",""
"0 Not at all Willing to take risks","2018","secondary school degree","inadequately","","","",""
"0 Not at all Willing to take risks","2018","secondary school degree","general elemantary","31","0.0458556683882833","0.0315389093292181","0.0601724274473486"
"0 Not at all Willing to take risks","2018","secondary school degree","middle vocational","268","0.0532227536623246","0.047088380553854","0.0593571267707952"
"0 Not at all Willing to take risks","2018","secondary school degree","vocational + Abi","1","","",""
"0 Not at all Willing to take risks","2018","secondary school degree","higher vocational","23","","",""
"0 Not at all Willing to take risks","2018","secondary school degree","higher education","21","","",""
"0 Not at all Willing to take risks","2018","college entrance qualification","in school","","","",""
"0 Not at all Willing to take risks","2018","college entrance qualification","inadequately","","","",""
"0 Not at all Willing to take risks","2018","college entrance qualification","general elemantary","","","",""
"0 Not at all Willing to take risks","2018","college entrance qualification","middle vocational","29","","",""
"0 Not at all Willing to take risks","2018","college entrance qualification","vocational + Abi","53","0.0310601726375207","0.0225888610269052","0.0395314842481361"
"0 Not at all Willing to take risks","2018","college entrance qualification","higher vocational","12","","",""
"0 Not at all Willing to take risks","2018","college entrance qualification","higher education","82","0.0144614308203695","0.0109710404506584","0.0179518211900805"
"0 Not at all Willing to take risks","2018","Other degree","in school","","","",""
"0 Not at all Willing to take risks","2018","Other degree","inadequately","6","","",""
"0 Not at all Willing to take risks","2018","Other degree","general elemantary","335","0.13216557989606","0.113413468510241","0.150917691281879"
"0 Not at all Willing to take risks","2018","Other degree","middle vocational","329","0.0980482653873036","0.0833101713541587","0.112786359420449"
"0 Not at all Willing to take risks","2018","Other degree","vocational + Abi","62","0.0758445064356848","0.054316956053798","0.0973720568175717"
"0 Not at all Willing to take risks","2018","Other degree","higher vocational","3","","",""
"0 Not at all Willing to take risks","2018","Other degree","higher education","302","0.0618843423483463","0.050118611666878","0.0736500730298146"
"0 Not at all Willing to take risks","2018","no degree/no degree yet","in school","8","","",""
"0 Not at all Willing to take risks","2018","no degree/no degree yet","inadequately","699","0.228746014364366","0.210055437543631","0.247436591185101"
"0 Not at all Willing to take risks","2018","no degree/no degree yet","general elemantary","","","",""
"0 Not at all Willing to take risks","2018","no degree/no degree yet","middle vocational","27","","",""
"0 Not at all Willing to take risks","2018","no degree/no degree yet","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2018","no degree/no degree yet","higher vocational","1","","",""
"0 Not at all Willing to take risks","2018","no degree/no degree yet","higher education","3","","",""
"1","2018","lower secondary degree","in school","","","",""
"1","2018","lower secondary degree","inadequately","","","",""
"1","2018","lower secondary degree","general elemantary","101","0.0819711249479046","0.0677281970032749","0.0962140528925344"
"1","2018","lower secondary degree","middle vocational","293","0.0773706212330579","0.0690174093513388","0.0857238331147769"
"1","2018","lower secondary degree","vocational + Abi","2","","",""
"1","2018","lower secondary degree","higher vocational","20","","",""
"1","2018","lower secondary degree","higher education","7","","",""
"1","2018","secondary school degree","in school","","","",""
"1","2018","secondary school degree","inadequately","","","",""
"1","2018","secondary school degree","general elemantary","43","0.0569417286411221","0.0410809043936856","0.0728025528885586"
"1","2018","secondary school degree","middle vocational","343","0.0701022421145178","0.0631250422197788","0.0770794420092569"
"1","2018","secondary school degree","vocational + Abi","1","","",""
"1","2018","secondary school degree","higher vocational","33","0.059864477228904","0.0418471317988569","0.0778818226589512"
"1","2018","secondary school degree","higher education","36","0.0472851683570436","0.0307507025264441","0.0638196341876431"
"1","2018","college entrance qualification","in school","","","",""
"1","2018","college entrance qualification","inadequately","","","",""
"1","2018","college entrance qualification","general elemantary","","","",""
"1","2018","college entrance qualification","middle vocational","35","0.0251429719644168","0.016206420566364","0.0340795233624695"
"1","2018","college entrance qualification","vocational + Abi","94","0.0525502083041458","0.0416542446957309","0.0634461719125606"
"1","2018","college entrance qualification","higher vocational","24","","",""
"1","2018","college entrance qualification","higher education","201","0.0421808094805896","0.0363041465833226","0.0480574723778566"
"1","2018","Other degree","in school","","","",""
"1","2018","Other degree","inadequately","3","","",""
"1","2018","Other degree","general elemantary","114","0.145031039483399","0.125533571790342","0.164528507176456"
"1","2018","Other degree","middle vocational","110","0.0665586926282247","0.0542056023333123","0.0789117829231371"
"1","2018","Other degree","vocational + Abi","49","0.0730574544940603","0.0518973064900781","0.0942176024980426"
"1","2018","Other degree","higher vocational","1","","",""
"1","2018","Other degree","higher education","116","0.0499733263117245","0.0393334311377873","0.0606132214856617"
"1","2018","no degree/no degree yet","in school","9","","",""
"1","2018","no degree/no degree yet","inadequately","163","0.0896543456220025","0.0769416965015385","0.102366994742467"
"1","2018","no degree/no degree yet","general elemantary","","","",""
"1","2018","no degree/no degree yet","middle vocational","10","","",""
"1","2018","no degree/no degree yet","vocational + Abi","","","",""
"1","2018","no degree/no degree yet","higher vocational","1","","",""
"1","2018","no degree/no degree yet","higher education","","","",""
"2","2018","lower secondary degree","in school","","","",""
"2","2018","lower secondary degree","inadequately","","","",""
"2","2018","lower secondary degree","general elemantary","187","0.133862762572486","0.116183509779115","0.151542015365857"
"2","2018","lower secondary degree","middle vocational","571","0.151162152836138","0.139962985917017","0.16236131975526"
"2","2018","lower secondary degree","vocational + Abi","1","","",""
"2","2018","lower secondary degree","higher vocational","46","0.139678131816967","0.101026882038641","0.178329381595293"
"2","2018","lower secondary degree","higher education","13","","",""
"2","2018","secondary school degree","in school","","","",""
"2","2018","secondary school degree","inadequately","","","",""
"2","2018","secondary school degree","general elemantary","93","0.14523374192335","0.121118111846134","0.169349372000567"
"2","2018","secondary school degree","middle vocational","737","0.131316049395555","0.122086353025161","0.140545745765949"
"2","2018","secondary school degree","vocational + Abi","1","","",""
"2","2018","secondary school degree","higher vocational","87","0.121280885595632","0.0964877079052266","0.146074063286037"
"2","2018","secondary school degree","higher education","75","0.110607849892397","0.0861743400623255","0.135041359722468"
"2","2018","college entrance qualification","in school","","","",""
"2","2018","college entrance qualification","inadequately","","","",""
"2","2018","college entrance qualification","general elemantary","","","",""
"2","2018","college entrance qualification","middle vocational","105","0.0649432189513064","0.0508770093048958","0.0790094285977171"
"2","2018","college entrance qualification","vocational + Abi","232","0.118239532499926","0.102472245067392","0.13400681993246"
"2","2018","college entrance qualification","higher vocational","60","0.166925320189461","0.130960645064054","0.202889995314868"
"2","2018","college entrance qualification","higher education","579","0.128237533521129","0.118462050663418","0.13801301637884"
"2","2018","Other degree","in school","","","",""
"2","2018","Other degree","inadequately","7","","",""
"2","2018","Other degree","general elemantary","108","0.151903238511302","0.132029536466325","0.171776940556278"
"2","2018","Other degree","middle vocational","164","0.147341914855682","0.129775613508291","0.164908216203073"
"2","2018","Other degree","vocational + Abi","91","0.237328348819331","0.202734121442785","0.271922576195876"
"2","2018","Other degree","higher vocational","3","","",""
"2","2018","Other degree","higher education","156","0.102411320733821","0.0876061647446103","0.117216476723031"
"2","2018","no degree/no degree yet","in school","24","","",""
"2","2018","no degree/no degree yet","inadequately","156","0.067501369800849","0.0563371694842238","0.0786655701174741"
"2","2018","no degree/no degree yet","general elemantary","","","",""
"2","2018","no degree/no degree yet","middle vocational","10","","",""
"2","2018","no degree/no degree yet","vocational + Abi","","","",""
"2","2018","no degree/no degree yet","higher vocational","","","",""
"2","2018","no degree/no degree yet","higher education","1","","",""
"3","2018","lower secondary degree","in school","","","",""
"3","2018","lower secondary degree","inadequately","","","",""
"3","2018","lower secondary degree","general elemantary","156","0.118257331512757","0.101491479635908","0.135023183389606"
"3","2018","lower secondary degree","middle vocational","569","0.148389726710913","0.137275629802624","0.159503823619202"
"3","2018","lower secondary degree","vocational + Abi","","","",""
"3","2018","lower secondary degree","higher vocational","43","0.14959079236444","0.109822654153263","0.189358930575616"
"3","2018","lower secondary degree","higher education","18","","",""
"3","2018","secondary school degree","in school","","","",""
"3","2018","secondary school degree","inadequately","","","",""
"3","2018","secondary school degree","general elemantary","84","0.11327318075571","0.0915811788085955","0.134965182702825"
"3","2018","secondary school degree","middle vocational","790","0.147450846432227","0.137761801725583","0.157139891138871"
"3","2018","secondary school degree","vocational + Abi","2","","",""
"3","2018","secondary school degree","higher vocational","92","0.121261232304985","0.0964697862987914","0.146052678311179"
"3","2018","secondary school degree","higher education","103","0.164410616943347","0.13553657239893","0.193284661487764"
"3","2018","college entrance qualification","in school","","","",""
"3","2018","college entrance qualification","inadequately","","","",""
"3","2018","college entrance qualification","general elemantary","","","",""
"3","2018","college entrance qualification","middle vocational","175","0.1809100806039","0.158937130851599","0.202883030356201"
"3","2018","college entrance qualification","vocational + Abi","282","0.177199193875974","0.158553500160199","0.19584488759175"
"3","2018","college entrance qualification","higher vocational","68","0.165139411909842","0.129329321971871","0.200949501847813"
"3","2018","college entrance qualification","higher education","820","0.18560047039101","0.174233627683566","0.196967313098455"
"3","2018","Other degree","in school","","","",""
"3","2018","Other degree","inadequately","1","","",""
"3","2018","Other degree","general elemantary","92","0.0975915792932053","0.0811599624950545","0.114023196091356"
"3","2018","Other degree","middle vocational","132","0.0974075395333172","0.0827124629379787","0.112102616128656"
"3","2018","Other degree","vocational + Abi","48","0.0785528676785959","0.0566764473959901","0.100429287961202"
"3","2018","Other degree","higher vocational","2","","",""
"3","2018","Other degree","higher education","141","0.0863762897952766","0.0726585906284342","0.100093988962119"
"3","2018","no degree/no degree yet","in school","39","0.112912661328245","0.0802652311107066","0.145560091545783"
"3","2018","no degree/no degree yet","inadequately","117","0.072026678436027","0.0605223395810591","0.0835310172909949"
"3","2018","no degree/no degree yet","general elemantary","","","",""
"3","2018","no degree/no degree yet","middle vocational","12","","",""
"3","2018","no degree/no degree yet","vocational + Abi","","","",""
"3","2018","no degree/no degree yet","higher vocational","","","",""
"3","2018","no degree/no degree yet","higher education","","","",""
"4","2018","lower secondary degree","in school","","","",""
"4","2018","lower secondary degree","inadequately","","","",""
"4","2018","lower secondary degree","general elemantary","102","0.0836764966664901","0.0692995448753894","0.0980534484575908"
"4","2018","lower secondary degree","middle vocational","329","0.0830770223274277","0.0744480573782896","0.0917059872765657"
"4","2018","lower secondary degree","vocational + Abi","","","",""
"4","2018","lower secondary degree","higher vocational","29","","",""
"4","2018","lower secondary degree","higher education","5","","",""
"4","2018","secondary school degree","in school","","","",""
"4","2018","secondary school degree","inadequately","","","",""
"4","2018","secondary school degree","general elemantary","61","0.0563263737670193","0.0405463384824858","0.0721064090515528"
"4","2018","secondary school degree","middle vocational","493","0.0930552230981858","0.085116358215752","0.10099408798062"
"4","2018","secondary school degree","vocational + Abi","4","","",""
"4","2018","secondary school degree","higher vocational","73","0.119241266114836","0.094628935229742","0.14385359699993"
"4","2018","secondary school degree","higher education","82","0.101410348639546","0.0778940980028081","0.124926599276284"
"4","2018","college entrance qualification","in school","","","",""
"4","2018","college entrance qualification","inadequately","","","",""
"4","2018","college entrance qualification","general elemantary","","","",""
"4","2018","college entrance qualification","middle vocational","114","0.0849386234023268","0.0690250060932088","0.100852240711445"
"4","2018","college entrance qualification","vocational + Abi","174","0.115897423464526","0.100266359527302","0.131528487401749"
"4","2018","college entrance qualification","higher vocational","42","0.104903007942187","0.0753499731816393","0.134456042702734"
"4","2018","college entrance qualification","higher education","531","0.122771794989596","0.113176967888348","0.132366622090845"
"4","2018","Other degree","in school","","","",""
"4","2018","Other degree","inadequately","4","","",""
"4","2018","Other degree","general elemantary","47","0.0363206712628828","0.0259617207019579","0.0466796218238078"
"4","2018","Other degree","middle vocational","86","0.0718368008916484","0.0590395884079946","0.0846340133753023"
"4","2018","Other degree","vocational + Abi","39","0.0734742157772737","0.0522585698186107","0.0946898617359368"
"4","2018","Other degree","higher vocational","3","","",""
"4","2018","Other degree","higher education","94","0.114375743394384","0.0988342754410273","0.12991721134774"
"4","2018","no degree/no degree yet","in school","36","0.12112943641412","0.0874719408138565","0.154786932014384"
"4","2018","no degree/no degree yet","inadequately","83","0.0524298204562985","0.0425114093865855","0.0623482315260114"
"4","2018","no degree/no degree yet","general elemantary","","","",""
"4","2018","no degree/no degree yet","middle vocational","9","","",""
"4","2018","no degree/no degree yet","vocational + Abi","","","",""
"4","2018","no degree/no degree yet","higher vocational","","","",""
"4","2018","no degree/no degree yet","higher education","","","",""
"5","2018","lower secondary degree","in school","","","",""
"5","2018","lower secondary degree","inadequately","","","",""
"5","2018","lower secondary degree","general elemantary","250","0.177513489993123","0.157674446391513","0.197352533594732"
"5","2018","lower secondary degree","middle vocational","781","0.19919780868394","0.186710848683097","0.211684768684783"
"5","2018","lower secondary degree","vocational + Abi","","","",""
"5","2018","lower secondary degree","higher vocational","51","0.179412589892968","0.136630919857551","0.222194259928385"
"5","2018","lower secondary degree","higher education","21","","",""
"5","2018","secondary school degree","in school","","","",""
"5","2018","secondary school degree","inadequately","","","",""
"5","2018","secondary school degree","general elemantary","187","0.234682672106987","0.205675696461735","0.26368964775224"
"5","2018","secondary school degree","middle vocational","985","0.19601353239962","0.185165149432635","0.206861915366604"
"5","2018","secondary school degree","vocational + Abi","4","","",""
"5","2018","secondary school degree","higher vocational","136","0.193814279096962","0.163793537774827","0.223835020419096"
