"plh0204_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"7","2004","secondary school degree","(3a) lower tertiary education","72","0.122803182307345","0.0948607961274715","0.150745568487218"
"7","2004","secondary school degree","(3b) higher tertiary education","20","","",""
"7","2004","college entrance qualification","(0) in school","","","",""
"7","2004","college entrance qualification","(1a) inadequately completed","","","",""
"7","2004","college entrance qualification","(1b) general elementary school","","","",""
"7","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
"7","2004","college entrance qualification","(2b) intermediate general qualification","","","",""
"7","2004","college entrance qualification","(2a) intermediate vocational","","","",""
"7","2004","college entrance qualification","(2c_gen) general maturity certificate","164","0.199783877384413","0.171597308596592","0.227970446172234"
"7","2004","college entrance qualification","(2c_voc) vocational maturity certificate","197","0.14434058840208","0.125495873848929","0.163185302955231"
"7","2004","college entrance qualification","(3a) lower tertiary education","152","0.148182641417439","0.126140452038584","0.170224830796293"
"7","2004","college entrance qualification","(3b) higher tertiary education","353","0.14984513567048","0.135133256257446","0.164557015083513"
"7","2004","Other degree","(0) in school","","","",""
"7","2004","Other degree","(1a) inadequately completed","","","",""
"7","2004","Other degree","(1b) general elementary school","13","","",""
"7","2004","Other degree","(1c) basic vocational qualification","17","","",""
"7","2004","Other degree","(2b) intermediate general qualification","","","",""
"7","2004","Other degree","(2a) intermediate vocational","","","",""
"7","2004","Other degree","(2c_gen) general maturity certificate","7","","",""
"7","2004","Other degree","(2c_voc) vocational maturity certificate","7","","",""
"7","2004","Other degree","(3a) lower tertiary education","1","","",""
"7","2004","Other degree","(3b) higher tertiary education","12","","",""
"7","2004","no degree/no degree yet","(0) in school","102","0.161300338970883","0.132647536238335","0.189953141703432"
"7","2004","no degree/no degree yet","(1a) inadequately completed","14","","",""
"7","2004","no degree/no degree yet","(1b) general elementary school","","","",""
"7","2004","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"7","2004","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"7","2004","no degree/no degree yet","(2a) intermediate vocational","","","",""
"7","2004","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"7","2004","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"7","2004","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"7","2004","no degree/no degree yet","(3b) higher tertiary education","","","",""
"8","2004","lower secondary degree","(0) in school","","","",""
"8","2004","lower secondary degree","(1a) inadequately completed","","","",""
"8","2004","lower secondary degree","(1b) general elementary school","76","0.0474431292833687","0.0370815679658867","0.0578046906008507"
"8","2004","lower secondary degree","(1c) basic vocational qualification","309","0.0553171464828053","0.0493701210122848","0.0612641719533259"
"8","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"8","2004","lower secondary degree","(2a) intermediate vocational","2","","",""
"8","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"8","2004","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"8","2004","lower secondary degree","(3a) lower tertiary education","8","","",""
"8","2004","lower secondary degree","(3b) higher tertiary education","5","","",""
"8","2004","secondary school degree","(0) in school","","","",""
"8","2004","secondary school degree","(1a) inadequately completed","","","",""
"8","2004","secondary school degree","(1b) general elementary school","","","",""
"8","2004","secondary school degree","(1c) basic vocational qualification","","","",""
"8","2004","secondary school degree","(2b) intermediate general qualification","63","0.125821381565591","0.099416203917986","0.152226559213195"
"8","2004","secondary school degree","(2a) intermediate vocational","362","0.0688709262597447","0.0618397893740437","0.0759020631454457"
"8","2004","secondary school degree","(2c_gen) general maturity certificate","","","",""
"8","2004","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"8","2004","secondary school degree","(3a) lower tertiary education","48","0.0724351829575499","0.0503674829946615","0.0945028829204383"
"8","2004","secondary school degree","(3b) higher tertiary education","9","","",""
"8","2004","college entrance qualification","(0) in school","","","",""
"8","2004","college entrance qualification","(1a) inadequately completed","","","",""
"8","2004","college entrance qualification","(1b) general elementary school","","","",""
"8","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
"8","2004","college entrance qualification","(2b) intermediate general qualification","","","",""
"8","2004","college entrance qualification","(2a) intermediate vocational","","","",""
"8","2004","college entrance qualification","(2c_gen) general maturity certificate","87","0.117795680856797","0.0950704859209969","0.140520875792597"
"8","2004","college entrance qualification","(2c_voc) vocational maturity certificate","93","0.0650836879857819","0.0518565066413682","0.0783108693301956"
"8","2004","college entrance qualification","(3a) lower tertiary education","92","0.0890161173291269","0.0713487234723438","0.10668351118591"
"8","2004","college entrance qualification","(3b) higher tertiary education","200","0.0816489894553633","0.0703620142516529","0.0929359646590737"
"8","2004","Other degree","(0) in school","","","",""
"8","2004","Other degree","(1a) inadequately completed","","","",""
"8","2004","Other degree","(1b) general elementary school","6","","",""
"8","2004","Other degree","(1c) basic vocational qualification","17","","",""
"8","2004","Other degree","(2b) intermediate general qualification","","","",""
"8","2004","Other degree","(2a) intermediate vocational","","","",""
"8","2004","Other degree","(2c_gen) general maturity certificate","4","","",""
"8","2004","Other degree","(2c_voc) vocational maturity certificate","12","","",""
"8","2004","Other degree","(3a) lower tertiary education","3","","",""
"8","2004","Other degree","(3b) higher tertiary education","11","","",""
"8","2004","no degree/no degree yet","(0) in school","75","0.121206976816598","0.0957824226707186","0.146631530962477"
"8","2004","no degree/no degree yet","(1a) inadequately completed","8","","",""
"8","2004","no degree/no degree yet","(1b) general elementary school","","","",""
"8","2004","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"8","2004","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"8","2004","no degree/no degree yet","(2a) intermediate vocational","","","",""
"8","2004","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"8","2004","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"8","2004","no degree/no degree yet","(3a) lower tertiary education","","","",""
"8","2004","no degree/no degree yet","(3b) higher tertiary education","","","",""
"9","2004","lower secondary degree","(0) in school","","","",""
"9","2004","lower secondary degree","(1a) inadequately completed","","","",""
"9","2004","lower secondary degree","(1b) general elementary school","19","","",""
"9","2004","lower secondary degree","(1c) basic vocational qualification","72","0.00949084945127225","0.00696848007041201","0.0120132188321325"
"9","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"9","2004","lower secondary degree","(2a) intermediate vocational","2","","",""
"9","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"9","2004","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"9","2004","lower secondary degree","(3a) lower tertiary education","3","","",""
"9","2004","lower secondary degree","(3b) higher tertiary education","","","",""
"9","2004","secondary school degree","(0) in school","","","",""
