"plh0204_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3","2012","16-34 y.","(3a) lower tertiary education","37","0.131696722496537","0.0916565432293528","0.171736901763722"
"3","2012","16-34 y.","(3b) higher tertiary education","90","0.137737127533966","0.110207825571278","0.165266429496655"
"3","2012","35-65 y.","(0) in school","","","",""
"3","2012","35-65 y.","(1a) inadequately completed","24","","",""
"3","2012","35-65 y.","(1b) general elementary school","107","0.0979850908326835","0.0787430877037782","0.117227093961589"
"3","2012","35-65 y.","(1c) basic vocational qualification","434","0.111219926881728","0.100992103129155","0.1214477506343"
"3","2012","35-65 y.","(2b) intermediate general qualification","33","0.151052415515122","0.10467200101224","0.197432830018004"
"3","2012","35-65 y.","(2a) intermediate vocational","679","0.135263856102143","0.125727699990904","0.144800012213381"
"3","2012","35-65 y.","(2c_gen) general maturity certificate","31","0.114200992858197","0.0775950475522115","0.150806938164182"
"3","2012","35-65 y.","(2c_voc) vocational maturity certificate","223","0.127717519943738","0.111718854097997","0.143716185789479"
"3","2012","35-65 y.","(3a) lower tertiary education","225","0.15200560433019","0.133695781813436","0.170315426846945"
"3","2012","35-65 y.","(3b) higher tertiary education","396","0.138793410248235","0.125607746819012","0.151979073677457"
"3","2012","66 and older","(0) in school","","","",""
"3","2012","66 and older","(1a) inadequately completed","5","","",""
"3","2012","66 and older","(1b) general elementary school","114","0.157373404943405","0.131206950779782","0.183539859107028"
"3","2012","66 and older","(1c) basic vocational qualification","289","0.133162206575575","0.118880578081464","0.147443835069686"
"3","2012","66 and older","(2b) intermediate general qualification","7","","",""
"3","2012","66 and older","(2a) intermediate vocational","109","0.1480790279017","0.122453882268072","0.173704173535328"
"3","2012","66 and older","(2c_gen) general maturity certificate","7","","",""
"3","2012","66 and older","(2c_voc) vocational maturity certificate","20","","",""
"3","2012","66 and older","(3a) lower tertiary education","58","0.119928232750724","0.0908040394916256","0.149052426009823"
"3","2012","66 and older","(3b) higher tertiary education","74","0.0981094637882328","0.0756191341734206","0.120599793403045"
"4","2012","16-34 y.","(0) in school","46","0.0946553530079675","0.068384845652181","0.120925860363754"
"4","2012","16-34 y.","(1a) inadequately completed","10","","",""
"4","2012","16-34 y.","(1b) general elementary school","36","0.0488617930187551","0.0307627191110846","0.0669608669264255"
"4","2012","16-34 y.","(1c) basic vocational qualification","39","0.0374165405160424","0.0231419316668844","0.0516911493652003"
"4","2012","16-34 y.","(2b) intermediate general qualification","33","0.0506955401544628","0.0306699526422038","0.0707211276667218"
"4","2012","16-34 y.","(2a) intermediate vocational","106","0.0695363507443106","0.0557410187765206","0.0833316827121006"
"4","2012","16-34 y.","(2c_gen) general maturity certificate","70","0.0993717852899021","0.0781447108763496","0.120598859703455"
"4","2012","16-34 y.","(2c_voc) vocational maturity certificate","77","0.13027569308651","0.103364475039011","0.157186911134009"
"4","2012","16-34 y.","(3a) lower tertiary education","44","0.179267326778792","0.133849720380697","0.224684933176887"
"4","2012","16-34 y.","(3b) higher tertiary education","85","0.102422748290975","0.0782021996494755","0.126643296932474"
"4","2012","35-65 y.","(0) in school","","","",""
"4","2012","35-65 y.","(1a) inadequately completed","14","","",""
"4","2012","35-65 y.","(1b) general elementary school","65","0.0672390484715369","0.0510299305771653","0.0834481663659085"
"4","2012","35-65 y.","(1c) basic vocational qualification","329","0.0964518932564214","0.0868484760394376","0.106055310473405"
"4","2012","35-65 y.","(2b) intermediate general qualification","19","","",""
"4","2012","35-65 y.","(2a) intermediate vocational","538","0.110483516838258","0.101742410388256","0.11922462328826"
"4","2012","35-65 y.","(2c_gen) general maturity certificate","36","0.0792205989468549","0.0481359511935263","0.110305246700183"
"4","2012","35-65 y.","(2c_voc) vocational maturity certificate","189","0.121835587547946","0.106157071597494","0.137514103498398"
"4","2012","35-65 y.","(3a) lower tertiary education","163","0.10209491356557","0.0866539246170125","0.117535902514128"
"4","2012","35-65 y.","(3b) higher tertiary education","313","0.135382482100421","0.122334085700846","0.148430878499996"
"4","2012","66 and older","(0) in school","","","",""
"4","2012","66 and older","(1a) inadequately completed","7","","",""
"4","2012","66 and older","(1b) general elementary school","67","0.082741778938424","0.0629461248335464","0.102537433043302"
"4","2012","66 and older","(1c) basic vocational qualification","263","0.124237379792379","0.110371811791953","0.138102947792805"
"4","2012","66 and older","(2b) intermediate general qualification","5","","",""
"4","2012","66 and older","(2a) intermediate vocational","84","0.107641196507357","0.0852808296450148","0.1300015633697"
"4","2012","66 and older","(2c_gen) general maturity certificate","5","","",""
"4","2012","66 and older","(2c_voc) vocational maturity certificate","13","","",""
"4","2012","66 and older","(3a) lower tertiary education","54","0.123848060252277","0.0943177193484384","0.153378401156115"
"4","2012","66 and older","(3b) higher tertiary education","69","0.113249299283138","0.0892895656028061","0.13720903296347"
"5","2012","16-34 y.","(0) in school","79","0.141678225732293","0.110383905580073","0.172972545884514"
"5","2012","16-34 y.","(1a) inadequately completed","30","0.322864153118556","0.241222716981136","0.404505589255976"
"5","2012","16-34 y.","(1b) general elementary school","111","0.226297343158565","0.191167467585804","0.261427218731327"
"5","2012","16-34 y.","(1c) basic vocational qualification","162","0.241266001665936","0.209084519681668","0.273447483650204"
"5","2012","16-34 y.","(2b) intermediate general qualification","99","0.261966641611574","0.221828374334607","0.30210490888854"
"5","2012","16-34 y.","(2a) intermediate vocational","298","0.216709490656411","0.19436466860013","0.239054312712693"
"5","2012","16-34 y.","(2c_gen) general maturity certificate","126","0.164784792856885","0.1384612958403","0.19110828987347"
"5","2012","16-34 y.","(2c_voc) vocational maturity certificate","117","0.18383831325876","0.15287004144443","0.21480658507309"
"5","2012","16-34 y.","(3a) lower tertiary education","44","0.133268586950504","0.0930266408920097","0.173510533008999"
"5","2012","16-34 y.","(3b) higher tertiary education","93","0.156857793492049","0.127807313589441","0.185908273394657"
"5","2012","35-65 y.","(0) in school","","","",""
"5","2012","35-65 y.","(1a) inadequately completed","46","0.17294070021958","0.122269856524983","0.223611543914176"
"5","2012","35-65 y.","(1b) general elementary school","234","0.292345899407192","0.262906940979866","0.321784857834518"
"5","2012","35-65 y.","(1c) basic vocational qualification","944","0.271318164873113","0.256853672871345","0.28578265687488"
"5","2012","35-65 y.","(2b) intermediate general qualification","54","0.255280995822729","0.198808652290269","0.311753339355189"
"5","2012","35-65 y.","(2a) intermediate vocational","1223","0.250027802810073","0.237953629701284","0.262101975918863"
"5","2012","35-65 y.","(2c_gen) general maturity certificate","57","0.187214760589738","0.142318823633075","0.232110697546401"
"5","2012","35-65 y.","(2c_voc) vocational maturity certificate","368","0.221618308214842","0.201710241920324","0.24152637450936"
"5","2012","35-65 y.","(3a) lower tertiary education","298","0.199601439724377","0.179217279350403","0.219985600098352"
"5","2012","35-65 y.","(3b) higher tertiary education","496","0.195417437684784","0.18029468479842","0.210540190571147"
"5","2012","66 and older","(0) in school","","","",""
"5","2012","66 and older","(1a) inadequately completed","14","","",""
"5","2012","66 and older","(1b) general elementary school","136","0.178114760377878","0.15062207455055","0.205607446205205"
"5","2012","66 and older","(1c) basic vocational qualification","548","0.238969100087288","0.221042813280178","0.256895386894399"
"5","2012","66 and older","(2b) intermediate general qualification","20","","",""
"5","2012","66 and older","(2a) intermediate vocational","195","0.255602800431734","0.224132196352422","0.287073404511046"
"5","2012","66 and older","(2c_gen) general maturity certificate","11","","",""
"5","2012","66 and older","(2c_voc) vocational maturity certificate","55","0.288782109462784","0.2253357753491","0.352228443576468"
"5","2012","66 and older","(3a) lower tertiary education","111","0.217543221940047","0.180557244586691","0.254529199293403"
"5","2012","66 and older","(3b) higher tertiary education","175","0.258987419188244","0.225865493446317","0.292109344930171"
"6","2012","16-34 y.","(0) in school","80","0.138418839273098","0.107427909912805","0.169409768633391"
"6","2012","16-34 y.","(1a) inadequately completed","15","","",""
"6","2012","16-34 y.","(1b) general elementary school","54","0.112123671177745","0.0856341118690465","0.138613230486444"
"6","2012","16-34 y.","(1c) basic vocational qualification","83","0.100854134496446","0.0782037732409221","0.123504495751971"
"6","2012","16-34 y.","(2b) intermediate general qualification","45","0.0917314578758192","0.06538247152324","0.118080444228398"
"6","2012","16-34 y.","(2a) intermediate vocational","174","0.155836349752979","0.136165450697247","0.17550724880871"
"6","2012","16-34 y.","(2c_gen) general maturity certificate","127","0.154594282491518","0.128942643080561","0.180245921902474"
"6","2012","16-34 y.","(2c_voc) vocational maturity certificate","68","0.10616495471767","0.0815368986495947","0.130793010785745"
"6","2012","16-34 y.","(3a) lower tertiary education","36","0.111896356579745","0.0745702571675704","0.14922245599192"
"6","2012","16-34 y.","(3b) higher tertiary education","81","0.149063520718962","0.120613400642374","0.177513640795551"
"6","2012","35-65 y.","(0) in school","","","",""
"6","2012","35-65 y.","(1a) inadequately completed","24","","",""
"6","2012","35-65 y.","(1b) general elementary school","75","0.0596594581129253","0.0443293345370025","0.0749895816888481"
"6","2012","35-65 y.","(1c) basic vocational qualification","425","0.113546111593225","0.103225415583279","0.123866807603172"
"6","2012","35-65 y.","(2b) intermediate general qualification","21","","",""
"6","2012","35-65 y.","(2a) intermediate vocational","554","0.104487396068735","0.0959581927236503","0.113016599413819"
"6","2012","35-65 y.","(2c_gen) general maturity certificate","37","0.116643290748322","0.0796990258318478","0.153587555664796"
"6","2012","35-65 y.","(2c_voc) vocational maturity certificate","219","0.146592438283746","0.129638758265524","0.163546118301968"
"6","2012","35-65 y.","(3a) lower tertiary education","211","0.150843382140004","0.132591196663851","0.169095567616156"
"6","2012","35-65 y.","(3b) higher tertiary education","366","0.122627684734667","0.110117891892216","0.135137477577118"
"6","2012","66 and older","(0) in school","","","",""
"6","2012","66 and older","(1a) inadequately completed","3","","",""
"6","2012","66 and older","(1b) general elementary school","48","0.0649807428223025","0.0472688801284779","0.0826926055161271"
"6","2012","66 and older","(1c) basic vocational qualification","225","0.10248501235114","0.0897362109779885","0.115233813724291"
"6","2012","66 and older","(2b) intermediate general qualification","6","","",""
"6","2012","66 and older","(2a) intermediate vocational","84","0.0964115613827184","0.0751169459688754","0.117706176796561"
"6","2012","66 and older","(2c_gen) general maturity certificate","5","","",""
"6","2012","66 and older","(2c_voc) vocational maturity certificate","24","","",""
"6","2012","66 and older","(3a) lower tertiary education","80","0.153185860902718","0.120898129338438","0.185473592466999"
"6","2012","66 and older","(3b) higher tertiary education","101","0.164066398139101","0.136066324867022","0.19206647141118"
