"plh0204_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"6","2005","66 and older","Single parent ","","","","","6"
"6","2005","66 and older","Couple + C. LE 16 ","","","","","6"
"6","2005","66 and older","Couple + C. GT 16 ","","","","","6"
"6","2005","66 and older","Couple + C. LE and GT 16","","","","","6"
"7","2005","16-34 y.","(Married) couple without C. ","","","","","7"
"7","2005","35-65 y.","Single parent ","","","","","7"
"7","2005","35-65 y.","Couple + C. LE 16 ","","","","","7"
"7","2005","16-34 y.","1-pers.-HH","","","","","7"
"7","2005","66 and older","(Married) couple without C. ","","","","","7"
"7","2005","35-65 y.","(Married) couple without C. ","","","","","7"
"7","2005","66 and older","1-pers.-HH","","","","","7"
"7","2005","66 and older","Single parent ","","","","","7"
"7","2005","35-65 y.","Couple + C. GT 16 ","","","","","7"
"7","2005","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"7","2005","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"7","2005","35-65 y.","1-pers.-HH","","","","","7"
"7","2005","66 and older","Couple + C. LE 16 ","","","","","7"
"7","2005","66 and older","Couple + C. GT 16 ","","","","","7"
"7","2005","66 and older","Couple + C. LE and GT 16","","","","","7"
"7","2005","16-34 y.","Couple + C. GT 16 ","","","","","7"
"7","2005","16-34 y.","Single parent ","","","","","7"
"7","2005","16-34 y.","Couple + C. LE 16 ","","","","","7"
"8","2005","35-65 y.","Single parent ","","","","","8"
"8","2005","35-65 y.","Couple + C. LE 16 ","","","","","8"
"8","2005","16-34 y.","1-pers.-HH","","","","","8"
"8","2005","16-34 y.","(Married) couple without C. ","","","","","8"
"8","2005","16-34 y.","Single parent ","","","","","8"
"8","2005","16-34 y.","Couple + C. LE 16 ","","","","","8"
"8","2005","16-34 y.","Couple + C. GT 16 ","","","","","8"
"8","2005","16-34 y.","Couple + C. LE and GT 16","","","","","8"
"8","2005","35-65 y.","1-pers.-HH","","","","","8"
"8","2005","35-65 y.","(Married) couple without C. ","","","","","8"
"8","2005","35-65 y.","Couple + C. GT 16 ","","","","","8"
"8","2005","35-65 y.","Couple + C. LE and GT 16","","","","","8"
"8","2005","66 and older","1-pers.-HH","","","","","8"
"8","2005","66 and older","(Married) couple without C. ","","","","","8"
"8","2005","66 and older","Single parent ","","","","","8"
"8","2005","66 and older","Couple + C. LE 16 ","","","","","8"
"8","2005","66 and older","Couple + C. GT 16 ","","","","","8"
"8","2005","66 and older","Couple + C. LE and GT 16","","","","","8"
"9","2005","35-65 y.","(Married) couple without C. ","","","","","9"
"9","2005","35-65 y.","Single parent ","","","","","9"
"9","2005","35-65 y.","Couple + C. LE 16 ","","","","","9"
"9","2005","35-65 y.","Couple + C. GT 16 ","","","","","9"
"9","2005","16-34 y.","1-pers.-HH","","","","","9"
"9","2005","16-34 y.","(Married) couple without C. ","","","","","9"
"9","2005","16-34 y.","Single parent ","","","","","9"
"9","2005","16-34 y.","Couple + C. LE 16 ","","","","","9"
"9","2005","16-34 y.","Couple + C. GT 16 ","","","","","9"
"9","2005","16-34 y.","Couple + C. LE and GT 16","","","","","9"
"9","2005","35-65 y.","1-pers.-HH","","","","","9"
"9","2005","35-65 y.","Couple + C. LE and GT 16","","","","","9"
"9","2005","66 and older","1-pers.-HH","","","","","9"
"9","2005","66 and older","(Married) couple without C. ","","","","","9"
"9","2005","66 and older","Single parent ","","","","","9"
"9","2005","66 and older","Couple + C. LE 16 ","","","","","9"
"9","2005","66 and older","Couple + C. GT 16 ","","","","","9"
"9","2005","66 and older","Couple + C. LE and GT 16","","","","","9"
"0 Not at all Willing to take risks","2006","16-34 y.","1-pers.-HH","13","","","","0"
"0 Not at all Willing to take risks","2006","16-34 y.","(Married) couple without C. ","11","","","","0"
"0 Not at all Willing to take risks","2006","16-34 y.","Single parent ","8","","","","0"
"0 Not at all Willing to take risks","2006","16-34 y.","Couple + C. LE 16 ","37","0.0441118569800537","0.0319935613672235","0.056230152592884","0"
"0 Not at all Willing to take risks","2006","16-34 y.","Couple + C. GT 16 ","18","","","","0"
"0 Not at all Willing to take risks","2006","16-34 y.","Couple + C. LE and GT 16","13","","","","0"
"0 Not at all Willing to take risks","2006","35-65 y.","1-pers.-HH","47","0.0392621004168854","0.0288748808704654","0.0496493199633054","0"
"0 Not at all Willing to take risks","2006","35-65 y.","(Married) couple without C. ","173","0.0495456400088025","0.0428886187191537","0.0562026612984514","0"
"0 Not at all Willing to take risks","2006","35-65 y.","Single parent ","29","","","","0"
"0 Not at all Willing to take risks","2006","35-65 y.","Couple + C. LE 16 ","80","0.0316819786089695","0.0251908978368121","0.0381730593811269","0"
"0 Not at all Willing to take risks","2006","35-65 y.","Couple + C. GT 16 ","103","0.0570518191757906","0.0474057033198799","0.0666979350317013","0"
"0 Not at all Willing to take risks","2006","35-65 y.","Couple + C. LE and GT 16","40","0.0491674667171325","0.0357529894730572","0.0625819439612077","0"
"0 Not at all Willing to take risks","2006","66 and older","1-pers.-HH","178","0.155039036611455","0.135172056737243","0.174906016485668","0"
"0 Not at all Willing to take risks","2006","66 and older","(Married) couple without C. ","252","0.094420867272657","0.0836322252718071","0.105209509273507","0"
"0 Not at all Willing to take risks","2006","66 and older","Single parent ","13","","","","0"
"0 Not at all Willing to take risks","2006","66 and older","Couple + C. LE 16 ","1","","","","0"
"0 Not at all Willing to take risks","2006","66 and older","Couple + C. GT 16 ","18","","","","0"
"0 Not at all Willing to take risks","2006","66 and older","Couple + C. LE and GT 16","","","","","0"
"1","2006","16-34 y.","(Married) couple without C. ","19","","","","1"
"1","2006","35-65 y.","(Married) couple without C. ","156","0.0457850402208732","0.03937299611056","0.0521970843311864","1"
"1","2006","16-34 y.","1-pers.-HH","10","","","","1"
"1","2006","16-34 y.","Single parent ","2","","","","1"
"1","2006","16-34 y.","Couple + C. LE 16 ","30","0.0224117152768183","0.0136764544481929","0.0311469761054436","1"
"1","2006","35-65 y.","1-pers.-HH","54","0.0434472028363984","0.0325442164848538","0.0543501891879431","1"
"1","2006","16-34 y.","Couple + C. GT 16 ","13","","","","1"
"1","2006","16-34 y.","Couple + C. LE and GT 16","6","","","","1"
"1","2006","35-65 y.","Single parent ","33","0.0510539425679237","0.034158884110309","0.0679490010255384","1"
"1","2006","35-65 y.","Couple + C. LE 16 ","89","0.0320753081576888","0.0255453851448517","0.038605231170526","1"
"1","2006","35-65 y.","Couple + C. GT 16 ","66","0.0326082564189332","0.0252217549467317","0.0399947578911348","1"
"1","2006","35-65 y.","Couple + C. LE and GT 16","34","0.0380176755529736","0.0261529103943423","0.0498824407116049","1"
"1","2006","66 and older","1-pers.-HH","130","0.102040211204914","0.0854249521231767","0.11865547028665","1"
"1","2006","66 and older","(Married) couple without C. ","162","0.0560772497209239","0.0475887455587947","0.0645657538830531","1"
"1","2006","66 and older","Single parent ","8","","","","1"
"1","2006","66 and older","Couple + C. LE 16 ","","","","","1"
"1","2006","66 and older","Couple + C. GT 16 ","10","","","","1"
"1","2006","66 and older","Couple + C. LE and GT 16","2","","","","1"
"10 Very willing to take risks","2006","16-34 y.","1-pers.-HH","17","","","","10"
"10 Very willing to take risks","2006","35-65 y.","(Married) couple without C. ","48","0.0116188468741181","0.00833142581695596","0.0149062679312802","10"
"10 Very willing to take risks","2006","16-34 y.","Couple + C. GT 16 ","29","","","","10"
"10 Very willing to take risks","2006","35-65 y.","Couple + C. LE 16 ","42","0.0191627477330032","0.0140819813638241","0.0242435141021823","10"
"10 Very willing to take risks","2006","35-65 y.","Couple + C. GT 16 ","19","","","","10"
"10 Very willing to take risks","2006","16-34 y.","(Married) couple without C. ","16","","","","10"
"10 Very willing to take risks","2006","16-34 y.","Single parent ","5","","","","10"
"10 Very willing to take risks","2006","16-34 y.","Couple + C. LE 16 ","16","","","","10"
"10 Very willing to take risks","2006","16-34 y.","Couple + C. LE and GT 16","13","","","","10"
"10 Very willing to take risks","2006","35-65 y.","Couple + C. LE and GT 16","10","","","","10"
"10 Very willing to take risks","2006","35-65 y.","Single parent ","9","","","","10"
"10 Very willing to take risks","2006","35-65 y.","1-pers.-HH","26","","","","10"
"10 Very willing to take risks","2006","66 and older","1-pers.-HH","13","","","","10"
"10 Very willing to take risks","2006","66 and older","(Married) couple without C. ","17","","","","10"
"10 Very willing to take risks","2006","66 and older","Single parent ","","","","","10"
"10 Very willing to take risks","2006","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Very willing to take risks","2006","66 and older","Couple + C. GT 16 ","2","","","","10"
"10 Very willing to take risks","2006","66 and older","Couple + C. LE and GT 16","","","","","10"
"2","2006","16-34 y.","1-pers.-HH","40","0.0558912854124509","0.0390537655040232","0.0727288053208785","2"
"2","2006","16-34 y.","(Married) couple without C. ","69","0.0579301792339124","0.0430198845638677","0.072840473903957","2"
"2","2006","16-34 y.","Couple + C. LE and GT 16","28","","","","2"
"2","2006","35-65 y.","1-pers.-HH","112","0.0789476925229374","0.0645258100312235","0.0933695750146513","2"
"2","2006","35-65 y.","(Married) couple without C. ","359","0.0951050186621887","0.0861056426442465","0.104104394680131","2"
"2","2006","35-65 y.","Single parent ","56","0.0765858962626514","0.0561733611662483","0.0969984313590544","2"
"2","2006","35-65 y.","Couple + C. LE 16 ","253","0.0932720756053613","0.0824946217037096","0.104049529507013","2"
"2","2006","35-65 y.","Couple + C. GT 16 ","192","0.0908291861333861","0.0788780480045539","0.102780324262218","2"
"2","2006","35-65 y.","Couple + C. LE and GT 16","76","0.0622020405107308","0.0472176260120964","0.0771864550093652","2"
"2","2006","66 and older","1-pers.-HH","165","0.120832022321518","0.102941626418841","0.138722418224194","2"
"2","2006","66 and older","(Married) couple without C. ","321","0.121427627555479","0.109376793324444","0.133478461786514","2"
"2","2006","66 and older","Single parent ","14","","","","2"
"2","2006","16-34 y.","Single parent ","22","","","","2"
"2","2006","66 and older","Couple + C. LE 16 ","","","","","2"
"2","2006","16-34 y.","Couple + C. LE 16 ","114","0.0895086998477151","0.0726613785110783","0.106356021184352","2"
"2","2006","16-34 y.","Couple + C. GT 16 ","55","0.0359019380895908","0.0256698143793476","0.046134061799834","2"
"2","2006","66 and older","Couple + C. GT 16 ","13","","","","2"
"2","2006","66 and older","Couple + C. LE and GT 16","","","","","2"
"3","2006","35-65 y.","Single parent ","74","0.110548699064173","0.0864794689747958","0.13461792915355","3"
"3","2006","35-65 y.","(Married) couple without C. ","516","0.124470429975664","0.114343446648561","0.134597413302767","3"
"3","2006","35-65 y.","Couple + C. LE 16 ","358","0.126144548598466","0.11384027721832","0.138448819978612","3"
"3","2006","16-34 y.","1-pers.-HH","73","0.111082308814023","0.0880494262210328","0.134115191407014","3"
"3","2006","16-34 y.","(Married) couple without C. ","115","0.113880182405545","0.0936051038098454","0.134155261001246","3"
"3","2006","16-34 y.","Single parent ","38","0.0875443837661849","0.061284783859267","0.113803983673103","3"
"3","2006","16-34 y.","Couple + C. LE 16 ","128","0.117411307043585","0.0984138935402021","0.136408720546968","3"
"3","2006","16-34 y.","Couple + C. GT 16 ","105","0.0725696532721642","0.0583016103934439","0.0868376961508844","3"
"3","2006","16-34 y.","Couple + C. LE and GT 16","37","0.0517996767636519","0.0319734053728083","0.0716259481544954","3"
"3","2006","35-65 y.","1-pers.-HH","153","0.120000523199571","0.10262079975509","0.137380246644053","3"
"3","2006","35-65 y.","Couple + C. GT 16 ","304","0.132683159693339","0.118574992303343","0.146791327083335","3"
"3","2006","35-65 y.","Couple + C. LE and GT 16","130","0.123050233487402","0.102669894666398","0.143430572308405","3"
"3","2006","66 and older","1-pers.-HH","182","0.136828663866232","0.117964826361955","0.15569250137051","3"
"3","2006","66 and older","(Married) couple without C. ","347","0.119109819748564","0.10715881952916","0.131060819967969","3"
"3","2006","66 and older","Single parent ","12","","","","3"
"3","2006","66 and older","Couple + C. LE 16 ","","","","","3"
"3","2006","66 and older","Couple + C. GT 16 ","18","","","","3"
"3","2006","66 and older","Couple + C. LE and GT 16","","","","","3"
"4","2006","16-34 y.","Couple + C. LE and GT 16","41","0.080260963543165","0.0559550489944308","0.104566878091899","4"
"4","2006","35-65 y.","Single parent ","67","0.109865401745684","0.0858614575687746","0.133869345922594","4"
"4","2006","35-65 y.","Couple + C. LE 16 ","284","0.100731270281686","0.0895773185912931","0.111885221972078","4"
"4","2006","35-65 y.","Couple + C. GT 16 ","268","0.127078835635695","0.113227299579237","0.140930371692153","4"
"4","2006","16-34 y.","1-pers.-HH","78","0.112677456576653","0.0895006100230812","0.135854303130224","4"
"4","2006","16-34 y.","(Married) couple without C. ","105","0.125762373193453","0.104599123600602","0.146925622786304","4"
"4","2006","16-34 y.","Single parent ","24","","","","4"
"4","2006","16-34 y.","Couple + C. LE 16 ","117","0.12261156334311","0.103255278567755","0.141967848118465","4"
"4","2006","16-34 y.","Couple + C. GT 16 ","98","0.0724867680992917","0.0582262384512271","0.0867472977473564","4"
"4","2006","35-65 y.","1-pers.-HH","130","0.101149603178622","0.0850232605208163","0.117275945836428","4"
"4","2006","35-65 y.","(Married) couple without C. ","454","0.107210535230841","0.0977196908745145","0.116701379587168","4"
"4","2006","35-65 y.","Couple + C. LE and GT 16","109","0.12086961948488","0.10064557359571","0.141093665374051","4"
"4","2006","66 and older","1-pers.-HH","117","0.0870289208502727","0.0715566767697202","0.102501164930825","4"
"4","2006","66 and older","(Married) couple without C. ","305","0.105378173505456","0.0940498755168874","0.116706471494025","4"
"4","2006","66 and older","Single parent ","5","","","","4"
"4","2006","66 and older","Couple + C. LE 16 ","","","","","4"
"4","2006","66 and older","Couple + C. GT 16 ","17","","","","4"
"4","2006","66 and older","Couple + C. LE and GT 16","","","","","4"
"5","2006","16-34 y.","(Married) couple without C. ","220","0.246722126707928","0.219206849029986","0.274237404385871","5"
"5","2006","16-34 y.","Couple + C. LE and GT 16","83","0.166571988644935","0.133239901843151","0.199904075446719","5"
"5","2006","35-65 y.","Couple + C. LE 16 ","618","0.231574970720427","0.215941751500493","0.24720818994036","5"
"5","2006","16-34 y.","1-pers.-HH","131","0.184088058955728","0.155680787329459","0.212495330581997","5"
"5","2006","66 and older","(Married) couple without C. ","685","0.242583333432179","0.226768395392735","0.258398271471623","5"
"5","2006","66 and older","Single parent ","6","","","","5"
"5","2006","66 and older","Couple + C. GT 16 ","39","0.277270281102604","0.208336801406188","0.346203760799021","5"
"5","2006","66 and older","Couple + C. LE and GT 16","3","","","","5"
