"plh0204_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","26","","",""
"5","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","88","0.205517583456248","0.169025028162519","0.242010138749978"
"5","2004","(Married) couple without C. ","(3a) lower tertiary education","164","0.255608584524726","0.223178798403868","0.288038370645584"
"5","2004","(Married) couple without C. ","(3b) higher tertiary education","199","0.192249546710251","0.167386422374856","0.217112671045647"
"5","2004","Single parent ","(0) in school","19","","",""
"5","2004","Single parent ","(1a) inadequately completed","3","","",""
"5","2004","Single parent ","(1b) general elementary school","30","0.166037763419556","0.10783080649536","0.224244720343751"
"5","2004","Single parent ","(1c) basic vocational qualification","63","0.229040636401026","0.176097163916952","0.281984108885101"
"5","2004","Single parent ","(2b) intermediate general qualification","11","","",""
"5","2004","Single parent ","(2a) intermediate vocational","53","0.220070219607552","0.169904639869509","0.270235799345594"
"5","2004","Single parent ","(2c_gen) general maturity certificate","10","","",""
"5","2004","Single parent ","(2c_voc) vocational maturity certificate","18","","",""
"5","2004","Single parent ","(3a) lower tertiary education","13","","",""
"5","2004","Single parent ","(3b) higher tertiary education","17","","",""
"5","2004","Couple + C. LE 16 ","(0) in school","","","",""
"5","2004","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"5","2004","Couple + C. LE 16 ","(1b) general elementary school","44","0.164653537312002","0.117830625142738","0.211476449481265"
"5","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","218","0.273213537433572","0.244133206524677","0.302293868342466"
"5","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","14","","",""
"5","2004","Couple + C. LE 16 ","(2a) intermediate vocational","315","0.223694003623383","0.201264484088451","0.246123523158315"
"5","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","15","","",""
"5","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","87","0.202678380728399","0.165902572061856","0.239454189394942"
"5","2004","Couple + C. LE 16 ","(3a) lower tertiary education","77","0.248107521144252","0.201436427567461","0.294778614721043"
"5","2004","Couple + C. LE 16 ","(3b) higher tertiary education","116","0.211677145126044","0.178909142549858","0.244445147702229"
"5","2004","Couple + C. GT 16 ","(0) in school","65","0.219671077066365","0.170737491892696","0.268604662240033"
"5","2004","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"5","2004","Couple + C. GT 16 ","(1b) general elementary school","58","0.178684056178415","0.134819644492081","0.222548467864748"
"5","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","212","0.240818156501445","0.212535620194417","0.269100692808473"
"5","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","39","0.155359787653275","0.105650425134242","0.205069150172308"
"5","2004","Couple + C. GT 16 ","(2a) intermediate vocational","194","0.225806383026873","0.197631909479306","0.25398085657444"
"5","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","59","0.170379034283975","0.129567095503052","0.211190973064898"
"5","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","67","0.277268434673605","0.220396455880944","0.334140413466266"
"5","2004","Couple + C. GT 16 ","(3a) lower tertiary education","50","0.209446213465936","0.160361292529526","0.258531134402346"
"5","2004","Couple + C. GT 16 ","(3b) higher tertiary education","76","0.176440901206487","0.139765821937766","0.213115980475208"
"5","2004","Couple + C. LE and GT 16","(0) in school","56","0.245085774632958","0.193297312963537","0.29687423630238"
"5","2004","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"5","2004","Couple + C. LE and GT 16","(1b) general elementary school","31","0.194394991026517","0.133267190839845","0.255522791213189"
"5","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","76","0.251650591157862","0.205858578627527","0.297442603688197"
"5","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","30","0.237542531048071","0.15727965556498","0.317805406531162"
"5","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","90","0.234109934062832","0.189874540163473","0.27834532796219"
"5","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","20","","",""
"5","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","21","","",""
"5","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","26","","",""
"5","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","38","0.202873721822773","0.142949624461658","0.262797819183888"
"6","2004","1-pers.-HH","(0) in school","1","","",""
"6","2004","1-pers.-HH","(1a) inadequately completed","2","","",""
"6","2004","1-pers.-HH","(1b) general elementary school","18","","",""
"6","2004","1-pers.-HH","(1c) basic vocational qualification","49","0.0464011055729545","0.0326045906445682","0.0601976205013409"
"6","2004","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"6","2004","1-pers.-HH","(2a) intermediate vocational","62","0.109407395841674","0.08477717013872","0.134037621544629"
"6","2004","1-pers.-HH","(2c_gen) general maturity certificate","20","","",""
"6","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","29","","",""
"6","2004","1-pers.-HH","(3a) lower tertiary education","24","","",""
"6","2004","1-pers.-HH","(3b) higher tertiary education","53","0.19242734298114","0.14950338307304","0.23535130288924"
"6","2004","(Married) couple without C. ","(0) in school","1","","",""
"6","2004","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"6","2004","(Married) couple without C. ","(1b) general elementary school","32","0.0556552257439882","0.0382046567626656","0.0731057947253109"
"6","2004","(Married) couple without C. ","(1c) basic vocational qualification","231","0.0946592531490442","0.083475367473749","0.105843138824339"
"6","2004","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"6","2004","(Married) couple without C. ","(2a) intermediate vocational","157","0.114270473108581","0.0981004671170323","0.130440479100129"
"6","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","18","","",""
"6","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","54","0.107578473098283","0.0795960483652757","0.135560897831291"
"6","2004","(Married) couple without C. ","(3a) lower tertiary education","81","0.092258922416286","0.0707439461169229","0.113773898715649"
"6","2004","(Married) couple without C. ","(3b) higher tertiary education","125","0.125097727046035","0.104224532726997","0.145970921365074"
"6","2004","Single parent ","(0) in school","12","","",""
"6","2004","Single parent ","(1a) inadequately completed","1","","",""
"6","2004","Single parent ","(1b) general elementary school","5","","",""
"6","2004","Single parent ","(1c) basic vocational qualification","20","","",""
"6","2004","Single parent ","(2b) intermediate general qualification","9","","",""
"6","2004","Single parent ","(2a) intermediate vocational","38","0.177915373105093","0.131606688328393","0.224224057881792"
"6","2004","Single parent ","(2c_gen) general maturity certificate","9","","",""
"6","2004","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"6","2004","Single parent ","(3a) lower tertiary education","3","","",""
"6","2004","Single parent ","(3b) higher tertiary education","5","","",""
"6","2004","Couple + C. LE 16 ","(0) in school","","","",""
"6","2004","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"6","2004","Couple + C. LE 16 ","(1b) general elementary school","14","","",""
"6","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","98","0.104297021756402","0.0843507016286338","0.124243341884171"
"6","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"6","2004","Couple + C. LE 16 ","(2a) intermediate vocational","169","0.137085332822012","0.118573230171014","0.15559743547301"
"6","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"6","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","72","0.171613052715863","0.13711984924768","0.206106256184046"
"6","2004","Couple + C. LE 16 ","(3a) lower tertiary education","46","0.124392279785429","0.0887306122583578","0.1600539473125"
"6","2004","Couple + C. LE 16 ","(3b) higher tertiary education","85","0.131642615216585","0.104521444827874","0.158763785605296"
"6","2004","Couple + C. GT 16 ","(0) in school","43","0.137986424471441","0.0972242843596004","0.178748564583282"
"6","2004","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"6","2004","Couple + C. GT 16 ","(1b) general elementary school","26","","",""
"6","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","93","0.113560797079717","0.0925743207203782","0.134547273439055"
"6","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","30","0.104317683676695","0.0623718360523963","0.146263531300993"
"6","2004","Couple + C. GT 16 ","(2a) intermediate vocational","105","0.106766760613112","0.0859571774724952","0.127576343753729"
"6","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","51","0.149531551939889","0.110820514139892","0.188242589739887"
"6","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","37","0.161219020828265","0.114500182136994","0.207937859519536"
"6","2004","Couple + C. GT 16 ","(3a) lower tertiary education","31","0.0791578805500581","0.0465902776354417","0.111725483464674"
"6","2004","Couple + C. GT 16 ","(3b) higher tertiary education","56","0.17958133052243","0.142651917698176","0.216510743346684"
"6","2004","Couple + C. LE and GT 16","(0) in school","35","0.0973596460035857","0.0616675526805861","0.133051739326585"
"6","2004","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"6","2004","Couple + C. LE and GT 16","(1b) general elementary school","22","","",""
"6","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","39","0.0916722852034702","0.061222877093213","0.122121693313727"
"6","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"6","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","46","0.133894735380937","0.0983198221773904","0.169469648584484"
"6","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"6","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","12","","",""
"6","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","14","","",""
"6","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","24","","",""
"7","2004","1-pers.-HH","(0) in school","1","","",""
"7","2004","1-pers.-HH","(1a) inadequately completed","2","","",""
"7","2004","1-pers.-HH","(1b) general elementary school","12","","",""
"7","2004","1-pers.-HH","(1c) basic vocational qualification","44","0.042038269610281","0.0288763614207529","0.055200177799809"
"7","2004","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"7","2004","1-pers.-HH","(2a) intermediate vocational","81","0.126008042030009","0.0998226934913935","0.152193390568624"
"7","2004","1-pers.-HH","(2c_gen) general maturity certificate","29","","",""
"7","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","41","0.180182948066233","0.129625293111804","0.230740603020661"
"7","2004","1-pers.-HH","(3a) lower tertiary education","32","0.130902450573863","0.0867319589572812","0.175072942190445"
"7","2004","1-pers.-HH","(3b) higher tertiary education","52","0.143243208451893","0.105097877797328","0.181388539106458"
"7","2004","(Married) couple without C. ","(0) in school","","","",""
"7","2004","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"7","2004","(Married) couple without C. ","(1b) general elementary school","18","","",""
"7","2004","(Married) couple without C. ","(1c) basic vocational qualification","177","0.0705489967220295","0.0607661821939343","0.0803318112501247"
"7","2004","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"7","2004","(Married) couple without C. ","(2a) intermediate vocational","169","0.114052710468652","0.0978961334945686","0.130209287442734"
