"plh0204_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"3","2009","(Married) couple without C. ","direct migration background","90","0.171172722286489","0.138953300961748","0.20339214361123","3"
"3","2009","(Married) couple without C. ","indirect migration background","16","","","","3"
"3","2009","Single parent ","no migration background","126","0.124297698257837","0.101852738365748","0.146742658149926","3"
"3","2009","Single parent ","direct migration background","18","","","","3"
"3","2009","Couple + C. LE 16 ","direct migration background","62","0.162416173984936","0.122978868789175","0.201853479180698","3"
"3","2009","Couple + C. LE 16 ","indirect migration background","25","","","","3"
"3","2009","Couple + C. GT 16 ","no migration background","416","0.145951773259974","0.13257751235955","0.159326034160398","3"
"3","2009","Couple + C. GT 16 ","direct migration background","47","0.131441144039301","0.0940689531380743","0.168813334940528","3"
"3","2009","Couple + C. GT 16 ","indirect migration background","16","","","","3"
"3","2009","Couple + C. LE and GT 16","no migration background","142","0.155926069016137","0.132329178605936","0.179522959426338","3"
"3","2009","Couple + C. LE and GT 16","direct migration background","31","0.137572792727561","0.0856411285599344","0.189504456895188","3"
"3","2009","Couple + C. LE and GT 16","indirect migration background","14","","","","3"
"4","2009","1-pers.-HH","no migration background","296","0.113052755024365","0.100952984422612","0.125152525626118","4"
"4","2009","1-pers.-HH","indirect migration background","9","","","","4"
"4","2009","(Married) couple without C. ","no migration background","695","0.107713832017169","0.0998766028573811","0.115551061176956","4"
"4","2009","(Married) couple without C. ","direct migration background","52","0.0908387937508943","0.066256377587877","0.115421209913912","4"
"4","2009","(Married) couple without C. ","indirect migration background","22","","","","4"
"4","2009","Single parent ","indirect migration background","5","","","","4"
"4","2009","Couple + C. LE 16 ","no migration background","251","0.102691853863286","0.0904109495233939","0.114972758203179","4"
"4","2009","Couple + C. LE 16 ","direct migration background","38","0.106793330924595","0.0737695726184079","0.139817089230783","4"
"4","2009","Couple + C. LE 16 ","indirect migration background","21","","","","4"
"4","2009","Couple + C. GT 16 ","direct migration background","43","0.157668380366685","0.117359835356888","0.197976925376482","4"
"4","2009","1-pers.-HH","direct migration background","20","","","","4"
"4","2009","Couple + C. LE and GT 16","no migration background","132","0.151412445257785","0.128097506315247","0.174727384200322","4"
"4","2009","Couple + C. LE and GT 16","direct migration background","17","","","","4"
"4","2009","Couple + C. LE and GT 16","indirect migration background","6","","","","4"
"4","2009","Couple + C. GT 16 ","indirect migration background","22","","","","4"
"4","2009","Single parent ","no migration background","110","0.122704067695392","0.100383173816216","0.145024961574568","4"
"4","2009","Single parent ","direct migration background","3","","","","4"
"4","2009","Couple + C. GT 16 ","no migration background","304","0.121461146424718","0.109086776926036","0.1338355159234","4"
"5","2009","1-pers.-HH","no migration background","509","0.189500906374393","0.174525811604741","0.204476001144045","5"
"5","2009","1-pers.-HH","direct migration background","26","","","","5"
"5","2009","1-pers.-HH","indirect migration background","23","","","","5"
"5","2009","(Married) couple without C. ","no migration background","1161","0.194218789772834","0.18421812391614","0.204219455629528","5"
"5","2009","(Married) couple without C. ","direct migration background","96","0.203442209871709","0.169007405798073","0.237877013945345","5"
"5","2009","(Married) couple without C. ","indirect migration background","26","","","","5"
"5","2009","Single parent ","direct migration background","18","","","","5"
"5","2009","Single parent ","indirect migration background","18","","","","5"
"5","2009","Couple + C. LE 16 ","no migration background","553","0.25957504172862","0.241838720850887","0.277311362606354","5"
"5","2009","Couple + C. LE 16 ","direct migration background","57","0.150840966802518","0.112573243690915","0.189108689914122","5"
"5","2009","Couple + C. LE 16 ","indirect migration background","38","0.22193046120709","0.15890623534546","0.28495468706872","5"
"5","2009","Couple + C. GT 16 ","no migration background","547","0.20893146784535","0.193531036405449","0.224331899285251","5"
"5","2009","Couple + C. GT 16 ","direct migration background","47","0.127352778219328","0.0904799174112527","0.164225639027403","5"
"5","2009","Couple + C. GT 16 ","indirect migration background","43","0.3315677260097","0.259295884701023","0.403839567318377","5"
"5","2009","Couple + C. LE and GT 16","no migration background","197","0.21813794117855","0.191276096036167","0.244999786320933","5"
"5","2009","Couple + C. LE and GT 16","direct migration background","36","0.256482593619396","0.190644195282192","0.3223209919566","5"
"5","2009","Couple + C. LE and GT 16","indirect migration background","27","","","","5"
"5","2009","Single parent ","no migration background","176","0.225166421881695","0.196750282483065","0.253582561280324","5"
"6","2009","Couple + C. LE and GT 16","no migration background","105","0.114132201845014","0.0934501452505318","0.134814258439496","6"
"6","2009","Couple + C. GT 16 ","indirect migration background","21","","","","6"
"6","2009","Single parent ","indirect migration background","9","","","","6"
"6","2009","Couple + C. LE 16 ","no migration background","237","0.111890084614278","0.0991368395011516","0.124643329727405","6"
"6","2009","Couple + C. LE 16 ","direct migration background","28","","","","6"
"6","2009","Couple + C. GT 16 ","direct migration background","24","","","","6"
"6","2009","Couple + C. GT 16 ","no migration background","291","0.116462546471196","0.104311056622994","0.128614036319399","6"
"6","2009","1-pers.-HH","no migration background","203","0.0668203918155435","0.0572787129484359","0.0763620706826511","6"
"6","2009","1-pers.-HH","direct migration background","18","","","","6"
"6","2009","Couple + C. LE and GT 16","direct migration background","9","","","","6"
"6","2009","Couple + C. LE 16 ","indirect migration background","17","","","","6"
"6","2009","Couple + C. LE and GT 16","indirect migration background","16","","","","6"
"6","2009","1-pers.-HH","indirect migration background","13","","","","6"
"6","2009","(Married) couple without C. ","no migration background","483","0.085766695061357","0.078687847114275","0.0928455430084389","6"
"6","2009","(Married) couple without C. ","direct migration background","32","0.0452229447350242","0.0274483852840891","0.0629975041859593","6"
"6","2009","(Married) couple without C. ","indirect migration background","14","","","","6"
"6","2009","Single parent ","no migration background","86","0.107962254277927","0.0868499015714596","0.129074606984395","6"
"6","2009","Single parent ","direct migration background","6","","","","6"
"7","2009","1-pers.-HH","direct migration background","10","","","","7"
"7","2009","1-pers.-HH","no migration background","170","0.0729358410586944","0.0629998072569156","0.0828718748604732","7"
"7","2009","Single parent ","direct migration background","6","","","","7"
"7","2009","1-pers.-HH","indirect migration background","1","","","","7"
"7","2009","(Married) couple without C. ","no migration background","355","0.0562257045814841","0.0504023095361141","0.0620490996268542","7"
"7","2009","(Married) couple without C. ","direct migration background","22","","","","7"
"7","2009","(Married) couple without C. ","indirect migration background","8","","","","7"
"7","2009","Single parent ","no migration background","67","0.0794268642454792","0.0610309277400318","0.0978228007509266","7"
"7","2009","Single parent ","indirect migration background","5","","","","7"
"7","2009","Couple + C. LE 16 ","no migration background","199","0.0768219263752195","0.0660479285544806","0.0875959241959584","7"
"7","2009","Couple + C. LE 16 ","direct migration background","29","","","","7"
"7","2009","Couple + C. LE 16 ","indirect migration background","14","","","","7"
"7","2009","Couple + C. GT 16 ","no migration background","256","0.0958439927228396","0.0846926274886475","0.106995357957032","7"
"7","2009","Couple + C. GT 16 ","direct migration background","21","","","","7"
"7","2009","Couple + C. GT 16 ","indirect migration background","20","","","","7"
"7","2009","Couple + C. LE and GT 16","no migration background","82","0.0947148621940514","0.0756687241421143","0.113761000245989","7"
"7","2009","Couple + C. LE and GT 16","direct migration background","15","","","","7"
"7","2009","Couple + C. LE and GT 16","indirect migration background","10","","","","7"
"8","2009","Single parent ","indirect migration background","8","","","","8"
"8","2009","Couple + C. LE 16 ","no migration background","69","0.0311644454883958","0.0241345918633555","0.0381942991134362","8"
"8","2009","Single parent ","direct migration background","6","","","","8"
"8","2009","1-pers.-HH","no migration background","88","0.034977227049896","0.0279570326895951","0.0419974214101968","8"
"8","2009","1-pers.-HH","direct migration background","7","","","","8"
"8","2009","(Married) couple without C. ","direct migration background","13","","","","8"
