"plh0204_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","2019","(1a) inadequately completed","161","0.059881537011134","0.0492824005266343","0.0704806734956338"
"1","2019","(1b) general elementary school","165","0.0785462001330608","0.0677717601905659","0.0893206400755557"
"1","2019","(1c) basic vocational qualification","208","0.04921504792078","0.0429413631797556","0.0554887326618044"
"1","2019","(2b) intermediate general qualification","37","0.0630780708710344","0.0465294529452188","0.0796266887968501"
"1","2019","(2a) intermediate vocational","204","0.0346475512807952","0.0299892262813917","0.0393058762801988"
"1","2019","(2c_gen) general maturity certificate","70","0.0233851017885701","0.0167100208234746","0.0300601827536655"
"1","2019","(2c_voc) vocational maturity certificate","140","0.0523318120366242","0.0440131013035442","0.0606505227697043"
"1","2019","(3a) lower tertiary education","46","0.0224295970282391","0.0162420073214317","0.0286171867350464"
"1","2019","(3b) higher tertiary education","184","0.0249989470832458","0.0208471930966238","0.0291507010698678"
"2","2019","(0) in school","7","","",""
"2","2019","(1a) inadequately completed","158","0.100163788067155","0.0867525204860965","0.113575055648213"
"2","2019","(1b) general elementary school","240","0.12922922555608","0.115794536313938","0.142663914798222"
"2","2019","(1c) basic vocational qualification","425","0.10075480986864","0.0920250049081301","0.10948461482915"
"2","2019","(2b) intermediate general qualification","68","0.0897766312271191","0.0703173645952602","0.109235897858978"
"2","2019","(2a) intermediate vocational","564","0.0919121947459002","0.0845534955485043","0.0992708939432962"
"2","2019","(2c_gen) general maturity certificate","149","0.0596746538461507","0.0492115807717365","0.0701377269205649"
"2","2019","(2c_voc) vocational maturity certificate","226","0.0895163695838532","0.0788520712326957","0.100180667935011"
"2","2019","(3a) lower tertiary education","148","0.0735318368943638","0.0626252287949653","0.0844384449937622"
"2","2019","(3b) higher tertiary education","468","0.0917454027127225","0.0840688865536797","0.0994219188717653"
"3","2019","(0) in school","28","","",""
"3","2019","(1a) inadequately completed","129","0.0707326955694205","0.059279856528309","0.082185534610532"
"3","2019","(1b) general elementary school","211","0.097816661522475","0.0859193412881963","0.109713981756754"
"3","2019","(1c) basic vocational qualification","524","0.126671790506666","0.117025478960532","0.1363181020528"
"3","2019","(2b) intermediate general qualification","70","0.0742013934512832","0.0563597392554453","0.0920430476471211"
"3","2019","(2a) intermediate vocational","710","0.124534999451844","0.116124618528808","0.13294538037488"
"3","2019","(2c_gen) general maturity certificate","186","0.095788189037809","0.0827889987247731","0.108787379350845"
"3","2019","(2c_voc) vocational maturity certificate","373","0.139502780043694","0.126560489286282","0.152445070801106"
"3","2019","(3a) lower tertiary education","260","0.119663909623079","0.106101320724904","0.133226498521254"
"3","2019","(3b) higher tertiary education","667","0.154437199426315","0.144827338482926","0.164047060369705"
"4","2019","(0) in school","27","","",""
"4","2019","(1a) inadequately completed","124","0.0806569262931835","0.0684924795270402","0.0928213730593268"
"4","2019","(1b) general elementary school","176","0.0733676423251751","0.0629252178113378","0.0838100668390125"
"4","2019","(1c) basic vocational qualification","386","0.0896582757902891","0.0813725606028871","0.0979439909776911"
"4","2019","(2b) intermediate general qualification","74","0.10502034705845","0.0841507467659341","0.125889947350966"
"4","2019","(2a) intermediate vocational","520","0.0940359040235926","0.0866013845081199","0.101470423539065"
"4","2019","(2c_gen) general maturity certificate","180","0.0927148751817199","0.0799042053819242","0.105525544981516"
"4","2019","(2c_voc) vocational maturity certificate","278","0.102912825283235","0.0915627939676509","0.114262856598819"
"4","2019","(3a) lower tertiary education","214","0.112674887481183","0.0994621835478712","0.125887591414495"
"4","2019","(3b) higher tertiary education","501","0.0968436672814228","0.0889789106261519","0.104708423936694"
"5","2019","(0) in school","51","0.166354358967678","0.126356770406944","0.206351947528411"
"5","2019","(1a) inadequately completed","261","0.173046663873411","0.156147903742509","0.189945424004312"
"5","2019","(1b) general elementary school","397","0.175351562407361","0.160122100031734","0.190581024782988"
"5","2019","(1c) basic vocational qualification","913","0.201619940105363","0.189983927937654","0.213255952273072"
"5","2019","(2b) intermediate general qualification","158","0.210547302928984","0.18279438039635","0.238300225461618"
"5","2019","(2a) intermediate vocational","1165","0.195907420075796","0.185797935117242","0.20601690503435"
"5","2019","(2c_gen) general maturity certificate","331","0.186431399887173","0.169229284655751","0.203633515118594"
"5","2019","(2c_voc) vocational maturity certificate","478","0.185147963414654","0.170638751206839","0.199657175622468"
"5","2019","(3a) lower tertiary education","391","0.182057965619351","0.165932849267162","0.19818308197154"
"5","2019","(3b) higher tertiary education","847","0.163314348445318","0.153484166814262","0.173144530076374"
"6","2019","(0) in school","45","0.126239860620888","0.0905684452447924","0.161911275996984"
"6","2019","(1a) inadequately completed","111","0.0858637321135457","0.073348379946484","0.0983790842806074"
"6","2019","(1b) general elementary school","188","0.0852160636809323","0.0740341706934773","0.0963979566683874"
"6","2019","(1c) basic vocational qualification","480","0.102148373904608","0.0933652178177024","0.110931529991514"
"6","2019","(2b) intermediate general qualification","82","0.0875873254887065","0.0683436903913994","0.106830960586014"
"6","2019","(2a) intermediate vocational","781","0.134986553398064","0.126282786644933","0.143690320151194"
"6","2019","(2c_gen) general maturity certificate","212","0.143695695104163","0.128201779878767","0.15918961032956"
"6","2019","(2c_voc) vocational maturity certificate","341","0.130411643897336","0.117832240974254","0.142991046820418"
"6","2019","(3a) lower tertiary education","330","0.157226284684749","0.142015387958161","0.172437181411338"
"6","2019","(3b) higher tertiary education","722","0.143530129319268","0.134206268257225","0.152853990381311"
"7","2019","(0) in school","64","0.206083287591773","0.162638784590483","0.249527790593063"
"7","2019","(1a) inadequately completed","132","0.080627436258095","0.0684650184325861","0.0927898540836038"
"7","2019","(1b) general elementary school","235","0.0934956195441242","0.0818362271784257","0.105155011909823"
"7","2019","(1c) basic vocational qualification","578","0.124697807804477","0.115116142365714","0.134279473243241"
"7","2019","(2b) intermediate general qualification","129","0.132801938363893","0.109700863795955","0.15590301293183"
"7","2019","(2a) intermediate vocational","807","0.140238920289398","0.13139441123587","0.149083429342926"
"7","2019","(2c_gen) general maturity certificate","258","0.158389733174018","0.142263079517094","0.174516386830943"
"7","2019","(2c_voc) vocational maturity certificate","380","0.133381506531601","0.120681417344793","0.14608159571841"
"7","2019","(3a) lower tertiary education","387","0.166656458081871","0.151083903509325","0.182229012654418"
"7","2019","(3b) higher tertiary education","885","0.169648312971056","0.159667313807478","0.179629312134635"
"8","2019","(0) in school","57","0.136562441996964","0.0996810690918567","0.173443814902072"
"8","2019","(1a) inadequately completed","160","0.112008975065117","0.0979205182891906","0.126097431841042"
"8","2019","(1b) general elementary school","233","0.10046712104075","0.0884274164299349","0.112506825651566"
"8","2019","(1c) basic vocational qualification","517","0.0990407868916436","0.0903773105916385","0.107704263191649"
"8","2019","(2b) intermediate general qualification","104","0.0980482695362196","0.0778049169060238","0.118291622166415"
"8","2019","(2a) intermediate vocational","660","0.103232059486097","0.0954821274629241","0.110981991509271"
"8","2019","(2c_gen) general maturity certificate","233","0.140118429801005","0.124786663728279","0.155450195873731"
"8","2019","(2c_voc) vocational maturity certificate","301","0.103496255014315","0.0921177984238238","0.114874711604806"
"8","2019","(3a) lower tertiary education","264","0.103018482895222","0.0903160744691965","0.115720891321248"
"8","2019","(3b) higher tertiary education","596","0.0960869166533761","0.0882496671076062","0.103924166199146"
"9","2019","(0) in school","19","","",""
"9","2019","(1a) inadequately completed","106","0.0328833817780505","0.0249170134113258","0.0408497501447751"
"9","2019","(1b) general elementary school","131","0.0443557376501574","0.0361102116867696","0.0526012636135451"
"9","2019","(1c) basic vocational qualification","168","0.0309932768460242","0.025967193013189","0.0360193606788594"
"9","2019","(2b) intermediate general qualification","50","0.0482646660297898","0.0336750596492401","0.0628542724103396"
"9","2019","(2a) intermediate vocational","221","0.031840762268595","0.0273686192332716","0.0363129053039184"
"9","2019","(2c_gen) general maturity certificate","115","0.0426172826014282","0.0336953096587123","0.0515392555441442"
"9","2019","(2c_voc) vocational maturity certificate","101","0.0261025600642387","0.0201467183206389","0.0320584018078385"
"9","2019","(3a) lower tertiary education","80","0.0350580806403819","0.0273724164444601","0.0427437448363036"
"9","2019","(3b) higher tertiary education","219","0.0258960800583065","0.0216724305645491","0.0301197295520638"
"10 Very willing to take risks","2019","(0) in school","21","","",""
"10 Very willing to take risks","2019","(1a) inadequately completed","95","0.0639851556620664","0.053052801119597","0.0749175102045359"
"10 Very willing to take risks","2019","(1b) general elementary school","117","0.0375543833044999","0.0299403679386046","0.0451683986703953"
"10 Very willing to take risks","2019","(1c) basic vocational qualification","112","0.0176429299054925","0.0138247830613999","0.021461076749585"
"10 Very willing to take risks","2019","(2b) intermediate general qualification","38","0.0566560739220856","0.0409188149173333","0.0723933329268379"
"10 Very willing to take risks","2019","(2a) intermediate vocational","127","0.0195176675806857","0.0159940853989324","0.023041249762439"
"10 Very willing to take risks","2019","(2c_gen) general maturity certificate","87","0.0366852151574406","0.0283818357789342","0.0449885945359469"
"10 Very willing to take risks","2019","(2c_voc) vocational maturity certificate","52","0.0128640749715024","0.00865465026899338","0.0170734996740114"
"10 Very willing to take risks","2019","(3a) lower tertiary education","46","0.00833294524176334","0.00453438553419047","0.0121315049493362"
"10 Very willing to take risks","2019","(3b) higher tertiary education","131","0.0131718786743059","0.0101399929388126","0.0162037644097993"
