"plh0204_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"4","2016","no degree/no degree yet","Female","71","0.0864342156925512","0.0697675189847919","0.103100912400311"
"5","2016","lower secondary degree","Male","541","0.191405665549305","0.177131583507713","0.205679747590896"
"5","2016","lower secondary degree","Female","573","0.184217222062904","0.170270616334511","0.198163827791296"
"5","2016","secondary school degree","Male","505","0.179418398781042","0.164958713779785","0.193878083782299"
"5","2016","secondary school degree","Female","828","0.205323260188445","0.192726354737678","0.217920165639212"
"5","2016","college entrance qualification","Male","542","0.165128553116054","0.152384910502567","0.177872195729542"
"5","2016","college entrance qualification","Female","697","0.194440548590401","0.181454474218726","0.207426622962076"
"5","2016","Other degree","Male","518","0.170594731139795","0.157078027000761","0.184111435278829"
"5","2016","Other degree","Female","399","0.131260864681791","0.11827339819969","0.144248331163892"
"5","2016","no degree/no degree yet","Male","207","0.133690681274225","0.114995875804647","0.152385486743803"
"5","2016","no degree/no degree yet","Female","180","0.138659698217699","0.118162274386314","0.159157122049084"
"6","2016","lower secondary degree","Male","362","0.113439755380866","0.101933282605962","0.12494622815577"
"6","2016","lower secondary degree","Female","298","0.0969849334564448","0.0863382148197255","0.107631652093164"
"6","2016","secondary school degree","Male","367","0.146397801299367","0.133076106002232","0.159719496596502"
"6","2016","secondary school degree","Female","438","0.10928193210307","0.0995523574084334","0.119011506797706"
"6","2016","college entrance qualification","Male","528","0.170116948058771","0.157220950842759","0.183012945274783"
"6","2016","college entrance qualification","Female","478","0.131966539071957","0.120861097921336","0.143071980222577"
"6","2016","Other degree","Male","277","0.0979761975395432","0.0872936730990345","0.108658721980052"
"6","2016","Other degree","Female","225","0.0858757406794529","0.0750999292862361","0.0966515520726697"
"6","2016","no degree/no degree yet","Male","109","0.121167665324955","0.10324179407351","0.139093536576399"
"6","2016","no degree/no degree yet","Female","84","0.138690226966564","0.118190910088727","0.159189543844401"
"7","2016","lower secondary degree","Male","410","0.138019881153389","0.125505052830779","0.150534709475998"
"7","2016","lower secondary degree","Female","287","0.0895994722150538","0.0793243944163994","0.0998745500137083"
"7","2016","secondary school degree","Male","485","0.182926063120843","0.168356956254115","0.197495169987571"
"7","2016","secondary school degree","Female","495","0.12182958679367","0.111629230791181","0.132029942796158"
"7","2016","college entrance qualification","Male","606","0.188197392380158","0.174781958799307","0.201612825961008"
"7","2016","college entrance qualification","Female","476","0.126771669934168","0.115854484620344","0.137688855247992"
"7","2016","Other degree","Male","344","0.116289866864254","0.104770450920475","0.127809282808033"
"7","2016","Other degree","Female","256","0.113627489499421","0.101421810019865","0.125833168978978"
"7","2016","no degree/no degree yet","Male","153","0.171815158631593","0.15109332099679","0.192536996266396"
"7","2016","no degree/no degree yet","Female","85","0.106802764641193","0.0884837671026937","0.125121762179693"
"8","2016","lower secondary degree","Male","420","0.135023450558477","0.122623720945844","0.14742318017111"
"8","2016","lower secondary degree","Female","252","0.0794922786954672","0.0697604975463899","0.0892240598445445"
"8","2016","secondary school degree","Male","363","0.134927165857602","0.122052365826114","0.14780196588909"
"8","2016","secondary school degree","Female","323","0.0772310630254233","0.0689059136861951","0.0855562123646515"
"8","2016","college entrance qualification","Male","385","0.113880622249174","0.102977679684341","0.124783564814006"
"8","2016","college entrance qualification","Female","257","0.0703032231493969","0.0619145369462432","0.0786919093525506"
"8","2016","Other degree","Male","339","0.106412754409857","0.095331984701806","0.117493524117908"
"8","2016","Other degree","Female","246","0.0939095713912763","0.0826906057799992","0.105128537002553"
"8","2016","no degree/no degree yet","Male","122","0.15599615825264","0.136063599520335","0.175928716984944"
"8","2016","no degree/no degree yet","Female","97","0.121976213827021","0.102566126611038","0.141386301043004"
"9","2016","lower secondary degree","Male","109","0.0280362278982282","0.0220467319295843","0.0340257238668722"
"9","2016","lower secondary degree","Female","69","0.0178727163735935","0.0131062634014016","0.0226391693457855"
"9","2016","secondary school degree","Male","95","0.0361482154598477","0.0291140429449436","0.0431823879747519"
"9","2016","secondary school degree","Female","90","0.0190858971183503","0.0148189100987894","0.0233528841379112"
"9","2016","college entrance qualification","Male","102","0.0327134903995417","0.0266080963497393","0.0388188844493441"
"9","2016","college entrance qualification","Female","72","0.0183728187298513","0.0139662875138092","0.0227793499458934"
"9","2016","Other degree","Male","122","0.0533061382838597","0.0452338252045572","0.0613784513631622"
"9","2016","Other degree","Female","91","0.0393547968753633","0.0318766763049342","0.0468329174457924"
"9","2016","no degree/no degree yet","Male","44","0.0372166484013696","0.0268182415709266","0.0476150552318125"
"9","2016","no degree/no degree yet","Female","30","0.0232237943316055","0.0142907210637796","0.0321568675994313"
"10 Very willing to take risks","2016","lower secondary degree","Male","96","0.0249186689111492","0.0192629438668358","0.0305743939554625"
"10 Very willing to take risks","2016","lower secondary degree","Female","57","0.0180034308728074","0.0132198979682303","0.0227869637773845"
"10 Very willing to take risks","2016","secondary school degree","Male","71","0.018661822809533","0.013562049937699","0.023761595681367"
"10 Very willing to take risks","2016","secondary school degree","Female","48","0.013593628574608","0.00998248149540356","0.0172047756538124"
"10 Very willing to take risks","2016","college entrance qualification","Male","36","0.0097336910389604","0.00636402025911546","0.0131033618188053"
"10 Very willing to take risks","2016","college entrance qualification","Female","27","","",""
"10 Very willing to take risks","2016","Other degree","Male","237","0.0334855899691974","0.0270210481359051","0.0399501318024896"
"10 Very willing to take risks","2016","Other degree","Female","126","0.0217359611369727","0.0161276824665635","0.0273442398073819"
"10 Very willing to take risks","2016","no degree/no degree yet","Male","148","0.0524296957095968","0.0401855559327739","0.0646738354864197"
"10 Very willing to take risks","2016","no degree/no degree yet","Female","60","0.0283122087233468","0.0184746571863554","0.0381497602603383"
"0 Not at all Willing to take risks","2017","lower secondary degree","Male","91","0.0362310039212582","0.0296359619171815","0.0428260459253348"
"0 Not at all Willing to take risks","2017","lower secondary degree","Female","224","0.0769061259059302","0.0674393844450176","0.0863728673668429"
"0 Not at all Willing to take risks","2017","secondary school degree","Male","50","0.0140468078509466","0.00992860437135668","0.0181650113305366"
"0 Not at all Willing to take risks","2017","secondary school degree","Female","178","0.0435622964846857","0.0375884976394928","0.0495360953298787"
"0 Not at all Willing to take risks","2017","college entrance qualification","Male","41","0.00947604640385176","0.00640536167027838","0.0125467311374251"
"0 Not at all Willing to take risks","2017","college entrance qualification","Female","106","0.0230735451400376","0.0184974143057734","0.0276496759743019"
"0 Not at all Willing to take risks","2017","Other degree","Male","542","0.0706824128809551","0.061753491578544","0.0796113341833662"
"0 Not at all Willing to take risks","2017","Other degree","Female","478","0.07951626596639","0.0694846490716998","0.0895478828610803"
"0 Not at all Willing to take risks","2017","no degree/no degree yet","Male","358","0.0639870075522034","0.0520475893510961","0.0759264257533108"
"0 Not at all Willing to take risks","2017","no degree/no degree yet","Female","369","0.10362279129885","0.0877710504014339","0.119474532196266"
"1","2017","lower secondary degree","Male","102","0.0429024317011147","0.035750720524901","0.0500541428773283"
"1","2017","lower secondary degree","Female","223","0.0793923356643945","0.0697867533652497","0.0889979179635393"
"1","2017","secondary school degree","Male","78","0.0255727154866168","0.0200487116305431","0.0310967193426905"
"1","2017","secondary school degree","Female","272","0.0595370903492231","0.0526119033242161","0.0664622773742302"
"1","2017","college entrance qualification","Male","90","0.0241514254610824","0.0192856535208212","0.0290171974013435"
"1","2017","college entrance qualification","Female","178","0.0442319780509725","0.0379650492208566","0.0504989068810884"
"1","2017","Other degree","Male","117","0.0425216635533413","0.0354920599573234","0.0495512671493592"
"1","2017","Other degree","Female","207","0.110604259776557","0.0989745643920659","0.122233955161047"
"1","2017","no degree/no degree yet","Male","59","0.04522797610945","0.0350900354361454","0.0553659167827546"
"1","2017","no degree/no degree yet","Female","85","0.0738142998407201","0.0602147915270212","0.0874138081544191"
"2","2017","lower secondary degree","Male","268","0.0951567530988112","0.0848006256028188","0.105512880594804"
"2","2017","lower secondary degree","Female","436","0.151999664177136","0.139243607471631","0.164755720882641"
"2","2017","secondary school degree","Male","259","0.0818406187701088","0.0722480632437534","0.0914331742964641"
"2","2017","secondary school degree","Female","620","0.134483323155245","0.124498536181575","0.144468110128916"
"2","2017","college entrance qualification","Male","293","0.0740196406055633","0.0657218299076439","0.0823174513034827"
"2","2017","college entrance qualification","Female","555","0.141695261252179","0.131065861206646","0.152324661297711"
"2","2017","Other degree","Male","247","0.0984691961598683","0.0880890919070357","0.108849300412701"
"2","2017","Other degree","Female","322","0.149107009753876","0.135899486211725","0.162314533296028"
"2","2017","no degree/no degree yet","Male","106","0.0611929409363611","0.0494996928994178","0.0728861889733045"
"2","2017","no degree/no degree yet","Female","122","0.11682575546573","0.100118834595691","0.133532676335769"
"3","2017","lower secondary degree","Male","366","0.123506719928731","0.111894627188005","0.135118812669456"
"3","2017","lower secondary degree","Female","395","0.13977923315738","0.127458873017134","0.152099593297626"
"3","2017","secondary school degree","Male","357","0.115598597061948","0.104409582867816","0.126787611256079"
"3","2017","secondary school degree","Female","681","0.160683605526416","0.149935906291565","0.171431304761268"
"3","2017","college entrance qualification","Male","513","0.142486772714374","0.131407867721377","0.15356567770737"
"3","2017","college entrance qualification","Female","695","0.169977902907453","0.158529328931239","0.181426476883666"
"3","2017","Other degree","Male","219","0.111964998238984","0.100979559298352","0.122950437179616"
"3","2017","Other degree","Female","237","0.114437840114741","0.10263383900254","0.126241841226941"
"3","2017","no degree/no degree yet","Male","102","0.0909150939621639","0.0768896523260843","0.104940535598244"
"3","2017","no degree/no degree yet","Female","115","0.125625760994279","0.108387559668925","0.142863962319634"
"4","2017","lower secondary degree","Male","255","0.0805555083817409","0.0709504217697909","0.0901605949936909"
"4","2017","lower secondary degree","Female","314","0.107024604973205","0.0960406516703055","0.118008558276104"
"4","2017","secondary school degree","Male","269","0.0852137881110416","0.0754435404473148","0.0949840357747685"
"4","2017","secondary school degree","Female","456","0.0993175934787986","0.0905644146552104","0.108070772302387"
"4","2017","college entrance qualification","Male","371","0.101755308377644","0.0921731131202604","0.111337503635027"
"4","2017","college entrance qualification","Female","436","0.0995295383121895","0.0904047864230194","0.10865429020136"
"4","2017","Other degree","Male","161","0.0573487512670341","0.0492484953445398","0.0654490071895285"
"4","2017","Other degree","Female","189","0.0831131174438262","0.0728771815791459","0.0933490533085064"
"4","2017","no degree/no degree yet","Male","77","0.0910419041364103","0.0770076633622388","0.105076144910582"
"4","2017","no degree/no degree yet","Female","99","0.0889188162721702","0.0741148088626776","0.103722823681663"
"5","2017","lower secondary degree","Male","591","0.207667752404311","0.19335150801414","0.221983996794481"
"5","2017","lower secondary degree","Female","620","0.195678999789522","0.181583388048976","0.209774611530068"
"5","2017","secondary school degree","Male","595","0.192053475781746","0.178268905695327","0.205838045868165"
"5","2017","secondary school degree","Female","899","0.195879679344343","0.184264602748326","0.20749475594036"
"5","2017","college entrance qualification","Male","659","0.170623381002545","0.158700414742937","0.182546347262153"
"5","2017","college entrance qualification","Female","799","0.191822066844245","0.179821186345662","0.203822947342828"
"5","2017","Other degree","Male","599","0.177813045964114","0.164492306464903","0.191133785463325"
"5","2017","Other degree","Female","454","0.169159983086509","0.155259099395306","0.183060866777712"
"5","2017","no degree/no degree yet","Male","281","0.174699575084495","0.156174998738778","0.193224151430212"
"5","2017","no degree/no degree yet","Female","195","0.156305318241355","0.137417427924612","0.175193208558099"
"6","2017","lower secondary degree","Male","370","0.114018613518175","0.102801242537197","0.125235984499153"
"6","2017","lower secondary degree","Female","275","0.0850858171803241","0.0751725712141944","0.0949990631464537"
"6","2017","secondary school degree","Male","424","0.132774958382801","0.120900472279022","0.14464944448658"
"6","2017","secondary school degree","Female","463","0.10564279248179","0.0966469403281864","0.114638644635393"
"6","2017","college entrance qualification","Male","607","0.155543255843594","0.144056339818859","0.167030171868329"
"6","2017","college entrance qualification","Female","534","0.124712482118471","0.114642222591769","0.134782741645173"
"6","2017","Other degree","Male","287","0.113189868028203","0.102152123605875","0.12422761245053"
"6","2017","Other degree","Female","223","0.0701574905376354","0.0606869097800123","0.0796280712952585"
"6","2017","no degree/no degree yet","Male","114","0.0845767319963317","0.0710019535739308","0.0981515104187326"
"6","2017","no degree/no degree yet","Female","103","0.0790123722243606","0.0649817036074438","0.0930430408412774"
"7","2017","lower secondary degree","Male","468","0.141164292571859","0.128875523569577","0.153453061574142"
"7","2017","lower secondary degree","Female","245","0.0732978507853972","0.0640378116899149","0.0825578898808795"
"7","2017","secondary school degree","Male","514","0.162112835044132","0.149215728102325","0.175009941985938"
"7","2017","secondary school degree","Female","488","0.115380111258766","0.106030131005054","0.124730091512478"
"7","2017","college entrance qualification","Male","641","0.167331784051057","0.155500977214642","0.179162590887472"
"7","2017","college entrance qualification","Female","490","0.124495323507801","0.114432587293046","0.134558059722557"
"7","2017","Other degree","Male","362","0.137907109671182","0.125894659649364","0.149919559693001"
"7","2017","Other degree","Female","266","0.0853342422364694","0.074975005244955","0.0956934792279838"
"7","2017","no degree/no degree yet","Male","160","0.143555067284359","0.126448797720982","0.160661336847737"
"7","2017","no degree/no degree yet","Female","104","0.11276411430681","0.0963124846314778","0.129215743982143"
"8","2017","lower secondary degree","Male","356","0.102936702473923","0.092211942620209","0.113661462327638"
"8","2017","lower secondary degree","Female","194","0.0649051408400335","0.0561519882811189","0.0736582933989481"
"8","2017","secondary school degree","Male","402","0.134686293246072","0.122739830763148","0.146632755728995"
"8","2017","secondary school degree","Female","295","0.0570571662337127","0.0502688096262727","0.0638455228411526"
"8","2017","college entrance qualification","Male","457","0.114085235818875","0.10400896477492","0.12416150686283"
"8","2017","college entrance qualification","Female","255","0.0591894607923202","0.0519968988154021","0.0663820227692383"
"8","2017","Other degree","Male","309","0.116345843419975","0.105175209170753","0.127516477669197"
"8","2017","Other degree","Female","212","0.0843653443869386","0.0740596314085101","0.0946710573653671"
"8","2017","no degree/no degree yet","Male","139","0.15493496194875","0.137282060040296","0.172587863857203"
"8","2017","no degree/no degree yet","Female","92","0.0740656965198702","0.0604448982326113","0.087686494807129"
"9","2017","lower secondary degree","Male","131","0.031402996283717","0.0252477134867328","0.0375582790807011"
"9","2017","lower secondary degree","Female","63","0.0130009885824503","0.00897619453392817","0.0170257826309725"
"9","2017","secondary school degree","Male","122","0.0402244922293858","0.0333487284398962","0.0471002560188754"
"9","2017","secondary school degree","Female","78","0.01643391534998","0.012713091051534","0.020154739648426"
"9","2017","college entrance qualification","Male","106","0.029712230094742","0.0243306841464478","0.0350937760430361"
"9","2017","college entrance qualification","Female","59","0.0129743972212875","0.009525199121515","0.0164235953210599"
"9","2017","Other degree","Male","96","0.0293850674728223","0.0235014007521398","0.0352687341935047"
"9","2017","Other degree","Female","90","0.0351035039907716","0.0282793237415299","0.0419276842400133"
"9","2017","no degree/no degree yet","Male","60","0.0401535491694787","0.0305758944412673","0.0497312038976902"
"9","2017","no degree/no degree yet","Female","34","0.0219313982407686","0.0143137355539265","0.0295490609276106"
"10 Very willing to take risks","2017","lower secondary degree","Male","86","0.0244572257163597","0.0190057050798761","0.0299087463528434"
"10 Very willing to take risks","2017","lower secondary degree","Female","54","0.0129292389442279","0.00891542036023414","0.0169430575282216"
"10 Very willing to take risks","2017","secondary school degree","Male","67","0.015875418035202","0.0115014212783858","0.0202494147920181"
"10 Very willing to take risks","2017","secondary school degree","Female","55","0.0120224263370396","0.0088328244984856","0.0152120281755937"
"10 Very willing to take risks","2017","college entrance qualification","Male","46","0.0108149196266727","0.00753668845133359","0.0140931508020119"
"10 Very willing to take risks","2017","college entrance qualification","Female","28","","",""
"10 Very willing to take risks","2017","Other degree","Male","226","0.0443720433435217","0.0371980598788341","0.0515460268082092"
"10 Very willing to take risks","2017","Other degree","Female","116","0.0191009427062858","0.014025493922725","0.0241763914898466"
"10 Very willing to take risks","2017","no degree/no degree yet","Male","158","0.0497151918199966","0.0391112391955931","0.0603191444444002"
"10 Very willing to take risks","2017","no degree/no degree yet","Female","102","0.0471136765950846","0.0360932612229467","0.0581340919672225"
"0 Not at all Willing to take risks","2018","lower secondary degree","Male","142","0.0519153124861479","0.0438518384418734","0.0599787865304224"
"0 Not at all Willing to take risks","2018","lower secondary degree","Female","289","0.107256486055165","0.0959454001559326","0.118567571954397"
"0 Not at all Willing to take risks","2018","secondary school degree","Male","75","0.0216450940631409","0.0164220676300895","0.0268681204961922"
"0 Not at all Willing to take risks","2018","secondary school degree","Female","269","0.0724633502892445","0.0647099670497827","0.0802167335287062"
"0 Not at all Willing to take risks","2018","college entrance qualification","Male","47","0.00841990326367146","0.0054729320841303","0.0113668744432126"
"0 Not at all Willing to take risks","2018","college entrance qualification","Female","129","0.0296289695955996","0.0243769269713475","0.0348810122198518"
"0 Not at all Willing to take risks","2018","Other degree","Male","564","0.0874968251217467","0.076748787752783","0.0982448624907103"
"0 Not at all Willing to take risks","2018","Other degree","Female","473","0.0946644773994265","0.0830581239611141","0.106270830837739"
"0 Not at all Willing to take risks","2018","no degree/no degree yet","Male","384","0.129717645098594","0.111354070491018","0.14808121970617"
"0 Not at all Willing to take risks","2018","no degree/no degree yet","Female","354","0.177582791603897","0.155684930635905","0.19948065257189"
"1","2018","lower secondary degree","Male","156","0.0569064758070903","0.0484865334817669","0.0653264181324137"
"1","2018","lower secondary degree","Female","267","0.0991642981696783","0.0882390922173782","0.110089504121978"
"1","2018","secondary school degree","Male","122","0.0432155961302818","0.0359172985164568","0.0505138937441067"
"1","2018","secondary school degree","Female","334","0.08402147227748","0.0757247930935665","0.0923181514613934"
"1","2018","college entrance qualification","Male","103","0.0286139771963758","0.0232369346160959","0.0339910197766557"
"1","2018","college entrance qualification","Female","251","0.060279235581942","0.052907252389395","0.067651218774489"
"1","2018","Other degree","Male","178","0.0643655806544775","0.0550309794421904","0.0737001818667646"
"1","2018","Other degree","Female","215","0.0865431767460042","0.0753961788604599","0.0976901746315485"
"1","2018","no degree/no degree yet","Male","81","0.0445196920229418","0.0332473397410264","0.0557920443048571"
"1","2018","no degree/no degree yet","Female","102","0.0930474958621344","0.076401883484088","0.109693108240181"
"2","2018","lower secondary degree","Male","337","0.121013027152948","0.109159211423921","0.132866842881976"
"2","2018","lower secondary degree","Female","481","0.171374348639502","0.157599676783036","0.185149020495968"
"2","2018","secondary school degree","Male","304","0.0998589187069149","0.0890981575399684","0.110619679873861"
"2","2018","secondary school degree","Female","689","0.153783380058446","0.142994857266477","0.164571902850414"
"2","2018","college entrance qualification","Male","371","0.0945662560243651","0.0851288014825697","0.10400371056616"
"2","2018","college entrance qualification","Female","605","0.146588377336449","0.135632930342005","0.157543824330893"
"2","2018","Other degree","Male","231","0.130906157282024","0.118076082076386","0.143736232487662"
"2","2018","Other degree","Female","298","0.159838070875194","0.145309626867861","0.174366514882527"
"2","2018","no degree/no degree yet","Male","100","0.0870290627789875","0.0716231215625474","0.102435003995428"
"2","2018","no degree/no degree yet","Female","91","0.0579168194598856","0.0445323199116067","0.0713013190081644"
"3","2018","lower secondary degree","Male","393","0.138181089360828","0.125638615467599","0.150723563254057"
"3","2018","lower secondary degree","Female","393","0.142751305856005","0.129964189192197","0.155538422519813"
"3","2018","secondary school degree","Male","393","0.137020575140443","0.124678522760889","0.149362627519996"
"3","2018","secondary school degree","Female","678","0.147281036692843","0.13668257379614","0.157879499589547"
"3","2018","college entrance qualification","Male","582","0.161331047793391","0.149467551546599","0.173194544040182"
"3","2018","college entrance qualification","Female","763","0.204262924494514","0.191775277135041","0.216750571853987"
"3","2018","Other degree","Male","184","0.0805479447055717","0.0701963417977816","0.0908995476133617"
"3","2018","Other degree","Female","232","0.0989528681796323","0.0871146745827395","0.110791061776525"
"3","2018","no degree/no degree yet","Male","78","0.0912213747753016","0.0754849900350488","0.106957759515554"
"3","2018","no degree/no degree yet","Female","90","0.0935644119697275","0.0768773845134431","0.110251439426012"
"4","2018","lower secondary degree","Male","227","0.0796216196057976","0.0697826504763763","0.089460588735219"
"4","2018","lower secondary degree","Female","238","0.0859068018627483","0.0756635422276919","0.0961500614978046"
"4","2018","secondary school degree","Male","277","0.0904040072401558","0.0801117085478958","0.100696305932416"
"4","2018","secondary school degree","Female","436","0.0962596340183027","0.0874387837449947","0.105080484291611"
"4","2018","college entrance qualification","Male","393","0.116649225273381","0.106296231240172","0.127002219306591"
"4","2018","college entrance qualification","Female","468","0.112949665978256","0.103145341771147","0.122753990185364"
"4","2018","Other degree","Male","139","0.0652804756127282","0.0558843645741742","0.0746765866512821"
"4","2018","Other degree","Female","134","0.0903920651452883","0.0790239159492319","0.101760214341345"
"4","2018","no degree/no degree yet","Male","57","0.0694290125457838","0.0555367540672007","0.083321271024367"
"4","2018","no degree/no degree yet","Female","71","0.0730569242151499","0.0581457314558826","0.0879681169744172"
"5","2018","lower secondary degree","Male","564","0.19048985698468","0.176217425554593","0.204762288414768"
"5","2018","lower secondary degree","Female","539","0.193857372096479","0.179407091827533","0.208307652365425"
"5","2018","secondary school degree","Male","584","0.192416353863787","0.178267898801211","0.206564808926363"
"5","2018","secondary school degree","Female","844","0.205867079884169","0.193774845432534","0.217959314335804"
"5","2018","college entrance qualification","Male","624","0.178165158292526","0.165823824439705","0.190506492145348"
"5","2018","college entrance qualification","Female","684","0.16964625996311","0.158020943755961","0.181271576170258"
"5","2018","Other degree","Male","438","0.168470208943808","0.154233280830085","0.182707137057531"
"5","2018","Other degree","Female","420","0.177786482853164","0.162628578386956","0.192944387319373"
"5","2018","no degree/no degree yet","Male","202","0.183371383623451","0.162221611867209","0.204521155379693"
"5","2018","no degree/no degree yet","Female","166","0.136700690037437","0.117016334055395","0.156385046019479"
"6","2018","lower secondary degree","Male","274","0.0998083391848006","0.0889139773073038","0.110702701062297"
"6","2018","lower secondary degree","Female","207","0.066513603820281","0.0574052812480724","0.0756219263924897"
"6","2018","secondary school degree","Male","322","0.1142079600187","0.10279210761271","0.125623812424689"
"6","2018","secondary school degree","Female","328","0.0739856081919721","0.0661576409559035","0.0818135754280408"
"6","2018","college entrance qualification","Male","485","0.137144614607044","0.126049882418811","0.148239346795277"
"6","2018","college entrance qualification","Female","419","0.112213892807428","0.102437502241973","0.121990283372883"
"6","2018","Other degree","Male","228","0.106536180636703","0.0948006461201467","0.118271715153259"
"6","2018","Other degree","Female","157","0.089666166604065","0.0783392387620093","0.100993094446121"
"6","2018","no degree/no degree yet","Male","87","0.0761705172168646","0.0616722210200618","0.0906688134136675"
"6","2018","no degree/no degree yet","Female","67","0.106624015016489","0.0889392288392881","0.124308801193691"
"7","2018","lower secondary degree","Male","332","0.111490841204828","0.100051488766674","0.122930193642982"
"7","2018","lower secondary degree","Female","188","0.0548387154265036","0.0465167527249679","0.0631606781280393"
"7","2018","secondary school degree","Male","428","0.137762517867247","0.125392416560909","0.150132619173585"
"7","2018","secondary school degree","Female","349","0.0745658412659922","0.0667097009651651","0.0824219815668194"
"7","2018","college entrance qualification","Male","552","0.133041399553146","0.122087947305094","0.143994851801197"
"7","2018","college entrance qualification","Female","386","0.0913658274667767","0.0824412536599077","0.100290401273646"
"7","2018","Other degree","Male","244","0.117632819463205","0.105378061034575","0.129887577891834"
"7","2018","Other degree","Female","218","0.0921027450520675","0.0806383239765877","0.103567166127547"
"7","2018","no degree/no degree yet","Male","84","0.104815698033537","0.0880740965006948","0.12155729956638"
"7","2018","no degree/no degree yet","Female","83","0.127318587095859","0.108218782311871","0.146418391879846"
"8","2018","lower secondary degree","Male","309","0.0982441990796814","0.0874261531603775","0.109062244998985"
"8","2018","lower secondary degree","Female","183","0.0581761798819164","0.0496198680947613","0.0667324916690714"
"8","2018","secondary school degree","Male","336","0.115588843640635","0.104113139655022","0.127064547626247"
"8","2018","secondary school degree","Female","258","0.0659045279256493","0.0584842569178601","0.0733247989334384"
"8","2018","college entrance qualification","Male","391","0.10803696633654","0.0980250305493993","0.11804890212368"
"8","2018","college entrance qualification","Female","223","0.0560212227738307","0.0488982962598885","0.0631441492877729"
"8","2018","Other degree","Male","227","0.100017289410555","0.0886050610933396","0.111429517727771"
"8","2018","Other degree","Female","153","0.0673765428730651","0.0574384049613128","0.0773146807848175"
"8","2018","no degree/no degree yet","Male","92","0.118774150182288","0.101092117590832","0.136456182773744"
"8","2018","no degree/no degree yet","Female","76","0.0904755134514091","0.0740383116809106","0.106912715221908"
"9","2018","lower secondary degree","Male","95","0.0317901473642261","0.0254136540397368","0.0381666406887154"
"9","2018","lower secondary degree","Female","45","0.0100233136118178","0.00638209034144096","0.0136645368821946"
"9","2018","secondary school degree","Male","89","0.0361981318476723","0.0294941746606216","0.042902089034723"
"9","2018","secondary school degree","Female","66","0.0156228499469577","0.0119141013099866","0.0193315985839288"
"9","2018","college entrance qualification","Male","96","0.0203250650071668","0.0157739751826857","0.0248761548316478"
"9","2018","college entrance qualification","Female","58","0.0140084385256376","0.0103681775500613","0.0176486995012139"
"9","2018","Other degree","Male","94","0.0390646549085642","0.0316948683806194","0.0464344414365089"
"9","2018","Other degree","Female","61","0.0171665010677684","0.0120168434188198","0.0223161587167171"
"9","2018","no degree/no degree yet","Male","31","0.0483135468576778","0.0365940488042238","0.0600330449111317"
"9","2018","no degree/no degree yet","Female","21","","",""
"10 Very willing to take risks","2018","lower secondary degree","Male","79","0.0205390917689714","0.0153840159007292","0.0256941676372137"
"10 Very willing to take risks","2018","lower secondary degree","Female","45","0.010137574579904","0.00647586735344872","0.0137992818063592"
"10 Very willing to take risks","2018","secondary school degree","Male","52","0.0116820014810239","0.00782543118260352","0.0155385717794442"
"10 Very willing to take risks","2018","secondary school degree","Female","44","0.0102452194489433","0.00723366344678958","0.0132567754510971"
"10 Very willing to take risks","2018","college entrance qualification","Male","49","0.0137063866523934","0.00995645772050502","0.0174563155842818"
"10 Very willing to take risks","2018","college entrance qualification","Female","18","","",""
"10 Very willing to take risks","2018","Other degree","Male","128","0.0396818632606166","0.0322564706418093","0.0471072558794239"
"10 Very willing to take risks","2018","Other degree","Female","83","0.0255109032043244","0.0192599118266966","0.0317618945819522"
"10 Very willing to take risks","2018","no degree/no degree yet","Male","90","0.0466379168645726","0.0351133100802206","0.0581625236489247"
"10 Very willing to take risks","2018","no degree/no degree yet","Female","49","0.0177356947752722","0.0101727061990435","0.025298683351501"
"0 Not at all Willing to take risks","2019","lower secondary degree","Male","94","0.0358088326271095","0.0289177210928223","0.0426999441613966"
"0 Not at all Willing to take risks","2019","lower secondary degree","Female","173","0.0741760600762736","0.0640875582593853","0.084264561893162"
"0 Not at all Willing to take risks","2019","secondary school degree","Male","43","0.0112089841523925","0.00757384779384834","0.0148441205109366"
"0 Not at all Willing to take risks","2019","secondary school degree","Female","150","0.0433406184903959","0.0372202484188921","0.0494609885618997"
"0 Not at all Willing to take risks","2019","college entrance qualification","Male","34","0.0100761178446321","0.0070899588043518","0.0130622768849124"
"0 Not at all Willing to take risks","2019","college entrance qualification","Female","85","0.0212760485568972","0.0169528836579087","0.0255992134558857"
"0 Not at all Willing to take risks","2019","Other degree","Male","333","0.083817398636571","0.0725339155270609","0.095100881746081"
"0 Not at all Willing to take risks","2019","Other degree","Female","289","0.0735179529753201","0.0623529953566227","0.0846829105940175"
"0 Not at all Willing to take risks","2019","no degree/no degree yet","Male","243","0.0869642977132522","0.0709745266292302","0.102954068797274"
"0 Not at all Willing to take risks","2019","no degree/no degree yet","Female","246","0.11719146575162","0.0974037198701596","0.136979211633081"
"1","2019","lower secondary degree","Male","90","0.0277557202984287","0.0216634863460666","0.0338479542507908"
"1","2019","lower secondary degree","Female","165","0.0766671431807369","0.066424444948559","0.0869098414129148"
"1","2019","secondary school degree","Male","62","0.0264780041642078","0.0209342899941109","0.0320217183343048"
"1","2019","secondary school degree","Female","195","0.0442037638532961","0.0380255384882228","0.0503819892183694"
"1","2019","college entrance qualification","Male","67","0.0141870305712966","0.0106510617233322","0.0177229994192609"
"1","2019","college entrance qualification","Female","166","0.0417141722249866","0.0357243276402892","0.0477040168096841"
