"plh0204_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"5","2004","(3a) lower tertiary education","middle vocational","","","",""
"5","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"5","2004","(3a) lower tertiary education","higher vocational","","","",""
"5","2004","(3a) lower tertiary education","higher education","386","0.237089954887705","0.216890762267278","0.257289147508132"
"5","2004","(3b) higher tertiary education","in school","","","",""
"5","2004","(3b) higher tertiary education","inadequately","","","",""
"5","2004","(3b) higher tertiary education","general elemantary","","","",""
"5","2004","(3b) higher tertiary education","middle vocational","","","",""
"5","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"5","2004","(3b) higher tertiary education","higher vocational","","","",""
"5","2004","(3b) higher tertiary education","higher education","518","0.196918784055108","0.18161248694054","0.212225081169677"
"6","2004","(0) in school","in school","94","0.11849911845918","0.0932816000439533","0.143716636874407"
"6","2004","(0) in school","inadequately","","","",""
"6","2004","(0) in school","general elemantary","","","",""
"6","2004","(0) in school","middle vocational","","","",""
"6","2004","(0) in school","vocational + Abi","","","",""
"6","2004","(0) in school","higher vocational","","","",""
"6","2004","(0) in school","higher education","","","",""
"6","2004","(1a) inadequately completed","in school","","","",""
"6","2004","(1a) inadequately completed","inadequately","10","","",""
"6","2004","(1a) inadequately completed","general elemantary","","","",""
"6","2004","(1a) inadequately completed","middle vocational","6","","",""
"6","2004","(1a) inadequately completed","vocational + Abi","","","",""
"6","2004","(1a) inadequately completed","higher vocational","","","",""
"6","2004","(1a) inadequately completed","higher education","","","",""
"6","2004","(1b) general elementary school","in school","","","",""
"6","2004","(1b) general elementary school","inadequately","2","","",""
"6","2004","(1b) general elementary school","general elemantary","118","0.0535342857645877","0.0435943534412327","0.0634742180879426"
"6","2004","(1b) general elementary school","middle vocational","","","",""
"6","2004","(1b) general elementary school","vocational + Abi","","","",""
"6","2004","(1b) general elementary school","higher vocational","","","",""
"6","2004","(1b) general elementary school","higher education","","","",""
"6","2004","(1c) basic vocational qualification","in school","","","",""
"6","2004","(1c) basic vocational qualification","inadequately","","","",""
"6","2004","(1c) basic vocational qualification","general elemantary","","","",""
"6","2004","(1c) basic vocational qualification","middle vocational","474","0.0816948746911195","0.074500560717817","0.088889188664422"
"6","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
"6","2004","(1c) basic vocational qualification","higher vocational","64","0.149213754496532","0.117983340022476","0.180444168970588"
"6","2004","(1c) basic vocational qualification","higher education","","","",""
"6","2004","(2b) intermediate general qualification","in school","","","",""
"6","2004","(2b) intermediate general qualification","inadequately","","","",""
"6","2004","(2b) intermediate general qualification","general elemantary","74","0.0996525982199719","0.0758629064181812","0.123442290021763"
"6","2004","(2b) intermediate general qualification","middle vocational","","","",""
"6","2004","(2b) intermediate general qualification","vocational + Abi","","","",""
"6","2004","(2b) intermediate general qualification","higher vocational","","","",""
"6","2004","(2b) intermediate general qualification","higher education","","","",""
"6","2004","(2a) intermediate vocational","in school","","","",""
"6","2004","(2a) intermediate vocational","inadequately","","","",""
"6","2004","(2a) intermediate vocational","general elemantary","","","",""
"6","2004","(2a) intermediate vocational","middle vocational","501","0.121394654627539","0.111605933741992","0.131183375513086"
"6","2004","(2a) intermediate vocational","vocational + Abi","","","",""
"6","2004","(2a) intermediate vocational","higher vocational","83","0.121989554886538","0.0982486195286682","0.145730490244409"
"6","2004","(2a) intermediate vocational","higher education","","","",""
"6","2004","(2c_gen) general maturity certificate","in school","","","",""
"6","2004","(2c_gen) general maturity certificate","inadequately","","","",""
"6","2004","(2c_gen) general maturity certificate","general elemantary","","","",""
"6","2004","(2c_gen) general maturity certificate","middle vocational","124","0.136176816881879","0.11307902825337","0.159274605510389"
"6","2004","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"6","2004","(2c_gen) general maturity certificate","higher vocational","","","",""
"6","2004","(2c_gen) general maturity certificate","higher education","","","",""
"6","2004","(2c_voc) vocational maturity certificate","in school","","","",""
"6","2004","(2c_voc) vocational maturity certificate","inadequately","","","",""
"6","2004","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"6","2004","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"6","2004","(2c_voc) vocational maturity certificate","vocational + Abi","158","0.126726141012893","0.107557569623954","0.145894712401832"
"6","2004","(2c_voc) vocational maturity certificate","higher vocational","54","0.143099490730547","0.10891100917491","0.177287972286184"
"6","2004","(2c_voc) vocational maturity certificate","higher education","","","",""
"6","2004","(3a) lower tertiary education","in school","","","",""
"6","2004","(3a) lower tertiary education","inadequately","","","",""
"6","2004","(3a) lower tertiary education","general elemantary","","","",""
"6","2004","(3a) lower tertiary education","middle vocational","","","",""
"6","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"6","2004","(3a) lower tertiary education","higher vocational","","","",""
"6","2004","(3a) lower tertiary education","higher education","203","0.101598292501671","0.087249371125212","0.11594721387813"
"6","2004","(3b) higher tertiary education","in school","","","",""
"6","2004","(3b) higher tertiary education","inadequately","","","",""
"6","2004","(3b) higher tertiary education","general elemantary","","","",""
"6","2004","(3b) higher tertiary education","middle vocational","","","",""
"6","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"6","2004","(3b) higher tertiary education","higher vocational","","","",""
"6","2004","(3b) higher tertiary education","higher education","353","0.147430143025857","0.133784155717952","0.161076130333762"
"7","2004","(0) in school","in school","101","0.160595857141695","0.131948396303695","0.189243317979695"
"7","2004","(0) in school","inadequately","","","",""
"7","2004","(0) in school","general elemantary","","","",""
"7","2004","(0) in school","middle vocational","1","","",""
"7","2004","(0) in school","vocational + Abi","","","",""
"7","2004","(0) in school","higher vocational","","","",""
"7","2004","(0) in school","higher education","","","",""
"7","2004","(1a) inadequately completed","in school","","","",""
"7","2004","(1a) inadequately completed","inadequately","11","","",""
"7","2004","(1a) inadequately completed","general elemantary","","","",""
"7","2004","(1a) inadequately completed","middle vocational","3","","",""
"7","2004","(1a) inadequately completed","vocational + Abi","","","",""
"7","2004","(1a) inadequately completed","higher vocational","","","",""
"7","2004","(1a) inadequately completed","higher education","","","",""
"7","2004","(1b) general elementary school","in school","","","",""
"7","2004","(1b) general elementary school","inadequately","3","","",""
"7","2004","(1b) general elementary school","general elemantary","86","0.0415002095790028","0.0326930445543033","0.0503073746037022"
"7","2004","(1b) general elementary school","middle vocational","","","",""
"7","2004","(1b) general elementary school","vocational + Abi","","","",""
"7","2004","(1b) general elementary school","higher vocational","","","",""
"7","2004","(1b) general elementary school","higher education","","","",""
"7","2004","(1c) basic vocational qualification","in school","","","",""
"7","2004","(1c) basic vocational qualification","inadequately","","","",""
"7","2004","(1c) basic vocational qualification","general elemantary","","","",""
"7","2004","(1c) basic vocational qualification","middle vocational","431","0.0765336545893582","0.0695507639568063","0.08351654522191"
"7","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
