"plh0204_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"8","2004","Couple + C. LE 16 ","inadequately","3","","",""
"8","2004","Couple + C. LE 16 ","general elemantary","23","","",""
"8","2004","Couple + C. LE 16 ","middle vocational","126","0.0700494310568959","0.0589164320603949","0.0811824300533968"
"8","2004","Couple + C. LE 16 ","vocational + Abi","22","","",""
"8","2004","Couple + C. LE 16 ","higher vocational","31","0.0777510284426161","0.0525289249254056","0.102973131959827"
"8","2004","Couple + C. LE 16 ","higher education","73","0.0682790779008744","0.052033717696597","0.0845244381051518"
"8","2004","Couple + C. GT 16 ","in school","29","","",""
"8","2004","Couple + C. GT 16 ","inadequately","3","","",""
"8","2004","Couple + C. GT 16 ","general elemantary","31","0.0567161676542617","0.0360885458693296","0.0773437894391938"
"8","2004","Couple + C. GT 16 ","middle vocational","130","0.0630886573869329","0.0521278617648452","0.0740494530090205"
"8","2004","Couple + C. GT 16 ","vocational + Abi","12","","",""
"8","2004","Couple + C. GT 16 ","higher vocational","18","","",""
"8","2004","Couple + C. GT 16 ","higher education","63","0.0934619691234865","0.0715680413318685","0.115355896915104"
"8","2004","Couple + C. LE and GT 16","in school","35","0.163966224850614","0.119304526098077","0.208627923603151"
"8","2004","Couple + C. LE and GT 16","inadequately","1","","",""
"8","2004","Couple + C. LE and GT 16","general elemantary","19","","",""
"8","2004","Couple + C. LE and GT 16","middle vocational","53","0.0657100445250833","0.0474460779050658","0.0839740111451007"
"8","2004","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"8","2004","Couple + C. LE and GT 16","higher vocational","12","","",""
"8","2004","Couple + C. LE and GT 16","higher education","21","","",""
"9","2004","1-pers.-HH","in school","","","",""
"9","2004","1-pers.-HH","inadequately","","","",""
"9","2004","1-pers.-HH","general elemantary","2","","",""
"9","2004","1-pers.-HH","middle vocational","20","","",""
"9","2004","1-pers.-HH","vocational + Abi","2","","",""
"9","2004","1-pers.-HH","higher vocational","3","","",""
"9","2004","1-pers.-HH","higher education","13","","",""
"9","2004","(Married) couple without C. ","in school","","","",""
"9","2004","(Married) couple without C. ","inadequately","1","","",""
"9","2004","(Married) couple without C. ","general elemantary","8","","",""
"9","2004","(Married) couple without C. ","middle vocational","34","0.00865242012610491","0.00571929575249529","0.0115855444997145"
"9","2004","(Married) couple without C. ","vocational + Abi","8","","",""
"9","2004","(Married) couple without C. ","higher vocational","11","","",""
"9","2004","(Married) couple without C. ","higher education","29","","",""
"9","2004","Single parent ","in school","5","","",""
"9","2004","Single parent ","inadequately","","","",""
"9","2004","Single parent ","general elemantary","8","","",""
"9","2004","Single parent ","middle vocational","9","","",""
"9","2004","Single parent ","vocational + Abi","2","","",""
"9","2004","Single parent ","higher vocational","","","",""
"9","2004","Single parent ","higher education","1","","",""
"9","2004","Couple + C. LE 16 ","in school","","","",""
"9","2004","Couple + C. LE 16 ","inadequately","","","",""
"9","2004","Couple + C. LE 16 ","general elemantary","6","","",""
"9","2004","Couple + C. LE 16 ","middle vocational","34","0.0116139780086457","0.00694056967501668","0.0162873863422747"
"9","2004","Couple + C. LE 16 ","vocational + Abi","8","","",""
"9","2004","Couple + C. LE 16 ","higher vocational","6","","",""
"9","2004","Couple + C. LE 16 ","higher education","18","","",""
"9","2004","Couple + C. GT 16 ","in school","15","","",""
"9","2004","Couple + C. GT 16 ","inadequately","2","","",""
"9","2004","Couple + C. GT 16 ","general elemantary","11","","",""
"9","2004","Couple + C. GT 16 ","middle vocational","35","0.0146994549028881","0.00927380001977864","0.0201251097859976"
"9","2004","Couple + C. GT 16 ","vocational + Abi","4","","",""
"9","2004","Couple + C. GT 16 ","higher vocational","4","","",""
"9","2004","Couple + C. GT 16 ","higher education","15","","",""
"9","2004","Couple + C. LE and GT 16","in school","13","","",""
"9","2004","Couple + C. LE and GT 16","inadequately","","","",""
"9","2004","Couple + C. LE and GT 16","general elemantary","7","","",""
"9","2004","Couple + C. LE and GT 16","middle vocational","17","","",""
"9","2004","Couple + C. LE and GT 16","vocational + Abi","","","",""
"9","2004","Couple + C. LE and GT 16","higher vocational","","","",""
"9","2004","Couple + C. LE and GT 16","higher education","9","","",""
"10 Very willing to take risks","2004","1-pers.-HH","in school","1","","",""
"10 Very willing to take risks","2004","1-pers.-HH","inadequately","","","",""
"10 Very willing to take risks","2004","1-pers.-HH","general elemantary","1","","",""
"10 Very willing to take risks","2004","1-pers.-HH","middle vocational","17","","",""
"10 Very willing to take risks","2004","1-pers.-HH","vocational + Abi","1","","",""
"10 Very willing to take risks","2004","1-pers.-HH","higher vocational","1","","",""
"10 Very willing to take risks","2004","1-pers.-HH","higher education","3","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","in school","","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","inadequately","1","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","general elemantary","6","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","middle vocational","28","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","vocational + Abi","2","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","higher vocational","3","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","higher education","18","","",""
"10 Very willing to take risks","2004","Single parent ","in school","","","",""
"10 Very willing to take risks","2004","Single parent ","inadequately","","","",""
"10 Very willing to take risks","2004","Single parent ","general elemantary","5","","",""
"10 Very willing to take risks","2004","Single parent ","middle vocational","9","","",""
"10 Very willing to take risks","2004","Single parent ","vocational + Abi","","","",""
"10 Very willing to take risks","2004","Single parent ","higher vocational","","","",""
"10 Very willing to take risks","2004","Single parent ","higher education","1","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","in school","","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","inadequately","","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","general elemantary","4","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","middle vocational","25","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","vocational + Abi","2","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","higher vocational","1","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","higher education","7","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","in school","4","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","inadequately","","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","general elemantary","6","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","middle vocational","10","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","vocational + Abi","","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","higher vocational","2","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","higher education","4","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","in school","6","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","inadequately","1","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","general elemantary","8","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","middle vocational","17","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","higher vocational","","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","higher education","1","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","in school","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","inadequately","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","higher education","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","in school","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","inadequately","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","higher education","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","in school","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","inadequately","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","higher education","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","in school","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","inadequately","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","higher education","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","in school","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","inadequately","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","higher education","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","in school","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","inadequately","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","general elemantary","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","middle vocational","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","higher vocational","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","higher education","","","",""
"1","2005","1-pers.-HH","in school","","","",""
"1","2005","1-pers.-HH","inadequately","","","",""
"1","2005","1-pers.-HH","general elemantary","","","",""
"1","2005","1-pers.-HH","middle vocational","","","",""
"1","2005","1-pers.-HH","vocational + Abi","","","",""
