"ple0081_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2017","secondary school degree","(1b) general elementary school","","","",""
"No","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"No","2017","secondary school degree","(2b) intermediate general qualification","","","",""
"No","2017","secondary school degree","(2a) intermediate vocational","","","",""
"No","2017","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No","2017","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No","2017","secondary school degree","(3a) lower tertiary education","","","",""
"No","2017","secondary school degree","(3b) higher tertiary education","","","",""
"No","2017","college entrance qualification","(0) in school","","","",""
"No","2017","college entrance qualification","(1a) inadequately completed","","","",""
"No","2017","college entrance qualification","(1b) general elementary school","","","",""
"No","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"No","2017","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"No","2017","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"No","2017","college entrance qualification","(3a) lower tertiary education","","","",""
"No","2017","college entrance qualification","(3b) higher tertiary education","","","",""
"No","2017","Other degree","(0) in school","","","",""
"No","2017","Other degree","(1a) inadequately completed","","","",""
"No","2017","Other degree","(1b) general elementary school","","","",""
"No","2017","Other degree","(1c) basic vocational qualification","","","",""
"No","2017","Other degree","(2b) intermediate general qualification","","","",""
"No","2017","Other degree","(2a) intermediate vocational","","","",""
"No","2017","Other degree","(2c_gen) general maturity certificate","","","",""
"No","2017","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Other degree","(3a) lower tertiary education","","","",""
"No","2017","Other degree","(3b) higher tertiary education","","","",""
"No","2017","no degree/no degree yet","(0) in school","","","",""
"No","2017","no degree/no degree yet","(1a) inadequately completed","","","",""
"No","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"No","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","2017","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2018","lower secondary degree","(0) in school","","","",""
"Yes","2018","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2018","lower secondary degree","(1b) general elementary school","555","0.33691033411247","0.311872909022314","0.361947759202626"
"Yes","2018","lower secondary degree","(1c) basic vocational qualification","1246","0.27083979836948","0.257431934724721","0.284247662014239"
"Yes","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2018","lower secondary degree","(2a) intermediate vocational","4","","",""
"Yes","2018","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Yes","2018","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","lower secondary degree","(3a) lower tertiary education","11","","",""
"Yes","2018","lower secondary degree","(3b) higher tertiary education","4","","",""
"Yes","2018","secondary school degree","(0) in school","","","",""
"Yes","2018","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2018","secondary school degree","(1b) general elementary school","","","",""
"Yes","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2018","secondary school degree","(2b) intermediate general qualification","275","0.319207372673535","0.286823003932078","0.351591741414992"
"Yes","2018","secondary school degree","(2a) intermediate vocational","1619","0.278044036405759","0.266511598314585","0.289576474496933"
"Yes","2018","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2018","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2018","secondary school degree","(3a) lower tertiary education","76","0.146725858266202","0.1153004280424","0.178151288490004"
"Yes","2018","secondary school degree","(3b) higher tertiary education","21","","",""
"Yes","2018","college entrance qualification","(0) in school","","","",""
"Yes","2018","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2018","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2018","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2018","college entrance qualification","(2c_gen) general maturity certificate","200","0.163344994499473","0.142107771711972","0.184582217286973"
"Yes","2018","college entrance qualification","(2c_voc) vocational maturity certificate","466","0.246743749540728","0.227929383290305","0.26555811579115"
"Yes","2018","college entrance qualification","(3a) lower tertiary education","220","0.151796784070992","0.132555852071974","0.17103771607001"
"Yes","2018","college entrance qualification","(3b) higher tertiary education","371","0.142238604070011","0.130027135680764","0.154450072459259"
"Yes","2018","Other degree","(0) in school","","","",""
"Yes","2018","Other degree","(1a) inadequately completed","","","",""
"Yes","2018","Other degree","(1b) general elementary school","194","0.343608884941433","0.303990926541471","0.383226843341395"
"Yes","2018","Other degree","(1c) basic vocational qualification","217","0.267110954573581","0.232506402344942","0.30171550680222"
"Yes","2018","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2018","Other degree","(2a) intermediate vocational","","","",""
"Yes","2018","Other degree","(2c_gen) general maturity certificate","89","0.309888806744954","0.257558901992733","0.362218711497175"
"Yes","2018","Other degree","(2c_voc) vocational maturity certificate","164","0.320455626059813","0.279593393702037","0.361317858417589"
"Yes","2018","Other degree","(3a) lower tertiary education","8","","",""
"Yes","2018","Other degree","(3b) higher tertiary education","150","0.19153488123747","0.165953691949291","0.217116070525649"
"Yes","2018","no degree/no degree yet","(0) in school","33","0.0806206349750035","0.0515534065343555","0.109687863415652"
"Yes","2018","no degree/no degree yet","(1a) inadequately completed","257","0.472871460218743","0.43060503547508","0.515137884962407"
"Yes","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2018","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No","2018","lower secondary degree","(0) in school","","","",""
"No","2018","lower secondary degree","(1a) inadequately completed","","","",""
"No","2018","lower secondary degree","(1b) general elementary school","814","0.66308966588753","0.638052240797374","0.688127090977686"
"No","2018","lower secondary degree","(1c) basic vocational qualification","2974","0.72916020163052","0.715752337985761","0.742568065275279"
"No","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","2018","lower secondary degree","(2a) intermediate vocational","4","","",""
"No","2018","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"No","2018","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"No","2018","lower secondary degree","(3a) lower tertiary education","73","0.891151742204567","0.824548553912487","0.957754930496648"
"No","2018","lower secondary degree","(3b) higher tertiary education","26","","",""
"No","2018","secondary school degree","(0) in school","","","",""
"No","2018","secondary school degree","(1a) inadequately completed","","","",""
"No","2018","secondary school degree","(1b) general elementary school","","","",""
"No","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"No","2018","secondary school degree","(2b) intermediate general qualification","521","0.680792627326465","0.648408258585008","0.713176996067922"
"No","2018","secondary school degree","(2a) intermediate vocational","4179","0.721955963594241","0.710423525503067","0.733488401685415"
"No","2018","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"No","2018","secondary school degree","(2c_voc) vocational maturity certificate","16","","",""
"No","2018","secondary school degree","(3a) lower tertiary education","411","0.853274141733798","0.821848711509995","0.8846995719576"
"No","2018","secondary school degree","(3b) higher tertiary education","124","0.817180404137365","0.754268267642148","0.880092540632582"
"No","2018","college entrance qualification","(0) in school","","","",""
"No","2018","college entrance qualification","(1a) inadequately completed","","","",""
"No","2018","college entrance qualification","(1b) general elementary school","","","",""
"No","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","2018","college entrance qualification","(2a) intermediate vocational","","","",""
"No","2018","college entrance qualification","(2c_gen) general maturity certificate","964","0.836655005500527","0.815417782713026","0.857892228288028"
"No","2018","college entrance qualification","(2c_voc) vocational maturity certificate","1551","0.753256250459272","0.73444188420885","0.772070616709695"
"No","2018","college entrance qualification","(3a) lower tertiary education","1116","0.848203215929008","0.82896228392999","0.867444147928026"
"No","2018","college entrance qualification","(3b) higher tertiary education","2772","0.857761395929989","0.845549927540741","0.869972864319236"
"No","2018","Other degree","(0) in school","","","",""
"No","2018","Other degree","(1a) inadequately completed","","","",""
"No","2018","Other degree","(1b) general elementary school","358","0.656391115058567","0.616773156658606","0.696009073458529"
"No","2018","Other degree","(1c) basic vocational qualification","411","0.732889045426419","0.69828449319778","0.767493597655058"
"No","2018","Other degree","(2b) intermediate general qualification","","","",""
"No","2018","Other degree","(2a) intermediate vocational","","","",""
"No","2018","Other degree","(2c_gen) general maturity certificate","211","0.690111193255046","0.637781288502825","0.742441098007267"
"No","2018","Other degree","(2c_voc) vocational maturity certificate","337","0.679544373940187","0.638682141582411","0.720406606297963"
"No","2018","Other degree","(3a) lower tertiary education","30","0.892735877385669","0.794347221096296","0.991124533675041"
"No","2018","Other degree","(3b) higher tertiary education","759","0.80846511876253","0.782883929474351","0.834046308050709"
"No","2018","no degree/no degree yet","(0) in school","304","0.919379365024997","0.890312136584348","0.948446593465645"
"No","2018","no degree/no degree yet","(1a) inadequately completed","279","0.527128539781257","0.484862115037593","0.56939496452492"
"No","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"No","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","2018","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"No","2018","no degree/no degree yet","(3b) higher tertiary education","2","","",""
