"ple0081_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2017","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"No","2017","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"No","2017","Single parent ","(0) in school","","","",""
"No","2017","Single parent ","(1a) inadequately completed","","","",""
"No","2017","Single parent ","(1b) general elementary school","","","",""
"No","2017","Single parent ","(1c) basic vocational qualification","","","",""
"No","2017","Single parent ","(2b) intermediate general qualification","","","",""
"No","2017","Single parent ","(2a) intermediate vocational","","","",""
"No","2017","Single parent ","(2c_gen) general maturity certificate","","","",""
"No","2017","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Single parent ","(3a) lower tertiary education","","","",""
"No","2017","Single parent ","(3b) higher tertiary education","","","",""
"No","2017","Couple + C. LE 16 ","(0) in school","","","",""
"No","2017","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"No","2017","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"No","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"No","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"No","2017","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"No","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"No","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"No","2017","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"No","2017","Couple + C. GT 16 ","(0) in school","","","",""
"No","2017","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"No","2017","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"No","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"No","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"No","2017","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"No","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"No","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No","2017","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No","2017","Couple + C. LE and GT 16","(0) in school","","","",""
"No","2017","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No","2017","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2018","1-pers.-HH","(0) in school","2","","",""
"Yes","2018","1-pers.-HH","(1a) inadequately completed","42","0.630247131155982","0.517160755381284","0.74333350693068"
"Yes","2018","1-pers.-HH","(1b) general elementary school","138","0.336797371218867","0.289341159246564","0.384253583191169"
"Yes","2018","1-pers.-HH","(1c) basic vocational qualification","273","0.255800551603319","0.227863941553173","0.283737161653466"
"Yes","2018","1-pers.-HH","(2b) intermediate general qualification","36","0.302579147853368","0.207141429174125","0.398016866532611"
"Yes","2018","1-pers.-HH","(2a) intermediate vocational","290","0.310769494086296","0.280051610890574","0.341487377282017"
"Yes","2018","1-pers.-HH","(2c_gen) general maturity certificate","48","0.223842715335879","0.169012752001094","0.278672678670663"
"Yes","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","123","0.327124126623286","0.2794480633569","0.374800189889672"
"Yes","2018","1-pers.-HH","(3a) lower tertiary education","64","0.193050103002433","0.150336178740801","0.235764027264066"
"Yes","2018","1-pers.-HH","(3b) higher tertiary education","146","0.208963442902369","0.179120835818074","0.238806049986663"
"Yes","2018","(Married) couple without C. ","(0) in school","1","","",""
"Yes","2018","(Married) couple without C. ","(1a) inadequately completed","31","0.366562580699853","0.269151113105383","0.463974048294322"
"Yes","2018","(Married) couple without C. ","(1b) general elementary school","115","0.231662756401821","0.193316262037348","0.270009250766294"
"Yes","2018","(Married) couple without C. ","(1c) basic vocational qualification","436","0.219953269657895","0.201956630630441","0.237949908685348"
"Yes","2018","(Married) couple without C. ","(2b) intermediate general qualification","38","0.286782206154041","0.212132909487482","0.361431502820599"
"Yes","2018","(Married) couple without C. ","(2a) intermediate vocational","465","0.241599026180789","0.222624465000832","0.260573587360745"
"Yes","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","40","0.160737736435092","0.11021255937311","0.211262913497075"
"Yes","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","147","0.203374155959235","0.172383150561599","0.234365161356871"
"Yes","2018","(Married) couple without C. ","(3a) lower tertiary education","109","0.127540824782727","0.103933456416341","0.151148193149113"
"Yes","2018","(Married) couple without C. ","(3b) higher tertiary education","170","0.130462757021155","0.113244991320642","0.147680522721667"
"Yes","2018","Single parent ","(0) in school","5","","",""
"Yes","2018","Single parent ","(1a) inadequately completed","43","0.51186471490711","0.402330249018087","0.621399180796132"
"Yes","2018","Single parent ","(1b) general elementary school","107","0.509395206639941","0.442416844254473","0.57637356902541"
"Yes","2018","Single parent ","(1c) basic vocational qualification","158","0.477792378006455","0.422007826650016","0.533576929362894"
"Yes","2018","Single parent ","(2b) intermediate general qualification","55","0.431941991209556","0.35131635651479","0.512567625904322"
"Yes","2018","Single parent ","(2a) intermediate vocational","199","0.423510100490528","0.379535190495653","0.467485010485404"
"Yes","2018","Single parent ","(2c_gen) general maturity certificate","45","0.26982986105334","0.209796109643515","0.329863612463165"
"Yes","2018","Single parent ","(2c_voc) vocational maturity certificate","73","0.381004421725457","0.315007268181902","0.447001575269012"
"Yes","2018","Single parent ","(3a) lower tertiary education","31","0.340650893794142","0.250001288220077","0.431300499368206"
"Yes","2018","Single parent ","(3b) higher tertiary education","44","0.199462105080886","0.146659190253062","0.25226501990871"
"Yes","2018","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2018","Couple + C. LE 16 ","(1a) inadequately completed","72","0.480113393584209","0.398794714552469","0.561432072615949"
"Yes","2018","Couple + C. LE 16 ","(1b) general elementary school","166","0.446049395640439","0.392819859035001","0.499278932245876"
"Yes","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","291","0.433438871099794","0.396192758631179","0.47068498356841"
"Yes","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","58","0.483404704828707","0.393239754634635","0.573569655022779"
"Yes","2018","Couple + C. LE 16 ","(2a) intermediate vocational","354","0.279515979458969","0.255046071761131","0.303985887156808"
"Yes","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","63","0.22384384144407","0.167602717343719","0.28008496554442"
"Yes","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","170","0.228201067906321","0.198145972906285","0.258256162906356"
"Yes","2018","Couple + C. LE 16 ","(3a) lower tertiary education","75","0.117922505629162","0.0890401870319352","0.146804824226388"
"Yes","2018","Couple + C. LE 16 ","(3b) higher tertiary education","124","0.114415275724535","0.0969907429153648","0.131839808533706"
"Yes","2018","Couple + C. GT 16 ","(0) in school","13","","",""
"Yes","2018","Couple + C. GT 16 ","(1a) inadequately completed","20","","",""
"Yes","2018","Couple + C. GT 16 ","(1b) general elementary school","94","0.408589047838548","0.343184753225868","0.473993342451228"
"Yes","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","181","0.324610654757856","0.284013450308201","0.365207859207512"
"Yes","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","34","0.254428331296059","0.177458068662336","0.331398593929781"
"Yes","2018","Couple + C. GT 16 ","(2a) intermediate vocational","163","0.255247937618014","0.222159813041986","0.288336062194042"
"Yes","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","47","0.151899948773735","0.112263460245279","0.191536437302192"
"Yes","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","53","0.239658537715522","0.190357888700342","0.288959186730702"
"Yes","2018","Couple + C. GT 16 ","(3a) lower tertiary education","30","0.137604761474351","0.087557271302139","0.187652251646563"
"Yes","2018","Couple + C. GT 16 ","(3b) higher tertiary education","40","0.173811027209707","0.13267544474309","0.214946609676325"
"Yes","2018","Couple + C. LE and GT 16","(0) in school","12","","",""
"Yes","2018","Couple + C. LE and GT 16","(1a) inadequately completed","38","0.544069655085005","0.426552830790262","0.661586479379748"
"Yes","2018","Couple + C. LE and GT 16","(1b) general elementary school","81","0.3389055710722","0.271777756244716","0.406033385899685"
"Yes","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","93","0.296011769198702","0.240945796355534","0.35107774204187"
"Yes","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","37","0.200713948800138","0.134835431913443","0.266592465686833"
"Yes","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","112","0.23716003721285","0.196335850972122","0.277984223453578"
"Yes","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","28","","",""
"Yes","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","49","0.247523456387628","0.189565514779529","0.305481397995727"
"Yes","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","14","","",""
"Yes","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","21","","",""
"No","2018","1-pers.-HH","(0) in school","1","","",""
"No","2018","1-pers.-HH","(1a) inadequately completed","28","","",""
"No","2018","1-pers.-HH","(1b) general elementary school","243","0.663202628781134","0.615746416808831","0.710658840753436"
"No","2018","1-pers.-HH","(1c) basic vocational qualification","664","0.744199448396681","0.716262838346534","0.772136058446827"
"No","2018","1-pers.-HH","(2b) intermediate general qualification","53","0.697420852146632","0.601983133467389","0.792858570825875"
"No","2018","1-pers.-HH","(2a) intermediate vocational","582","0.689230505913704","0.658512622717983","0.719948389109426"
"No","2018","1-pers.-HH","(2c_gen) general maturity certificate","174","0.776157284664121","0.721327321329337","0.830987247998906"
"No","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","249","0.672875873376714","0.625199810110328","0.7205519366431"
"No","2018","1-pers.-HH","(3a) lower tertiary education","264","0.806949896997567","0.764235972735934","0.849663821259199"
"No","2018","1-pers.-HH","(3b) higher tertiary education","567","0.791036557097631","0.761193950013336","0.820879164181926"
"No","2018","(Married) couple without C. ","(0) in school","3","","",""
"No","2018","(Married) couple without C. ","(1a) inadequately completed","63","0.633437419300147","0.536025951705678","0.730848886894617"
"No","2018","(Married) couple without C. ","(1b) general elementary school","350","0.768337243598179","0.729990749233706","0.806683737962652"
"No","2018","(Married) couple without C. ","(1c) basic vocational qualification","1599","0.780046730342105","0.762050091314652","0.798043369369559"
"No","2018","(Married) couple without C. ","(2b) intermediate general qualification","103","0.713217793845959","0.638568497179401","0.787867090512518"
"No","2018","(Married) couple without C. ","(2a) intermediate vocational","1490","0.758400973819211","0.739426412639255","0.777375534999168"
"No","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","163","0.839262263564908","0.788737086502925","0.88978744062689"
"No","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","501","0.796625844040765","0.765634838643129","0.827616849438401"
