"ple0081_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2008","Bremen","(1b) general elementary school","1","","",""
"Yes","2008","Bremen","(1c) basic vocational qualification","9","","",""
"Yes","2008","Bremen","(2b) intermediate general qualification","3","","",""
"Yes","2008","Bremen","(2a) intermediate vocational","11","","",""
"Yes","2008","Bremen","(2c_gen) general maturity certificate","2","","",""
"Yes","2008","Bremen","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2008","Bremen","(3a) lower tertiary education","1","","",""
"Yes","2008","Bremen","(3b) higher tertiary education","4","","",""
"Yes","2008","North Rhine-Westphalia","(0) in school","8","","",""
"Yes","2008","North Rhine-Westphalia","(1a) inadequately completed","19","","",""
"Yes","2008","North Rhine-Westphalia","(1b) general elementary school","119","0.329859349012683","0.28239967003325","0.377319027992117"
"Yes","2008","North Rhine-Westphalia","(1c) basic vocational qualification","362","0.333599876307105","0.306265734020056","0.360934018594155"
"Yes","2008","North Rhine-Westphalia","(2b) intermediate general qualification","44","0.351142622683716","0.259842819953689","0.442442425413743"
"Yes","2008","North Rhine-Westphalia","(2a) intermediate vocational","234","0.347320786330213","0.312421997998768","0.382219574661657"
"Yes","2008","North Rhine-Westphalia","(2c_gen) general maturity certificate","46","0.27117030325777","0.207108918790496","0.335231687725043"
"Yes","2008","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","112","0.262546094703645","0.219849992368361","0.30524219703893"
"Yes","2008","North Rhine-Westphalia","(3a) lower tertiary education","54","0.26527301200292","0.210327556104343","0.320218467901497"
"Yes","2008","North Rhine-Westphalia","(3b) higher tertiary education","106","0.207951154239982","0.173561496754353","0.242340811725612"
"Yes","2008","Hesse","(0) in school","4","","",""
"Yes","2008","Hesse","(1a) inadequately completed","4","","",""
"Yes","2008","Hesse","(1b) general elementary school","32","0.286519750001948","0.200850599220468","0.372188900783428"
"Yes","2008","Hesse","(1c) basic vocational qualification","92","0.357620625782263","0.305187874338023","0.410053377226502"
"Yes","2008","Hesse","(2b) intermediate general qualification","11","","",""
"Yes","2008","Hesse","(2a) intermediate vocational","108","0.35171327235488","0.297223495816477","0.406203048893283"
"Yes","2008","Hesse","(2c_gen) general maturity certificate","15","","",""
"Yes","2008","Hesse","(2c_voc) vocational maturity certificate","28","","",""
"Yes","2008","Hesse","(3a) lower tertiary education","15","","",""
"Yes","2008","Hesse","(3b) higher tertiary education","41","0.18404726427746","0.133524040278296","0.234570488276625"
"Yes","2008","Rhineland-Palatinate,Saarland","(0) in school","3","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","(1a) inadequately completed","6","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","(1b) general elementary school","39","0.222501119985874","0.155034702430199","0.289967537541549"
"Yes","2008","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","118","0.278804357136281","0.234243902230579","0.323364812041984"
"Yes","2008","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","8","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","65","0.295315064108793","0.231122086593269","0.359508041624317"
"Yes","2008","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","8","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","16","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","10","","",""
"Yes","2008","Baden-Württemberg","(0) in school","8","","",""
"Yes","2008","Baden-Württemberg","(1a) inadequately completed","16","","",""
"Yes","2008","Baden-Württemberg","(1b) general elementary school","57","0.252979183504336","0.199412275866343","0.30654609114233"
"Yes","2008","Baden-Württemberg","(1c) basic vocational qualification","184","0.308066336048482","0.27297566929571","0.343157002801254"
"Yes","2008","Baden-Württemberg","(2b) intermediate general qualification","18","","",""
"Yes","2008","Baden-Württemberg","(2a) intermediate vocational","121","0.260840509060674","0.22139466867396","0.300286349447388"
"Yes","2008","Baden-Württemberg","(2c_gen) general maturity certificate","23","","",""
"Yes","2008","Baden-Württemberg","(2c_voc) vocational maturity certificate","41","0.221782232876897","0.161754336221105","0.281810129532689"
"Yes","2008","Baden-Württemberg","(3a) lower tertiary education","28","","",""
"Yes","2008","Baden-Württemberg","(3b) higher tertiary education","33","0.123532379624558","0.0857264485306176","0.161338310718498"
"Yes","2008","Bavaria","(0) in school","10","","",""
"Yes","2008","Bavaria","(1a) inadequately completed","10","","",""
"Yes","2008","Bavaria","(1b) general elementary school","66","0.31116742437348","0.254783914122486","0.367550934624475"
"Yes","2008","Bavaria","(1c) basic vocational qualification","322","0.329861390096115","0.299884936662902","0.359837843529328"
"Yes","2008","Bavaria","(2b) intermediate general qualification","12","","",""
"Yes","2008","Bavaria","(2a) intermediate vocational","144","0.246247622756372","0.210565190641289","0.281930054871455"
"Yes","2008","Bavaria","(2c_gen) general maturity certificate","21","","",""
"Yes","2008","Bavaria","(2c_voc) vocational maturity certificate","43","0.246446414499972","0.183838286368825","0.309054542631119"
"Yes","2008","Bavaria","(3a) lower tertiary education","38","0.202329318396551","0.148629837777376","0.256028799015727"
"Yes","2008","Bavaria","(3b) higher tertiary education","43","0.147793454455041","0.110452674370729","0.185134234539353"
"Yes","2008","Berlin","(0) in school","3","","",""
"Yes","2008","Berlin","(1a) inadequately completed","7","","",""
"Yes","2008","Berlin","(1b) general elementary school","10","","",""
"Yes","2008","Berlin","(1c) basic vocational qualification","28","","",""
"Yes","2008","Berlin","(2b) intermediate general qualification","15","","",""
"Yes","2008","Berlin","(2a) intermediate vocational","52","0.308351359048074","0.240698325828082","0.376004392268066"
"Yes","2008","Berlin","(2c_gen) general maturity certificate","15","","",""
"Yes","2008","Berlin","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2008","Berlin","(3a) lower tertiary education","32","0.284772440076283","0.192047087463031","0.377497792689535"
"Yes","2008","Berlin","(3b) higher tertiary education","42","0.279357330134195","0.211307056181014","0.347407604087376"
"Yes","2008","Brandenburg","(0) in school","2","","",""
"Yes","2008","Brandenburg","(1a) inadequately completed","1","","",""
"Yes","2008","Brandenburg","(1b) general elementary school","13","","",""
"Yes","2008","Brandenburg","(1c) basic vocational qualification","45","0.285425053746764","0.217134066903008","0.353716040590519"
"Yes","2008","Brandenburg","(2b) intermediate general qualification","13","","",""
"Yes","2008","Brandenburg","(2a) intermediate vocational","82","0.354521451728906","0.295576041197955","0.413466862259856"
"Yes","2008","Brandenburg","(2c_gen) general maturity certificate","11","","",""
"Yes","2008","Brandenburg","(2c_voc) vocational maturity certificate","15","","",""
"Yes","2008","Brandenburg","(3a) lower tertiary education","21","","",""
"Yes","2008","Brandenburg","(3b) higher tertiary education","14","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(0) in school","2","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(1b) general elementary school","6","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","38","0.415857473352892","0.318770231944823","0.512944714760961"
"Yes","2008","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","3","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(2a) intermediate vocational","53","0.343890685489322","0.272275842058941","0.415505528919703"
"Yes","2008","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","3","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(3a) lower tertiary education","16","","",""
"Yes","2008","Mecklenburg-Western Pomerania","(3b) higher tertiary education","13","","",""
"Yes","2008","Saxony","(0) in school","6","","",""
"Yes","2008","Saxony","(1a) inadequately completed","","","",""
"Yes","2008","Saxony","(1b) general elementary school","8","","",""
"Yes","2008","Saxony","(1c) basic vocational qualification","54","0.213233486049343","0.165846642645427","0.260620329453259"
"Yes","2008","Saxony","(2b) intermediate general qualification","11","","",""
"Yes","2008","Saxony","(2a) intermediate vocational","144","0.274327802875475","0.236590913141988","0.312064692608962"
"Yes","2008","Saxony","(2c_gen) general maturity certificate","12","","",""
"Yes","2008","Saxony","(2c_voc) vocational maturity certificate","28","","",""
"Yes","2008","Saxony","(3a) lower tertiary education","30","0.174599303950536","0.118673127672752","0.230525480228319"
"Yes","2008","Saxony","(3b) higher tertiary education","34","0.229112563558796","0.168223053100936","0.290002074016657"
"Yes","2008","Saxony-Anhalt","(0) in school","1","","",""
"Yes","2008","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"Yes","2008","Saxony-Anhalt","(1b) general elementary school","14","","",""
"Yes","2008","Saxony-Anhalt","(1c) basic vocational qualification","49","0.247666079228079","0.185295788891343","0.310036369564816"
"Yes","2008","Saxony-Anhalt","(2b) intermediate general qualification","7","","",""
"Yes","2008","Saxony-Anhalt","(2a) intermediate vocational","99","0.342425545228712","0.284857248248089","0.399993842209336"
"Yes","2008","Saxony-Anhalt","(2c_gen) general maturity certificate","11","","",""
"Yes","2008","Saxony-Anhalt","(2c_voc) vocational maturity certificate","16","","",""
"Yes","2008","Saxony-Anhalt","(3a) lower tertiary education","26","","",""
"Yes","2008","Saxony-Anhalt","(3b) higher tertiary education","17","","",""
"Yes","2008","Thuringia","(0) in school","2","","",""
"Yes","2008","Thuringia","(1a) inadequately completed","1","","",""
"Yes","2008","Thuringia","(1b) general elementary school","8","","",""
"Yes","2008","Thuringia","(1c) basic vocational qualification","53","0.233534758944144","0.179671092136827","0.287398425751461"
"Yes","2008","Thuringia","(2b) intermediate general qualification","8","","",""
"Yes","2008","Thuringia","(2a) intermediate vocational","101","0.316649580030055","0.264530280677923","0.368768879382187"
"Yes","2008","Thuringia","(2c_gen) general maturity certificate","3","","",""
"Yes","2008","Thuringia","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2008","Thuringia","(3a) lower tertiary education","14","","",""
"Yes","2008","Thuringia","(3b) higher tertiary education","10","","",""
"No","2008","Schleswig-Holstein","(0) in school","9","","",""
"No","2008","Schleswig-Holstein","(1a) inadequately completed","6","","",""
"No","2008","Schleswig-Holstein","(1b) general elementary school","30","0.687972287861212","0.554081335415001","0.821863240307422"
"No","2008","Schleswig-Holstein","(1c) basic vocational qualification","121","0.643331073258101","0.570680380943523","0.715981765572679"
"No","2008","Schleswig-Holstein","(2b) intermediate general qualification","8","","",""
"No","2008","Schleswig-Holstein","(2a) intermediate vocational","99","0.695181015257898","0.617529280107204","0.772832750408592"
"No","2008","Schleswig-Holstein","(2c_gen) general maturity certificate","26","","",""
"No","2008","Schleswig-Holstein","(2c_voc) vocational maturity certificate","36","0.720038342618029","0.591679364257923","0.848397320978136"
"No","2008","Schleswig-Holstein","(3a) lower tertiary education","29","","",""
"No","2008","Schleswig-Holstein","(3b) higher tertiary education","47","0.91762430326273","0.842168089904037","0.993080516621422"
"No","2008","Hamburg","(0) in school","6","","",""
"No","2008","Hamburg","(1a) inadequately completed","","","",""
"No","2008","Hamburg","(1b) general elementary school","19","","",""
"No","2008","Hamburg","(1c) basic vocational qualification","33","0.577333732897515","0.441760090604753","0.712907375190278"
"No","2008","Hamburg","(2b) intermediate general qualification","1","","",""
"No","2008","Hamburg","(2a) intermediate vocational","44","0.503426047696517","0.383705002844711","0.623147092548324"
"No","2008","Hamburg","(2c_gen) general maturity certificate","10","","",""
"No","2008","Hamburg","(2c_voc) vocational maturity certificate","24","","",""
"No","2008","Hamburg","(3a) lower tertiary education","18","","",""
"No","2008","Hamburg","(3b) higher tertiary education","47","0.867748340461856","0.779803953827461","0.955692727096251"
"No","2008","Lower Saxony","(0) in school","35","0.859944254847728","0.752395915387845","0.967492594307611"
