"ple0098_v5","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2003","Rhineland-Palatinate,Saarland","higher vocational","78","0.89835314187339","0.835572809178378","0.961133474568402"
"No","2003","Rhineland-Palatinate,Saarland","higher education","80","0.934932262197538","0.885071709138946","0.984792815256131"
"No","2003","Baden-Württemberg","in school","54","1","1","1"
"No","2003","Baden-Württemberg","inadequately","44","1","1","1"
"No","2003","Baden-Württemberg","general elemantary","434","0.950555848701515","0.930547737032287","0.970563960370743"
"No","2003","Baden-Württemberg","middle vocational","961","0.863720320940531","0.843698864758768","0.883741777122295"
"No","2003","Baden-Württemberg","vocational + Abi","115","0.880863000644004","0.825175987065358","0.936550014222651"
"No","2003","Baden-Württemberg","higher vocational","147","0.867518953922652","0.816706941421417","0.918330966423887"
"No","2003","Baden-Württemberg","higher education","180","0.682922643982864","0.627314253950909","0.738531034014819"
"No","2003","Bavaria","in school","42","0.812392770614875","0.701950511347725","0.922835029882026"
"No","2003","Bavaria","inadequately","26","","",""
"No","2003","Bavaria","general elemantary","353","0.960829807188029","0.941168455196903","0.980491159179154"
"No","2003","Bavaria","middle vocational","1211","0.849824631135873","0.831321697424534","0.868327564847213"
"No","2003","Bavaria","vocational + Abi","96","0.824668756986589","0.756634617737569","0.892702896235609"
"No","2003","Bavaria","higher vocational","168","0.813472922127776","0.759888004676087","0.867057839579464"
"No","2003","Bavaria","higher education","228","0.716637442668514","0.666554610993009","0.766720274344019"
"No","2003","Berlin","in school","23","","",""
"No","2003","Berlin","inadequately","8","","",""
"No","2003","Berlin","general elemantary","70","0.950491974555269","0.900385497068036","1.0005984520425"
"No","2003","Berlin","middle vocational","287","0.950810577525127","0.92653994831816","0.975081206732095"
"No","2003","Berlin","vocational + Abi","28","","",""
"No","2003","Berlin","higher vocational","54","0.94633021702445","0.88782468451643","1.00483574953247"
"No","2003","Berlin","higher education","143","0.849065831504735","0.794933352577154","0.903198310432315"
"No","2003","Brandenburg","in school","24","","",""
"No","2003","Brandenburg","inadequately","1","","",""
"No","2003","Brandenburg","general elemantary","74","0.991460571247514","0.970636310509517","1.01228483198551"
"No","2003","Brandenburg","middle vocational","436","0.964879345506095","0.94794618715003","0.98181250386216"
"No","2003","Brandenburg","vocational + Abi","25","","",""
"No","2003","Brandenburg","higher vocational","70","0.962143618828525","0.918951256349295","1.00533598130775"
"No","2003","Brandenburg","higher education","202","0.918302158608852","0.882512716757642","0.954091600460062"
"No","2003","Mecklenburg-Western Pomerania","in school","13","","",""
"No","2003","Mecklenburg-Western Pomerania","inadequately","3","","",""
"No","2003","Mecklenburg-Western Pomerania","general elemantary","43","0.991578521352172","0.964577544024963","1.01857949867938"
"No","2003","Mecklenburg-Western Pomerania","middle vocational","250","0.95176430963242","0.925819744108842","0.977708875155999"
"No","2003","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"No","2003","Mecklenburg-Western Pomerania","higher vocational","32","0.846635569846697","0.728927180101664","0.964343959591729"
"No","2003","Mecklenburg-Western Pomerania","higher education","99","0.954075822571537","0.913846422170328","0.994305222972747"
"No","2003","Saxony","in school","35","0.978094200699118","0.93092949562127","1.02525890577697"
"No","2003","Saxony","inadequately","2","","",""
"No","2003","Saxony","general elemantary","115","0.973165519345961","0.944008237089269","1.00232280160265"
"No","2003","Saxony","middle vocational","807","0.958464700767398","0.945019736796764","0.971909664738031"
"No","2003","Saxony","vocational + Abi","35","0.887801493551033","0.78874857849354","0.986854408608527"
"No","2003","Saxony","higher vocational","119","0.959869482411812","0.925735284423684","0.994003680399941"
"No","2003","Saxony","higher education","286","0.914265645579462","0.883249375925708","0.945281915233216"
"No","2003","Saxony-Anhalt","in school","29","","",""
"No","2003","Saxony-Anhalt","inadequately","3","","",""
"No","2003","Saxony-Anhalt","general elemantary","75","0.989235527302444","0.966186693237584","1.01228436136731"
"No","2003","Saxony-Anhalt","middle vocational","421","0.944980116431604","0.923818354201437","0.966141878661772"
"No","2003","Saxony-Anhalt","vocational + Abi","29","","",""
"No","2003","Saxony-Anhalt","higher vocational","85","0.943109196102566","0.895517693169404","0.990700699035727"
"No","2003","Saxony-Anhalt","higher education","180","0.937750673799878","0.903664327146074","0.971837020453682"
"No","2003","Thuringia","in school","22","","",""
"No","2003","Thuringia","inadequately","2","","",""
"No","2003","Thuringia","general elemantary","67","0.986349956976999","0.958771106531057","1.01392880742294"
"No","2003","Thuringia","middle vocational","523","0.974682803098426","0.961470222861834","0.987895383335017"
"No","2003","Thuringia","vocational + Abi","20","","",""
"No","2003","Thuringia","higher vocational","64","0.979145834681792","0.944929712658369","1.01336195670521"
"No","2003","Thuringia","higher education","135","0.927722924309383","0.886004618446064","0.969441230172701"
"Yes","2004","Schleswig-Holstein","in school","","","",""
"Yes","2004","Schleswig-Holstein","inadequately","","","",""
"Yes","2004","Schleswig-Holstein","general elemantary","4","","",""
"Yes","2004","Schleswig-Holstein","middle vocational","18","","",""
"Yes","2004","Schleswig-Holstein","vocational + Abi","3","","",""
"Yes","2004","Schleswig-Holstein","higher vocational","9","","",""
"Yes","2004","Schleswig-Holstein","higher education","14","","",""
"Yes","2004","Hamburg","in school","1","","",""
"Yes","2004","Hamburg","inadequately","","","",""
"Yes","2004","Hamburg","general elemantary","1","","",""
"Yes","2004","Hamburg","middle vocational","14","","",""
"Yes","2004","Hamburg","vocational + Abi","3","","",""
"Yes","2004","Hamburg","higher vocational","4","","",""
"Yes","2004","Hamburg","higher education","7","","",""
"Yes","2004","Lower Saxony","in school","5","","",""
"Yes","2004","Lower Saxony","inadequately","","","",""
"Yes","2004","Lower Saxony","general elemantary","8","","",""
"Yes","2004","Lower Saxony","middle vocational","112","0.116459539542945","0.0951810045154422","0.137738074570449"
"Yes","2004","Lower Saxony","vocational + Abi","21","","",""
"Yes","2004","Lower Saxony","higher vocational","18","","",""
"Yes","2004","Lower Saxony","higher education","41","0.2047359856332","0.144607841868804","0.264864129397596"
"Yes","2004","Bremen","in school","","","",""
"Yes","2004","Bremen","inadequately","","","",""
"Yes","2004","Bremen","general elemantary","1","","",""
"Yes","2004","Bremen","middle vocational","10","","",""
"Yes","2004","Bremen","vocational + Abi","2","","",""
"Yes","2004","Bremen","higher vocational","1","","",""
"Yes","2004","Bremen","higher education","3","","",""
"Yes","2004","North Rhine-Westphalia","in school","13","","",""
"Yes","2004","North Rhine-Westphalia","inadequately","","","",""
"Yes","2004","North Rhine-Westphalia","general elemantary","34","0.0462997148814134","0.0285927317727067","0.0640066979901201"
"Yes","2004","North Rhine-Westphalia","middle vocational","302","0.142284105469171","0.126822335166258","0.157745875772084"
"Yes","2004","North Rhine-Westphalia","vocational + Abi","71","0.184733236572491","0.14067142515879","0.228795047986191"
"Yes","2004","North Rhine-Westphalia","higher vocational","54","0.217173092573989","0.167716027479422","0.266630157668556"
"Yes","2004","North Rhine-Westphalia","higher education","149","0.296962880420362","0.254978997315818","0.338946763524905"
"Yes","2004","Hesse","in school","","","",""
"Yes","2004","Hesse","inadequately","","","",""
"Yes","2004","Hesse","general elemantary","6","","",""
"Yes","2004","Hesse","middle vocational","63","0.0794829457594501","0.0576012015444239","0.101364689974476"
"Yes","2004","Hesse","vocational + Abi","19","","",""
"Yes","2004","Hesse","higher vocational","9","","",""
"Yes","2004","Hesse","higher education","34","0.190020881673421","0.131390672537831","0.248651090809011"
"Yes","2004","Rhineland-Palatinate,Saarland","in school","4","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","general elemantary","11","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","middle vocational","59","0.107613530403165","0.0827967974221681","0.132430263384163"
"Yes","2004","Rhineland-Palatinate,Saarland","vocational + Abi","6","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","higher vocational","10","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","higher education","23","","",""
"Yes","2004","Baden-Württemberg","in school","6","","",""
"Yes","2004","Baden-Württemberg","inadequately","","","",""
"Yes","2004","Baden-Württemberg","general elemantary","16","","",""
"Yes","2004","Baden-Württemberg","middle vocational","172","0.154581312050408","0.13307095405684","0.176091670043976"
"Yes","2004","Baden-Württemberg","vocational + Abi","18","","",""
"Yes","2004","Baden-Württemberg","higher vocational","31","0.176697158796645","0.118322983597023","0.235071333996267"
"Yes","2004","Baden-Württemberg","higher education","88","0.29671968569763","0.242331965289618","0.351107406105642"
"Yes","2004","Bavaria","in school","6","","",""
"Yes","2004","Bavaria","inadequately","","","",""
"Yes","2004","Bavaria","general elemantary","27","","",""
"Yes","2004","Bavaria","middle vocational","222","0.164715186571665","0.145152190590503","0.184278182552828"
"Yes","2004","Bavaria","vocational + Abi","17","","",""
"Yes","2004","Bavaria","higher vocational","37","0.21331789710281","0.156544304754215","0.270091489451404"
"Yes","2004","Bavaria","higher education","82","0.307195483112262","0.255165056401101","0.359225909823423"
"Yes","2004","Berlin","in school","2","","",""
"Yes","2004","Berlin","inadequately","","","",""
"Yes","2004","Berlin","general elemantary","","","",""
"Yes","2004","Berlin","middle vocational","20","","",""
"Yes","2004","Berlin","vocational + Abi","2","","",""
"Yes","2004","Berlin","higher vocational","4","","",""
"Yes","2004","Berlin","higher education","26","","",""
"Yes","2004","Brandenburg","in school","2","","",""
"Yes","2004","Brandenburg","inadequately","","","",""
"Yes","2004","Brandenburg","general elemantary","3","","",""
"Yes","2004","Brandenburg","middle vocational","17","","",""
"Yes","2004","Brandenburg","vocational + Abi","5","","",""
"Yes","2004","Brandenburg","higher vocational","7","","",""
"Yes","2004","Brandenburg","higher education","27","","",""
"Yes","2004","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Yes","2004","Mecklenburg-Western Pomerania","middle vocational","14","","",""
"Yes","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2004","Mecklenburg-Western Pomerania","higher vocational","4","","",""
"Yes","2004","Mecklenburg-Western Pomerania","higher education","4","","",""
"Yes","2004","Saxony","in school","2","","",""
"Yes","2004","Saxony","inadequately","","","",""
"Yes","2004","Saxony","general elemantary","3","","",""
"Yes","2004","Saxony","middle vocational","53","0.0539051540550838","0.0384008680653744","0.0694094400447933"
"Yes","2004","Saxony","vocational + Abi","7","","",""
"Yes","2004","Saxony","higher vocational","12","","",""
"Yes","2004","Saxony","higher education","33","0.0805911012177352","0.0503868071063255","0.110795395329145"
"Yes","2004","Saxony-Anhalt","in school","1","","",""
"Yes","2004","Saxony-Anhalt","inadequately","","","",""
"Yes","2004","Saxony-Anhalt","general elemantary","2","","",""
"Yes","2004","Saxony-Anhalt","middle vocational","16","","",""
"Yes","2004","Saxony-Anhalt","vocational + Abi","3","","",""
"Yes","2004","Saxony-Anhalt","higher vocational","5","","",""
"Yes","2004","Saxony-Anhalt","higher education","19","","",""
"Yes","2004","Thuringia","in school","4","","",""
"Yes","2004","Thuringia","inadequately","","","",""
"Yes","2004","Thuringia","general elemantary","","","",""
"Yes","2004","Thuringia","middle vocational","26","","",""
"Yes","2004","Thuringia","vocational + Abi","3","","",""
"Yes","2004","Thuringia","higher vocational","4","","",""
"Yes","2004","Thuringia","higher education","15","","",""
"No","2004","Schleswig-Holstein","in school","9","","",""
"No","2004","Schleswig-Holstein","inadequately","7","","",""
"No","2004","Schleswig-Holstein","general elemantary","80","0.970087547969331","0.933659162740016","1.00651593319865"
"No","2004","Schleswig-Holstein","middle vocational","289","0.94608366068708","0.920819558270804","0.971347763103355"
"No","2004","Schleswig-Holstein","vocational + Abi","26","","",""
"No","2004","Schleswig-Holstein","higher vocational","37","0.92181283620601","0.844231316836152","0.999394355575867"
"No","2004","Schleswig-Holstein","higher education","46","0.786133945534387","0.682383094124447","0.889884796944327"
