"ple0098_v5","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2014","(Married) couple without C. ","higher education","953","0.61606503886772","0.590928194270116","0.641201883465324","2"
"No","2014","Single parent ","in school","91","0.867057297812578","0.802727475453686","0.931387120171471","2"
"No","2014","Single parent ","inadequately","62","0.945002076819093","0.889148932078338","1.00085522155985","2"
"No","2014","Single parent ","general elemantary","353","0.950784631859872","0.92886144247198","0.972707821247764","2"
"No","2014","Single parent ","middle vocational","867","0.820650635559686","0.797716998512492","0.84358427260688","2"
"No","2014","Single parent ","vocational + Abi","129","0.62596853124661","0.557166444207275","0.694770618285946","2"
"No","2014","Single parent ","higher vocational","39","0.66321312781982","0.544612412648657","0.781813842990983","2"
"No","2014","Single parent ","higher education","190","0.643423158010756","0.587218682357574","0.699627633663937","2"
"No","2014","Couple + C. LE 16 ","in school","","","","","2"
"No","2014","Couple + C. LE 16 ","inadequately","146","0.974653055291154","0.949583452648323","0.999722657933985","2"
"No","2014","Couple + C. LE 16 ","general elemantary","572","0.903075605498068","0.879787677479509","0.926363533516627","2"
"No","2014","Couple + C. LE 16 ","middle vocational","2073","0.748532196203712","0.732239574401953","0.76482481800547","2"
"No","2014","Couple + C. LE 16 ","vocational + Abi","510","0.680690238823345","0.646801005454747","0.714579472191944","2"
"No","2014","Couple + C. LE 16 ","higher vocational","243","0.674114859753127","0.625150961307707","0.723078758198547","2"
"No","2014","Couple + C. LE 16 ","higher education","965","0.669801735042777","0.645025199852406","0.694578270233149","2"
"No","2014","Couple + C. GT 16 ","in school","97","0.865644073801907","0.801621528557797","0.929666619046018","2"
"No","2014","Couple + C. GT 16 ","inadequately","54","1","1","1","2"
"No","2014","Couple + C. GT 16 ","general elemantary","349","0.903269678820821","0.873231980447875","0.933307377193768","2"
"No","2014","Couple + C. GT 16 ","middle vocational","1069","0.772814460597789","0.750421324939491","0.795207596256086","2"
"No","2014","Couple + C. GT 16 ","vocational + Abi","146","0.796239093381606","0.738661786568527","0.853816400194685","2"
"No","2014","Couple + C. GT 16 ","higher vocational","116","0.739973977501127","0.672217349744729","0.807730605257526","2"
"No","2014","Couple + C. GT 16 ","higher education","251","0.691062140884881","0.644171324711293","0.737952957058469","2"
"No","2014","Couple + C. LE and GT 16","in school","129","0.893052679095079","0.842750409141484","0.943354949048675","2"
"No","2014","Couple + C. LE and GT 16","inadequately","65","0.974912733431104","0.937465457284369","1.01236000957784","2"
"No","2014","Couple + C. LE and GT 16","general elemantary","316","0.905035022710071","0.874233449690106","0.935836595730036","2"
"No","2014","Couple + C. LE and GT 16","middle vocational","673","0.79278077856324","0.765403919511531","0.820157637614948","2"
"No","2014","Couple + C. LE and GT 16","vocational + Abi","106","0.76266968962933","0.695475367414309","0.829864011844351","2"
"No","2014","Couple + C. LE and GT 16","higher vocational","72","0.585853593991449","0.49208300237254","0.679624185610359","2"
"No","2014","Couple + C. LE and GT 16","higher education","164","0.661300736945415","0.601425244353013","0.721176229537816","2"
"Yes","2014","1-pers.-HH","vocational + Abi","61","0.280384825442982","0.219632087803371","0.341137563082593","1"
"Yes","2014","1-pers.-HH","higher vocational","44","0.253876763259289","0.187468384467122","0.320285142051455","1"
"Yes","2014","1-pers.-HH","higher education","180","0.304425246317225","0.267757633062079","0.341092859572371","1"
"Yes","2014","(Married) couple without C. ","in school","1","","","","1"
"Yes","2014","Single parent ","in school","16","","","","1"
"Yes","2014","Single parent ","inadequately","2","","","","1"
"Yes","2014","Single parent ","general elemantary","21","","","","1"
"Yes","2014","Single parent ","middle vocational","208","0.179349364440314","0.15641572739312","0.202283001487508","1"
"Yes","2014","Single parent ","vocational + Abi","61","0.37403146875339","0.305229381714054","0.442833555792725","1"
"Yes","2014","Single parent ","higher vocational","22","","","","1"
"Yes","2014","Single parent ","higher education","89","0.356576841989244","0.300372366336062","0.412781317642426","1"
"Yes","2014","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2014","Couple + C. LE 16 ","inadequately","5","","","","1"
"Yes","2014","Couple + C. LE 16 ","general elemantary","48","0.0969243945019317","0.0736364664833727","0.120212322520491","1"
"Yes","2014","Couple + C. LE 16 ","middle vocational","651","0.251467803796288","0.235175181994529","0.267760425598047","1"
"Yes","2014","Couple + C. LE 16 ","vocational + Abi","217","0.319309761176655","0.285420527808056","0.353198994545253","1"
"Yes","2014","Couple + C. LE 16 ","higher vocational","109","0.325885140246873","0.276921241801453","0.374849038692293","1"
"Yes","2014","Couple + C. LE 16 ","higher education","419","0.330198264957223","0.305421729766851","0.354974800147594","1"
"Yes","2014","1-pers.-HH","in school","1","","","","1"
"Yes","2014","1-pers.-HH","inadequately","1","","","","1"
"Yes","2014","1-pers.-HH","general elemantary","46","0.102455053920082","0.0744681655144281","0.130441942325735","1"
"Yes","2014","1-pers.-HH","middle vocational","362","0.208575714309654","0.189118653259185","0.228032775360123","1"
"Yes","2014","(Married) couple without C. ","inadequately","5","","","","1"
"Yes","2014","Couple + C. GT 16 ","vocational + Abi","42","0.203760906618394","0.146183599805315","0.261338213431473","1"
"Yes","2014","Couple + C. GT 16 ","higher vocational","45","0.260026022498872","0.192269394742474","0.327782650255271","1"
"Yes","2014","Couple + C. GT 16 ","higher education","122","0.308937859115119","0.262047042941531","0.355828675288707","1"
"Yes","2014","Couple + C. LE and GT 16","in school","16","","","","1"
"Yes","2014","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2014","Couple + C. LE and GT 16","higher education","76","0.338699263054585","0.278823770462184","0.398574755646987","1"
"Yes","2014","Couple + C. LE and GT 16","middle vocational","169","0.20721922143676","0.179842362385052","0.234596080488469","1"
"Yes","2014","Couple + C. LE and GT 16","vocational + Abi","48","0.23733031037067","0.170135988155649","0.304524632585691","1"
"Yes","2014","(Married) couple without C. ","general elemantary","86","0.140707361800079","0.113683432944613","0.167731290655545","1"
"Yes","2014","(Married) couple without C. ","middle vocational","925","0.261410800531341","0.247196707990327","0.275624893072355","1"
"Yes","2014","Couple + C. LE and GT 16","general elemantary","32","0.0949649772899287","0.0641634042699637","0.125766550309894","1"
"Yes","2014","(Married) couple without C. ","vocational + Abi","124","0.337841498493182","0.292003682797678","0.383679314188685","1"
"Yes","2014","Couple + C. LE and GT 16","higher vocational","34","0.414146406008551","0.320375814389641","0.50791699762746","1"
"Yes","2014","(Married) couple without C. ","higher vocational","132","0.278324330576133","0.237935233987287","0.318713427164979","1"
"Yes","2014","(Married) couple without C. ","higher education","485","0.38393496113228","0.358798116534676","0.409071805729884","1"
"Yes","2014","Couple + C. GT 16 ","in school","12","","","","1"
"Yes","2014","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2014","Couple + C. GT 16 ","general elemantary","23","","","","1"
"Yes","2014","Couple + C. GT 16 ","middle vocational","276","0.227185539402211","0.204792403743914","0.249578675060508","1"
"No","2015","1-pers.-HH","in school","","","","","2"
"No","2015","1-pers.-HH","inadequately","","","","","2"
"No","2015","1-pers.-HH","general elemantary","","","","","2"
"No","2015","1-pers.-HH","middle vocational","","","","","2"
"No","2015","1-pers.-HH","vocational + Abi","","","","","2"
"No","2015","1-pers.-HH","higher vocational","","","","","2"
"No","2015","1-pers.-HH","higher education","","","","","2"
"No","2015","(Married) couple without C. ","in school","","","","","2"
"No","2015","(Married) couple without C. ","inadequately","","","","","2"
"No","2015","(Married) couple without C. ","general elemantary","","","","","2"
"No","2015","(Married) couple without C. ","middle vocational","","","","","2"
"No","2015","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2015","(Married) couple without C. ","higher vocational","","","","","2"
"No","2015","(Married) couple without C. ","higher education","","","","","2"
"No","2015","Single parent ","in school","","","","","2"
"No","2015","Single parent ","inadequately","","","","","2"
"No","2015","Single parent ","general elemantary","","","","","2"
"No","2015","Single parent ","middle vocational","","","","","2"
"No","2015","Single parent ","vocational + Abi","","","","","2"
"No","2015","Single parent ","higher vocational","","","","","2"
"No","2015","Single parent ","higher education","","","","","2"
"No","2015","Couple + C. LE 16 ","in school","","","","","2"
"No","2015","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2015","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2015","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2015","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2015","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2015","Couple + C. LE 16 ","higher education","","","","","2"
"No","2015","Couple + C. GT 16 ","in school","","","","","2"
"No","2015","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2015","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2015","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2015","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2015","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2015","Couple + C. GT 16 ","higher education","","","","","2"
"No","2015","Couple + C. LE and GT 16","in school","","","","","2"
"No","2015","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2015","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2015","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2015","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2015","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2015","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2015","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2015","1-pers.-HH","higher vocational","","","","","1"
"Yes","2015","1-pers.-HH","higher education","","","","","1"
"Yes","2015","(Married) couple without C. ","in school","","","","","1"
"Yes","2015","Single parent ","in school","","","","","1"
"Yes","2015","Single parent ","inadequately","","","","","1"
"Yes","2015","Single parent ","general elemantary","","","","","1"
"Yes","2015","Single parent ","middle vocational","","","","","1"
"Yes","2015","Single parent ","vocational + Abi","","","","","1"
"Yes","2015","Single parent ","higher vocational","","","","","1"
"Yes","2015","Single parent ","higher education","","","","","1"
"Yes","2015","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2015","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2015","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2015","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2015","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2015","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2015","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2015","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2015","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2015","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","higher education","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2015","1-pers.-HH","in school","","","","","1"
"Yes","2015","1-pers.-HH","inadequately","","","","","1"
"Yes","2015","1-pers.-HH","general elemantary","","","","","1"
"Yes","2015","1-pers.-HH","middle vocational","","","","","1"
"Yes","2015","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2015","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2015","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2015","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2015","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2015","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2015","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2015","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2015","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2015","(Married) couple without C. ","higher education","","","","","1"
"No","2016","1-pers.-HH","in school","","","","","2"
"No","2016","1-pers.-HH","inadequately","34","0.974954479599082","0.923185301702563","1.0267236574956","2"
"No","2016","1-pers.-HH","general elemantary","378","0.921583317094407","0.895530303094153","0.94763633109466","2"
"No","2016","1-pers.-HH","middle vocational","1280","0.820205337948816","0.801093965129039","0.839316710768592","2"
"No","2016","1-pers.-HH","vocational + Abi","182","0.717691322908912","0.660862255262485","0.774520390555339","2"
"No","2016","1-pers.-HH","higher vocational","122","0.729014147888824","0.661195768742272","0.796832527035375","2"
"No","2016","1-pers.-HH","higher education","467","0.736809586900512","0.70200606452556","0.771613109275464","2"
"No","2016","(Married) couple without C. ","in school","","","","","2"
"No","2016","(Married) couple without C. ","inadequately","49","0.973185061006443","0.929278184527539","1.01709193748535","2"
"No","2016","(Married) couple without C. ","general elemantary","477","0.872697464635788","0.844636743264594","0.900758186006981","2"
"No","2016","(Married) couple without C. ","middle vocational","2521","0.751675496438131","0.736885481899515","0.766465510976748","2"
"No","2016","(Married) couple without C. ","vocational + Abi","315","0.715769136541272","0.67357637685081","0.757961896231733","2"
"No","2016","(Married) couple without C. ","higher vocational","333","0.766196676543117","0.726783476286","0.805609876800234","2"
"No","2016","(Married) couple without C. ","higher education","997","0.689134629785253","0.664932803541008","0.713336456029497","2"
"No","2016","Single parent ","in school","64","0.950099437078502","0.899805099134869","1.00039377502214","2"
"No","2016","Single parent ","inadequately","47","0.990817747111256","0.964110964939279","1.01752452928323","2"
"No","2016","Single parent ","general elemantary","294","0.952577611201471","0.929069097872439","0.976086124530503","2"
"No","2016","Single parent ","middle vocational","800","0.84745237546644","0.824719897831512","0.870184853101368","2"
"No","2016","Single parent ","vocational + Abi","140","0.820548721152604","0.765402331616215","0.875695110688993","2"
"No","2016","Single parent ","higher vocational","45","0.858981604896523","0.770916819427801","0.947046390365245","2"
"No","2016","Single parent ","higher education","171","0.748123562659291","0.692974256858067","0.803272868460515","2"
"No","2016","Couple + C. LE 16 ","in school","","","","","2"
"No","2016","Couple + C. LE 16 ","inadequately","123","0.98781847447219","0.968664794340063","1.00697215460432","2"
"No","2016","Couple + C. LE 16 ","general elemantary","433","0.899207201943058","0.871960978822382","0.926453425063733","2"
"No","2016","Couple + C. LE 16 ","middle vocational","1732","0.761790360209064","0.744086087032231","0.779494633385898","2"
"No","2016","Couple + C. LE 16 ","vocational + Abi","499","0.697291481111388","0.662399110419874","0.732183851802901","2"
"No","2016","Couple + C. LE 16 ","higher vocational","174","0.645723353349789","0.588672687396182","0.702774019303396","2"
"No","2016","Couple + C. LE 16 ","higher education","952","0.630915340146664","0.604991006370953","0.656839673922374","2"
"No","2016","Couple + C. GT 16 ","in school","76","0.847471655361161","0.771039431229851","0.92390387949247","2"
"No","2016","Couple + C. GT 16 ","inadequately","36","0.997706219597984","0.982291895444509","1.01312054375146","2"
"No","2016","Couple + C. GT 16 ","general elemantary","280","0.92791214943709","0.898742642489888","0.957081656384291","2"
"No","2016","Couple + C. GT 16 ","middle vocational","987","0.815002556895626","0.793105942395876","0.836899171395376","2"
"No","2016","Couple + C. GT 16 ","vocational + Abi","144","0.826319975340572","0.771730202313853","0.880909748367291","2"
"No","2016","Couple + C. GT 16 ","higher vocational","105","0.774507889033541","0.707179870651607","0.841835907415474","2"
"No","2016","Couple + C. GT 16 ","higher education","235","0.757021037627234","0.711366226250565","0.802675849003902","2"
"No","2016","Couple + C. LE and GT 16","in school","104","0.932087212988925","0.886302220406414","0.977872205571436","2"
"No","2016","Couple + C. LE and GT 16","inadequately","58","0.999761071704567","0.995817370630187","1.00370477277895","2"
"No","2016","Couple + C. LE and GT 16","general elemantary","307","0.935680899416119","0.909091527537513","0.962270271294726","2"
"No","2016","Couple + C. LE and GT 16","middle vocational","636","0.824756129999092","0.797673904805089","0.851838355193095","2"
"No","2016","Couple + C. LE and GT 16","vocational + Abi","114","0.636264387482818","0.561954453938615","0.71057432102702","2"
"No","2016","Couple + C. LE and GT 16","higher vocational","72","0.632335991799824","0.534863139683522","0.729808843916126","2"
"No","2016","Couple + C. LE and GT 16","higher education","167","0.675979703465373","0.616015357933567","0.735944048997178","2"
"Yes","2016","Couple + C. LE 16 ","general elemantary","36","0.100792798056942","0.073546574936267","0.128039021177618","1"
"Yes","2016","Couple + C. LE 16 ","middle vocational","492","0.238209639790936","0.220505366614102","0.255913912967769","1"
"Yes","2016","Couple + C. LE 16 ","vocational + Abi","167","0.302708518888613","0.267816148197099","0.337600889580126","1"
"Yes","2016","Couple + C. LE 16 ","higher vocational","96","0.354276646650212","0.297225980696605","0.411327312603818","1"
"Yes","2016","Couple + C. LE 16 ","higher education","379","0.369084659853336","0.343160326077626","0.395008993629047","1"
"Yes","2016","Couple + C. GT 16 ","vocational + Abi","41","0.173680024659428","0.119090251632709","0.228269797686147","1"
"Yes","2016","Couple + C. GT 16 ","higher vocational","43","0.22549211096646","0.158164092584526","0.292820129348393","1"
"Yes","2016","Couple + C. GT 16 ","higher education","104","0.242978962372766","0.197324150996097","0.288633773749435","1"
"Yes","2016","Couple + C. LE and GT 16","in school","12","","","","1"
"Yes","2016","1-pers.-HH","vocational + Abi","59","0.282308677091088","0.225479609444661","0.339137744737515","1"
"Yes","2016","1-pers.-HH","higher vocational","43","0.270985852111176","0.203167472964625","0.338804231257728","1"
"Yes","2016","1-pers.-HH","higher education","148","0.263190413099488","0.228386890724536","0.29799393547444","1"
"Yes","2016","(Married) couple without C. ","in school","","","","","1"
"Yes","2016","Single parent ","in school","8","","","","1"
"Yes","2016","Single parent ","inadequately","2","","","","1"
"Yes","2016","Single parent ","general elemantary","20","","","","1"
"Yes","2016","Single parent ","middle vocational","161","0.15254762453356","0.129815146898632","0.175280102168488","1"
"Yes","2016","Single parent ","vocational + Abi","46","0.179451278847396","0.124304889311007","0.234597668383785","1"
"Yes","2016","Single parent ","higher vocational","15","","","","1"
"Yes","2016","Single parent ","higher education","67","0.251876437340709","0.196727131539485","0.307025743141933","1"
"Yes","2016","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2016","Couple + C. LE 16 ","inadequately","3","","","","1"
"Yes","2016","Couple + C. GT 16 ","middle vocational","221","0.184997443104374","0.163100828604624","0.206894057604124","1"
"Yes","2016","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Yes","2016","Couple + C. LE and GT 16","higher education","67","0.324020296534627","0.264055951002822","0.383984642066433","1"
"Yes","2016","Couple + C. GT 16 ","in school","9","","","","1"
"Yes","2016","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2016","Couple + C. LE and GT 16","middle vocational","121","0.175243870000908","0.148161644806905","0.20232609519491","1"
"Yes","2016","1-pers.-HH","in school","","","","","1"
"Yes","2016","1-pers.-HH","inadequately","1","","","","1"
"Yes","2016","1-pers.-HH","general elemantary","31","0.0784166829055935","0.0523636689053401","0.104469696905847","1"
"Yes","2016","1-pers.-HH","middle vocational","271","0.179794662051184","0.160683289231408","0.198906034870961","1"
"Yes","2016","(Married) couple without C. ","inadequately","3","","","","1"
"Yes","2016","(Married) couple without C. ","general elemantary","65","0.127302535364212","0.0992418139930188","0.155363256735405","1"
"Yes","2016","(Married) couple without C. ","middle vocational","757","0.248324503561869","0.233534489023252","0.263114518100485","1"
"Yes","2016","Couple + C. GT 16 ","general elemantary","22","","","","1"
"Yes","2016","Couple + C. LE and GT 16","general elemantary","20","","","","1"
"Yes","2016","(Married) couple without C. ","vocational + Abi","124","0.284230863458728","0.242038103768267","0.32642362314919","1"
"Yes","2016","Couple + C. LE and GT 16","vocational + Abi","47","0.363735612517182","0.28942567897298","0.438045546061385","1"
"Yes","2016","Couple + C. LE and GT 16","higher vocational","22","","","","1"
"Yes","2016","(Married) couple without C. ","higher education","408","0.310865370214747","0.286663543970503","0.335067196458992","1"
"Yes","2016","(Married) couple without C. ","higher vocational","110","0.233803323456883","0.194390123199766","0.273216523714","1"
"No","2017","1-pers.-HH","in school","","","","","2"
"No","2017","1-pers.-HH","inadequately","","","","","2"
"No","2017","1-pers.-HH","general elemantary","","","","","2"
"No","2017","1-pers.-HH","middle vocational","","","","","2"
"No","2017","1-pers.-HH","vocational + Abi","","","","","2"
"No","2017","1-pers.-HH","higher vocational","","","","","2"
"No","2017","1-pers.-HH","higher education","","","","","2"
"No","2017","(Married) couple without C. ","in school","","","","","2"
"No","2017","(Married) couple without C. ","inadequately","","","","","2"
"No","2017","(Married) couple without C. ","general elemantary","","","","","2"
"No","2017","(Married) couple without C. ","middle vocational","","","","","2"
"No","2017","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2017","(Married) couple without C. ","higher vocational","","","","","2"
"No","2017","(Married) couple without C. ","higher education","","","","","2"
"No","2017","Single parent ","in school","","","","","2"
"No","2017","Single parent ","inadequately","","","","","2"
"No","2017","Single parent ","general elemantary","","","","","2"
"No","2017","Single parent ","middle vocational","","","","","2"
"No","2017","Single parent ","vocational + Abi","","","","","2"
"No","2017","Single parent ","higher vocational","","","","","2"
"No","2017","Single parent ","higher education","","","","","2"
"No","2017","Couple + C. LE 16 ","in school","","","","","2"
"No","2017","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2017","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2017","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2017","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2017","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2017","Couple + C. LE 16 ","higher education","","","","","2"
"No","2017","Couple + C. GT 16 ","in school","","","","","2"
"No","2017","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2017","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2017","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2017","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2017","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2017","Couple + C. GT 16 ","higher education","","","","","2"
"No","2017","Couple + C. LE and GT 16","in school","","","","","2"
"No","2017","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2017","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2017","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2017","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2017","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2017","Single parent ","in school","","","","","1"
"Yes","2017","Single parent ","inadequately","","","","","1"
"Yes","2017","Single parent ","general elemantary","","","","","1"
"Yes","2017","Single parent ","middle vocational","","","","","1"
"Yes","2017","Single parent ","vocational + Abi","","","","","1"
"Yes","2017","Single parent ","higher vocational","","","","","1"
"Yes","2017","Single parent ","higher education","","","","","1"
"Yes","2017","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2017","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2017","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2017","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2017","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2017","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2017","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2017","1-pers.-HH","in school","","","","","1"
"Yes","2017","1-pers.-HH","inadequately","","","","","1"
"Yes","2017","1-pers.-HH","general elemantary","","","","","1"
"Yes","2017","1-pers.-HH","middle vocational","","","","","1"
"Yes","2017","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2017","1-pers.-HH","higher vocational","","","","","1"
"Yes","2017","1-pers.-HH","higher education","","","","","1"
"Yes","2017","(Married) couple without C. ","in school","","","","","1"
"Yes","2017","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2017","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2017","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2017","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2017","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2017","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2017","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2017","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2017","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2017","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2017","(Married) couple without C. ","higher education","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","higher education","","","","","1"
"Yes","2017","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2017","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","higher vocational","","","","","1"
"No","2018","1-pers.-HH","in school","3","","","","2"
"No","2018","1-pers.-HH","inadequately","55","0.991760091099487","0.968083531465993","1.01543665073298","2"
"No","2018","1-pers.-HH","general elemantary","407","0.900230513218701","0.872448093813795","0.928012932623608","2"
"No","2018","1-pers.-HH","middle vocational","1497","0.816825412262374","0.799005480556756","0.834645343967993","2"
"No","2018","1-pers.-HH","vocational + Abi","220","0.736215538756051","0.685320090772212","0.787110986739891","2"
"No","2018","1-pers.-HH","higher vocational","140","0.709080295603367","0.645495345812679","0.772665245394055","2"
"No","2018","1-pers.-HH","higher education","575","0.741393291588817","0.710364733603643","0.772421849573991","2"
"No","2018","(Married) couple without C. ","in school","2","","","","2"
"No","2018","(Married) couple without C. ","inadequately","68","0.982459077172142","0.951484384976688","1.0134337693676","2"
"No","2018","(Married) couple without C. ","general elemantary","496","0.858015145532388","0.829411685962282","0.886618605102493","2"
"No","2018","(Married) couple without C. ","middle vocational","2657","0.744361021790601","0.729948372934419","0.758773670646783","2"
"No","2018","(Married) couple without C. ","vocational + Abi","334","0.722255101111341","0.681546144704892","0.762964057517789","2"
"No","2018","(Married) couple without C. ","higher vocational","351","0.761766046399712","0.723576299737974","0.79995579306145","2"
"No","2018","(Married) couple without C. ","higher education","1035","0.677339729862977","0.653930090134145","0.700749369591809","2"
"No","2018","Single parent ","in school","55","0.767653406878006","0.664184741013338","0.871122072742674","2"
"No","2018","Single parent ","inadequately","72","0.974161947972284","0.938256287134583","1.01006760880998","2"
"No","2018","Single parent ","general elemantary","318","0.921619096999498","0.893092381858018","0.950145812140978","2"
"No","2018","Single parent ","middle vocational","783","0.823760020899856","0.799606985572675","0.847913056227037","2"
"No","2018","Single parent ","vocational + Abi","147","0.707569128496737","0.642546396365183","0.77259186062829","2"
"No","2018","Single parent ","higher vocational","40","0.834670102710425","0.734660135929928","0.934680069490923","2"
"No","2018","Single parent ","higher education","180","0.783549143931661","0.731981436648216","0.835116851215105","2"
"No","2018","Couple + C. LE 16 ","in school","","","","","2"
"No","2018","Couple + C. LE 16 ","inadequately","127","0.980750117851362","0.957130675660549","1.00436956004218","2"
"No","2018","Couple + C. LE 16 ","general elemantary","399","0.93448415117448","0.911042653100598","0.957925649248363","2"
"No","2018","Couple + C. LE 16 ","middle vocational","1526","0.772561600981901","0.754079426117504","0.791043775846297","2"
"No","2018","Couple + C. LE 16 ","vocational + Abi","441","0.661527315056627","0.624280602261652","0.698774027851603","2"
"No","2018","Couple + C. LE 16 ","higher vocational","150","0.606116115263841","0.543512100652197","0.668720129875485","2"
"No","2018","Couple + C. LE 16 ","higher education","971","0.686376069944201","0.661608191468554","0.711143948419849","2"
"No","2018","Couple + C. GT 16 ","in school","93","0.910675596508104","0.855325941674545","0.966025251341663","2"
"No","2018","Couple + C. GT 16 ","inadequately","41","0.987140221058817","0.953065710908428","1.02121473120921","2"
