"ple0098_v5","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2004","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","5","","",""
"No","2004","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","9","","",""
"No","2004","Mecklenburg-Western Pomerania","(3a) lower tertiary education","64","0.940277745461422","0.883107204848153","0.997448286074691"
"No","2004","Mecklenburg-Western Pomerania","(3b) higher tertiary education","35","0.982235388793149","0.939672326066605","1.02479845151969"
"No","2004","Saxony","(0) in school","39","0.919769895648922","0.83661947767594","1.0029203136219"
"No","2004","Saxony","(1a) inadequately completed","5","","",""
"No","2004","Saxony","(1b) general elementary school","53","1","1","1"
"No","2004","Saxony","(1c) basic vocational qualification","326","0.972525440895626","0.955073288685062","0.989977593106191"
"No","2004","Saxony","(2b) intermediate general qualification","50","0.85487880891746","0.760052717673958","0.949704900160963"
"No","2004","Saxony","(2a) intermediate vocational","485","0.922449249576977","0.899742826280622","0.945155672873332"
"No","2004","Saxony","(2c_gen) general maturity certificate","45","0.954616860038783","0.896923622685223","1.01231009739234"
"No","2004","Saxony","(2c_voc) vocational maturity certificate","48","0.888060810346719","0.805482401684534","0.970639219008905"
"No","2004","Saxony","(3a) lower tertiary education","152","0.912100676409151","0.86953713201817","0.954664220800131"
"No","2004","Saxony","(3b) higher tertiary education","127","0.929144563689341","0.886942649287091","0.971346478091591"
"No","2004","Saxony-Anhalt","(0) in school","26","","",""
"No","2004","Saxony-Anhalt","(1a) inadequately completed","3","","",""
"No","2004","Saxony-Anhalt","(1b) general elementary school","50","1","1","1"
"No","2004","Saxony-Anhalt","(1c) basic vocational qualification","228","0.997376936372609","0.990766680870675","1.00398719187454"
"No","2004","Saxony-Anhalt","(2b) intermediate general qualification","21","","",""
"No","2004","Saxony-Anhalt","(2a) intermediate vocational","245","0.946920500834215","0.919721809708335","0.974119191960096"
"No","2004","Saxony-Anhalt","(2c_gen) general maturity certificate","26","","",""
"No","2004","Saxony-Anhalt","(2c_voc) vocational maturity certificate","36","0.833470805734272","0.719433604735672","0.947508006732873"
"No","2004","Saxony-Anhalt","(3a) lower tertiary education","108","0.909397453954178","0.85803987576437","0.960755032143985"
"No","2004","Saxony-Anhalt","(3b) higher tertiary education","64","0.956190739572639","0.908583374616263","1.00379810452902"
"No","2004","Thuringia","(0) in school","25","","",""
"No","2004","Thuringia","(1a) inadequately completed","1","","",""
"No","2004","Thuringia","(1b) general elementary school","35","1","1","1"
"No","2004","Thuringia","(1c) basic vocational qualification","240","0.981632273231866","0.964886633877119","0.998377912586613"
"No","2004","Thuringia","(2b) intermediate general qualification","25","","",""
"No","2004","Thuringia","(2a) intermediate vocational","294","0.948095356088346","0.923519704583013","0.972671007593678"
"No","2004","Thuringia","(2c_gen) general maturity certificate","28","","",""
"No","2004","Thuringia","(2c_voc) vocational maturity certificate","29","","",""
"No","2004","Thuringia","(3a) lower tertiary education","77","0.924249410743717","0.867998931474679","0.980499890012756"
"No","2004","Thuringia","(3b) higher tertiary education","54","0.915377890436572","0.845534501078615","0.985221279794529"
"Yes","2005","Schleswig-Holstein","(0) in school","","","",""
"Yes","2005","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","2005","Schleswig-Holstein","(1b) general elementary school","2","","",""
"Yes","2005","Schleswig-Holstein","(1c) basic vocational qualification","7","","",""
"Yes","2005","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Yes","2005","Schleswig-Holstein","(2a) intermediate vocational","12","","",""
"Yes","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","3","","",""
"Yes","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2005","Schleswig-Holstein","(3a) lower tertiary education","7","","",""
"Yes","2005","Schleswig-Holstein","(3b) higher tertiary education","7","","",""
"Yes","2005","Hamburg","(0) in school","1","","",""
"Yes","2005","Hamburg","(1a) inadequately completed","","","",""
"Yes","2005","Hamburg","(1b) general elementary school","","","",""
"Yes","2005","Hamburg","(1c) basic vocational qualification","3","","",""
"Yes","2005","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2005","Hamburg","(2a) intermediate vocational","13","","",""
"Yes","2005","Hamburg","(2c_gen) general maturity certificate","5","","",""
"Yes","2005","Hamburg","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2005","Hamburg","(3a) lower tertiary education","2","","",""
"Yes","2005","Hamburg","(3b) higher tertiary education","2","","",""
"Yes","2005","Lower Saxony","(0) in school","3","","",""
"Yes","2005","Lower Saxony","(1a) inadequately completed","1","","",""
"Yes","2005","Lower Saxony","(1b) general elementary school","4","","",""
"Yes","2005","Lower Saxony","(1c) basic vocational qualification","54","0.10703677686522","0.0790270765401814","0.135046477190258"
"Yes","2005","Lower Saxony","(2b) intermediate general qualification","5","","",""
"Yes","2005","Lower Saxony","(2a) intermediate vocational","75","0.177193709510416","0.139394909796849","0.214992509223982"
"Yes","2005","Lower Saxony","(2c_gen) general maturity certificate","1","","",""
"Yes","2005","Lower Saxony","(2c_voc) vocational maturity certificate","29","","",""
"Yes","2005","Lower Saxony","(3a) lower tertiary education","13","","",""
"Yes","2005","Lower Saxony","(3b) higher tertiary education","26","","",""
"Yes","2005","Bremen","(0) in school","","","",""
"Yes","2005","Bremen","(1a) inadequately completed","","","",""
"Yes","2005","Bremen","(1b) general elementary school","","","",""
"Yes","2005","Bremen","(1c) basic vocational qualification","4","","",""
"Yes","2005","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2005","Bremen","(2a) intermediate vocational","8","","",""
"Yes","2005","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2005","Bremen","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2005","Bremen","(3a) lower tertiary education","1","","",""
"Yes","2005","Bremen","(3b) higher tertiary education","","","",""
"Yes","2005","North Rhine-Westphalia","(0) in school","10","","",""
"Yes","2005","North Rhine-Westphalia","(1a) inadequately completed","3","","",""
"Yes","2005","North Rhine-Westphalia","(1b) general elementary school","19","","",""
"Yes","2005","North Rhine-Westphalia","(1c) basic vocational qualification","147","0.125572915508554","0.106690153997898","0.14445567701921"
"Yes","2005","North Rhine-Westphalia","(2b) intermediate general qualification","9","","",""
"Yes","2005","North Rhine-Westphalia","(2a) intermediate vocational","153","0.243004337500431","0.210158438784941","0.275850236215921"
"Yes","2005","North Rhine-Westphalia","(2c_gen) general maturity certificate","33","0.186574819535699","0.124231807234147","0.24891783183725"
"Yes","2005","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","91","0.227488214996446","0.184303921982076","0.270672508010816"
"Yes","2005","North Rhine-Westphalia","(3a) lower tertiary education","58","0.308805426672499","0.241313090632256","0.376297762712741"
"Yes","2005","North Rhine-Westphalia","(3b) higher tertiary education","84","0.293657798441072","0.239029105835424","0.34828649104672"
"Yes","2005","Hesse","(0) in school","3","","",""
"Yes","2005","Hesse","(1a) inadequately completed","1","","",""
"Yes","2005","Hesse","(1b) general elementary school","4","","",""
"Yes","2005","Hesse","(1c) basic vocational qualification","30","0.0749323711627707","0.0469058159228035","0.102958926402738"
"Yes","2005","Hesse","(2b) intermediate general qualification","1","","",""
"Yes","2005","Hesse","(2a) intermediate vocational","46","0.192746417077373","0.141657288222825","0.243835545931921"
"Yes","2005","Hesse","(2c_gen) general maturity certificate","3","","",""
"Yes","2005","Hesse","(2c_voc) vocational maturity certificate","24","","",""
"Yes","2005","Hesse","(3a) lower tertiary education","18","","",""
"Yes","2005","Hesse","(3b) higher tertiary education","26","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1b) general elementary school","5","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","48","0.157859990626195","0.122173479499304","0.193546501753086"
"Yes","2005","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","3","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","34","0.174811889192302","0.119632821137402","0.229990957247202"
"Yes","2005","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","6","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","4","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","16","","",""
"Yes","2005","Baden-Württemberg","(0) in school","4","","",""
"Yes","2005","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","2005","Baden-Württemberg","(1b) general elementary school","12","","",""
"Yes","2005","Baden-Württemberg","(1c) basic vocational qualification","99","0.156344231287557","0.12857339378648","0.184115068788635"
"Yes","2005","Baden-Württemberg","(2b) intermediate general qualification","9","","",""
"Yes","2005","Baden-Württemberg","(2a) intermediate vocational","98","0.26065555555608","0.217363675846663","0.303947435265497"
"Yes","2005","Baden-Württemberg","(2c_gen) general maturity certificate","8","","",""
"Yes","2005","Baden-Württemberg","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2005","Baden-Württemberg","(3a) lower tertiary education","31","0.234810309209884","0.153344653639316","0.316275964780452"
"Yes","2005","Baden-Württemberg","(3b) higher tertiary education","45","0.261508831128576","0.191415701697139","0.331601960560012"
"Yes","2005","Bavaria","(0) in school","7","","",""
"Yes","2005","Bavaria","(1a) inadequately completed","2","","",""
"Yes","2005","Bavaria","(1b) general elementary school","17","","",""
"Yes","2005","Bavaria","(1c) basic vocational qualification","125","0.140602547254462","0.117777963591988","0.163427130916936"
"Yes","2005","Bavaria","(2b) intermediate general qualification","3","","",""
"Yes","2005","Bavaria","(2a) intermediate vocational","121","0.268720008125719","0.229429693277209","0.30801032297423"
"Yes","2005","Bavaria","(2c_gen) general maturity certificate","12","","",""
"Yes","2005","Bavaria","(2c_voc) vocational maturity certificate","31","0.190520331132279","0.128089382570033","0.252951279694526"
"Yes","2005","Bavaria","(3a) lower tertiary education","36","0.333999952007988","0.254144233014332","0.413855671001645"
"Yes","2005","Bavaria","(3b) higher tertiary education","42","0.236041167753436","0.170649947892727","0.301432387614145"
"Yes","2005","Berlin","(0) in school","2","","",""
"Yes","2005","Berlin","(1a) inadequately completed","","","",""
"Yes","2005","Berlin","(1b) general elementary school","1","","",""
"Yes","2005","Berlin","(1c) basic vocational qualification","3","","",""
"Yes","2005","Berlin","(2b) intermediate general qualification","1","","",""
"Yes","2005","Berlin","(2a) intermediate vocational","12","","",""
"Yes","2005","Berlin","(2c_gen) general maturity certificate","3","","",""
"Yes","2005","Berlin","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2005","Berlin","(3a) lower tertiary education","12","","",""
"Yes","2005","Berlin","(3b) higher tertiary education","14","","",""
"Yes","2005","Brandenburg","(0) in school","2","","",""
"Yes","2005","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2005","Brandenburg","(1b) general elementary school","","","",""
"Yes","2005","Brandenburg","(1c) basic vocational qualification","9","","",""
"Yes","2005","Brandenburg","(2b) intermediate general qualification","1","","",""
"Yes","2005","Brandenburg","(2a) intermediate vocational","19","","",""
"Yes","2005","Brandenburg","(2c_gen) general maturity certificate","5","","",""
"Yes","2005","Brandenburg","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2005","Brandenburg","(3a) lower tertiary education","11","","",""
"Yes","2005","Brandenburg","(3b) higher tertiary education","16","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2005","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
