"plj0587","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Often","2017","Hamburg","Couple + C. GT 16 ","2","","",""
"Often","2017","Hamburg","Couple + C. LE and GT 16","2","","",""
"Often","2017","Lower Saxony","1-pers.-HH","58","0.105101386959945","0.0758408018248095","0.13436197209508"
"Often","2017","Lower Saxony","(Married) couple without C. ","53","0.0670197210807507","0.0500387262302621","0.0840007159312393"
"Often","2017","Lower Saxony","Single parent ","30","0.116502462734334","0.0792550693576832","0.153749856110985"
"Often","2017","Lower Saxony","Couple + C. LE 16 ","67","0.0695886355712101","0.0509766574743331","0.0882006136680872"
"Often","2017","Lower Saxony","Couple + C. GT 16 ","21","","",""
"Often","2017","Lower Saxony","Couple + C. LE and GT 16","30","0.0564272254156468","0.0294960328255734","0.0833584180057202"
"Often","2017","Bremen","1-pers.-HH","7","","",""
"Often","2017","Bremen","(Married) couple without C. ","1","","",""
"Often","2017","Bremen","Single parent ","8","","",""
"Often","2017","Bremen","Couple + C. LE 16 ","12","","",""
"Often","2017","Bremen","Couple + C. GT 16 ","1","","",""
"Often","2017","Bremen","Couple + C. LE and GT 16","1","","",""
"Often","2017","North Rhine-Westphalia","1-pers.-HH","126","0.103470121016664","0.0834827568018139","0.123457485231514"
"Often","2017","North Rhine-Westphalia","(Married) couple without C. ","95","0.0519284132491004","0.0411832199139366","0.0626736065842642"
"Often","2017","North Rhine-Westphalia","Single parent ","51","0.0806454524882884","0.0568499130652137","0.104440991911363"
"Often","2017","North Rhine-Westphalia","Couple + C. LE 16 ","139","0.0713439475413411","0.0584167568869472","0.084271138195735"
"Often","2017","North Rhine-Westphalia","Couple + C. GT 16 ","50","0.0651352744231984","0.0480782772737528","0.082192271572644"
"Often","2017","North Rhine-Westphalia","Couple + C. LE and GT 16","55","0.0654238281955668","0.0459600308282537","0.0848876255628799"
"Often","2017","Hesse","1-pers.-HH","37","0.0842527777029802","0.0537236461735527","0.114781909232408"
"Often","2017","Hesse","(Married) couple without C. ","37","0.0959815647216814","0.0702136788221671","0.121749450621196"
"Often","2017","Hesse","Single parent ","21","","",""
"Often","2017","Hesse","Couple + C. LE 16 ","40","0.0607982874998845","0.0403576916927648","0.0812388833070043"
"Often","2017","Hesse","Couple + C. GT 16 ","21","","",""
"Often","2017","Hesse","Couple + C. LE and GT 16","21","","",""
"Often","2017","Rhineland-Palatinate,Saarland","1-pers.-HH","25","","",""
"Often","2017","Rhineland-Palatinate,Saarland","(Married) couple without C. ","28","","",""
"Often","2017","Rhineland-Palatinate,Saarland","Single parent ","23","","",""
"Often","2017","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","39","0.0561614495361056","0.0331037107868845","0.0792191882853267"
"Often","2017","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","9","","",""
"Often","2017","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","14","","",""
"Often","2017","Baden-Württemberg","1-pers.-HH","55","0.0941982603545863","0.0668112018887396","0.121585318820433"
"Often","2017","Baden-Württemberg","(Married) couple without C. ","55","0.047648267068327","0.0336453197835723","0.0616512143530817"
"Often","2017","Baden-Württemberg","Single parent ","22","","",""
"Often","2017","Baden-Württemberg","Couple + C. LE 16 ","95","0.0807624306736646","0.0627908485123378","0.0987340128349914"
"Often","2017","Baden-Württemberg","Couple + C. GT 16 ","18","","",""
"Often","2017","Baden-Württemberg","Couple + C. LE and GT 16","26","","",""
"Often","2017","Bavaria","1-pers.-HH","67","0.087220156098077","0.0660904111042921","0.108349901091862"
"Often","2017","Bavaria","(Married) couple without C. ","72","0.0464987489326483","0.0349318975146109","0.0580656003506856"
"Often","2017","Bavaria","Single parent ","39","0.097041464188376","0.0669201642664312","0.127162764110321"
"Often","2017","Bavaria","Couple + C. LE 16 ","85","0.0783114326391428","0.062660884151346","0.0939619811269396"
"Often","2017","Bavaria","Couple + C. GT 16 ","34","0.0478628417410977","0.0301503366193906","0.0655753468628049"
"Often","2017","Bavaria","Couple + C. LE and GT 16","27","","",""
"Often","2017","Berlin","1-pers.-HH","26","","",""
"Often","2017","Berlin","(Married) couple without C. ","26","","",""
"Often","2017","Berlin","Single parent ","11","","",""
"Often","2017","Berlin","Couple + C. LE 16 ","19","","",""
"Often","2017","Berlin","Couple + C. GT 16 ","4","","",""
"Often","2017","Berlin","Couple + C. LE and GT 16","4","","",""
"Often","2017","Brandenburg","1-pers.-HH","30","0.149535440425917","0.0965479142392689","0.202522966612566"
"Often","2017","Brandenburg","(Married) couple without C. ","38","0.0989238297116999","0.0706717347204395","0.12717592470296"
"Often","2017","Brandenburg","Single parent ","14","","",""
"Often","2017","Brandenburg","Couple + C. LE 16 ","23","","",""
"Often","2017","Brandenburg","Couple + C. GT 16 ","4","","",""
"Often","2017","Brandenburg","Couple + C. LE and GT 16","6","","",""
"Often","2017","Mecklenburg-Western Pomerania","1-pers.-HH","16","","",""
"Often","2017","Mecklenburg-Western Pomerania","(Married) couple without C. ","16","","",""
"Often","2017","Mecklenburg-Western Pomerania","Single parent ","8","","",""
"Often","2017","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","11","","",""
"Often","2017","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Often","2017","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","",""
"Often","2017","Saxony","1-pers.-HH","36","0.0972524884834447","0.063779201990369","0.13072577497652"
"Often","2017","Saxony","(Married) couple without C. ","40","0.0823859359762015","0.0602747804587525","0.10449709149365"
"Often","2017","Saxony","Single parent ","10","","",""
"Often","2017","Saxony","Couple + C. LE 16 ","21","","",""
"Often","2017","Saxony","Couple + C. GT 16 ","17","","",""
"Often","2017","Saxony","Couple + C. LE and GT 16","11","","",""
"Often","2017","Saxony-Anhalt","1-pers.-HH","17","","",""
"Often","2017","Saxony-Anhalt","(Married) couple without C. ","19","","",""
"Often","2017","Saxony-Anhalt","Single parent ","12","","",""
"Often","2017","Saxony-Anhalt","Couple + C. LE 16 ","18","","",""
"Often","2017","Saxony-Anhalt","Couple + C. GT 16 ","5","","",""
"Often","2017","Saxony-Anhalt","Couple + C. LE and GT 16","5","","",""
"Often","2017","Thuringia","1-pers.-HH","34","0.139041036839076","0.0902284120827505","0.187853661595402"
"Often","2017","Thuringia","(Married) couple without C. ","21","","",""
"Often","2017","Thuringia","Single parent ","12","","",""
"Often","2017","Thuringia","Couple + C. LE 16 ","19","","",""
"Often","2017","Thuringia","Couple + C. GT 16 ","9","","",""
"Often","2017","Thuringia","Couple + C. LE and GT 16","3","","",""
"Sometimes","2017","Schleswig-Holstein","1-pers.-HH","58","0.41525280479323","0.335322397847869","0.495183211738592"
"Sometimes","2017","Schleswig-Holstein","(Married) couple without C. ","98","0.364861388910832","0.309360826932733","0.42036195088893"
"Sometimes","2017","Schleswig-Holstein","Single parent ","29","","",""
"Sometimes","2017","Schleswig-Holstein","Couple + C. LE 16 ","102","0.365967365619858","0.312940562414416","0.418994168825301"
"Sometimes","2017","Schleswig-Holstein","Couple + C. GT 16 ","36","0.211023022265469","0.133346058221626","0.288699986309312"
"Sometimes","2017","Schleswig-Holstein","Couple + C. LE and GT 16","24","","",""
"Sometimes","2017","Hamburg","1-pers.-HH","30","0.236770382607829","0.151734197241481","0.321806567974178"
"Sometimes","2017","Hamburg","(Married) couple without C. ","43","0.26874157987024","0.199836315749075","0.337646843991405"
"Sometimes","2017","Hamburg","Single parent ","20","","",""
"Sometimes","2017","Hamburg","Couple + C. LE 16 ","32","0.230654388407624","0.156209113726736","0.305099663088512"
"Sometimes","2017","Hamburg","Couple + C. GT 16 ","16","","",""
"Sometimes","2017","Hamburg","Couple + C. LE and GT 16","10","","",""
"Sometimes","2017","Lower Saxony","1-pers.-HH","127","0.294561453246604","0.251069449593009","0.338053456900198"
"Sometimes","2017","Lower Saxony","(Married) couple without C. ","248","0.267284052552416","0.237231598900904","0.297336506203929"
"Sometimes","2017","Lower Saxony","Single parent ","104","0.365554202000496","0.309643001941663","0.421465402059328"
"Sometimes","2017","Lower Saxony","Couple + C. LE 16 ","245","0.323261947014464","0.289050341167916","0.357473552861012"
"Sometimes","2017","Lower Saxony","Couple + C. GT 16 ","107","0.334702939643355","0.285476513844996","0.383929365441715"
"Sometimes","2017","Lower Saxony","Couple + C. LE and GT 16","73","0.25505278516085","0.20417814828276","0.305927422038941"
"Sometimes","2017","Bremen","1-pers.-HH","17","","",""
"Sometimes","2017","Bremen","(Married) couple without C. ","13","","",""
"Sometimes","2017","Bremen","Single parent ","8","","",""
"Sometimes","2017","Bremen","Couple + C. LE 16 ","23","","",""
"Sometimes","2017","Bremen","Couple + C. GT 16 ","6","","",""
"Sometimes","2017","Bremen","Couple + C. LE and GT 16","7","","",""
"Sometimes","2017","North Rhine-Westphalia","1-pers.-HH","310","0.369473580449659","0.337799136265522","0.401148024633797"
"Sometimes","2017","North Rhine-Westphalia","(Married) couple without C. ","471","0.308709071927509","0.286337512027275","0.331080631827743"
"Sometimes","2017","North Rhine-Westphalia","Single parent ","171","0.310816937396557","0.270370177703874","0.35126369708924"
"Sometimes","2017","North Rhine-Westphalia","Couple + C. LE 16 ","491","0.335312754350596","0.311602738266517","0.359022770434674"
"Sometimes","2017","North Rhine-Westphalia","Couple + C. GT 16 ","226","0.258217573099271","0.227965772132524","0.288469374066018"
"Sometimes","2017","North Rhine-Westphalia","Couple + C. LE and GT 16","186","0.277847359293889","0.24258836789921","0.313106350688567"
"Sometimes","2017","Hesse","1-pers.-HH","99","0.266321120140902","0.217737447244513","0.314904793037291"
"Sometimes","2017","Hesse","(Married) couple without C. ","125","0.245232507882677","0.207597514362354","0.282867501403"
"Sometimes","2017","Hesse","Single parent ","60","0.348436959791828","0.280686597964019","0.416187321619638"
"Sometimes","2017","Hesse","Couple + C. LE 16 ","162","0.321735611253346","0.281776344181671","0.36169487832502"
"Sometimes","2017","Hesse","Couple + C. GT 16 ","75","0.314019831413753","0.254168141196791","0.373871521630714"
"Sometimes","2017","Hesse","Couple + C. LE and GT 16","66","0.321326156233579","0.257863240870457","0.384789071596702"
"Sometimes","2017","Rhineland-Palatinate,Saarland","1-pers.-HH","74","0.289934500305682","0.234134990082149","0.345734010529215"
"Sometimes","2017","Rhineland-Palatinate,Saarland","(Married) couple without C. ","113","0.232263973263106","0.193463298467427","0.271064648058785"
"Sometimes","2017","Rhineland-Palatinate,Saarland","Single parent ","42","0.366464530465316","0.285484100691974","0.447444960238659"
"Sometimes","2017","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","137","0.372632885961373","0.324210055811033","0.421055716111712"
"Sometimes","2017","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","59","0.258899141128894","0.196615319298372","0.321182962959416"
"Sometimes","2017","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","42","0.314044273879333","0.240976525526018","0.387112022232648"
"Sometimes","2017","Baden-Württemberg","1-pers.-HH","150","0.329115001998546","0.285058982838372","0.373171021158721"
"Sometimes","2017","Baden-Württemberg","(Married) couple without C. ","259","0.33959776322017","0.308467421438799","0.370728105001542"
"Sometimes","2017","Baden-Württemberg","Single parent ","70","0.259469838216851","0.203064667876494","0.315875008557207"
"Sometimes","2017","Baden-Württemberg","Couple + C. LE 16 ","253","0.237059829011749","0.209009241374203","0.265110416649294"
"Sometimes","2017","Baden-Württemberg","Couple + C. GT 16 ","129","0.23895314887891","0.19937616105163","0.27853013670619"
"Sometimes","2017","Baden-Württemberg","Couple + C. LE and GT 16","91","0.234598282806787","0.186078213628121","0.283118351985452"
"Sometimes","2017","Bavaria","1-pers.-HH","226","0.302332224250454","0.267939279909917","0.336725168590991"
"Sometimes","2017","Bavaria","(Married) couple without C. ","416","0.318808558856298","0.293208941930087","0.34440817578251"
"Sometimes","2017","Bavaria","Single parent ","116","0.269077163315764","0.223950281872846","0.314204044758682"
"Sometimes","2017","Bavaria","Couple + C. LE 16 ","386","0.346513016141062","0.318792384310537","0.374233647971588"
"Sometimes","2017","Bavaria","Couple + C. GT 16 ","184","0.344005726739042","0.304590516102242","0.383420937375843"
"Sometimes","2017","Bavaria","Couple + C. LE and GT 16","121","0.357477140616549","0.311478129753054","0.403476151480044"
"Sometimes","2017","Berlin","1-pers.-HH","100","0.350966745945095","0.293825835870575","0.408107656019615"
"Sometimes","2017","Berlin","(Married) couple without C. ","92","0.285579629683608","0.236697322398131","0.334461936969085"
"Sometimes","2017","Berlin","Single parent ","26","","",""
"Sometimes","2017","Berlin","Couple + C. LE 16 ","76","0.411991697448984","0.345737084420785","0.478246310477184"
"Sometimes","2017","Berlin","Couple + C. GT 16 ","21","","",""
"Sometimes","2017","Berlin","Couple + C. LE and GT 16","15","","",""
"Sometimes","2017","Brandenburg","1-pers.-HH","64","0.401743313238366","0.328899683856113","0.474586942620619"
"Sometimes","2017","Brandenburg","(Married) couple without C. ","148","0.369617594174678","0.323940569750879","0.415294618598476"
"Sometimes","2017","Brandenburg","Single parent ","27","","",""
"Sometimes","2017","Brandenburg","Couple + C. LE 16 ","65","0.297348154743902","0.239398365614314","0.35529794387349"
"Sometimes","2017","Brandenburg","Couple + C. GT 16 ","24","","",""
"Sometimes","2017","Brandenburg","Couple + C. LE and GT 16","17","","",""
"Sometimes","2017","Mecklenburg-Western Pomerania","1-pers.-HH","50","0.383803928179107","0.300526632501371","0.467081223856843"
"Sometimes","2017","Mecklenburg-Western Pomerania","(Married) couple without C. ","70","0.330546028715443","0.266617787474577","0.394474269956309"
"Sometimes","2017","Mecklenburg-Western Pomerania","Single parent ","19","","",""
"Sometimes","2017","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","38","0.442957970672776","0.352562985262418","0.533352956083133"
"Sometimes","2017","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","8","","",""
"Sometimes","2017","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","11","","",""
"Sometimes","2017","Saxony","1-pers.-HH","109","0.382742538923427","0.327832546470407","0.437652531376446"
"Sometimes","2017","Saxony","(Married) couple without C. ","201","0.334316744613201","0.296379328372882","0.37225416085352"
"Sometimes","2017","Saxony","Single parent ","53","0.345922320766394","0.264467573487153","0.427377068045636"
"Sometimes","2017","Saxony","Couple + C. LE 16 ","112","0.368187190121221","0.318707131040347","0.417667249202094"
"Sometimes","2017","Saxony","Couple + C. GT 16 ","46","0.283405061413882","0.218112573788152","0.348697549039613"
"Sometimes","2017","Saxony","Couple + C. LE and GT 16","36","0.348337703626104","0.262006717916207","0.434668689336001"
"Sometimes","2017","Saxony-Anhalt","1-pers.-HH","57","0.40730792038983","0.330696143185336","0.483919697594324"
"Sometimes","2017","Saxony-Anhalt","(Married) couple without C. ","117","0.372883627399103","0.322509540494802","0.423257714303405"
"Sometimes","2017","Saxony-Anhalt","Single parent ","36","0.395130705762264","0.298829515926394","0.491431895598134"
"Sometimes","2017","Saxony-Anhalt","Couple + C. LE 16 ","51","0.357404094412691","0.290482894911269","0.424325293914113"
"Sometimes","2017","Saxony-Anhalt","Couple + C. GT 16 ","14","","",""
"Sometimes","2017","Saxony-Anhalt","Couple + C. LE and GT 16","12","","",""
"Sometimes","2017","Thuringia","1-pers.-HH","66","0.33246476264146","0.266001853712884","0.398927671570036"
"Sometimes","2017","Thuringia","(Married) couple without C. ","105","0.260813969801831","0.2156453231313","0.305982616472362"
"Sometimes","2017","Thuringia","Single parent ","23","","",""
"Sometimes","2017","Thuringia","Couple + C. LE 16 ","74","0.313031012743105","0.249858934119083","0.376203091367126"
"Sometimes","2017","Thuringia","Couple + C. GT 16 ","38","0.467177501282012","0.373082088786031","0.561272913777994"
"Sometimes","2017","Thuringia","Couple + C. LE and GT 16","32","0.416511362731415","0.310454525112476","0.522568200350355"
"Rarely ","2017","Schleswig-Holstein","1-pers.-HH","42","0.31370387779022","0.238439863321","0.38896789225944"
"Rarely ","2017","Schleswig-Holstein","(Married) couple without C. ","116","0.406497268204451","0.349868209022226","0.463126327386675"
