"m11125","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1991","Urban Area","East Germany","67","0.0473254375188649","0.0361428370752453","0.0585080379624846","4"
"4 on Scale 1 to 10","1991","Urban Area","West Germany","382","0.056273261340694","0.0510678672429327","0.0614786554384553","4"
"5 on Scale 1 to 10","1991","Urban Area","West Germany","1041","0.150488687996131","0.142412322708087","0.158565053284175","5"
"5 on Scale 1 to 10","1991","Urban Area","East Germany","222","0.185183024060143","0.164725464486705","0.205640583633581","5"
"5 on Scale 1 to 10","1991","Rural Area","West Germany","287","0.163161594298371","0.146781949409951","0.17954123918679","5"
"5 on Scale 1 to 10","1991","Rural Area","East Germany","489","0.196511202350542","0.181475582936293","0.211546821764792","5"
"6 on Scale 1 to 10","1991","Urban Area","East Germany","132","0.0927361000184689","0.0774599317482998","0.108012268288638","6"
"6 on Scale 1 to 10","1991","Rural Area","West Germany","192","0.104274240746745","0.0907270027596138","0.117821478733877","6"
"6 on Scale 1 to 10","1991","Rural Area","East Germany","246","0.0972563613111657","0.0860444673510305","0.108468255271301","6"
"6 on Scale 1 to 10","1991","Urban Area","West Germany","708","0.0977590052627686","0.0910506028359126","0.104467407689625","6"
"7 on Scale 1 to 10","1991","Rural Area","West Germany","321","0.168899556761488","0.152291618487411","0.185507495035564","7"
"7 on Scale 1 to 10","1991","Urban Area","East Germany","180","0.118291512953917","0.101283150268356","0.135299875639479","7"
"7 on Scale 1 to 10","1991","Urban Area","West Germany","1116","0.147589084225199","0.139577266453619","0.155600901996778","7"
"7 on Scale 1 to 10","1991","Rural Area","East Germany","331","0.115713631678487","0.103609699491214","0.12781756386576","7"
"8 on Scale 1 to 10","1991","Urban Area","West Germany","1754","0.221846288509293","0.212461203241587","0.231231373776999","8"
"8 on Scale 1 to 10","1991","Rural Area","West Germany","453","0.22293217755369","0.204482424735079","0.241381930372302","8"
"8 on Scale 1 to 10","1991","Urban Area","East Germany","318","0.207037707612919","0.185698701027756","0.228376714198083","8"
"8 on Scale 1 to 10","1991","Rural Area","East Germany","575","0.19394680967998","0.178985799262387","0.208907820097573","8"
"9 on Scale 1 to 10","1991","Rural Area","West Germany","236","0.10275878693581","0.0892989808999931","0.116218592971627","9"
"9 on Scale 1 to 10","1991","Rural Area","East Germany","306","0.102760978164828","0.0912713507377823","0.114250605591874","9"
"9 on Scale 1 to 10","1991","Urban Area","East Germany","165","0.107145827252782","0.0908565767621263","0.123435077743438","9"
"9 on Scale 1 to 10","1991","Urban Area","West Germany","992","0.120626868871302","0.11327008384213","0.127983653900475","9"
"0 Completely dissatisfied","1992","Rural Area","West Germany","44","0.0217523015945414","0.0152577640750828","0.0282468391139999","0"
"0 Completely dissatisfied","1992","Rural Area","East Germany","46","0.022609063440178","0.016760857704324","0.0284572691760321","0"
"0 Completely dissatisfied","1992","Urban Area","East Germany","17","","","","0"
"0 Completely dissatisfied","1992","Urban Area","West Germany","139","0.0252305063845065","0.0216624572747594","0.0287985554942535","0"
"1 on Scale 1 to 10","1992","Rural Area","East Germany","26","","","","1"
"1 on Scale 1 to 10","1992","Rural Area","West Germany","23","","","","1"
"1 on Scale 1 to 10","1992","Urban Area","East Germany","7","","","","1"
"1 on Scale 1 to 10","1992","Urban Area","West Germany","98","0.0167330580308158","0.0138146886983555","0.0196514273632762","1"
"10 Completely satisfied","1992","Urban Area","West Germany","816","0.0938802171019869","0.0872443646034066","0.100516069600567","10"
"10 Completely satisfied","1992","Urban Area","East Germany","125","0.0992207397266581","0.0834646871842111","0.114976792269105","10"
"10 Completely satisfied","1992","Rural Area","West Germany","214","0.0925163322189767","0.0796160320131618","0.105416632424792","10"
"10 Completely satisfied","1992","Rural Area","East Germany","200","0.0783043451269285","0.0677353449928545","0.0888733452610025","10"
"2 on Scale 1 to 10","1992","Urban Area","West Germany","181","0.0272014240659441","0.0235003808277893","0.0309024673040988","2"
"2 on Scale 1 to 10","1992","Urban Area","East Germany","44","0.0321496034415305","0.0228529010738879","0.0414463058091731","2"
"2 on Scale 1 to 10","1992","Rural Area","West Germany","51","0.0363360532538209","0.028004942904531","0.0446671636031108","2"
"2 on Scale 1 to 10","1992","Rural Area","East Germany","67","0.0315354632423996","0.0246602104504959","0.0384107160343033","2"
"3 on Scale 1 to 10","1992","Rural Area","West Germany","78","0.0451735147833671","0.0359270573531358","0.0544199722135985","3"
"3 on Scale 1 to 10","1992","Rural Area","East Germany","109","0.0472788100384504","0.0389292540084576","0.0556283660684431","3"
"3 on Scale 1 to 10","1992","Urban Area","East Germany","60","0.0583323610217383","0.0459802666408502","0.0706844554026264","3"
"3 on Scale 1 to 10","1992","Urban Area","West Germany","305","0.0451751512435232","0.0404498604593682","0.0499004420276782","3"
"4 on Scale 1 to 10","1992","Rural Area","East Germany","132","0.0593302176987397","0.0500361941196804","0.0686242412777991","4"
"4 on Scale 1 to 10","1992","Rural Area","West Germany","89","0.0544693362880635","0.0443655289779438","0.0645731435981833","4"
"4 on Scale 1 to 10","1992","Urban Area","East Germany","77","0.0608057320392639","0.0482110566596129","0.073400407418915","4"
"4 on Scale 1 to 10","1992","Urban Area","West Germany","355","0.0509284997658364","0.0459264641140624","0.0559305354176105","4"
"5 on Scale 1 to 10","1992","Rural Area","West Germany","220","0.123794207532694","0.109131153779978","0.138457261285411","5"
"5 on Scale 1 to 10","1992","Urban Area","West Germany","944","0.136766865205573","0.128949302514229","0.144584427896916","5"
"5 on Scale 1 to 10","1992","Urban Area","East Germany","217","0.164933024788321","0.145373807687167","0.184492241889475","5"
"5 on Scale 1 to 10","1992","Rural Area","East Germany","400","0.177200926825947","0.162178949784904","0.192222903866991","5"
"6 on Scale 1 to 10","1992","Rural Area","West Germany","184","0.10152372812599","0.0880772580576425","0.114970198194337","6"
"6 on Scale 1 to 10","1992","Rural Area","East Germany","217","0.0892468069877232","0.0780306547008974","0.100462959274549","6"
"6 on Scale 1 to 10","1992","Urban Area","East Germany","110","0.0775409323173048","0.0634455758882979","0.0916362887463117","6"
"6 on Scale 1 to 10","1992","Urban Area","West Germany","654","0.0885774637914974","0.0821129126245401","0.0950420149584548","6"
"7 on Scale 1 to 10","1992","Rural Area","West Germany","301","0.160487059822607","0.14414507087788","0.176829048767335","7"
"7 on Scale 1 to 10","1992","Rural Area","East Germany","385","0.148735393703526","0.134736727611363","0.162734059795689","7"
"7 on Scale 1 to 10","1992","Urban Area","East Germany","216","0.148959358879964","0.130194467784999","0.167724249974928","7"
"7 on Scale 1 to 10","1992","Urban Area","West Germany","1110","0.154978104170239","0.1467445750025","0.163211633337978","7"
"8 on Scale 1 to 10","1992","Rural Area","West Germany","455","0.223040436891018","0.204506733155083","0.241574140626953","8"
"8 on Scale 1 to 10","1992","Rural Area","East Germany","604","0.227993312495426","0.211488188631333","0.244498436359518","8"
"8 on Scale 1 to 10","1992","Urban Area","West Germany","1833","0.243968582991147","0.234197251461553","0.253739914520741","8"
"8 on Scale 1 to 10","1992","Urban Area","East Germany","355","0.240321275841204","0.217802328091854","0.262840223590554","8"
"9 on Scale 1 to 10","1992","Rural Area","East Germany","296","0.105019247086799","0.0929581031464832","0.117080391027114","9"
"9 on Scale 1 to 10","1992","Rural Area","West Germany","279","0.126872929366445","0.112054764751145","0.141691093981746","9"
"9 on Scale 1 to 10","1992","Urban Area","East Germany","155","0.0935299187110691","0.0781841369846399","0.108875700437498","9"
"9 on Scale 1 to 10","1992","Urban Area","West Germany","986","0.116560127248932","0.109259160341185","0.123861094156678","9"
"0 Completely dissatisfied","1993","Rural Area","West Germany","36","0.0187201369580978","0.0126781036061423","0.0247621703100533","0"
"0 Completely dissatisfied","1993","Rural Area","East Germany","38","0.0187361960774848","0.0133704153916654","0.0241019767633042","0"
"0 Completely dissatisfied","1993","Urban Area","West Germany","133","0.0233691085826062","0.0199228538745759","0.0268153632906366","0"
"0 Completely dissatisfied","1993","Urban Area","East Germany","21","","","","0"
"1 on Scale 1 to 10","1993","Rural Area","West Germany","20","","","","1"
"1 on Scale 1 to 10","1993","Rural Area","East Germany","29","","","","1"
"1 on Scale 1 to 10","1993","Urban Area","East Germany","14","","","","1"
"1 on Scale 1 to 10","1993","Urban Area","West Germany","90","0.0144677134323909","0.0117437802648037","0.017191646599978","1"
"10 Completely satisfied","1993","Urban Area","East Germany","128","0.0930861494936974","0.077739743930797","0.108432555056598","10"
"10 Completely satisfied","1993","Rural Area","West Germany","214","0.0932590867592504","0.0802956740041317","0.106222499514369","10"
"10 Completely satisfied","1993","Rural Area","East Germany","195","0.0806415553457836","0.0698664580733947","0.0914166526181725","10"
"10 Completely satisfied","1993","Urban Area","West Germany","735","0.0868285075786682","0.0804050566408084","0.0932519585165281","10"
"2 on Scale 1 to 10","1993","Urban Area","West Germany","222","0.0329713831624088","0.0288980557787294","0.0370447105460882","2"
"2 on Scale 1 to 10","1993","Urban Area","East Germany","44","0.0402428749358634","0.029862661276053","0.0506230885956737","2"
"2 on Scale 1 to 10","1993","Rural Area","West Germany","57","0.0308883290226058","0.0231754541944557","0.038601203850756","2"
"2 on Scale 1 to 10","1993","Rural Area","East Germany","67","0.0292073390009423","0.0225437445959173","0.0358709334059672","2"
"3 on Scale 1 to 10","1993","Rural Area","West Germany","83","0.047215530312432","0.0377603038576664","0.0566707567671976","3"
"3 on Scale 1 to 10","1993","Rural Area","East Germany","118","0.050684441110298","0.0420039969575294","0.0593648852630667","3"
"3 on Scale 1 to 10","1993","Urban Area","East Germany","68","0.0535891873990982","0.0416943214126689","0.0654840533855276","3"
"3 on Scale 1 to 10","1993","Urban Area","West Germany","336","0.0514841536401794","0.0464431135088844","0.0565251937714744","3"
"4 on Scale 1 to 10","1993","Rural Area","East Germany","140","0.0605272768842629","0.0510906459043744","0.0699639078641515","4"
"4 on Scale 1 to 10","1993","Rural Area","West Germany","103","0.0569542165155589","0.0466227613881502","0.0672856716429676","4"
"4 on Scale 1 to 10","1993","Urban Area","East Germany","78","0.0615519349703064","0.0488576834938926","0.0742461864467202","4"
"4 on Scale 1 to 10","1993","Urban Area","West Germany","396","0.057399619128847","0.0520934708582237","0.0627057673994702","4"
"5 on Scale 1 to 10","1993","Rural Area","West Germany","256","0.14409936280425","0.128443577065009","0.159755148543491","5"
"5 on Scale 1 to 10","1993","Urban Area","West Germany","1000","0.143319923482338","0.135326668118038","0.151313178846638","5"
"5 on Scale 1 to 10","1993","Urban Area","East Germany","215","0.165881748467871","0.14623483939655","0.185528657539191","5"
"5 on Scale 1 to 10","1993","Rural Area","East Germany","445","0.196465189736074","0.180741861860004","0.212188517612143","5"
"6 on Scale 1 to 10","1993","Rural Area","West Germany","210","0.116442473947004","0.102143486291702","0.130741461602306","6"
"6 on Scale 1 to 10","1993","Rural Area","East Germany","228","0.0962604306798068","0.0845884417750538","0.10793241958456","6"
"6 on Scale 1 to 10","1993","Urban Area","East Germany","153","0.104482586818961","0.0883263542333121","0.120638819404609","6"
"6 on Scale 1 to 10","1993","Urban Area","West Germany","788","0.105767062833347","0.098751514456698","0.112782611209997","6"
"7 on Scale 1 to 10","1993","Rural Area","West Germany","290","0.152476194569639","0.136450784954193","0.168501604185086","7"
"7 on Scale 1 to 10","1993","Rural Area","East Germany","380","0.146680694238513","0.132680257582172","0.160681130894854","7"
"7 on Scale 1 to 10","1993","Urban Area","East Germany","224","0.158668306117989","0.139370415592381","0.177966196643598","7"
"7 on Scale 1 to 10","1993","Urban Area","West Germany","1133","0.156161966586554","0.147881052987492","0.164442880185616","7"
"8 on Scale 1 to 10","1993","Rural Area","West Germany","454","0.228889963380186","0.210161432268681","0.247618494491691","8"
"8 on Scale 1 to 10","1993","Rural Area","East Germany","579","0.216646843452464","0.200344340081858","0.23294934682307","8"
"8 on Scale 1 to 10","1993","Urban Area","West Germany","1679","0.227172027180805","0.217613743542011","0.236730310819599","8"
"8 on Scale 1 to 10","1993","Urban Area","East Germany","283","0.197890297073267","0.176847171050532","0.218933423096002","8"
"9 on Scale 1 to 10","1993","Rural Area","West Germany","210","0.0940902670056186","0.0810751829480854","0.107105351063152","9"
"9 on Scale 1 to 10","1993","Rural Area","East Germany","234","0.0906515694956613","0.0792896386524494","0.102013500338873","9"
"9 on Scale 1 to 10","1993","Urban Area","East Germany","149","0.0940686332548369","0.0786498115556103","0.109487454954063","9"
"9 on Scale 1 to 10","1993","Urban Area","West Germany","870","0.101058534391854","0.094182892084989","0.10793417669872","9"
"0 Completely dissatisfied","1994","Urban Area","West Germany","130","0.022898937692664","0.0194538820466925","0.0263439933386354","0"
"0 Completely dissatisfied","1994","Urban Area","East Germany","21","","","","0"
"0 Completely dissatisfied","1994","Rural Area","West Germany","37","0.0224134346159311","0.0157417709379717","0.0290850982938905","0"
"0 Completely dissatisfied","1994","Rural Area","East Germany","37","0.016299328322803","0.0112470674404481","0.0213515892051578","0"
"1 on Scale 1 to 10","1994","Urban Area","East Germany","13","","","","1"
"1 on Scale 1 to 10","1994","Urban Area","West Germany","75","0.0138184434324134","0.0111298394884284","0.0165070473763985","1"
"1 on Scale 1 to 10","1994","Rural Area","West Germany","25","","","","1"
"1 on Scale 1 to 10","1994","Rural Area","East Germany","34","0.0199402550714505","0.0143624791852382","0.0255180309576629","1"
"10 Completely satisfied","1994","Urban Area","West Germany","636","0.071430807027102","0.0654992495279637","0.0773623645262403","10"
"10 Completely satisfied","1994","Urban Area","East Germany","95","0.074526941646865","0.0605896160533059","0.088464267240424","10"
