"m11125","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"6 on Scale 1 to 10","2018","direct migration background","Male","305","0.099231880418833","0.0905647647117782","0.107898996125888","6"
"7 on Scale 1 to 10","2018","no migration background","Male","1749","0.195173436209294","0.187028114451648","0.20331875796694","7"
"7 on Scale 1 to 10","2018","no migration background","Female","1956","0.182328463498041","0.174945941749456","0.189710985246627","7"
"7 on Scale 1 to 10","2018","direct migration background","Male","591","0.183758412781985","0.172531109484982","0.194985716078988","7"
"7 on Scale 1 to 10","2018","indirect migration background","Male","131","0.172007344971545","0.145316998018916","0.198697691924173","7"
"7 on Scale 1 to 10","2018","direct migration background","Female","658","0.195409998800133","0.183330161513368","0.207489836086898","7"
"7 on Scale 1 to 10","2018","indirect migration background","Female","157","0.155802786878119","0.132519209768497","0.179086363987741","7"
"8 on Scale 1 to 10","2018","indirect migration background","Male","181","0.220425983127522","0.191108441390853","0.249743524864191","8"
"8 on Scale 1 to 10","2018","no migration background","Female","2367","0.215211732949825","0.207353999691233","0.223069466208418","8"
"8 on Scale 1 to 10","2018","direct migration background","Male","820","0.198144496182321","0.186589187688833","0.20969980467581","8"
"8 on Scale 1 to 10","2018","no migration background","Male","2276","0.241769402155161","0.232970103451376","0.250568700858946","8"
"8 on Scale 1 to 10","2018","direct migration background","Female","765","0.204809580395721","0.192515074451588","0.217104086339855","8"
"8 on Scale 1 to 10","2018","indirect migration background","Female","214","0.22872365189937","0.201758636051074","0.255688667747666","8"
"9 on Scale 1 to 10","2018","no migration background","Male","1066","0.104099909906189","0.0978236386349246","0.110376181177453","9"
"9 on Scale 1 to 10","2018","no migration background","Female","1239","0.103371476119956","0.0975505150700699","0.109192437169841","9"
"9 on Scale 1 to 10","2018","indirect migration background","Male","127","0.200821849695768","0.172488706060393","0.229154993331142","9"
"9 on Scale 1 to 10","2018","indirect migration background","Female","134","0.137448731724901","0.115343098380526","0.159554365069277","9"
"9 on Scale 1 to 10","2018","direct migration background","Male","583","0.115308593634246","0.106049484087772","0.12456770318072","9"
"9 on Scale 1 to 10","2018","direct migration background","Female","481","0.0955169172708059","0.0865624294368946","0.104471405104717","9"
"0 Completely dissatisfied","2019","no migration background","Female","111","0.0135924607096529","0.0113759909033511","0.0158089305159547","0"
"0 Completely dissatisfied","2019","direct migration background","Male","44","0.0145086108868191","0.0108341218791852","0.0181830998944529","0"
"0 Completely dissatisfied","2019","no migration background","Male","95","0.0107121805242664","0.00867403436163436","0.0127503266868985","0"
"0 Completely dissatisfied","2019","direct migration background","Female","44","0.0101999246195817","0.00693532981144895","0.0134645194277144","0"
"0 Completely dissatisfied","2019","indirect migration background","Female","7","","","","0"
"0 Completely dissatisfied","2019","indirect migration background","Male","6","","","","0"
"1 on Scale 1 to 10","2019","no migration background","Male","94","0.0117582616199995","0.0096240464190766","0.0138924768209223","1"
"1 on Scale 1 to 10","2019","direct migration background","Male","42","0.0107979065385759","0.00762198390495784","0.0139738291721941","1"
"1 on Scale 1 to 10","2019","no migration background","Female","125","0.0139041275482602","0.011662744789561","0.0161455103069594","1"
"1 on Scale 1 to 10","2019","direct migration background","Female","47","0.00764235354503949","0.00481288587578686","0.0104718212142921","1"
"1 on Scale 1 to 10","2019","indirect migration background","Male","4","","","","1"
"1 on Scale 1 to 10","2019","indirect migration background","Female","13","","","","1"
"10 Completely satisfied","2019","no migration background","Male","680","0.0579523519134893","0.0533263370808611","0.0625783667461176","10"
"10 Completely satisfied","2019","no migration background","Female","694","0.0569400335517732","0.0525043240223867","0.0613757430811597","10"
"10 Completely satisfied","2019","direct migration background","Male","954","0.145977085018175","0.135126960448847","0.156827209587503","10"
"10 Completely satisfied","2019","direct migration background","Female","570","0.0759990333712625","0.0673891491733959","0.084608917569129","10"
"10 Completely satisfied","2019","indirect migration background","Male","130","0.165090071120505","0.139411514500702","0.190768627740308","10"
"10 Completely satisfied","2019","indirect migration background","Female","150","0.170365116544622","0.145898253721325","0.194831979367919","10"
"2 on Scale 1 to 10","2019","no migration background","Male","248","0.0295236718746611","0.0261723764669802","0.0328749672823421","2"
"2 on Scale 1 to 10","2019","no migration background","Female","297","0.0341133947612108","0.0306387522681087","0.0375880372543128","2"
"2 on Scale 1 to 10","2019","direct migration background","Male","81","0.0207907416149148","0.0164061377235152","0.0251753455063144","2"
"2 on Scale 1 to 10","2019","indirect migration background","Male","9","","","","2"
"2 on Scale 1 to 10","2019","direct migration background","Female","81","0.0257853888126871","0.0206358157440778","0.0309349618812964","2"
"2 on Scale 1 to 10","2019","indirect migration background","Female","15","","","","2"
"3 on Scale 1 to 10","2019","no migration background","Male","442","0.0483547948618868","0.0441076961247187","0.0526018935990549","3"
"3 on Scale 1 to 10","2019","no migration background","Female","598","0.0644402078844962","0.05974019741194","0.0691402183570523","3"
"3 on Scale 1 to 10","2019","direct migration background","Male","114","0.0286859769338623","0.0235565095729629","0.0338154442947617","3"
"3 on Scale 1 to 10","2019","direct migration background","Female","140","0.0490510445838713","0.0420339101576311","0.0560681790101116","3"
"3 on Scale 1 to 10","2019","indirect migration background","Male","28","","","","3"
"3 on Scale 1 to 10","2019","indirect migration background","Female","36","0.0421844809639879","0.0291028547062034","0.0552661072217724","3"
"4 on Scale 1 to 10","2019","no migration background","Male","470","0.0610440486497651","0.0563040378896362","0.065784059409894","4"
"4 on Scale 1 to 10","2019","no migration background","Female","587","0.0634129499704606","0.0587479930480171","0.0680779068929041","4"
"4 on Scale 1 to 10","2019","indirect migration background","Female","44","0.0400995091641322","0.0273313854301249","0.0528676328981396","4"
"4 on Scale 1 to 10","2019","direct migration background","Female","169","0.045017601954533","0.0382809218503915","0.0517542820586744","4"
"4 on Scale 1 to 10","2019","indirect migration background","Male","25","","","","4"
"4 on Scale 1 to 10","2019","direct migration background","Male","154","0.0433379477453002","0.0370808770293129","0.0495950184612875","4"
"5 on Scale 1 to 10","2019","no migration background","Female","1266","0.134315845367906","0.127788629980242","0.14084306075557","5"
"5 on Scale 1 to 10","2019","direct migration background","Male","349","0.10791123249899","0.0983767970924119","0.117445667905568","5"
"5 on Scale 1 to 10","2019","direct migration background","Female","463","0.15006322294987","0.13845976296453","0.161666682935209","5"
"5 on Scale 1 to 10","2019","no migration background","Male","1056","0.117813486572804","0.111430664112545","0.124196309033063","5"
"5 on Scale 1 to 10","2019","indirect migration background","Male","47","0.0654950880518674","0.0483836906442846","0.0826064854594503","5"
"5 on Scale 1 to 10","2019","indirect migration background","Female","85","0.116925951254221","0.0960138118912421","0.137838090617199","5"
"6 on Scale 1 to 10","2019","no migration background","Male","1000","0.103679089856174","0.0976436016544568","0.109714578057891","6"
"6 on Scale 1 to 10","2019","no migration background","Female","1047","0.104757080989291","0.0988950686748144","0.110619093303767","6"
"6 on Scale 1 to 10","2019","indirect migration background","Female","68","0.0845891559125777","0.066479515809952","0.102698796015204","6"
"6 on Scale 1 to 10","2019","direct migration background","Female","336","0.108568332109335","0.0984606243845807","0.11867603983409","6"
"6 on Scale 1 to 10","2019","direct migration background","Male","292","0.104539696220771","0.0951376711517916","0.11394172128975","6"
"6 on Scale 1 to 10","2019","indirect migration background","Male","57","0.0474658750390823","0.0327589683869995","0.062172781691165","6"
"7 on Scale 1 to 10","2019","no migration background","Male","1887","0.201257327628262","0.193319268171273","0.20919538708525","7"
"7 on Scale 1 to 10","2019","no migration background","Female","1938","0.183113852873157","0.175710542603608","0.190517163142705","7"
"7 on Scale 1 to 10","2019","direct migration background","Male","567","0.154277597745894","0.143177597965752","0.165377597526037","7"
"7 on Scale 1 to 10","2019","indirect migration background","Female","150","0.159332761276045","0.135514555098121","0.183150967453969","7"
"7 on Scale 1 to 10","2019","direct migration background","Female","554","0.186658264575646","0.173998745599125","0.199317783552167","7"
"7 on Scale 1 to 10","2019","indirect migration background","Male","146","0.238160983429793","0.208699322212117","0.267622644647469","7"
"8 on Scale 1 to 10","2019","no migration background","Male","2525","0.238743259207367","0.230302797809646","0.247183720605087","8"
"8 on Scale 1 to 10","2019","no migration background","Female","2498","0.219661432615895","0.21173636407912","0.227586501152669","8"
"8 on Scale 1 to 10","2019","direct migration background","Male","822","0.231134000184365","0.218179672907079","0.244088327461651","8"
"8 on Scale 1 to 10","2019","direct migration background","Female","770","0.23108483073639","0.217389201308363","0.244780460164416","8"
"8 on Scale 1 to 10","2019","indirect migration background","Male","192","0.224421892374402","0.195565920947353","0.253277863801451","8"
"8 on Scale 1 to 10","2019","indirect migration background","Female","199","0.213071346325357","0.186422730737227","0.239719961913488","8"
"9 on Scale 1 to 10","2019","no migration background","Male","1303","0.119161527291325","0.112747198446348","0.125575856136303","9"
"9 on Scale 1 to 10","2019","no migration background","Female","1323","0.111748613727899","0.105717832087844","0.117779395367953","9"
"9 on Scale 1 to 10","2019","direct migration background","Male","649","0.138039204612332","0.127439284318104","0.148639124906561","9"
