"m11125","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","2015","no migration background","Rural Area","396","0.0549294955591723","0.0497142858953468","0.0601447052229978","3"
"3 on Scale 1 to 10","2015","direct migration background","Urban Area","124","0.0563822827951708","0.0484264904409153","0.0643380751494263","3"
"3 on Scale 1 to 10","2015","direct migration background","Rural Area","42","0.0380503275419376","0.0266821978726395","0.0494184572112358","3"
"3 on Scale 1 to 10","2015","indirect migration background","Urban Area","32","0.0234958462253257","0.015355275316027","0.0316364171346245","3"
"3 on Scale 1 to 10","2015","indirect migration background","Rural Area","6","","","","3"
"4 on Scale 1 to 10","2015","no migration background","Urban Area","678","0.0552813821545094","0.0511672841571632","0.0593954801518555","4"
"4 on Scale 1 to 10","2015","direct migration background","Rural Area","40","0.0321958821114284","0.0217070401837489","0.0426847240391079","4"
"4 on Scale 1 to 10","2015","indirect migration background","Urban Area","59","0.0509441474434974","0.0391269278544918","0.0627613670325029","4"
"4 on Scale 1 to 10","2015","indirect migration background","Rural Area","11","","","","4"
"4 on Scale 1 to 10","2015","no migration background","Rural Area","420","0.0651039153329343","0.0594568594278527","0.0707509712380159","4"
"4 on Scale 1 to 10","2015","direct migration background","Urban Area","143","0.0486787393753359","0.0412562885112879","0.0561011902393839","4"
"5 on Scale 1 to 10","2015","no migration background","Urban Area","1416","0.12755238904765","0.121546906263023","0.133557871832277","5"
"5 on Scale 1 to 10","2015","no migration background","Rural Area","981","0.145443931640469","0.137374277026039","0.153513586254899","5"
"5 on Scale 1 to 10","2015","direct migration background","Urban Area","372","0.125225398833512","0.113809545966248","0.136641251700776","5"
"5 on Scale 1 to 10","2015","direct migration background","Rural Area","125","0.110797967187419","0.0921470684992473","0.12944886587559","5"
"5 on Scale 1 to 10","2015","indirect migration background","Rural Area","34","0.110965303228448","0.0753043525742982","0.146626253882597","5"
"5 on Scale 1 to 10","2015","indirect migration background","Urban Area","99","0.0718557115076823","0.0579766319310033","0.0857347910843614","5"
"6 on Scale 1 to 10","2015","no migration background","Urban Area","1247","0.109281523393345","0.103664870963567","0.114898175823124","6"
"6 on Scale 1 to 10","2015","no migration background","Rural Area","743","0.0954951972755655","0.088768016992315","0.102222377558816","6"
"6 on Scale 1 to 10","2015","direct migration background","Rural Area","100","0.113479584709569","0.0946328167818334","0.132326352637305","6"
"6 on Scale 1 to 10","2015","indirect migration background","Urban Area","103","0.0611811581015704","0.048300975622637","0.0740613405805039","6"
"6 on Scale 1 to 10","2015","indirect migration background","Rural Area","30","0.140245898008159","0.100820855425557","0.179670940590762","6"
"6 on Scale 1 to 10","2015","direct migration background","Urban Area","310","0.100426171607484","0.0900591040658688","0.110793239149099","6"
"7 on Scale 1 to 10","2015","no migration background","Urban Area","2226","0.18653666353516","0.179523967046556","0.193549360023765","7"
"7 on Scale 1 to 10","2015","no migration background","Rural Area","1360","0.179261397699882","0.17048163693525","0.188041158464515","7"
"7 on Scale 1 to 10","2015","direct migration background","Urban Area","545","0.173069009534688","0.160020576632714","0.186117442436663","7"
"7 on Scale 1 to 10","2015","direct migration background","Rural Area","164","0.151877710442592","0.130551685999574","0.17320373488561","7"
"7 on Scale 1 to 10","2015","indirect migration background","Urban Area","231","0.167825374485596","0.147740999668682","0.187909749302511","7"
"7 on Scale 1 to 10","2015","indirect migration background","Rural Area","45","0.179677875474985","0.136088617772353","0.223267133177617","7"
"8 on Scale 1 to 10","2015","no migration background","Urban Area","2872","0.230869698957464","0.223283619664384","0.238455778250543","8"
"8 on Scale 1 to 10","2015","direct migration background","Rural Area","281","0.255692591471032","0.229770568768271","0.281614614173794","8"
"8 on Scale 1 to 10","2015","indirect migration background","Urban Area","332","0.264358217900565","0.240658025470966","0.288058410330165","8"
"8 on Scale 1 to 10","2015","indirect migration background","Rural Area","77","0.256625872834202","0.207035896672505","0.306215848995899","8"
"8 on Scale 1 to 10","2015","no migration background","Rural Area","1749","0.230212825550819","0.220577043772","0.239848607329638","8"
"8 on Scale 1 to 10","2015","direct migration background","Urban Area","777","0.21420055555408","0.200049780618674","0.228351330489486","8"
"9 on Scale 1 to 10","2015","no migration background","Rural Area","895","0.108241861236023","0.101130413388865","0.115353309083182","9"
"9 on Scale 1 to 10","2015","direct migration background","Urban Area","463","0.129985054460456","0.118385958661832","0.141584150259081","9"
"9 on Scale 1 to 10","2015","no migration background","Urban Area","1474","0.116546625200645","0.110769981025927","0.122323269375364","9"
"9 on Scale 1 to 10","2015","direct migration background","Rural Area","151","0.129924735487677","0.109946461029124","0.14990300994623","9"
"9 on Scale 1 to 10","2015","indirect migration background","Urban Area","236","0.186351602059945","0.165424590089624","0.207278614030266","9"
"9 on Scale 1 to 10","2015","indirect migration background","Rural Area","46","0.146608179410307","0.106448217028573","0.186768141792042","9"
"0 Completely dissatisfied","2016","no migration background","Urban Area","121","0.0128080171381235","0.0107158006184328","0.0149002336578143","0"
"0 Completely dissatisfied","2016","no migration background","Rural Area","74","0.0123608517092173","0.00973933923723933","0.0149823641811953","0"
"0 Completely dissatisfied","2016","indirect migration background","Urban Area","10","","","","0"
"0 Completely dissatisfied","2016","direct migration background","Urban Area","122","0.0110637142602925","0.00853844863682711","0.0135889798837579","0"
"0 Completely dissatisfied","2016","direct migration background","Rural Area","40","0.0178730752594176","0.0128105043686695","0.0229356461501657","0"
"0 Completely dissatisfied","2016","indirect migration background","Rural Area","2","","","","0"
"1 on Scale 1 to 10","2016","no migration background","Urban Area","134","0.0137604847071598","0.0115929157001704","0.0159280537141491","1"
"1 on Scale 1 to 10","2016","no migration background","Rural Area","80","0.00993674346158963","0.00758341746494496","0.0122900694582343","1"
"1 on Scale 1 to 10","2016","direct migration background","Urban Area","54","0.0132654904856391","0.01050342322541","0.0160275577458682","1"
"1 on Scale 1 to 10","2016","indirect migration background","Urban Area","9","","","","1"
"1 on Scale 1 to 10","2016","direct migration background","Rural Area","34","0.0144114927512975","0.0098575248400501","0.0189654606625449","1"
"1 on Scale 1 to 10","2016","indirect migration background","Rural Area","2","","","","1"
"10 Completely satisfied","2016","no migration background","Urban Area","613","0.0546820726132494","0.0504517226400292","0.0589124225864695","10"
"10 Completely satisfied","2016","no migration background","Rural Area","340","0.0458253435658794","0.0408640447468537","0.050786642384905","10"
"10 Completely satisfied","2016","direct migration background","Urban Area","1584","0.112844892299939","0.105206302879203","0.120483481720674","10"
"10 Completely satisfied","2016","direct migration background","Rural Area","681","0.139058255863707","0.12583699303236","0.152279518695055","10"
"10 Completely satisfied","2016","indirect migration background","Rural Area","55","0.170829007993402","0.128660305586279","0.212997710400525","10"
"10 Completely satisfied","2016","indirect migration background","Urban Area","181","0.143064720688136","0.123591957599779","0.162537483776493","10"
"2 on Scale 1 to 10","2016","no migration background","Rural Area","212","0.0374928561040607","0.032985676905807","0.0420000353023144","2"
"2 on Scale 1 to 10","2016","direct migration background","Urban Area","114","0.0214201169455972","0.0179248407778128","0.0249153931133816","2"
"2 on Scale 1 to 10","2016","indirect migration background","Rural Area","6","","","","2"
"2 on Scale 1 to 10","2016","no migration background","Urban Area","304","0.0292641817432374","0.0261281273484467","0.0324002361380281","2"
"2 on Scale 1 to 10","2016","indirect migration background","Urban Area","17","","","","2"
"2 on Scale 1 to 10","2016","direct migration background","Rural Area","53","0.0238106792018266","0.017985080228334","0.0296362781753193","2"
"3 on Scale 1 to 10","2016","no migration background","Urban Area","565","0.0587709944047191","0.0543948258855306","0.0631471629239076","3"
"3 on Scale 1 to 10","2016","no migration background","Rural Area","372","0.0645223128094087","0.0586932295077222","0.0703513961110952","3"
"3 on Scale 1 to 10","2016","direct migration background","Urban Area","228","0.0381444533857092","0.0335201847018541","0.0427687220695643","3"
"3 on Scale 1 to 10","2016","indirect migration background","Urban Area","41","0.030952155194201","0.0213204018974717","0.0405839084909302","3"
"3 on Scale 1 to 10","2016","direct migration background","Rural Area","87","0.0308845371171264","0.0242738595237659","0.0374952147104869","3"
"3 on Scale 1 to 10","2016","indirect migration background","Rural Area","8","","","","3"
"4 on Scale 1 to 10","2016","no migration background","Urban Area","639","0.0567016320570949","0.0523984750896932","0.0610047890244966","4"
"4 on Scale 1 to 10","2016","no migration background","Rural Area","396","0.0575366729912539","0.052011661511448","0.0630616844710597","4"
"4 on Scale 1 to 10","2016","direct migration background","Urban Area","256","0.0576127630135014","0.0519874526978625","0.0632380733291404","4"
"4 on Scale 1 to 10","2016","direct migration background","Rural Area","98","0.0478348800490014","0.0396800268821335","0.0559897332158694","4"
"4 on Scale 1 to 10","2016","indirect migration background","Urban Area","54","0.0414118368154648","0.0303311782973439","0.0524924953335857","4"
"4 on Scale 1 to 10","2016","indirect migration background","Rural Area","13","","","","4"
"5 on Scale 1 to 10","2016","no migration background","Urban Area","1304","0.124363942397863","0.118223863864309","0.130504020931417","5"
"5 on Scale 1 to 10","2016","no migration background","Rural Area","917","0.141464339356591","0.133195753517871","0.149732925195311","5"
"5 on Scale 1 to 10","2016","direct migration background","Urban Area","654","0.120497769618784","0.112638532138346","0.128357007099222","5"
"5 on Scale 1 to 10","2016","direct migration background","Rural Area","270","0.111408219479145","0.0993856462914516","0.123430792666839","5"
"5 on Scale 1 to 10","2016","indirect migration background","Urban Area","110","0.0861939962305397","0.0705857968237213","0.101802195637358","5"
"5 on Scale 1 to 10","2016","indirect migration background","Rural Area","28","","","","5"
"6 on Scale 1 to 10","2016","no migration background","Urban Area","1203","0.107922010539824","0.102148748197055","0.113695272882593","6"
