"pgoeffd","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1996","(Married) couple without C. ","general elemantary","142","0.809206340247484","0.750990566451553","0.867422114043416","2"
"No","1996","(Married) couple without C. ","middle vocational","717","0.730931796308996","0.703023595394327","0.758839997223665","2"
"No","1996","(Married) couple without C. ","vocational + Abi","56","0.735752664432381","0.637266786957673","0.834238541907089","2"
"No","1996","(Married) couple without C. ","higher vocational","82","0.626526432069822","0.545228729826943","0.707824134312701","2"
"No","1996","(Married) couple without C. ","higher education","184","0.637512800210892","0.58329580910697","0.691729791314814","2"
"No","1996","Couple + C. GT 16 ","in school","2","","","","2"
"No","1996","Single parent ","in school","","","","","2"
"No","1996","Single parent ","inadequately","7","","","","2"
"No","1996","Single parent ","general elemantary","58","0.837858670137146","0.750891408595989","0.924825931678304","2"
"No","1996","Single parent ","middle vocational","151","0.68345681763862","0.620697402816774","0.746216232460467","2"
"No","1996","Single parent ","vocational + Abi","3","","","","2"
"No","1996","Single parent ","higher vocational","8","","","","2"
"No","1996","Single parent ","higher education","18","","","","2"
"No","1996","Couple + C. LE 16 ","in school","","","","","2"
"No","1996","Couple + C. LE 16 ","inadequately","29","","","","2"
"No","1996","Couple + C. LE 16 ","general elemantary","171","0.887955017061236","0.843908997427356","0.932001036695115","2"
"No","1996","Couple + C. LE 16 ","middle vocational","878","0.791729805435362","0.767678254301961","0.815781356568763","2"
"No","1996","Couple + C. LE 16 ","vocational + Abi","87","0.841988030745435","0.770852699880188","0.913123361610681","2"
"No","1996","Couple + C. LE 16 ","higher vocational","136","0.658183164910778","0.591948539102329","0.724417790719228","2"
"No","1996","Couple + C. LE 16 ","higher education","263","0.62795830208605","0.581677349250311","0.674239254921788","2"
"Yes","1996","Single parent ","in school","","","","","1"
"Yes","1996","Single parent ","inadequately","4","","","","1"
"Yes","1996","Single parent ","general elemantary","11","","","","1"
"Yes","1996","Single parent ","middle vocational","60","0.31654318236138","0.253783767539533","0.379302597183226","1"
"Yes","1996","Single parent ","vocational + Abi","1","","","","1"
"Yes","1996","Single parent ","higher vocational","6","","","","1"
"Yes","1996","Single parent ","higher education","37","0.632489697545539","0.505072445887457","0.759906949203621","1"
"Yes","1996","Couple + C. LE 16 ","in school","","","","","1"
"Yes","1996","Couple + C. LE 16 ","inadequately","9","","","","1"
"Yes","1996","Couple + C. LE 16 ","general elemantary","26","","","","1"
"Yes","1996","Couple + C. LE 16 ","middle vocational","217","0.208270194564638","0.184218643431237","0.232321745698039","1"
"Yes","1996","Couple + C. LE 16 ","vocational + Abi","14","","","","1"
"Yes","1996","Couple + C. LE 16 ","higher vocational","61","0.341816835089222","0.275582209280772","0.408051460897671","1"
"Yes","1996","Couple + C. LE 16 ","higher education","156","0.37204169791395","0.325760745078212","0.418322650749689","1"
"Yes","1996","1-pers.-HH","in school","","","","","1"
"Yes","1996","1-pers.-HH","inadequately","3","","","","1"
"Yes","1996","1-pers.-HH","general elemantary","13","","","","1"
"Yes","1996","1-pers.-HH","middle vocational","89","0.260927900744604","0.214656387204022","0.307199414285186","1"
"Yes","1996","1-pers.-HH","vocational + Abi","10","","","","1"
"Yes","1996","1-pers.-HH","higher vocational","21","","","","1"
"Yes","1996","1-pers.-HH","higher education","55","0.508052668114875","0.417849714087805","0.598255622141946","1"
"Yes","1996","(Married) couple without C. ","in school","","","","","1"
"Yes","1996","(Married) couple without C. ","inadequately","2","","","","1"
"Yes","1996","(Married) couple without C. ","general elemantary","33","0.190793659752516","0.132577885956584","0.249009433548447","1"
"Yes","1996","(Married) couple without C. ","middle vocational","253","0.269068203691004","0.241160002776335","0.296976404605673","1"
"Yes","1996","(Married) couple without C. ","vocational + Abi","21","","","","1"
"Yes","1996","(Married) couple without C. ","higher vocational","54","0.373473567930178","0.292175865687299","0.454771270173056","1"
"Yes","1996","(Married) couple without C. ","higher education","118","0.362487199789108","0.308270208685186","0.41670419089303","1"
"Yes","1996","Couple + C. GT 16 ","in school","2","","","","1"
"Yes","1996","Couple + C. GT 16 ","inadequately","15","","","","1"
"Yes","1996","Couple + C. GT 16 ","general elemantary","29","","","","1"
"Yes","1996","Couple + C. GT 16 ","middle vocational","163","0.225834078893179","0.195185747546503","0.256482410239856","1"
"Yes","1996","Couple + C. GT 16 ","vocational + Abi","12","","","","1"
"Yes","1996","Couple + C. GT 16 ","higher vocational","29","","","","1"
"Yes","1996","Couple + C. GT 16 ","higher education","91","0.436645320228671","0.370349794461069","0.502940845996273","1"
"Yes","1996","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","1996","Couple + C. LE and GT 16","inadequately","6","","","","1"
"Yes","1996","Couple + C. LE and GT 16","general elemantary","23","","","","1"
"Yes","1996","Couple + C. LE and GT 16","middle vocational","82","0.236759979013238","0.193149950302015","0.28037000772446","1"
"Yes","1996","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"Yes","1996","Couple + C. LE and GT 16","higher vocational","11","","","","1"
"Yes","1996","Couple + C. LE and GT 16","higher education","59","0.41826690972622","0.332813038063227","0.503720781389214","1"
"No","1997","1-pers.-HH","in school","","","","","2"
"No","1997","1-pers.-HH","inadequately","6","","","","2"
"No","1997","1-pers.-HH","general elemantary","64","0.746982804979016","0.652307676672731","0.8416579332853","2"
"No","1997","1-pers.-HH","middle vocational","239","0.742630877076062","0.695390335862552","0.789871418289572","2"
"No","1997","1-pers.-HH","vocational + Abi","30","0.790870656131291","0.659829581040626","0.921911731221957","2"
"No","1997","Couple + C. GT 16 ","in school","4","","","","2"
"No","1997","Couple + C. GT 16 ","inadequately","43","0.794031031340541","0.684113730789155","0.903948331891928","2"
"No","1997","Couple + C. GT 16 ","general elemantary","239","0.834612109130141","0.790377963772917","0.878846254487364","2"
"No","1997","Couple + C. GT 16 ","middle vocational","571","0.770084467324591","0.739476596576605","0.800692338072577","2"
"No","1997","Couple + C. GT 16 ","vocational + Abi","34","0.79800758380962","0.675114567413559","0.920900600205681","2"
"No","1997","Couple + C. GT 16 ","higher vocational","57","0.647088431187709","0.544281165125792","0.749895697249626","2"
"No","1997","Couple + C. GT 16 ","higher education","129","0.549320924183724","0.484162458322647","0.614479390044801","2"
"No","1997","Couple + C. LE and GT 16","in school","5","","","","2"
"No","1997","Couple + C. LE and GT 16","inadequately","31","0.902746236830888","0.807272640972636","0.99821983268914","2"
"No","1997","Couple + C. LE and GT 16","general elemantary","150","0.815139890465471","0.75811351538617","0.872166265544772","2"
"No","1997","Couple + C. LE and GT 16","middle vocational","266","0.778503689426523","0.734812190986563","0.822195187866482","2"
"No","1997","Couple + C. LE and GT 16","vocational + Abi","19","","","","2"
"No","1997","Couple + C. LE and GT 16","higher vocational","36","0.696197260426574","0.567428045204198","0.824966475648949","2"
"No","1997","Couple + C. LE and GT 16","higher education","72","0.587919124493335","0.503951638785388","0.671886610201282","2"
"No","1997","1-pers.-HH","higher vocational","21","","","","2"
"No","1997","1-pers.-HH","higher education","71","0.594050343238557","0.509957282841929","0.678143403635185","2"
"No","1997","(Married) couple without C. ","in school","","","","","2"
"No","1997","(Married) couple without C. ","inadequately","22","","","","2"
"No","1997","(Married) couple without C. ","general elemantary","142","0.842909733964037","0.78820954804038","0.897609919887694","2"
"No","1997","(Married) couple without C. ","middle vocational","714","0.752453258499888","0.725180508866735","0.779726008133041","2"
"No","1997","(Married) couple without C. ","vocational + Abi","67","0.743037554290105","0.654230630342955","0.831844478237254","2"
"No","1997","(Married) couple without C. ","higher vocational","79","0.584494349805403","0.500104333896456","0.66888436571435","2"
"No","1997","(Married) couple without C. ","higher education","201","0.583954352824793","0.531484700890458","0.636424004759128","2"
"No","1997","Single parent ","in school","1","","","","2"
"No","1997","Single parent ","inadequately","7","","","","2"
"No","1997","Single parent ","general elemantary","53","0.865324979351096","0.781689365312072","0.94896059339012","2"
"No","1997","Single parent ","middle vocational","153","0.719093696370664","0.656960521501581","0.781226871239746","2"
"No","1997","Single parent ","vocational + Abi","6","","","","2"
"No","1997","Single parent ","higher vocational","5","","","","2"
"No","1997","Single parent ","higher education","32","0.514230687039755","0.395438557551862","0.633022816527649","2"
"No","1997","Couple + C. LE 16 ","in school","","","","","2"
"No","1997","Couple + C. LE 16 ","inadequately","34","0.871905205306238","0.767019533636115","0.976790876976361","2"
"No","1997","Couple + C. LE 16 ","general elemantary","175","0.894445828556968","0.851429357690712","0.937462299423225","2"
"No","1997","Couple + C. LE 16 ","middle vocational","843","0.786618729156952","0.761873345281843","0.811364113032061","2"
"No","1997","Couple + C. LE 16 ","vocational + Abi","83","0.823482131410643","0.746408540844631","0.900555721976655","2"
"No","1997","Couple + C. LE 16 ","higher vocational","140","0.716869252481331","0.654117047543568","0.779621457419095","2"
"No","1997","Couple + C. LE 16 ","higher education","235","0.646107749838482","0.597902960160258","0.694312539516707","2"
"Yes","1997","Single parent ","in school","","","","","1"
"Yes","1997","Single parent ","inadequately","3","","","","1"
"Yes","1997","Single parent ","general elemantary","11","","","","1"
"Yes","1997","Single parent ","middle vocational","48","0.280906303629336","0.218773128760253","0.343039478498419","1"
"Yes","1997","Single parent ","vocational + Abi","1","","","","1"
"Yes","1997","Single parent ","higher vocational","7","","","","1"
"Yes","1997","Single parent ","higher education","36","0.485769312960245","0.366977183472351","0.604561442448138","1"
"Yes","1997","Couple + C. LE 16 ","in school","1","","","","1"
"Yes","1997","Couple + C. LE 16 ","inadequately","5","","","","1"
"Yes","1997","Couple + C. LE 16 ","general elemantary","21","","","","1"
"Yes","1997","Couple + C. LE 16 ","middle vocational","210","0.213381270843048","0.188635886967939","0.238126654718157","1"
"Yes","1997","Couple + C. LE 16 ","vocational + Abi","11","","","","1"
"Yes","1997","Couple + C. LE 16 ","higher vocational","58","0.283130747518669","0.220378542580905","0.345882952456432","1"
"Yes","1997","Couple + C. LE 16 ","higher education","143","0.353892250161518","0.305687460483293","0.402097039839742","1"
"Yes","1997","1-pers.-HH","in school","","","","","1"
"Yes","1997","1-pers.-HH","inadequately","3","","","","1"
"Yes","1997","1-pers.-HH","general elemantary","17","","","","1"
"Yes","1997","1-pers.-HH","middle vocational","90","0.257369122923938","0.210128581710428","0.304609664137448","1"
"Yes","1997","1-pers.-HH","vocational + Abi","7","","","","1"
"Yes","1997","1-pers.-HH","higher vocational","20","","","","1"
"Yes","1997","1-pers.-HH","higher education","60","0.405949656761443","0.321856596364815","0.490042717158071","1"
"Yes","1997","(Married) couple without C. ","in school","","","","","1"
"Yes","1997","(Married) couple without C. ","inadequately","5","","","","1"
"Yes","1997","(Married) couple without C. ","general elemantary","28","","","","1"
"Yes","1997","(Married) couple without C. ","middle vocational","248","0.247546741500112","0.220273991866959","0.274819491133265","1"
"Yes","1997","(Married) couple without C. ","vocational + Abi","26","","","","1"
"Yes","1997","(Married) couple without C. ","higher vocational","52","0.415505650194597","0.33111563428565","0.499895666103544","1"
"Yes","1997","(Married) couple without C. ","higher education","138","0.416045647175207","0.363575995240872","0.468515299109542","1"
"Yes","1997","Couple + C. GT 16 ","in school","1","","","","1"
"Yes","1997","Couple + C. GT 16 ","inadequately","9","","","","1"
"Yes","1997","Couple + C. GT 16 ","general elemantary","32","0.165387890869859","0.121153745512636","0.209622036227083","1"
"Yes","1997","Couple + C. GT 16 ","middle vocational","155","0.229915532675409","0.199307661927423","0.260523403423395","1"
"Yes","1997","Couple + C. GT 16 ","vocational + Abi","7","","","","1"
"Yes","1997","Couple + C. GT 16 ","higher vocational","26","","","","1"
"Yes","1997","Couple + C. GT 16 ","higher education","95","0.450679075816276","0.385520609955199","0.515837541677353","1"
"Yes","1997","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","1997","Couple + C. LE and GT 16","inadequately","6","","","","1"
