"pgoeffd","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2018","North Rhine-Westphalia","vocational + Abi","119","0.248969987276907","0.208928405161363","0.289011569392452"
"Yes","2018","North Rhine-Westphalia","higher vocational","59","0.426186172744083","0.346244246994081","0.506128098494084"
"Yes","2018","North Rhine-Westphalia","higher education","323","0.4414184763252","0.406322812776848","0.476514139873552"
"Yes","2018","Hesse","in school","","","",""
"Yes","2018","Hesse","inadequately","6","","",""
"Yes","2018","Hesse","general elemantary","19","","",""
"Yes","2018","Hesse","middle vocational","92","0.193514140642038","0.156217974802993","0.230810306481083"
"Yes","2018","Hesse","vocational + Abi","21","","",""
"Yes","2018","Hesse","higher vocational","18","","",""
"Yes","2018","Hesse","higher education","145","0.428084971062329","0.376023780110308","0.480146162014349"
"Yes","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","general elemantary","10","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","middle vocational","76","0.190857550677726","0.152772581981458","0.228942519373995"
"Yes","2018","Rhineland-Palatinate,Saarland","vocational + Abi","21","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","higher vocational","15","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","higher education","80","0.491934605737937","0.421765768472107","0.562103443003767"
"Yes","2018","Baden-Württemberg","in school","","","",""
"Yes","2018","Baden-Württemberg","inadequately","4","","",""
"Yes","2018","Baden-Württemberg","general elemantary","21","","",""
"Yes","2018","Baden-Württemberg","middle vocational","169","0.233967760219492","0.203527019432681","0.264408501006303"
"Yes","2018","Baden-Württemberg","vocational + Abi","33","0.169473011082167","0.112401260392261","0.226544761772074"
"Yes","2018","Baden-Württemberg","higher vocational","26","","",""
"Yes","2018","Baden-Württemberg","higher education","189","0.378484212240762","0.338562741900525","0.418405682580999"
"Yes","2018","Bavaria","in school","","","",""
"Yes","2018","Bavaria","inadequately","6","","",""
"Yes","2018","Bavaria","general elemantary","26","","",""
"Yes","2018","Bavaria","middle vocational","245","0.207256433108593","0.183990568908335","0.230522297308851"
"Yes","2018","Bavaria","vocational + Abi","50","0.245259050135407","0.187615239560426","0.302902860710389"
"Yes","2018","Bavaria","higher vocational","41","0.307366962532687","0.234255988532432","0.380477936532942"
"Yes","2018","Bavaria","higher education","202","0.2835392785192","0.248620349755806","0.318458207282594"
"Yes","2018","Berlin","in school","","","",""
"Yes","2018","Berlin","inadequately","2","","",""
"Yes","2018","Berlin","general elemantary","7","","",""
"Yes","2018","Berlin","middle vocational","38","0.207354267958811","0.147116410140263","0.267592125777358"
"Yes","2018","Berlin","vocational + Abi","13","","",""
"Yes","2018","Berlin","higher vocational","11","","",""
"Yes","2018","Berlin","higher education","98","0.36870715189535","0.310063955675225","0.427350348115475"
"Yes","2018","Brandenburg","in school","","","",""
"Yes","2018","Brandenburg","inadequately","1","","",""
"Yes","2018","Brandenburg","general elemantary","2","","",""
"Yes","2018","Brandenburg","middle vocational","43","0.145103057908311","0.102617503307969","0.187588612508652"
"Yes","2018","Brandenburg","vocational + Abi","12","","",""
"Yes","2018","Brandenburg","higher vocational","11","","",""
"Yes","2018","Brandenburg","higher education","56","0.477245463395227","0.391712749367742","0.562778177422711"
"Yes","2018","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Yes","2018","Mecklenburg-Western Pomerania","general elemantary","3","","",""
"Yes","2018","Mecklenburg-Western Pomerania","middle vocational","27","","",""
"Yes","2018","Mecklenburg-Western Pomerania","vocational + Abi","5","","",""
"Yes","2018","Mecklenburg-Western Pomerania","higher vocational","6","","",""
"Yes","2018","Mecklenburg-Western Pomerania","higher education","30","0.425534077001845","0.308873840193671","0.542194313810019"
"Yes","2018","Saxony","in school","","","",""
"Yes","2018","Saxony","inadequately","1","","",""
"Yes","2018","Saxony","general elemantary","5","","",""
"Yes","2018","Saxony","middle vocational","79","0.153821044787433","0.121579596559981","0.186062493014885"
"Yes","2018","Saxony","vocational + Abi","13","","",""
"Yes","2018","Saxony","higher vocational","13","","",""
"Yes","2018","Saxony","higher education","101","0.459532214188533","0.395126105510383","0.523938322866682"
"Yes","2018","Saxony-Anhalt","in school","","","",""
"Yes","2018","Saxony-Anhalt","inadequately","3","","",""
"Yes","2018","Saxony-Anhalt","general elemantary","7","","",""
"Yes","2018","Saxony-Anhalt","middle vocational","44","0.174001695245756","0.127741809501531","0.220261580989981"
"Yes","2018","Saxony-Anhalt","vocational + Abi","7","","",""
"Yes","2018","Saxony-Anhalt","higher vocational","12","","",""
"Yes","2018","Saxony-Anhalt","higher education","51","0.42807002762132","0.338027446650577","0.518112608592064"
"Yes","2018","Thuringia","in school","","","",""
"Yes","2018","Thuringia","inadequately","","","",""
"Yes","2018","Thuringia","general elemantary","1","","",""
"Yes","2018","Thuringia","middle vocational","43","0.195626015020922","0.148995736948909","0.242256293092934"
"Yes","2018","Thuringia","vocational + Abi","6","","",""
"Yes","2018","Thuringia","higher vocational","8","","",""
"Yes","2018","Thuringia","higher education","49","0.402258381815784","0.321606739124587","0.482910024506981"
"No","2018","Schleswig-Holstein","in school","1","","",""
"No","2018","Schleswig-Holstein","inadequately","25","","",""
"No","2018","Schleswig-Holstein","general elemantary","47","0.845178718232303","0.748697935783942","0.941659500680665"
"No","2018","Schleswig-Holstein","middle vocational","209","0.809072896762976","0.761299179470883","0.856846614055068"
"No","2018","Schleswig-Holstein","vocational + Abi","43","0.762705586543852","0.655946366032135","0.869464807055569"
"No","2018","Schleswig-Holstein","higher vocational","26","","",""
"No","2018","Schleswig-Holstein","higher education","69","0.534609051692273","0.451387527084268","0.617830576300278"
"No","2018","Hamburg","in school","1","","",""
"No","2018","Hamburg","inadequately","7","","",""
"No","2018","Hamburg","general elemantary","28","","",""
"No","2018","Hamburg","middle vocational","81","0.831529294702738","0.755048014065702","0.908010575339775"
"No","2018","Hamburg","vocational + Abi","29","","",""
"No","2018","Hamburg","higher vocational","7","","",""
"No","2018","Hamburg","higher education","66","0.546997119027412","0.449916976421966","0.644077261632858"
"No","2018","Lower Saxony","in school","5","","",""
"No","2018","Lower Saxony","inadequately","62","0.792871291282685","0.697252105562201","0.888490477003169"
"No","2018","Lower Saxony","general elemantary","149","0.819888786591","0.763276681103417","0.876500892078584"
"No","2018","Lower Saxony","middle vocational","551","0.771187498686976","0.740135447507721","0.802239549866232"
"No","2018","Lower Saxony","vocational + Abi","118","0.745153798516701","0.677841069968189","0.812466527065213"
"No","2018","Lower Saxony","higher vocational","55","0.756285461179369","0.658468126305423","0.854102796053315"
"No","2018","Lower Saxony","higher education","217","0.520222966895827","0.469859376968894","0.570586556822761"
"No","2018","Bremen","in school","2","","",""
"No","2018","Bremen","inadequately","9","","",""
"No","2018","Bremen","general elemantary","5","","",""
"No","2018","Bremen","middle vocational","37","0.763068963237394","0.641508587369689","0.884629339105099"
"No","2018","Bremen","vocational + Abi","10","","",""
"No","2018","Bremen","higher vocational","4","","",""
"No","2018","Bremen","higher education","20","","",""
"No","2018","North Rhine-Westphalia","in school","11","","",""
"No","2018","North Rhine-Westphalia","inadequately","118","0.940755129022703","0.899368813834082","0.982141444211325"
"No","2018","North Rhine-Westphalia","general elemantary","303","0.869719348879222","0.834251114648701","0.905187583109742"
"No","2018","North Rhine-Westphalia","middle vocational","1014","0.796395153396318","0.774343970762943","0.818446336029692"
"No","2018","North Rhine-Westphalia","vocational + Abi","329","0.751030012723093","0.710988430607548","0.791071594838637"
"No","2018","North Rhine-Westphalia","higher vocational","88","0.573813827255918","0.493871901505916","0.653755753005919"
"No","2018","North Rhine-Westphalia","higher education","446","0.5585815236748","0.523485860126448","0.593677187223152"
"No","2018","Hesse","in school","4","","",""
"No","2018","Hesse","inadequately","36","0.984196660277495","0.946479513885741","1.02191380666925"
"No","2018","Hesse","general elemantary","91","0.806528423607327","0.732709081176825","0.880347766037829"
"No","2018","Hesse","middle vocational","339","0.806485859357962","0.769189693518917","0.843782025197007"
"No","2018","Hesse","vocational + Abi","85","0.778391061618139","0.699325435376576","0.857456687859701"
"No","2018","Hesse","higher vocational","31","0.669217450554372","0.537481298239554","0.80095360286919"
"No","2018","Hesse","higher education","202","0.571915028937671","0.519853837985651","0.623976219889692"
"No","2018","Rhineland-Palatinate,Saarland","in school","5","","",""
"No","2018","Rhineland-Palatinate,Saarland","inadequately","30","1","1","1"
"No","2018","Rhineland-Palatinate,Saarland","general elemantary","121","0.853151674398702","0.792539471772892","0.913763877024512"
"No","2018","Rhineland-Palatinate,Saarland","middle vocational","333","0.809142449322274","0.771057480626005","0.847227418018542"
"No","2018","Rhineland-Palatinate,Saarland","vocational + Abi","79","0.824667009713841","0.750139051819248","0.899194967608434"
"No","2018","Rhineland-Palatinate,Saarland","higher vocational","38","0.671331141264143","0.544869786129428","0.797792496398858"
"No","2018","Rhineland-Palatinate,Saarland","higher education","115","0.508065394262063","0.437896556996233","0.578234231527893"
"No","2018","Baden-Württemberg","in school","6","","",""
"No","2018","Baden-Württemberg","inadequately","37","0.979108677109988","0.935330811563377","1.0228865426566"
"No","2018","Baden-Württemberg","general elemantary","161","0.860242903821764","0.809868504485987","0.91061730315754"
"No","2018","Baden-Württemberg","middle vocational","574","0.766032239780508","0.735591498993697","0.796472980567319"
"No","2018","Baden-Württemberg","vocational + Abi","133","0.830526988917833","0.773455238227927","0.887598739607739"
"No","2018","Baden-Württemberg","higher vocational","78","0.8227150171049","0.749315684917323","0.896114349292477"
"No","2018","Baden-Württemberg","higher education","378","0.621515787759238","0.581594317419001","0.661437258099475"
"No","2018","Bavaria","in school","1","","",""
"No","2018","Bavaria","inadequately","59","0.666218726441288","0.551580142103757","0.780857310778819"
"No","2018","Bavaria","general elemantary","207","0.893040801030179","0.853356854843319","0.932724747217038"
"No","2018","Bavaria","middle vocational","921","0.792743566891407","0.769477702691149","0.816009431091665"
"No","2018","Bavaria","vocational + Abi","164","0.754740949864593","0.697097139289611","0.812384760439574"
"No","2018","Bavaria","higher vocational","112","0.692633037467313","0.619522063467058","0.765744011467568"
"No","2018","Bavaria","higher education","438","0.7164607214808","0.681541792717406","0.751379650244194"
"No","2018","Berlin","in school","4","","",""
"No","2018","Berlin","inadequately","8","","",""
"No","2018","Berlin","general elemantary","33","0.766708903034963","0.63564520093272","0.897772605137205"
"No","2018","Berlin","middle vocational","136","0.792645732041189","0.732407874222642","0.852883589859737"
"No","2018","Berlin","vocational + Abi","33","0.779135094517219","0.659257252771931","0.899012936262508"
"No","2018","Berlin","higher vocational","12","","",""
"No","2018","Berlin","higher education","162","0.63129284810465","0.572649651884525","0.689936044324776"
"No","2018","Brandenburg","in school","1","","",""
"No","2018","Brandenburg","inadequately","15","","",""
"No","2018","Brandenburg","general elemantary","28","","",""
"No","2018","Brandenburg","middle vocational","221","0.854896942091689","0.812411387491348","0.897382496692031"
"No","2018","Brandenburg","vocational + Abi","45","0.880691424191204","0.796540599274749","0.964842249107659"
"No","2018","Brandenburg","higher vocational","26","","",""
"No","2018","Brandenburg","higher education","75","0.522754536604773","0.437221822577289","0.608287250632258"
"No","2018","Mecklenburg-Western Pomerania","in school","1","","",""
"No","2018","Mecklenburg-Western Pomerania","inadequately","8","","",""
"No","2018","Mecklenburg-Western Pomerania","general elemantary","15","","",""
"No","2018","Mecklenburg-Western Pomerania","middle vocational","135","0.736337854895714","0.668487357097683","0.804188352693745"
