"pgoeffd","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2017","Other degree","inadequately","20","","",""
"No","2017","Other degree","general elemantary","409","0.912934920622696","0.88656202956132","0.939307811684073"
"No","2017","Other degree","middle vocational","686","0.877484033704331","0.854111642352354","0.900856425056309"
"No","2017","Other degree","vocational + Abi","340","0.877949049131192","0.845419463559773","0.91047863470261"
"No","2017","Other degree","higher vocational","17","","",""
"No","2017","Other degree","higher education","645","0.731455700943888","0.700820407136257","0.762090994751519"
"No","2017","no degree/no degree yet","in school","66","0.897991633969765","0.827591585601413","0.968391682338116"
"No","2017","no degree/no degree yet","inadequately","341","0.900877279337119","0.870551421205275","0.931203137468963"
"No","2017","no degree/no degree yet","general elemantary","","","",""
"No","2017","no degree/no degree yet","middle vocational","48","0.875108860414503","0.788522211421982","0.961695509407025"
"No","2017","no degree/no degree yet","vocational + Abi","","","",""
"No","2017","no degree/no degree yet","higher vocational","","","",""
"No","2017","no degree/no degree yet","higher education","4","","",""
"Yes","2018","lower secondary degree","in school","","","",""
"Yes","2018","lower secondary degree","inadequately","","","",""
"Yes","2018","lower secondary degree","general elemantary","84","0.178874793305549","0.147658015461369","0.210091571149729"
"Yes","2018","lower secondary degree","middle vocational","289","0.175858140458374","0.157866693513227","0.19384958740352"
"Yes","2018","lower secondary degree","vocational + Abi","","","",""
"Yes","2018","lower secondary degree","higher vocational","24","","",""
"Yes","2018","lower secondary degree","higher education","8","","",""
"Yes","2018","secondary school degree","in school","","","",""
"Yes","2018","secondary school degree","inadequately","","","",""
"Yes","2018","secondary school degree","general elemantary","64","0.128141038907462","0.0973612081029758","0.158920869711948"
"Yes","2018","secondary school degree","middle vocational","791","0.227617315041238","0.213542149767491","0.241692480314985"
"Yes","2018","secondary school degree","vocational + Abi","","","",""
"Yes","2018","secondary school degree","higher vocational","108","0.26322268674311","0.220647460813817","0.305797912672403"
"Yes","2018","secondary school degree","higher education","126","0.313841932851914","0.262595884044309","0.365087981659519"
"Yes","2018","college entrance qualification","in school","","","",""
"Yes","2018","college entrance qualification","inadequately","","","",""
"Yes","2018","college entrance qualification","general elemantary","","","",""
"Yes","2018","college entrance qualification","middle vocational","148","0.210957842372151","0.179124565050022","0.24279111969428"
"Yes","2018","college entrance qualification","vocational + Abi","315","0.239896317947697","0.215745891906817","0.264046743988577"
"Yes","2018","college entrance qualification","higher vocational","114","0.424456278184435","0.366871126581308","0.482041429787561"
"Yes","2018","college entrance qualification","higher education","1232","0.436310588284167","0.418042379301811","0.454578797266523"
"Yes","2018","Other degree","in school","","","",""
"Yes","2018","Other degree","inadequately","6","","",""
"Yes","2018","Other degree","general elemantary","34","0.111414542186962","0.0826298036442171","0.140199280729707"
"Yes","2018","Other degree","middle vocational","78","0.168196705152718","0.141533874551794","0.194859535753642"
"Yes","2018","Other degree","vocational + Abi","52","0.132028471608678","0.0966643156697962","0.16739262754756"
"Yes","2018","Other degree","higher vocational","5","","",""
"Yes","2018","Other degree","higher education","187","0.27502054876341","0.244569413523206","0.305471684003615"
"Yes","2018","no degree/no degree yet","in school","","","",""
"Yes","2018","no degree/no degree yet","inadequately","31","0.0849578270112137","0.0585429581041544","0.111372695918273"
"Yes","2018","no degree/no degree yet","general elemantary","","","",""
"Yes","2018","no degree/no degree yet","middle vocational","6","","",""
"Yes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2018","no degree/no degree yet","higher vocational","1","","",""
"Yes","2018","no degree/no degree yet","higher education","1","","",""
"No","2018","lower secondary degree","in school","","","",""
"No","2018","lower secondary degree","inadequately","","","",""
"No","2018","lower secondary degree","general elemantary","495","0.821125206694451","0.789908428850271","0.852341984538631"
"No","2018","lower secondary degree","middle vocational","1431","0.824141859541626","0.80615041259648","0.842133306486773"
"No","2018","lower secondary degree","vocational + Abi","1","","",""
"No","2018","lower secondary degree","higher vocational","86","0.718044752022014","0.633959932594586","0.802129571449441"
"No","2018","lower secondary degree","higher education","17","","",""
"No","2018","secondary school degree","in school","","","",""
"No","2018","secondary school degree","inadequately","","","",""
"No","2018","secondary school degree","general elemantary","389","0.871858961092538","0.841079130288052","0.902638791897024"
"No","2018","secondary school degree","middle vocational","2618","0.772382684958762","0.758307519685015","0.786457850232509"
"No","2018","secondary school degree","vocational + Abi","5","","",""
"No","2018","secondary school degree","higher vocational","303","0.73677731325689","0.694202087327597","0.779352539186183"
"No","2018","secondary school degree","higher education","189","0.686158067148086","0.634912018340481","0.737404115955691"
"No","2018","college entrance qualification","in school","","","",""
"No","2018","college entrance qualification","inadequately","","","",""
"No","2018","college entrance qualification","general elemantary","","","",""
"No","2018","college entrance qualification","middle vocational","483","0.789042157627849","0.75720888030572","0.820875434949978"
"No","2018","college entrance qualification","vocational + Abi","886","0.760103682052303","0.735953256011422","0.784254108093183"
"No","2018","college entrance qualification","higher vocational","169","0.575543721815565","0.517958570212439","0.633128873418692"
"No","2018","college entrance qualification","higher education","1599","0.563689411715833","0.545421202733477","0.581957620698189"
"No","2018","Other degree","in school","","","",""
"No","2018","Other degree","inadequately","20","","",""
"No","2018","Other degree","general elemantary","425","0.888585457813038","0.859800719270293","0.917370196355783"
"No","2018","Other degree","middle vocational","678","0.831803294847282","0.805140464246358","0.858466125448206"
"No","2018","Other degree","vocational + Abi","300","0.867971528391322","0.83260737245244","0.903335684330204"
"No","2018","Other degree","higher vocational","13","","",""
"No","2018","Other degree","higher education","639","0.72497945123659","0.694528315996385","0.755430586476794"
"No","2018","no degree/no degree yet","in school","45","1","1","1"
"No","2018","no degree/no degree yet","inadequately","397","0.915042172988786","0.888627304081727","0.941457041895846"
"No","2018","no degree/no degree yet","general elemantary","","","",""
"No","2018","no degree/no degree yet","middle vocational","49","0.85975465595765","0.767985182355627","0.951524129559673"
"No","2018","no degree/no degree yet","vocational + Abi","","","",""
"No","2018","no degree/no degree yet","higher vocational","1","","",""
"No","2018","no degree/no degree yet","higher education","4","","",""
"Yes","2019","lower secondary degree","in school","","","",""
"Yes","2019","lower secondary degree","inadequately","","","",""
"Yes","2019","lower secondary degree","general elemantary","77","0.17406044381652","0.141281820628736","0.206839067004304"
"Yes","2019","lower secondary degree","middle vocational","254","0.162622851458328","0.144287272268191","0.180958430648465"
"Yes","2019","lower secondary degree","vocational + Abi","","","",""
"Yes","2019","lower secondary degree","higher vocational","24","","",""
"Yes","2019","lower secondary degree","higher education","6","","",""
"Yes","2019","secondary school degree","in school","","","",""
"Yes","2019","secondary school degree","inadequately","","","",""
"Yes","2019","secondary school degree","general elemantary","67","0.173942962709846","0.138881230397085","0.209004695022608"
"Yes","2019","secondary school degree","middle vocational","774","0.237941062452777","0.223330446245728","0.252551678659826"
