"pli0097_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2000","35-65 y.","Thuringia","","","",""
"Min 1x per week","2000","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","2000","66 and older","Hamburg","","","",""
"Min 1x per week","2000","66 and older","Lower Saxony","","","",""
"Min 1x per week","2000","66 and older","Bremen","","","",""
"Min 1x per week","2000","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per week","2000","66 and older","Hesse","","","",""
"Min 1x per week","2000","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2000","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","2000","66 and older","Bavaria","","","",""
"Min 1x per week","2000","66 and older","Berlin","","","",""
"Min 1x per week","2000","66 and older","Brandenburg","","","",""
"Min 1x per week","2000","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2000","66 and older","Saxony","","","",""
"Min 1x per week","2000","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","2000","66 and older","Thuringia","","","",""
"Min 1x per month","2000","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2000","16-34 y.","Hamburg","","","",""
"Min 1x per month","2000","16-34 y.","Lower Saxony","","","",""
"Min 1x per month","2000","16-34 y.","Bremen","","","",""
"Min 1x per month","2000","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2000","16-34 y.","Hesse","","","",""
"Min 1x per month","2000","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2000","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per month","2000","16-34 y.","Bavaria","","","",""
"Min 1x per month","2000","16-34 y.","Berlin","","","",""
"Min 1x per month","2000","16-34 y.","Brandenburg","","","",""
"Min 1x per month","2000","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2000","16-34 y.","Saxony","","","",""
"Min 1x per month","2000","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","2000","16-34 y.","Thuringia","","","",""
"Min 1x per month","2000","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per month","2000","35-65 y.","Hamburg","","","",""
"Min 1x per month","2000","35-65 y.","Lower Saxony","","","",""
"Min 1x per month","2000","35-65 y.","Bremen","","","",""
"Min 1x per month","2000","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","2000","35-65 y.","Hesse","","","",""
"Min 1x per month","2000","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2000","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per month","2000","35-65 y.","Bavaria","","","",""
"Min 1x per month","2000","35-65 y.","Berlin","","","",""
"Min 1x per month","2000","35-65 y.","Brandenburg","","","",""
"Min 1x per month","2000","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2000","35-65 y.","Saxony","","","",""
"Min 1x per month","2000","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per month","2000","35-65 y.","Thuringia","","","",""
"Min 1x per month","2000","66 and older","Schleswig-Holstein","","","",""
"Min 1x per month","2000","66 and older","Hamburg","","","",""
"Min 1x per month","2000","66 and older","Lower Saxony","","","",""
"Min 1x per month","2000","66 and older","Bremen","","","",""
"Min 1x per month","2000","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per month","2000","66 and older","Hesse","","","",""
"Min 1x per month","2000","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2000","66 and older","Baden-Württemberg","","","",""
"Min 1x per month","2000","66 and older","Bavaria","","","",""
"Min 1x per month","2000","66 and older","Berlin","","","",""
"Min 1x per month","2000","66 and older","Brandenburg","","","",""
"Min 1x per month","2000","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2000","66 and older","Saxony","","","",""
"Min 1x per month","2000","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","2000","66 and older","Thuringia","","","",""
"Rarely","2000","16-34 y.","Schleswig-Holstein","","","",""
"Rarely","2000","16-34 y.","Hamburg","","","",""
"Rarely","2000","16-34 y.","Lower Saxony","","","",""
"Rarely","2000","16-34 y.","Bremen","","","",""
"Rarely","2000","16-34 y.","North Rhine-Westphalia","","","",""
"Rarely","2000","16-34 y.","Hesse","","","",""
"Rarely","2000","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2000","16-34 y.","Baden-Württemberg","","","",""
"Rarely","2000","16-34 y.","Bavaria","","","",""
"Rarely","2000","16-34 y.","Berlin","","","",""
"Rarely","2000","16-34 y.","Brandenburg","","","",""
"Rarely","2000","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","2000","16-34 y.","Saxony","","","",""
"Rarely","2000","16-34 y.","Saxony-Anhalt","","","",""
"Rarely","2000","16-34 y.","Thuringia","","","",""
"Rarely","2000","35-65 y.","Schleswig-Holstein","","","",""
"Rarely","2000","35-65 y.","Hamburg","","","",""
"Rarely","2000","35-65 y.","Lower Saxony","","","",""
"Rarely","2000","35-65 y.","Bremen","","","",""
"Rarely","2000","35-65 y.","North Rhine-Westphalia","","","",""
"Rarely","2000","35-65 y.","Hesse","","","",""
"Rarely","2000","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2000","35-65 y.","Baden-Württemberg","","","",""
"Rarely","2000","35-65 y.","Bavaria","","","",""
"Rarely","2000","35-65 y.","Berlin","","","",""
"Rarely","2000","35-65 y.","Brandenburg","","","",""
"Rarely","2000","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","2000","35-65 y.","Saxony","","","",""
"Rarely","2000","35-65 y.","Saxony-Anhalt","","","",""
"Rarely","2000","35-65 y.","Thuringia","","","",""
"Rarely","2000","66 and older","Schleswig-Holstein","","","",""
"Rarely","2000","66 and older","Hamburg","","","",""
"Rarely","2000","66 and older","Lower Saxony","","","",""
"Rarely","2000","66 and older","Bremen","","","",""
"Rarely","2000","66 and older","North Rhine-Westphalia","","","",""
"Rarely","2000","66 and older","Hesse","","","",""
"Rarely","2000","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2000","66 and older","Baden-Württemberg","","","",""
"Rarely","2000","66 and older","Bavaria","","","",""
"Rarely","2000","66 and older","Berlin","","","",""
"Rarely","2000","66 and older","Brandenburg","","","",""
"Rarely","2000","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","2000","66 and older","Saxony","","","",""
"Rarely","2000","66 and older","Saxony-Anhalt","","","",""
"Rarely","2000","66 and older","Thuringia","","","",""
"Never","2000","16-34 y.","Schleswig-Holstein","","","",""
"Never","2000","16-34 y.","Hamburg","","","",""
"Never","2000","16-34 y.","Lower Saxony","","","",""
"Never","2000","16-34 y.","Bremen","","","",""
"Never","2000","16-34 y.","North Rhine-Westphalia","","","",""
"Never","2000","16-34 y.","Hesse","","","",""
"Never","2000","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","2000","16-34 y.","Baden-Württemberg","","","",""
"Never","2000","16-34 y.","Bavaria","","","",""
"Never","2000","16-34 y.","Berlin","","","",""
"Never","2000","16-34 y.","Brandenburg","","","",""
"Never","2000","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Never","2000","16-34 y.","Saxony","","","",""
"Never","2000","16-34 y.","Saxony-Anhalt","","","",""
"Never","2000","16-34 y.","Thuringia","","","",""
"Never","2000","35-65 y.","Schleswig-Holstein","","","",""
"Never","2000","35-65 y.","Hamburg","","","",""
"Never","2000","35-65 y.","Lower Saxony","","","",""
"Never","2000","35-65 y.","Bremen","","","",""
"Never","2000","35-65 y.","North Rhine-Westphalia","","","",""
"Never","2000","35-65 y.","Hesse","","","",""
"Never","2000","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Never","2000","35-65 y.","Baden-Württemberg","","","",""
"Never","2000","35-65 y.","Bavaria","","","",""
"Never","2000","35-65 y.","Berlin","","","",""
"Never","2000","35-65 y.","Brandenburg","","","",""
"Never","2000","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Never","2000","35-65 y.","Saxony","","","",""
"Never","2000","35-65 y.","Saxony-Anhalt","","","",""
"Never","2000","35-65 y.","Thuringia","","","",""
"Never","2000","66 and older","Schleswig-Holstein","","","",""
"Never","2000","66 and older","Hamburg","","","",""
"Never","2000","66 and older","Lower Saxony","","","",""
"Never","2000","66 and older","Bremen","","","",""
"Never","2000","66 and older","North Rhine-Westphalia","","","",""
"Never","2000","66 and older","Hesse","","","",""
"Never","2000","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Never","2000","66 and older","Baden-Württemberg","","","",""
"Never","2000","66 and older","Bavaria","","","",""
"Never","2000","66 and older","Berlin","","","",""
"Never","2000","66 and older","Brandenburg","","","",""
"Never","2000","66 and older","Mecklenburg-Western Pomerania","","","",""
"Never","2000","66 and older","Saxony","","","",""
"Never","2000","66 and older","Saxony-Anhalt","","","",""
"Never","2000","66 and older","Thuringia","","","",""
"Daily","2001","16-34 y.","Schleswig-Holstein","","","",""
"Daily","2001","16-34 y.","Hamburg","","","",""
"Daily","2001","16-34 y.","Lower Saxony","","","",""
"Daily","2001","16-34 y.","Bremen","","","",""
"Daily","2001","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","2001","16-34 y.","Hesse","","","",""
"Daily","2001","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2001","16-34 y.","Baden-Württemberg","","","",""
"Daily","2001","16-34 y.","Bavaria","","","",""
"Daily","2001","16-34 y.","Berlin","","","",""
"Daily","2001","16-34 y.","Brandenburg","","","",""
"Daily","2001","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2001","16-34 y.","Saxony","","","",""
"Daily","2001","16-34 y.","Saxony-Anhalt","","","",""
"Daily","2001","16-34 y.","Thuringia","","","",""
"Daily","2001","35-65 y.","Schleswig-Holstein","","","",""
"Daily","2001","35-65 y.","Hamburg","","","",""
"Daily","2001","35-65 y.","Lower Saxony","","","",""
"Daily","2001","35-65 y.","Bremen","","","",""
"Daily","2001","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","2001","35-65 y.","Hesse","","","",""
"Daily","2001","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2001","35-65 y.","Baden-Württemberg","","","",""
"Daily","2001","35-65 y.","Bavaria","","","",""
"Daily","2001","35-65 y.","Berlin","","","",""
"Daily","2001","35-65 y.","Brandenburg","","","",""
"Daily","2001","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2001","35-65 y.","Saxony","","","",""
"Daily","2001","35-65 y.","Saxony-Anhalt","","","",""
"Daily","2001","35-65 y.","Thuringia","","","",""
"Daily","2001","66 and older","Schleswig-Holstein","","","",""
"Daily","2001","66 and older","Hamburg","","","",""
"Daily","2001","66 and older","Lower Saxony","","","",""
"Daily","2001","66 and older","Bremen","","","",""
"Daily","2001","66 and older","North Rhine-Westphalia","","","",""
"Daily","2001","66 and older","Hesse","","","",""
"Daily","2001","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","2001","66 and older","Baden-Württemberg","","","",""
"Daily","2001","66 and older","Bavaria","","","",""
"Daily","2001","66 and older","Berlin","","","",""
"Daily","2001","66 and older","Brandenburg","","","",""
"Daily","2001","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","2001","66 and older","Saxony","","","",""
"Daily","2001","66 and older","Saxony-Anhalt","","","",""
"Daily","2001","66 and older","Thuringia","","","",""
"Min 1x per week","2001","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per week","2001","16-34 y.","Hamburg","1","","",""
"Min 1x per week","2001","16-34 y.","Lower Saxony","4","","",""
"Min 1x per week","2001","16-34 y.","Bremen","1","","",""
"Min 1x per week","2001","16-34 y.","North Rhine-Westphalia","4","","",""
"Min 1x per week","2001","16-34 y.","Hesse","1","","",""
"Min 1x per week","2001","16-34 y.","Rhineland-Palatinate,Saarland","2","","",""
"Min 1x per week","2001","16-34 y.","Baden-Württemberg","4","","",""
"Min 1x per week","2001","16-34 y.","Bavaria","2","","",""
"Min 1x per week","2001","16-34 y.","Berlin","3","","",""
"Min 1x per week","2001","16-34 y.","Brandenburg","1","","",""
"Min 1x per week","2001","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2001","16-34 y.","Saxony","1","","",""
"Min 1x per week","2001","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2001","16-34 y.","Thuringia","","","",""
"Min 1x per week","2001","35-65 y.","Schleswig-Holstein","8","","",""
"Min 1x per week","2001","35-65 y.","Hamburg","3","","",""
"Min 1x per week","2001","35-65 y.","Lower Saxony","11","","",""
"Min 1x per week","2001","35-65 y.","Bremen","2","","",""
"Min 1x per week","2001","35-65 y.","North Rhine-Westphalia","22","","",""
"Min 1x per week","2001","35-65 y.","Hesse","20","","",""
"Min 1x per week","2001","35-65 y.","Rhineland-Palatinate,Saarland","13","","",""
"Min 1x per week","2001","35-65 y.","Baden-Württemberg","14","","",""
"Min 1x per week","2001","35-65 y.","Bavaria","22","","",""
"Min 1x per week","2001","35-65 y.","Berlin","4","","",""
"Min 1x per week","2001","35-65 y.","Brandenburg","5","","",""
"Min 1x per week","2001","35-65 y.","Mecklenburg-Western Pomerania","1","","",""
"Min 1x per week","2001","35-65 y.","Saxony","4","","",""
"Min 1x per week","2001","35-65 y.","Saxony-Anhalt","7","","",""
"Min 1x per week","2001","35-65 y.","Thuringia","7","","",""
"Min 1x per week","2001","66 and older","Schleswig-Holstein","1","","",""
"Min 1x per week","2001","66 and older","Hamburg","1","","",""
"Min 1x per week","2001","66 and older","Lower Saxony","2","","",""
"Min 1x per week","2001","66 and older","Bremen","","","",""
"Min 1x per week","2001","66 and older","North Rhine-Westphalia","5","","",""
"Min 1x per week","2001","66 and older","Hesse","2","","",""
"Min 1x per week","2001","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2001","66 and older","Baden-Württemberg","1","","",""
"Min 1x per week","2001","66 and older","Bavaria","6","","",""
"Min 1x per week","2001","66 and older","Berlin","1","","",""
"Min 1x per week","2001","66 and older","Brandenburg","","","",""
"Min 1x per week","2001","66 and older","Mecklenburg-Western Pomerania","2","","",""
"Min 1x per week","2001","66 and older","Saxony","5","","",""
"Min 1x per week","2001","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","2001","66 and older","Thuringia","","","",""
"Min 1x per month","2001","16-34 y.","Schleswig-Holstein","6","","",""
"Min 1x per month","2001","16-34 y.","Hamburg","1","","",""
"Min 1x per month","2001","16-34 y.","Lower Saxony","5","","",""
"Min 1x per month","2001","16-34 y.","Bremen","","","",""
"Min 1x per month","2001","16-34 y.","North Rhine-Westphalia","7","","",""
"Min 1x per month","2001","16-34 y.","Hesse","6","","",""
"Min 1x per month","2001","16-34 y.","Rhineland-Palatinate,Saarland","4","","",""
"Min 1x per month","2001","16-34 y.","Baden-Württemberg","9","","",""
"Min 1x per month","2001","16-34 y.","Bavaria","7","","",""
"Min 1x per month","2001","16-34 y.","Berlin","3","","",""
"Min 1x per month","2001","16-34 y.","Brandenburg","2","","",""
"Min 1x per month","2001","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2001","16-34 y.","Saxony","1","","",""
"Min 1x per month","2001","16-34 y.","Saxony-Anhalt","1","","",""
"Min 1x per month","2001","16-34 y.","Thuringia","1","","",""
"Min 1x per month","2001","35-65 y.","Schleswig-Holstein","16","","",""
"Min 1x per month","2001","35-65 y.","Hamburg","3","","",""
"Min 1x per month","2001","35-65 y.","Lower Saxony","25","","",""
"Min 1x per month","2001","35-65 y.","Bremen","","","",""
"Min 1x per month","2001","35-65 y.","North Rhine-Westphalia","27","","",""
"Min 1x per month","2001","35-65 y.","Hesse","18","","",""
"Min 1x per month","2001","35-65 y.","Rhineland-Palatinate,Saarland","18","","",""
"Min 1x per month","2001","35-65 y.","Baden-Württemberg","20","","",""
"Min 1x per month","2001","35-65 y.","Bavaria","36","0.0211105789667425","0.0141848421885643","0.0280363157449207"
"Min 1x per month","2001","35-65 y.","Berlin","13","","",""
"Min 1x per month","2001","35-65 y.","Brandenburg","22","","",""
"Min 1x per month","2001","35-65 y.","Mecklenburg-Western Pomerania","13","","",""
"Min 1x per month","2001","35-65 y.","Saxony","15","","",""
"Min 1x per month","2001","35-65 y.","Saxony-Anhalt","7","","",""
"Min 1x per month","2001","35-65 y.","Thuringia","19","","",""
"Min 1x per month","2001","66 and older","Schleswig-Holstein","9","","",""
"Min 1x per month","2001","66 and older","Hamburg","","","",""
"Min 1x per month","2001","66 and older","Lower Saxony","6","","",""
"Min 1x per month","2001","66 and older","Bremen","","","",""
"Min 1x per month","2001","66 and older","North Rhine-Westphalia","11","","",""
"Min 1x per month","2001","66 and older","Hesse","3","","",""
"Min 1x per month","2001","66 and older","Rhineland-Palatinate,Saarland","5","","",""
"Min 1x per month","2001","66 and older","Baden-Württemberg","7","","",""
"Min 1x per month","2001","66 and older","Bavaria","4","","",""
"Min 1x per month","2001","66 and older","Berlin","8","","",""
"Min 1x per month","2001","66 and older","Brandenburg","10","","",""
"Min 1x per month","2001","66 and older","Mecklenburg-Western Pomerania","2","","",""
"Min 1x per month","2001","66 and older","Saxony","7","","",""
"Min 1x per month","2001","66 and older","Saxony-Anhalt","1","","",""
"Min 1x per month","2001","66 and older","Thuringia","3","","",""
"Rarely","2001","16-34 y.","Schleswig-Holstein","22","","",""
"Rarely","2001","16-34 y.","Hamburg","2","","",""
"Rarely","2001","16-34 y.","Lower Saxony","23","","",""
"Rarely","2001","16-34 y.","Bremen","3","","",""
"Rarely","2001","16-34 y.","North Rhine-Westphalia","50","0.0323179687727051","0.0228138766466683","0.0418220608987419"
"Rarely","2001","16-34 y.","Hesse","23","","",""
"Rarely","2001","16-34 y.","Rhineland-Palatinate,Saarland","23","","",""
"Rarely","2001","16-34 y.","Baden-Württemberg","44","0.0482091120328036","0.0336010230761536","0.0628172009894535"
"Rarely","2001","16-34 y.","Bavaria","45","0.0557712158182961","0.0406948467096412","0.0708475849269509"
"Rarely","2001","16-34 y.","Berlin","8","","",""
"Rarely","2001","16-34 y.","Brandenburg","17","","",""
"Rarely","2001","16-34 y.","Mecklenburg-Western Pomerania","4","","",""
"Rarely","2001","16-34 y.","Saxony","23","","",""
"Rarely","2001","16-34 y.","Saxony-Anhalt","12","","",""
"Rarely","2001","16-34 y.","Thuringia","18","","",""
"Rarely","2001","35-65 y.","Schleswig-Holstein","79","0.205750785912465","0.16499855960528","0.246503012219649"
"Rarely","2001","35-65 y.","Hamburg","14","","",""
"Rarely","2001","35-65 y.","Lower Saxony","74","0.0711262992117941","0.0550500108796371","0.0872025875439511"
"Rarely","2001","35-65 y.","Bremen","3","","",""
"Rarely","2001","35-65 y.","North Rhine-Westphalia","172","0.0680717488442926","0.0583188611972015","0.0778246364913836"
"Rarely","2001","35-65 y.","Hesse","56","0.0614833128817526","0.0451999319832234","0.0777666937802818"
"Rarely","2001","35-65 y.","Rhineland-Palatinate,Saarland","64","0.0774613860687394","0.0585675636303434","0.0963552085071354"
"Rarely","2001","35-65 y.","Baden-Württemberg","94","0.0723633055038139","0.0587624927240901","0.0859641182835378"
"Rarely","2001","35-65 y.","Bavaria","112","0.0713794015644093","0.0589756031451008","0.0837831999837178"
"Rarely","2001","35-65 y.","Berlin","25","","",""
"Rarely","2001","35-65 y.","Brandenburg","42","0.0733263848927666","0.0511965577116297","0.0954562120739035"
"Rarely","2001","35-65 y.","Mecklenburg-Western Pomerania","27","","",""
"Rarely","2001","35-65 y.","Saxony","48","0.0490360100311014","0.0350745790448966","0.0629974410173061"
"Rarely","2001","35-65 y.","Saxony-Anhalt","42","0.0543736314394376","0.0357585637536969","0.0729886991251783"
"Rarely","2001","35-65 y.","Thuringia","45","0.072824566987285","0.050846936788211","0.094802197186359"
"Rarely","2001","66 and older","Schleswig-Holstein","26","","",""
"Rarely","2001","66 and older","Hamburg","2","","",""
"Rarely","2001","66 and older","Lower Saxony","15","","",""
"Rarely","2001","66 and older","Bremen","2","","",""
"Rarely","2001","66 and older","North Rhine-Westphalia","30","0.0402786787783036","0.025775743118325","0.0547816144382823"
"Rarely","2001","66 and older","Hesse","9","","",""
"Rarely","2001","66 and older","Rhineland-Palatinate,Saarland","18","","",""
"Rarely","2001","66 and older","Baden-Württemberg","21","","",""
"Rarely","2001","66 and older","Bavaria","28","","",""
"Rarely","2001","66 and older","Berlin","4","","",""
"Rarely","2001","66 and older","Brandenburg","5","","",""
"Rarely","2001","66 and older","Mecklenburg-Western Pomerania","4","","",""
"Rarely","2001","66 and older","Saxony","8","","",""
"Rarely","2001","66 and older","Saxony-Anhalt","1","","",""
"Rarely","2001","66 and older","Thuringia","8","","",""
"Never","2001","16-34 y.","Schleswig-Holstein","122","0.830555308580891","0.770520832580963","0.890589784580819"
"Never","2001","16-34 y.","Hamburg","63","0.921240609953836","0.856742290521665","0.985738929386007"
"Never","2001","16-34 y.","Lower Saxony","518","0.945083814759808","0.926044465980093","0.964123163539524"
"Never","2001","16-34 y.","Bremen","43","0.922800179961073","0.846493748949473","0.999106610972673"
"Never","2001","16-34 y.","North Rhine-Westphalia","1269","0.960405049434169","0.949924853782206","0.970885245086133"
"Never","2001","16-34 y.","Hesse","376","0.902386849555468","0.873517591806278","0.931256107304658"
"Never","2001","16-34 y.","Rhineland-Palatinate,Saarland","310","0.924260011404353","0.896095129060777","0.952424893747928"
"Never","2001","16-34 y.","Baden-Württemberg","769","0.932659532205568","0.91556891690866","0.949750147502476"
"Never","2001","16-34 y.","Bavaria","836","0.930683200482097","0.913996392203422","0.947370008760772"
"Never","2001","16-34 y.","Berlin","209","0.918430588420758","0.882506769882951","0.954354406958566"
"Never","2001","16-34 y.","Brandenburg","240","0.929166042306937","0.897982256720786","0.960349827893087"
"Never","2001","16-34 y.","Mecklenburg-Western Pomerania","148","0.98421053176562","0.964392795114319","1.00402826841692"
"Never","2001","16-34 y.","Saxony","429","0.946965108337007","0.926350836614791","0.967579380059223"
"Never","2001","16-34 y.","Saxony-Anhalt","258","0.942068363987288","0.914254421509737","0.969882306464838"
"Never","2001","16-34 y.","Thuringia","268","0.933150226419219","0.904254547967985","0.962045904870452"
"Never","2001","35-65 y.","Schleswig-Holstein","275","0.73789774578172","0.693563873994691","0.782231617568749"
"Never","2001","35-65 y.","Hamburg","142","0.896611038750207","0.849726493233062","0.943495584267351"
"Never","2001","35-65 y.","Lower Saxony","872","0.887088643292156","0.867294137205432","0.90688314937888"
"Never","2001","35-65 y.","Bremen","72","0.953878887505404","0.907030005230168","1.00072776978064"
"Never","2001","35-65 y.","North Rhine-Westphalia","2341","0.915633469717964","0.904871185620204","0.926395753815725"
"Never","2001","35-65 y.","Hesse","742","0.885984439897953","0.864439759193349","0.907529120602557"
"Never","2001","35-65 y.","Rhineland-Palatinate,Saarland","674","0.890351440111917","0.868267980062386","0.912434900161449"
"Never","2001","35-65 y.","Baden-Württemberg","1266","0.90134420978628","0.885690281838784","0.916998137733776"
"Never","2001","35-65 y.","Bavaria","1485","0.894180205344225","0.879360312107609","0.909000098580842"
"Never","2001","35-65 y.","Berlin","438","0.911756174895389","0.886381003078495","0.937131346712283"
"Never","2001","35-65 y.","Brandenburg","464","0.87543389441603","0.847399181791807","0.903468607040253"
"Never","2001","35-65 y.","Mecklenburg-Western Pomerania","239","0.85604343944844","0.814925370741259","0.897161508155621"
"Never","2001","35-65 y.","Saxony","852","0.927708051202365","0.910964754845572","0.944451347559158"
"Never","2001","35-65 y.","Saxony-Anhalt","514","0.925934961880094","0.904436493034859","0.947433430725329"
"Never","2001","35-65 y.","Thuringia","466","0.882216767115223","0.854952719143711","0.909480815086736"
"Never","2001","66 and older","Schleswig-Holstein","83","0.765541800447795","0.689423027674064","0.841660573221526"
"Never","2001","66 and older","Hamburg","38","0.901734463872542","0.810618156515914","0.992850771229171"
"Never","2001","66 and older","Lower Saxony","275","0.914379115542659","0.882610889593393","0.946147341491925"
"Never","2001","66 and older","Bremen","31","0.944418003955058","0.866247966614739","1.02258804129538"
"Never","2001","66 and older","North Rhine-Westphalia","660","0.941675803545167","0.924388755929504","0.95896285116083"
"Never","2001","66 and older","Hesse","220","0.931310416939206","0.898903864382676","0.963716969495735"
"Never","2001","66 and older","Rhineland-Palatinate,Saarland","212","0.887488388258262","0.847087196824271","0.927889579692253"
"Never","2001","66 and older","Baden-Württemberg","336","0.91308933827555","0.884189539226178","0.941989137324922"
"Never","2001","66 and older","Bavaria","427","0.917959075054416","0.893016082996137","0.942902067112696"
"Never","2001","66 and older","Berlin","77","0.890424081458998","0.825890934391549","0.954957228526447"
"Never","2001","66 and older","Brandenburg","147","0.902337028757679","0.856624005978188","0.94805005153717"
"Never","2001","66 and older","Mecklenburg-Western Pomerania","69","0.893306133825515","0.824350046219365","0.962262221431666"
"Never","2001","66 and older","Saxony","243","0.928702291043114","0.89760330262715","0.959801279459079"
"Never","2001","66 and older","Saxony-Anhalt","148","0.980986990043337","0.959131551606889","1.00284242847979"
"Never","2001","66 and older","Thuringia","134","0.927644696868828","0.885476007151768","0.969813386585888"
"Daily","2002","16-34 y.","Schleswig-Holstein","","","",""
"Daily","2002","16-34 y.","Hamburg","","","",""
"Daily","2002","16-34 y.","Lower Saxony","","","",""
"Daily","2002","16-34 y.","Bremen","","","",""
"Daily","2002","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","2002","16-34 y.","Hesse","","","",""
"Daily","2002","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2002","16-34 y.","Baden-Württemberg","","","",""
"Daily","2002","16-34 y.","Bavaria","","","",""
"Daily","2002","16-34 y.","Berlin","","","",""
"Daily","2002","16-34 y.","Brandenburg","","","",""
"Daily","2002","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2002","16-34 y.","Saxony","","","",""
"Daily","2002","16-34 y.","Saxony-Anhalt","","","",""
"Daily","2002","16-34 y.","Thuringia","","","",""
"Daily","2002","35-65 y.","Schleswig-Holstein","","","",""
"Daily","2002","35-65 y.","Hamburg","","","",""
"Daily","2002","35-65 y.","Lower Saxony","","","",""
"Daily","2002","35-65 y.","Bremen","","","",""
"Daily","2002","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","2002","35-65 y.","Hesse","","","",""
"Daily","2002","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2002","35-65 y.","Baden-Württemberg","","","",""
"Daily","2002","35-65 y.","Bavaria","","","",""
"Daily","2002","35-65 y.","Berlin","","","",""
"Daily","2002","35-65 y.","Brandenburg","","","",""
"Daily","2002","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2002","35-65 y.","Saxony","","","",""
"Daily","2002","35-65 y.","Saxony-Anhalt","","","",""
"Daily","2002","35-65 y.","Thuringia","","","",""
"Daily","2002","66 and older","Schleswig-Holstein","","","",""
"Daily","2002","66 and older","Hamburg","","","",""
"Daily","2002","66 and older","Lower Saxony","","","",""
"Daily","2002","66 and older","Bremen","","","",""
"Daily","2002","66 and older","North Rhine-Westphalia","","","",""
"Daily","2002","66 and older","Hesse","","","",""
"Daily","2002","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","2002","66 and older","Baden-Württemberg","","","",""
"Daily","2002","66 and older","Bavaria","","","",""
"Daily","2002","66 and older","Berlin","","","",""
"Daily","2002","66 and older","Brandenburg","","","",""
"Daily","2002","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","2002","66 and older","Saxony","","","",""
"Daily","2002","66 and older","Saxony-Anhalt","","","",""
"Daily","2002","66 and older","Thuringia","","","",""
"Min 1x per week","2002","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per week","2002","16-34 y.","Hamburg","","","",""
"Min 1x per week","2002","16-34 y.","Lower Saxony","","","",""
