"party","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2006","Single parent ","West Germany","114","0.307350356692382","0.25655872929874","0.358141984086025","1"
"CDU/CSU","2006","Couple + C. LE 16 ","West Germany","559","0.375584326495753","0.350912127374548","0.400256525616959","1"
"CDU/CSU","2006","Single parent ","East Germany","27","","","","1"
"FDP","2006","Couple + C. GT 16 ","West Germany","64","0.0454423349189962","0.0338593978475683","0.0570252719904241","3"
"FDP","2006","Couple + C. LE 16 ","East Germany","27","","","","3"
"FDP","2006","Single parent ","East Germany","2","","","","3"
"FDP","2006","1-pers.-HH","East Germany","8","","","","3"
"FDP","2006","(Married) couple without C. ","West Germany","176","0.0449544800204555","0.0380060340454325","0.0519029259954784","3"
"FDP","2006","Couple + C. LE 16 ","West Germany","66","0.0410221480861365","0.0309172783138986","0.0511270178583744","3"
"FDP","2006","Couple + C. GT 16 ","East Germany","18","","","","3"
"FDP","2006","1-pers.-HH","West Germany","74","0.0581688663069338","0.0454404217083981","0.0708973109054694","3"
"FDP","2006","(Married) couple without C. ","East Germany","31","0.0232392143663474","0.0131756612294532","0.0333027675032416","3"
"FDP","2006","Single parent ","West Germany","11","","","","3"
"FDP","2006","Couple + C. LE and GT 16","West Germany","19","","","","3"
"FDP","2006","Couple + C. LE and GT 16","East Germany","5","","","","3"
"NPD Combination","2006","(Married) couple without C. ","East Germany","10","","","","6"
"NPD Combination","2006","Couple + C. GT 16 ","East Germany","16","","","","6"
"NPD Combination","2006","(Married) couple without C. ","West Germany","28","","","","6"
"NPD Combination","2006","Single parent ","West Germany","2","","","","6"
"NPD Combination","2006","Couple + C. LE 16 ","West Germany","24","","","","6"
"NPD Combination","2006","Couple + C. LE 16 ","East Germany","13","","","","6"
"NPD Combination","2006","Couple + C. LE and GT 16","West Germany","4","","","","6"
"NPD Combination","2006","Couple + C. LE and GT 16","East Germany","4","","","","6"
"NPD Combination","2006","Couple + C. GT 16 ","West Germany","18","","","","6"
"NPD Combination","2006","Single parent ","East Germany","1","","","","6"
"NPD Combination","2006","1-pers.-HH","East Germany","4","","","","6"
"NPD Combination","2006","1-pers.-HH","West Germany","8","","","","6"
"Other","2006","1-pers.-HH","West Germany","10","","","","8"
"Other","2006","1-pers.-HH","East Germany","3","","","","8"
"Other","2006","(Married) couple without C. ","West Germany","26","","","","8"
"Other","2006","(Married) couple without C. ","East Germany","6","","","","8"
"Other","2006","Single parent ","West Germany","7","","","","8"
"Other","2006","Single parent ","East Germany","2","","","","8"
"Other","2006","Couple + C. LE 16 ","West Germany","13","","","","8"
"Other","2006","Couple + C. LE 16 ","East Germany","3","","","","8"
"Other","2006","Couple + C. GT 16 ","West Germany","17","","","","8"
"Other","2006","Couple + C. GT 16 ","East Germany","1","","","","8"
"Other","2006","Couple + C. LE and GT 16","West Germany","","","","","8"
"Other","2006","Couple + C. LE and GT 16","East Germany","3","","","","8"
"PDS/Linke","2006","1-pers.-HH","West Germany","19","","","","5"
"PDS/Linke","2006","1-pers.-HH","East Germany","91","0.287724943808463","0.237811541468202","0.337638346148725","5"
"PDS/Linke","2006","(Married) couple without C. ","West Germany","60","0.023315959307724","0.0182554660566657","0.0283764525587823","5"
"PDS/Linke","2006","(Married) couple without C. ","East Germany","211","0.261742776207358","0.232380635188349","0.291104917226366","5"
"PDS/Linke","2006","Single parent ","East Germany","24","","","","5"
"PDS/Linke","2006","Couple + C. LE 16 ","West Germany","26","","","","5"
"PDS/Linke","2006","Couple + C. GT 16 ","West Germany","29","","","","5"
"PDS/Linke","2006","Single parent ","West Germany","12","","","","5"
"PDS/Linke","2006","Couple + C. LE 16 ","East Germany","36","0.182013114620445","0.135111701489878","0.228914527751011","5"
"PDS/Linke","2006","Couple + C. GT 16 ","East Germany","78","0.185887855056477","0.145015835833667","0.226759874279287","5"
"PDS/Linke","2006","Couple + C. LE and GT 16","West Germany","12","","","","5"
"PDS/Linke","2006","Couple + C. LE and GT 16","East Germany","19","","","","5"
"SPD","2006","1-pers.-HH","West Germany","523","0.394102003756136","0.367528574983191","0.42067543252908","2"
"SPD","2006","Single parent ","West Germany","127","0.447911996928812","0.393170210960881","0.502653782896743","2"
"SPD","2006","Couple + C. GT 16 ","East Germany","103","0.270610876761515","0.223933038525065","0.317288714997965","2"
"SPD","2006","(Married) couple without C. ","West Germany","1256","0.382997315820206","0.366695703831334","0.399298927809078","2"
"SPD","2006","(Married) couple without C. ","East Germany","255","0.295482557734039","0.265006533166624","0.325958582301454","2"
"SPD","2006","1-pers.-HH","East Germany","106","0.331192064138661","0.27930068425772","0.383083444019603","2"
"SPD","2006","Single parent ","East Germany","7","","","","2"
"SPD","2006","Couple + C. LE 16 ","West Germany","555","0.375589036856443","0.350916776083248","0.400261297629639","2"
"SPD","2006","Couple + C. LE 16 ","East Germany","67","0.227982627465052","0.176987834732909","0.278977420197195","2"
"SPD","2006","Couple + C. GT 16 ","West Germany","495","0.421852528631936","0.394387064864425","0.449317992399447","2"
"SPD","2006","Couple + C. LE and GT 16","West Germany","194","0.406929923000176","0.365571757465672","0.448288088534681","2"
"SPD","2006","Couple + C. LE and GT 16","East Germany","34","0.342025059692362","0.251287502773067","0.432762616611656","2"
"AfD","2007","1-pers.-HH","West Germany","","","","","7"
"AfD","2007","1-pers.-HH","East Germany","","","","","7"
"AfD","2007","Single parent ","East Germany","","","","","7"
"AfD","2007","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","2007","(Married) couple without C. ","West Germany","","","","","7"
"AfD","2007","(Married) couple without C. ","East Germany","","","","","7"
"AfD","2007","Single parent ","West Germany","","","","","7"
"AfD","2007","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","2007","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","2007","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","2007","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","2007","Couple + C. GT 16 ","West Germany","","","","","7"
"CDU/CSU","2007","Couple + C. LE and GT 16","East Germany","40","0.477226020701639","0.371042366443938","0.58340967495934","1"
"CDU/CSU","2007","(Married) couple without C. ","East Germany","240","0.289327219614765","0.256500643185947","0.322153796043584","1"
"CDU/CSU","2007","Single parent ","West Germany","91","0.306702899464299","0.251391952606897","0.3620138463217","1"
"CDU/CSU","2007","Single parent ","East Germany","17","","","","1"
"CDU/CSU","2007","Couple + C. GT 16 ","East Germany","93","0.337278920269156","0.285151702982988","0.389406137555323","1"
"CDU/CSU","2007","Couple + C. LE and GT 16","West Germany","159","0.343670978957144","0.298032237502489","0.389309720411798","1"
"CDU/CSU","2007","1-pers.-HH","West Germany","473","0.407732848833622","0.379453736682364","0.43601196098488","1"
"CDU/CSU","2007","1-pers.-HH","East Germany","54","0.194235199419094","0.144596397420915","0.243874001417272","1"
"CDU/CSU","2007","(Married) couple without C. ","West Germany","1371","0.456343390463604","0.438289632101158","0.474397148826049","1"
"CDU/CSU","2007","Couple + C. LE 16 ","West Germany","452","0.382252633980346","0.354815719975635","0.409689547985057","1"
"CDU/CSU","2007","Couple + C. LE 16 ","East Germany","58","0.231516362894147","0.171697305498384","0.291335420289909","1"
"CDU/CSU","2007","Couple + C. GT 16 ","West Germany","434","0.386211223873199","0.356859574279016","0.415562873467381","1"
"FDP","2007","Single parent ","West Germany","11","","","","3"
"FDP","2007","Couple + C. GT 16 ","East Germany","16","","","","3"
"FDP","2007","Couple + C. LE 16 ","West Germany","63","0.0435666752174343","0.0320411924298234","0.0550921580050451","3"
"FDP","2007","Couple + C. LE and GT 16","West Germany","15","","","","3"
"FDP","2007","(Married) couple without C. ","West Germany","186","0.0537890458362734","0.0456119269335266","0.0619661647390202","3"
"FDP","2007","(Married) couple without C. ","East Germany","28","","","","3"
"FDP","2007","Couple + C. LE 16 ","East Germany","21","","","","3"
"FDP","2007","Single parent ","East Germany","3","","","","3"
"FDP","2007","Couple + C. GT 16 ","West Germany","47","0.032876452015019","0.0221268088583781","0.0436260951716598","3"
"FDP","2007","1-pers.-HH","West Germany","62","0.0448430555863186","0.0329332666795946","0.0567528444930425","3"
"FDP","2007","1-pers.-HH","East Germany","8","","","","3"
"FDP","2007","Couple + C. LE and GT 16","East Germany","3","","","","3"
"NPD Combination","2007","Single parent ","East Germany","1","","","","6"
"NPD Combination","2007","1-pers.-HH","East Germany","1","","","","6"
"NPD Combination","2007","1-pers.-HH","West Germany","8","","","","6"
"NPD Combination","2007","(Married) couple without C. ","West Germany","17","","","","6"
"NPD Combination","2007","Single parent ","West Germany","9","","","","6"
"NPD Combination","2007","Couple + C. LE 16 ","West Germany","18","","","","6"
"NPD Combination","2007","Couple + C. LE 16 ","East Germany","9","","","","6"
"NPD Combination","2007","Couple + C. GT 16 ","West Germany","13","","","","6"
"NPD Combination","2007","Couple + C. GT 16 ","East Germany","15","","","","6"
"NPD Combination","2007","Couple + C. LE and GT 16","West Germany","11","","","","6"
"NPD Combination","2007","(Married) couple without C. ","East Germany","10","","","","6"
"NPD Combination","2007","Couple + C. LE and GT 16","East Germany","1","","","","6"
"Other","2007","1-pers.-HH","West Germany","10","","","","8"
"Other","2007","1-pers.-HH","East Germany","","","","","8"
"Other","2007","(Married) couple without C. ","West Germany","23","","","","8"
"Other","2007","(Married) couple without C. ","East Germany","3","","","","8"
"Other","2007","Single parent ","West Germany","8","","","","8"
"Other","2007","Single parent ","East Germany","","","","","8"
"Other","2007","Couple + C. LE 16 ","West Germany","9","","","","8"
"Other","2007","Couple + C. LE 16 ","East Germany","2","","","","8"
"Other","2007","Couple + C. GT 16 ","West Germany","12","","","","8"
"Other","2007","Couple + C. GT 16 ","East Germany","7","","","","8"
"Other","2007","Couple + C. LE and GT 16","West Germany","2","","","","8"
"Other","2007","Couple + C. LE and GT 16","East Germany","2","","","","8"
"PDS/Linke","2007","1-pers.-HH","East Germany","73","0.293032891526881","0.235923048360314","0.350142734693447","5"
"PDS/Linke","2007","Couple + C. GT 16 ","West Germany","19","","","","5"
"PDS/Linke","2007","(Married) couple without C. ","East Germany","197","0.278889531484202","0.246424703190693","0.311354359777711","5"
"PDS/Linke","2007","Couple + C. LE 16 ","East Germany","30","0.20742953393791","0.149927177065086","0.264931890810734","5"
"PDS/Linke","2007","1-pers.-HH","West Germany","29","","","","5"
"PDS/Linke","2007","(Married) couple without C. ","West Germany","57","0.0210944162340378","0.0158859054776928","0.0263029269903827","5"
"PDS/Linke","2007","Single parent ","West Germany","6","","","","5"
"PDS/Linke","2007","Couple + C. LE 16 ","West Germany","14","","","","5"
"PDS/Linke","2007","Single parent ","East Germany","21","","","","5"
"PDS/Linke","2007","Couple + C. GT 16 ","East Germany","80","0.263478649568908","0.214908444790142","0.312048854347673","5"
"PDS/Linke","2007","Couple + C. LE and GT 16","West Germany","9","","","","5"
"PDS/Linke","2007","Couple + C. LE and GT 16","East Germany","14","","","","5"
"SPD","2007","1-pers.-HH","West Germany","457","0.389609544880676","0.361546308314886","0.417672781446465","2"
"SPD","2007","1-pers.-HH","East Germany","84","0.3593821932933","0.299177415422958","0.419586971163642","2"
"SPD","2007","(Married) couple without C. ","West Germany","1038","0.371710005940598","0.354193737005462","0.389226274875734","2"
"SPD","2007","(Married) couple without C. ","East Germany","227","0.326811208820477","0.292855483365994","0.36076693427496","2"
"SPD","2007","Single parent ","West Germany","98","0.372105771056836","0.314127012917716","0.430084529195956","2"
"SPD","2007","Single parent ","East Germany","16","","","","2"
"SPD","2007","Couple + C. GT 16 ","East Germany","80","0.213648283181872","0.168456167543194","0.258840398820549","2"
"SPD","2007","Couple + C. LE 16 ","West Germany","434","0.356260500484251","0.329221322568757","0.383299678399745","2"
"SPD","2007","Couple + C. LE 16 ","East Germany","48","0.245481773099549","0.184447201460691","0.306516344738406","2"
"SPD","2007","Couple + C. GT 16 ","West Germany","421","0.439238089621395","0.409318898523173","0.469157280719617","2"
"SPD","2007","Couple + C. LE and GT 16","West Germany","160","0.438503045239351","0.390820279787638","0.486185810691065","2"
"SPD","2007","Couple + C. LE and GT 16","East Germany","17","","","","2"
"AfD","2008","1-pers.-HH","East Germany","","","","","7"
"AfD","2008","Single parent ","West Germany","","","","","7"
"AfD","2008","1-pers.-HH","West Germany","","","","","7"
"AfD","2008","(Married) couple without C. ","East Germany","","","","","7"
"AfD","2008","(Married) couple without C. ","West Germany","","","","","7"
"AfD","2008","Single parent ","East Germany","","","","","7"
"AfD","2008","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","2008","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","2008","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","2008","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","2008","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","2008","Couple + C. LE and GT 16","East Germany","","","","","7"
"CDU/CSU","2008","Couple + C. LE and GT 16","East Germany","32","0.368084025089901","0.259655276159176","0.476512774020625","1"
"CDU/CSU","2008","Couple + C. GT 16 ","East Germany","84","0.405270896314224","0.344413917143423","0.466127875485025","1"
"CDU/CSU","2008","Couple + C. LE and GT 16","West Germany","137","0.333120479565486","0.285029982632884","0.381210976498088","1"
"CDU/CSU","2008","1-pers.-HH","West Germany","476","0.425707188991869","0.396684821342386","0.454729556641353","1"
"CDU/CSU","2008","(Married) couple without C. ","East Germany","255","0.365418294315343","0.330486123282679","0.400350465348008","1"
"CDU/CSU","2008","Single parent ","West Germany","101","0.330117961861129","0.274639131804252","0.385596791918006","1"
"CDU/CSU","2008","Single parent ","East Germany","16","","","","1"
"CDU/CSU","2008","1-pers.-HH","East Germany","52","0.166527084300877","0.120066164940574","0.21298800366118","1"
