"party","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","2019","(1a) inadequately completed","West Germany","34","0.338897284102964","0.245183479871261","0.432611088334667"
"CDU/CSU","2019","(1a) inadequately completed","East Germany","1","","",""
"CDU/CSU","2019","(1b) general elementary school","West Germany","147","0.372324592285406","0.325184999512628","0.419464185058183"
"CDU/CSU","2019","(1b) general elementary school","East Germany","11","","",""
"CDU/CSU","2019","(1c) basic vocational qualification","West Germany","708","0.420994378256681","0.397040956998523","0.444947799514839"
"CDU/CSU","2019","(1c) basic vocational qualification","East Germany","63","0.348720726515268","0.27986157158413","0.417579881446406"
"CDU/CSU","2019","(2b) intermediate general qualification","West Germany","65","0.36555806837058","0.301034952651797","0.430081184089364"
"CDU/CSU","2019","(2b) intermediate general qualification","East Germany","6","","",""
"CDU/CSU","2019","(2a) intermediate vocational","West Germany","700","0.382187017397235","0.359523922272095","0.404850112522376"
"CDU/CSU","2019","(2a) intermediate vocational","East Germany","193","0.266290339871356","0.232098662922889","0.300482016819823"
"CDU/CSU","2019","(2c_gen) general maturity certificate","West Germany","105","0.192771836989886","0.158535842434965","0.227007831544806"
"CDU/CSU","2019","(2c_gen) general maturity certificate","East Germany","14","","",""
"CDU/CSU","2019","(2c_voc) vocational maturity certificate","West Germany","343","0.283036348863903","0.256032298198233","0.310040399529573"
"CDU/CSU","2019","(2c_voc) vocational maturity certificate","East Germany","55","0.35546972067475","0.281302659860961","0.429636781488539"
"CDU/CSU","2019","(3a) lower tertiary education","West Germany","332","0.316047255873478","0.286590753213524","0.345503758533431"
"CDU/CSU","2019","(3a) lower tertiary education","East Germany","98","0.274784319105562","0.222403105630637","0.327165532580486"
"CDU/CSU","2019","(3b) higher tertiary education","West Germany","653","0.285935505114067","0.267075293697812","0.304795716530322"
"CDU/CSU","2019","(3b) higher tertiary education","East Germany","155","0.241427951552066","0.206600131893235","0.276255771210898"
"SPD","2019","(0) in school","West Germany","10","","",""
"SPD","2019","(0) in school","East Germany","2","","",""
"SPD","2019","(1a) inadequately completed","West Germany","27","","",""
"SPD","2019","(1a) inadequately completed","East Germany","2","","",""
"SPD","2019","(1b) general elementary school","West Germany","148","0.365674235916058","0.318710702421556","0.412637769410561"
"SPD","2019","(1b) general elementary school","East Germany","8","","",""
"SPD","2019","(1c) basic vocational qualification","West Germany","479","0.314590925586247","0.292062230642357","0.337119620530137"
"SPD","2019","(1c) basic vocational qualification","East Germany","34","0.18007892111864","0.124558002213687","0.235599840023592"
"SPD","2019","(2b) intermediate general qualification","West Germany","42","0.207436713187245","0.153111556063557","0.261761870310932"
"SPD","2019","(2b) intermediate general qualification","East Germany","4","","",""
"SPD","2019","(2a) intermediate vocational","West Germany","375","0.250183260607075","0.229982885624507","0.270383635589644"
"SPD","2019","(2a) intermediate vocational","East Germany","80","0.124917666761192","0.0993425887605243","0.15049274476186"
"SPD","2019","(2c_gen) general maturity certificate","West Germany","68","0.153208430818129","0.121948169947106","0.184468691689152"
"SPD","2019","(2c_gen) general maturity certificate","East Germany","3","","",""
"SPD","2019","(2c_voc) vocational maturity certificate","West Germany","210","0.22439948110545","0.199390891022626","0.249408071188273"
"SPD","2019","(2c_voc) vocational maturity certificate","East Germany","16","","",""
"SPD","2019","(3a) lower tertiary education","West Germany","135","0.157893131837098","0.134790718678513","0.180995544995684"
"SPD","2019","(3a) lower tertiary education","East Germany","45","0.201157584683756","0.154120028115635","0.248195141251877"
"SPD","2019","(3b) higher tertiary education","West Germany","319","0.141030326797703","0.126502890970061","0.155557762625345"
"SPD","2019","(3b) higher tertiary education","East Germany","66","0.102081241981813","0.077442099495864","0.126720384467762"
"FDP","2019","(0) in school","West Germany","13","","",""
"FDP","2019","(0) in school","East Germany","3","","",""
"FDP","2019","(1a) inadequately completed","West Germany","5","","",""
"FDP","2019","(1a) inadequately completed","East Germany","","","",""
"FDP","2019","(1b) general elementary school","West Germany","6","","",""
"FDP","2019","(1b) general elementary school","East Germany","2","","",""
"FDP","2019","(1c) basic vocational qualification","West Germany","68","0.0372534048569575","0.028065277727244","0.0464415319866709"
"FDP","2019","(1c) basic vocational qualification","East Germany","1","","",""
"FDP","2019","(2b) intermediate general qualification","West Germany","9","","",""
"FDP","2019","(2b) intermediate general qualification","East Germany","","","",""
"FDP","2019","(2a) intermediate vocational","West Germany","102","0.0527019765129295","0.0422809738100552","0.0631229792158037"
"FDP","2019","(2a) intermediate vocational","East Germany","29","","",""
"FDP","2019","(2c_gen) general maturity certificate","West Germany","37","0.0951062514136549","0.0696457865329579","0.120566716294352"
"FDP","2019","(2c_gen) general maturity certificate","East Germany","2","","",""
"FDP","2019","(2c_voc) vocational maturity certificate","West Germany","63","0.0423191577119653","0.0302510786721812","0.0543872367517494"
"FDP","2019","(2c_voc) vocational maturity certificate","East Germany","7","","",""
"FDP","2019","(3a) lower tertiary education","West Germany","73","0.070729351177114","0.054486469925943","0.0869722324282849"
"FDP","2019","(3a) lower tertiary education","East Germany","18","","",""
"FDP","2019","(3b) higher tertiary education","West Germany","189","0.0724952169402154","0.0616719953531328","0.0833184385272979"
"FDP","2019","(3b) higher tertiary education","East Germany","42","0.0739808333088686","0.0526796518734685","0.0952820147442688"
"Grüne","2019","(0) in school","West Germany","48","0.445957218898348","0.350881046163365","0.541033391633332"
"Grüne","2019","(0) in school","East Germany","6","","",""
"Grüne","2019","(1a) inadequately completed","West Germany","11","","",""
"Grüne","2019","(1a) inadequately completed","East Germany","","","",""
"Grüne","2019","(1b) general elementary school","West Germany","32","0.0678772672241372","0.0433496063504435","0.0924049280978308"
"Grüne","2019","(1b) general elementary school","East Germany","5","","",""
"Grüne","2019","(1c) basic vocational qualification","West Germany","148","0.0897880950483284","0.0759183445593254","0.103657845537331"
"Grüne","2019","(1c) basic vocational qualification","East Germany","5","","",""
"Grüne","2019","(2b) intermediate general qualification","West Germany","59","0.24583548041295","0.188146012385712","0.303524948440188"
"Grüne","2019","(2b) intermediate general qualification","East Germany","6","","",""
"Grüne","2019","(2a) intermediate vocational","West Germany","359","0.186588582967529","0.168418772104681","0.204758393830376"
"Grüne","2019","(2a) intermediate vocational","East Germany","43","0.063823921050574","0.0449156818475176","0.0827321602536304"
"Grüne","2019","(2c_gen) general maturity certificate","West Germany","204","0.347515000801618","0.306187889792498","0.388842111810738"
"Grüne","2019","(2c_gen) general maturity certificate","East Germany","25","","",""
"Grüne","2019","(2c_voc) vocational maturity certificate","West Germany","321","0.301817034972681","0.274299106548056","0.329334963397307"
"Grüne","2019","(2c_voc) vocational maturity certificate","East Germany","27","","",""
"Grüne","2019","(3a) lower tertiary education","West Germany","317","0.341855014837648","0.311802979700665","0.371907049974631"
"Grüne","2019","(3a) lower tertiary education","East Germany","43","0.116847763320833","0.0791536112963551","0.15454191534531"
"Grüne","2019","(3b) higher tertiary education","West Germany","851","0.388039402988261","0.367699754749365","0.408379051227157"
"Grüne","2019","(3b) higher tertiary education","East Germany","141","0.239869173396315","0.20511831904462","0.27462002774801"
"PDS/Linke","2019","(0) in school","West Germany","4","","",""
"PDS/Linke","2019","(0) in school","East Germany","5","","",""
"PDS/Linke","2019","(1a) inadequately completed","West Germany","8","","",""
"PDS/Linke","2019","(1a) inadequately completed","East Germany","1","","",""
"PDS/Linke","2019","(1b) general elementary school","West Germany","20","","",""
"PDS/Linke","2019","(1b) general elementary school","East Germany","5","","",""
"PDS/Linke","2019","(1c) basic vocational qualification","West Germany","48","0.0241728547282869","0.0167214452077564","0.0316242642488174"
"PDS/Linke","2019","(1c) basic vocational qualification","East Germany","39","0.271849858660131","0.207564184252095","0.336135533068166"
"PDS/Linke","2019","(2b) intermediate general qualification","West Germany","18","","",""
"PDS/Linke","2019","(2b) intermediate general qualification","East Germany","13","","",""
"PDS/Linke","2019","(2a) intermediate vocational","West Germany","88","0.0442082920637563","0.0346212145446404","0.0537953695828721"
"PDS/Linke","2019","(2a) intermediate vocational","East Germany","124","0.219440633577927","0.187426476537414","0.25145479061844"
"PDS/Linke","2019","(2c_gen) general maturity certificate","West Germany","45","0.112730277131213","0.0852822508256513","0.140178303436774"
"PDS/Linke","2019","(2c_gen) general maturity certificate","East Germany","21","","",""
"PDS/Linke","2019","(2c_voc) vocational maturity certificate","West Germany","64","0.0784027996562241","0.0622890876537099","0.0945165116587384"
"PDS/Linke","2019","(2c_voc) vocational maturity certificate","East Germany","29","","",""
"PDS/Linke","2019","(3a) lower tertiary education","West Germany","49","0.0526582579692923","0.0385075325865156","0.0668089833520691"
"PDS/Linke","2019","(3a) lower tertiary education","East Germany","52","0.1909941337102","0.14486961591069","0.237118651509711"
"PDS/Linke","2019","(3b) higher tertiary education","West Germany","110","0.0676597785448305","0.0571765201582495","0.0781430369314114"
"PDS/Linke","2019","(3b) higher tertiary education","East Germany","148","0.312034932078874","0.274328199957441","0.349741664200308"
"NPD Combination","2019","(0) in school","West Germany","","","",""
"NPD Combination","2019","(0) in school","East Germany","","","",""
"NPD Combination","2019","(1a) inadequately completed","West Germany","1","","",""
"NPD Combination","2019","(1a) inadequately completed","East Germany","1","","",""
"NPD Combination","2019","(1b) general elementary school","West Germany","1","","",""
"NPD Combination","2019","(1b) general elementary school","East Germany","2","","",""
"NPD Combination","2019","(1c) basic vocational qualification","West Germany","4","","",""
"NPD Combination","2019","(1c) basic vocational qualification","East Germany","5","","",""
