"party","year","education","sex","n","percent","lower_confidence","upper_confidence"
"FDP","1989","secondary school degree","Female","","","",""
"FDP","1989","college entrance qualification","Male","33","0.070900985187737","0.0484490713358806","0.0933528990395933"
"FDP","1989","college entrance qualification","Female","","","",""
"FDP","1989","Other degree","Male","","","",""
"FDP","1989","Other degree","Female","","","",""
"FDP","1989","no degree/no degree yet","Male","","","",""
"FDP","1989","no degree/no degree yet","Female","","","",""
"Grüne","1989","lower secondary degree","Male","46","0.0258864778939911","0.0173135009815733","0.0344594548064089"
"Grüne","1989","lower secondary degree","Female","41","0.0216510594718936","0.0136465873472883","0.0296555315964988"
"Grüne","1989","secondary school degree","Male","","","",""
"Grüne","1989","secondary school degree","Female","47","0.0777882905635335","0.0544512778618572","0.10112530326521"
"Grüne","1989","college entrance qualification","Male","66","0.135618312305271","0.105667529414482","0.165569095196059"
"Grüne","1989","college entrance qualification","Female","73","0.262230449472143","0.209862524142141","0.314598374802145"
"Grüne","1989","Other degree","Male","","","",""
"Grüne","1989","Other degree","Female","","","",""
"Grüne","1989","no degree/no degree yet","Male","","","",""
"Grüne","1989","no degree/no degree yet","Female","","","",""
"PDS/Linke","1989","lower secondary degree","Male","","","",""
"PDS/Linke","1989","lower secondary degree","Female","","","",""
"PDS/Linke","1989","secondary school degree","Male","","","",""
"PDS/Linke","1989","secondary school degree","Female","","","",""
"PDS/Linke","1989","college entrance qualification","Male","","","",""
"PDS/Linke","1989","college entrance qualification","Female","","","",""
"PDS/Linke","1989","Other degree","Male","","","",""
"PDS/Linke","1989","Other degree","Female","","","",""
"PDS/Linke","1989","no degree/no degree yet","Male","","","",""
"PDS/Linke","1989","no degree/no degree yet","Female","","","",""
"NPD Combination","1989","lower secondary degree","Male","","","",""
"NPD Combination","1989","lower secondary degree","Female","","","",""
"NPD Combination","1989","secondary school degree","Male","","","",""
"NPD Combination","1989","secondary school degree","Female","","","",""
"NPD Combination","1989","college entrance qualification","Male","","","",""
"NPD Combination","1989","college entrance qualification","Female","","","",""
"NPD Combination","1989","Other degree","Male","","","",""
"NPD Combination","1989","Other degree","Female","","","",""
"NPD Combination","1989","no degree/no degree yet","Male","","","",""
"NPD Combination","1989","no degree/no degree yet","Female","","","",""
"AfD","1989","lower secondary degree","Male","","","",""
"AfD","1989","lower secondary degree","Female","","","",""
"AfD","1989","secondary school degree","Male","","","",""
"AfD","1989","secondary school degree","Female","","","",""
"AfD","1989","college entrance qualification","Male","","","",""
"AfD","1989","college entrance qualification","Female","","","",""
"AfD","1989","Other degree","Male","","","",""
"AfD","1989","Other degree","Female","","","",""
"AfD","1989","no degree/no degree yet","Male","","","",""
"AfD","1989","no degree/no degree yet","Female","","","",""
"Other","1989","lower secondary degree","Male","72","0.0549642555914521","0.0426600188463236","0.0672684923365807"
"Other","1989","lower secondary degree","Female","42","0.0360891603415816","0.0258313881110364","0.0463469325721269"
"Other","1989","secondary school degree","Male","","","",""
"Other","1989","secondary school degree","Female","","","",""
"Other","1989","college entrance qualification","Male","","","",""
"Other","1989","college entrance qualification","Female","","","",""
"Other","1989","Other degree","Male","","","",""
"Other","1989","Other degree","Female","","","",""
"Other","1989","no degree/no degree yet","Male","","","",""
"Other","1989","no degree/no degree yet","Female","","","",""
"CDU/CSU","1990","lower secondary degree","Male","490","0.391291034136915","0.364983074845297","0.417598993428532"
"CDU/CSU","1990","lower secondary degree","Female","536","0.423446776619938","0.396546006815498","0.450347546424378"
"CDU/CSU","1990","secondary school degree","Male","192","0.478735987733541","0.431298661697936","0.526173313769146"
"CDU/CSU","1990","secondary school degree","Female","216","0.438031936550537","0.39633949325879","0.479724379842285"
"CDU/CSU","1990","college entrance qualification","Male","199","0.400116352099316","0.358168559726364","0.442064144472268"
"CDU/CSU","1990","college entrance qualification","Female","80","0.297719753368945","0.244445922815761","0.35099358392213"
"CDU/CSU","1990","Other degree","Male","33","0.165225538382473","0.119280946808949","0.211170129955998"
"CDU/CSU","1990","Other degree","Female","","","",""
"CDU/CSU","1990","no degree/no degree yet","Male","31","0.270639097250497","0.198073069138004","0.343205125362989"
"CDU/CSU","1990","no degree/no degree yet","Female","","","",""
"SPD","1990","lower secondary degree","Male","722","0.537077648036193","0.510199151155173","0.563956144917213"
"SPD","1990","lower secondary degree","Female","668","0.511238196337639","0.48402335124553","0.538453041429748"
"SPD","1990","secondary school degree","Male","175","0.38614366679952","0.339910768476923","0.432376565122116"
"SPD","1990","secondary school degree","Female","254","0.429030092295752","0.387439114706828","0.470621069884677"
"SPD","1990","college entrance qualification","Male","208","0.377548822761772","0.336041793225313","0.419055852298232"
"SPD","1990","college entrance qualification","Female","128","0.431510715453372","0.373805933118892","0.489215497787852"
"SPD","1990","Other degree","Male","199","0.731366999533126","0.676531905579261","0.786202093486992"
"SPD","1990","Other degree","Female","78","0.695929774231642","0.607519837780824","0.784339710682461"
"SPD","1990","no degree/no degree yet","Male","101","0.611813092425152","0.532216097828763","0.691410087021542"
"SPD","1990","no degree/no degree yet","Female","82","0.636871236236162","0.548203624225307","0.725538848247016"
"FDP","1990","lower secondary degree","Male","31","0.0216088062326448","0.0137708286220256","0.0294467838432639"
"FDP","1990","lower secondary degree","Female","32","0.0253151308691669","0.0167631289280166","0.0338671328103173"
"FDP","1990","secondary school degree","Male","","","",""
"FDP","1990","secondary school degree","Female","32","0.0665879428202084","0.0456379854594549","0.0875379001809619"
"FDP","1990","college entrance qualification","Male","45","0.0941295139291362","0.069127303233788","0.119131724624484"
"FDP","1990","college entrance qualification","Female","","","",""
"FDP","1990","Other degree","Male","","","",""
"FDP","1990","Other degree","Female","","","",""
"FDP","1990","no degree/no degree yet","Male","","","",""
"FDP","1990","no degree/no degree yet","Female","","","",""
"Grüne","1990","lower secondary degree","Male","38","0.0220975702975116","0.0141734257675373","0.030021714827486"
"Grüne","1990","lower secondary degree","Female","36","0.0230694613259899","0.0148961854129727","0.0312427372390072"
"Grüne","1990","secondary school degree","Male","","","",""
"Grüne","1990","secondary school degree","Female","37","0.0597027296703975","0.0397924058769511","0.0796130534638439"
"Grüne","1990","college entrance qualification","Male","67","0.114575951449102","0.0873047142722337","0.14184718862597"
"Grüne","1990","college entrance qualification","Female","52","0.190920402306422","0.145129767046437","0.236711037566407"
"Grüne","1990","Other degree","Male","","","",""
"Grüne","1990","Other degree","Female","","","",""
"Grüne","1990","no degree/no degree yet","Male","","","",""
"Grüne","1990","no degree/no degree yet","Female","","","",""
"PDS/Linke","1990","lower secondary degree","Male","","","",""
"PDS/Linke","1990","lower secondary degree","Female","","","",""
"PDS/Linke","1990","secondary school degree","Male","","","",""
"PDS/Linke","1990","secondary school degree","Female","","","",""
"PDS/Linke","1990","college entrance qualification","Male","","","",""
"PDS/Linke","1990","college entrance qualification","Female","","","",""
"PDS/Linke","1990","Other degree","Male","","","",""
"PDS/Linke","1990","Other degree","Female","","","",""
"PDS/Linke","1990","no degree/no degree yet","Male","","","",""
"PDS/Linke","1990","no degree/no degree yet","Female","","","",""
"NPD Combination","1990","lower secondary degree","Male","","","",""
"NPD Combination","1990","lower secondary degree","Female","","","",""
"NPD Combination","1990","secondary school degree","Male","","","",""
"NPD Combination","1990","secondary school degree","Female","","","",""
"NPD Combination","1990","college entrance qualification","Male","","","",""
"NPD Combination","1990","college entrance qualification","Female","","","",""
"NPD Combination","1990","Other degree","Male","","","",""
"NPD Combination","1990","Other degree","Female","","","",""
"NPD Combination","1990","no degree/no degree yet","Male","","","",""
"NPD Combination","1990","no degree/no degree yet","Female","","","",""
"AfD","1990","lower secondary degree","Male","","","",""
"AfD","1990","lower secondary degree","Female","","","",""
"AfD","1990","secondary school degree","Male","","","",""
"AfD","1990","secondary school degree","Female","","","",""
"AfD","1990","college entrance qualification","Male","","","",""
"AfD","1990","college entrance qualification","Female","","","",""
"AfD","1990","Other degree","Male","","","",""
"AfD","1990","Other degree","Female","","","",""
"AfD","1990","no degree/no degree yet","Male","","","",""
"AfD","1990","no degree/no degree yet","Female","","","",""
"Other","1990","lower secondary degree","Male","","","",""
"Other","1990","lower secondary degree","Female","","","",""
"Other","1990","secondary school degree","Male","","","",""
"Other","1990","secondary school degree","Female","","","",""
"Other","1990","college entrance qualification","Male","","","",""
"Other","1990","college entrance qualification","Female","","","",""
"Other","1990","Other degree","Male","","","",""
"Other","1990","Other degree","Female","","","",""
"Other","1990","no degree/no degree yet","Male","","","",""
"Other","1990","no degree/no degree yet","Female","","","",""
"CDU/CSU","1991","lower secondary degree","Male","488","0.423943349753198","0.395243954873188","0.452642744633208"
"CDU/CSU","1991","lower secondary degree","Female","522","0.442524367109206","0.414064248900808","0.470984485317604"
"CDU/CSU","1991","secondary school degree","Male","193","0.506012925849952","0.456136762724716","0.555889088975188"
"CDU/CSU","1991","secondary school degree","Female","235","0.459696106564736","0.417969576276826","0.501422636852647"
"CDU/CSU","1991","college entrance qualification","Male","198","0.406016907020336","0.362711341182116","0.449322472858557"
"CDU/CSU","1991","college entrance qualification","Female","85","0.319823884408345","0.265095563368607","0.374552205448082"
