"party","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Grüne","1989","secondary school degree","West Germany","67","0.0614450536279015","0.045952587484337","0.076937519771466"
"Grüne","1989","secondary school degree","East Germany","","","",""
"Grüne","1989","college entrance qualification","West Germany","139","0.181496899579038","0.154326056531149","0.208667742626927"
"Grüne","1989","college entrance qualification","East Germany","","","",""
"Grüne","1989","Other degree","West Germany","33","0.107135119654985","0.0755782651209858","0.138691974188985"
"Grüne","1989","Other degree","East Germany","","","",""
"Grüne","1989","no degree/no degree yet","West Germany","","","",""
"Grüne","1989","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","1989","lower secondary degree","West Germany","","","",""
"PDS/Linke","1989","lower secondary degree","East Germany","","","",""
"PDS/Linke","1989","secondary school degree","West Germany","","","",""
"PDS/Linke","1989","secondary school degree","East Germany","","","",""
"PDS/Linke","1989","college entrance qualification","West Germany","","","",""
"PDS/Linke","1989","college entrance qualification","East Germany","","","",""
"PDS/Linke","1989","Other degree","West Germany","","","",""
"PDS/Linke","1989","Other degree","East Germany","","","",""
"PDS/Linke","1989","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","1989","no degree/no degree yet","East Germany","","","",""
"NPD Combination","1989","lower secondary degree","West Germany","","","",""
"NPD Combination","1989","lower secondary degree","East Germany","","","",""
"NPD Combination","1989","secondary school degree","West Germany","","","",""
"NPD Combination","1989","secondary school degree","East Germany","","","",""
"NPD Combination","1989","college entrance qualification","West Germany","","","",""
"NPD Combination","1989","college entrance qualification","East Germany","","","",""
"NPD Combination","1989","Other degree","West Germany","","","",""
"NPD Combination","1989","Other degree","East Germany","","","",""
"NPD Combination","1989","no degree/no degree yet","West Germany","","","",""
"NPD Combination","1989","no degree/no degree yet","East Germany","","","",""
"AfD","1989","lower secondary degree","West Germany","","","",""
"AfD","1989","lower secondary degree","East Germany","","","",""
"AfD","1989","secondary school degree","West Germany","","","",""
"AfD","1989","secondary school degree","East Germany","","","",""
"AfD","1989","college entrance qualification","West Germany","","","",""
"AfD","1989","college entrance qualification","East Germany","","","",""
"AfD","1989","Other degree","West Germany","","","",""
"AfD","1989","Other degree","East Germany","","","",""
"AfD","1989","no degree/no degree yet","West Germany","","","",""
"AfD","1989","no degree/no degree yet","East Germany","","","",""
"Other","1989","lower secondary degree","West Germany","114","0.0452675755762833","0.0372581677315769","0.0532769834209896"
"Other","1989","lower secondary degree","East Germany","","","",""
"Other","1989","secondary school degree","West Germany","33","0.0394598243108271","0.0269000284307194","0.0520196201909348"
"Other","1989","secondary school degree","East Germany","","","",""
"Other","1989","college entrance qualification","West Germany","","","",""
"Other","1989","college entrance qualification","East Germany","","","",""
"Other","1989","Other degree","West Germany","","","",""
"Other","1989","Other degree","East Germany","","","",""
"Other","1989","no degree/no degree yet","West Germany","","","",""
"Other","1989","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","1990","lower secondary degree","West Germany","1026","0.40796183089676","0.389136271524447","0.426787390269074"
"CDU/CSU","1990","lower secondary degree","East Germany","","","",""
"CDU/CSU","1990","secondary school degree","West Germany","408","0.455506107195613","0.424165613574728","0.486846600816497"
"CDU/CSU","1990","secondary school degree","East Germany","","","",""
"CDU/CSU","1990","college entrance qualification","West Germany","279","0.363305509366187","0.330122722199409","0.396488296532964"
"CDU/CSU","1990","college entrance qualification","East Germany","","","",""
"CDU/CSU","1990","Other degree","West Germany","46","0.166654619032018","0.127888251544626","0.20542098651941"
"CDU/CSU","1990","Other degree","East Germany","","","",""
"CDU/CSU","1990","no degree/no degree yet","West Germany","46","0.249556326790244","0.196647897102786","0.302464756477701"
"CDU/CSU","1990","no degree/no degree yet","East Germany","","","",""
"SPD","1990","lower secondary degree","West Germany","1390","0.52368146389024","0.504550114102778","0.542812813677701"
"SPD","1990","lower secondary degree","East Germany","","","",""
"SPD","1990","secondary school degree","West Germany","429","0.410619032568326","0.379660539329076","0.441577525807577"
"SPD","1990","secondary school degree","East Germany","","","",""
"SPD","1990","college entrance qualification","West Germany","336","0.396947736105398","0.363191387406743","0.430704084804053"
"SPD","1990","college entrance qualification","East Germany","","","",""
"SPD","1990","Other degree","West Germany","277","0.720296243238425","0.673604655842923","0.766987830633928"
"SPD","1990","Other degree","East Germany","","","",""
"SPD","1990","no degree/no degree yet","West Germany","183","0.621581990198207","0.562287185991634","0.680876794404779"
"SPD","1990","no degree/no degree yet","East Germany","","","",""
"FDP","1990","lower secondary degree","West Germany","63","0.0235303101374012","0.017723916444063","0.0293367038307394"
"FDP","1990","lower secondary degree","East Germany","","","",""
"FDP","1990","secondary school degree","West Germany","54","0.0611954961773298","0.0461117388640012","0.0762792534906584"
"FDP","1990","secondary school degree","East Germany","","","",""
"FDP","1990","college entrance qualification","West Germany","66","0.0867230439974351","0.0673061468518335","0.106139941143037"
"FDP","1990","college entrance qualification","East Germany","","","",""
"FDP","1990","Other degree","West Germany","","","",""
"FDP","1990","Other degree","East Germany","","","",""
"FDP","1990","no degree/no degree yet","West Germany","","","",""
"FDP","1990","no degree/no degree yet","East Germany","","","",""
"Grüne","1990","lower secondary degree","West Germany","74","0.0226014366852038","0.0169080964084112","0.0282947769619963"
"Grüne","1990","lower secondary degree","East Germany","","","",""
"Grüne","1990","secondary school degree","West Germany","58","0.0517891955064721","0.0378436901743105","0.0657347008386337"
"Grüne","1990","secondary school degree","East Germany","","","",""
"Grüne","1990","college entrance qualification","West Germany","119","0.142021233898922","0.117937366117638","0.166105101680206"
"Grüne","1990","college entrance qualification","East Germany","","","",""
"Grüne","1990","Other degree","West Germany","","","",""
"Grüne","1990","Other degree","East Germany","","","",""
"Grüne","1990","no degree/no degree yet","West Germany","","","",""
"Grüne","1990","no degree/no degree yet","East Germany","","","",""
"PDS/Linke","1990","lower secondary degree","West Germany","","","",""
"PDS/Linke","1990","lower secondary degree","East Germany","","","",""
"PDS/Linke","1990","secondary school degree","West Germany","","","",""
"PDS/Linke","1990","secondary school degree","East Germany","","","",""
"PDS/Linke","1990","college entrance qualification","West Germany","","","",""
"PDS/Linke","1990","college entrance qualification","East Germany","","","",""
"PDS/Linke","1990","Other degree","West Germany","","","",""
"PDS/Linke","1990","Other degree","East Germany","","","",""
"PDS/Linke","1990","no degree/no degree yet","West Germany","","","",""
"PDS/Linke","1990","no degree/no degree yet","East Germany","","","",""
"NPD Combination","1990","lower secondary degree","West Germany","46","0.0146286933741011","0.010029666003279","0.0192277207449233"
"NPD Combination","1990","lower secondary degree","East Germany","","","",""
"NPD Combination","1990","secondary school degree","West Germany","","","",""
"NPD Combination","1990","secondary school degree","East Germany","","","",""
"NPD Combination","1990","college entrance qualification","West Germany","","","",""
"NPD Combination","1990","college entrance qualification","East Germany","","","",""
"NPD Combination","1990","Other degree","West Germany","","","",""
"NPD Combination","1990","Other degree","East Germany","","","",""
"NPD Combination","1990","no degree/no degree yet","West Germany","","","",""
"NPD Combination","1990","no degree/no degree yet","East Germany","","","",""
"AfD","1990","lower secondary degree","West Germany","","","",""
"AfD","1990","lower secondary degree","East Germany","","","",""
"AfD","1990","secondary school degree","West Germany","","","",""
"AfD","1990","secondary school degree","East Germany","","","",""
"AfD","1990","college entrance qualification","West Germany","","","",""
"AfD","1990","college entrance qualification","East Germany","","","",""
"AfD","1990","Other degree","West Germany","","","",""
"AfD","1990","Other degree","East Germany","","","",""
"AfD","1990","no degree/no degree yet","West Germany","","","",""
"AfD","1990","no degree/no degree yet","East Germany","","","",""
"Other","1990","lower secondary degree","West Germany","","","",""
"Other","1990","lower secondary degree","East Germany","","","",""
"Other","1990","secondary school degree","West Germany","","","",""
"Other","1990","secondary school degree","East Germany","","","",""
"Other","1990","college entrance qualification","West Germany","","","",""
"Other","1990","college entrance qualification","East Germany","","","",""
"Other","1990","Other degree","West Germany","","","",""
"Other","1990","Other degree","East Germany","","","",""
"Other","1990","no degree/no degree yet","West Germany","","","",""
"Other","1990","no degree/no degree yet","East Germany","","","",""
"CDU/CSU","1991","lower secondary degree","West Germany","1010","0.433604146633564","0.413390583719331","0.453817709547797"
