"party","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"NPD Combination","2012","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2012","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2012","(3a) lower tertiary education","","","",""
"NPD Combination","2012","(3b) higher tertiary education","","","",""
"AfD","2012","(0) in school","","","",""
"AfD","2012","(1a) inadequately completed","","","",""
"AfD","2012","(1b) general elementary school","","","",""
"AfD","2012","(1c) basic vocational qualification","","","",""
"AfD","2012","(2b) intermediate general qualification","","","",""
"AfD","2012","(2a) intermediate vocational","","","",""
"AfD","2012","(2c_gen) general maturity certificate","","","",""
"AfD","2012","(2c_voc) vocational maturity certificate","","","",""
"AfD","2012","(3a) lower tertiary education","","","",""
"AfD","2012","(3b) higher tertiary education","","","",""
"Other","2012","(0) in school","","","",""
"Other","2012","(1a) inadequately completed","","","",""
"Other","2012","(1b) general elementary school","","","",""
"Other","2012","(1c) basic vocational qualification","49","0.0251718722992996","0.018689182511608","0.0316545620869912"
"Other","2012","(2b) intermediate general qualification","","","",""
"Other","2012","(2a) intermediate vocational","56","0.0313248698170129","0.0234063846338679","0.039243355000158"
"Other","2012","(2c_gen) general maturity certificate","","","",""
"Other","2012","(2c_voc) vocational maturity certificate","","","",""
"Other","2012","(3a) lower tertiary education","","","",""
"Other","2012","(3b) higher tertiary education","37","0.0226976786343642","0.0157513083854999","0.0296440488832286"
"CDU/CSU","2013","(0) in school","","","",""
"CDU/CSU","2013","(1a) inadequately completed","33","0.31202108027006","0.231122229501845","0.392919931038276"
"CDU/CSU","2013","(1b) general elementary school","286","0.451156189993867","0.413221616399366","0.489090763588368"
"CDU/CSU","2013","(1c) basic vocational qualification","1041","0.467785469171543","0.446978110161751","0.488592828181335"
"CDU/CSU","2013","(2b) intermediate general qualification","75","0.418680180619067","0.348531411184445","0.488828950053689"
"CDU/CSU","2013","(2a) intermediate vocational","853","0.463805640301029","0.441209184275139","0.486402096326919"
"CDU/CSU","2013","(2c_gen) general maturity certificate","154","0.228980347375984","0.192077043568579","0.265883651183389"
"CDU/CSU","2013","(2c_voc) vocational maturity certificate","368","0.39255931134743","0.360441481772677","0.424677140922184"
"CDU/CSU","2013","(3a) lower tertiary education","378","0.37976082072387","0.349544196717644","0.409977444730096"
"CDU/CSU","2013","(3b) higher tertiary education","711","0.349022962392866","0.328215809322119","0.369830115463613"
"SPD","2013","(0) in school","31","0.203212324241274","0.129020646037001","0.277404002445546"
"SPD","2013","(1a) inadequately completed","66","0.485034116681878","0.397769498849583","0.572298734514173"
"SPD","2013","(1b) general elementary school","288","0.442369090065359","0.404506251687952","0.480231928442766"
"SPD","2013","(1c) basic vocational qualification","860","0.392271628200963","0.371910659418227","0.412632596983699"
"SPD","2013","(2b) intermediate general qualification","66","0.339613357581543","0.272274954586795","0.406951760576291"
"SPD","2013","(2a) intermediate vocational","561","0.296175614261729","0.275487638382586","0.316863590140871"
"SPD","2013","(2c_gen) general maturity certificate","177","0.352772255776013","0.31080513318629","0.394739378365735"
"SPD","2013","(2c_voc) vocational maturity certificate","265","0.303231625475965","0.272999194480145","0.333464056471784"
"SPD","2013","(3a) lower tertiary education","264","0.274572804302089","0.246786106370253","0.302359502233926"
"SPD","2013","(3b) higher tertiary education","498","0.247153697770932","0.228324164979838","0.265983230562025"
"FDP","2013","(0) in school","","","",""
"FDP","2013","(1a) inadequately completed","","","",""
"FDP","2013","(1b) general elementary school","","","",""
"FDP","2013","(1c) basic vocational qualification","34","0.0106610340224342","0.00637828667294333","0.014943781371925"
"FDP","2013","(2b) intermediate general qualification","","","",""
"FDP","2013","(2a) intermediate vocational","51","0.0269688887157039","0.0196287192615296","0.0343090581698782"
"FDP","2013","(2c_gen) general maturity certificate","","","",""
"FDP","2013","(2c_voc) vocational maturity certificate","32","0.0318814099731033","0.0203262849714723","0.0434365349747342"
"FDP","2013","(3a) lower tertiary education","32","0.0342850131417869","0.0229561088055573","0.0456139174780166"
"FDP","2013","(3b) higher tertiary education","97","0.0487011151831693","0.0393053798661852","0.0580968505001534"
"Grüne","2013","(0) in school","38","0.328974626403717","0.242346376294027","0.415602876513407"
"Grüne","2013","(1a) inadequately completed","","","",""
"Grüne","2013","(1b) general elementary school","32","0.0306537381900564","0.0175127340202565","0.0437947423598564"
"Grüne","2013","(1c) basic vocational qualification","128","0.0589572212400754","0.049134689984548","0.0687797524956027"
"Grüne","2013","(2b) intermediate general qualification","","","",""
"Grüne","2013","(2a) intermediate vocational","223","0.10713967474333","0.0931251581630427","0.121154191323617"
"Grüne","2013","(2c_gen) general maturity certificate","112","0.292419761689889","0.252469040218631","0.332370483161147"
"Grüne","2013","(2c_voc) vocational maturity certificate","170","0.204105548836987","0.177596340859185","0.23061475681479"
"Grüne","2013","(3a) lower tertiary education","227","0.237547860092185","0.211051078932614","0.264044641251757"
"Grüne","2013","(3b) higher tertiary education","539","0.286157917541755","0.266428839809505","0.305886995274004"
"PDS/Linke","2013","(0) in school","","","",""
"PDS/Linke","2013","(1a) inadequately completed","","","",""
"PDS/Linke","2013","(1b) general elementary school","","","",""
"PDS/Linke","2013","(1c) basic vocational qualification","97","0.0418540044653727","0.0335030794196164","0.0502049295111289"
"PDS/Linke","2013","(2b) intermediate general qualification","","","",""
"PDS/Linke","2013","(2a) intermediate vocational","121","0.0648080265174293","0.05365286196447","0.0759631910703887"
"PDS/Linke","2013","(2c_gen) general maturity certificate","","","",""
"PDS/Linke","2013","(2c_voc) vocational maturity certificate","34","0.0363186459951455","0.0240138856173142","0.0486234063729767"
"PDS/Linke","2013","(3a) lower tertiary education","75","0.0538424709954626","0.0397899099699661","0.0678950320209591"
"PDS/Linke","2013","(3b) higher tertiary education","136","0.0516087909119035","0.0419514307283034","0.0612661510955037"
"NPD Combination","2013","(0) in school","","","",""
"NPD Combination","2013","(1a) inadequately completed","","","",""
"NPD Combination","2013","(1b) general elementary school","","","",""
"NPD Combination","2013","(1c) basic vocational qualification","","","",""
"NPD Combination","2013","(2b) intermediate general qualification","","","",""
"NPD Combination","2013","(2a) intermediate vocational","30","0.0238597870688389","0.0169446533712222","0.0307749207664556"
"NPD Combination","2013","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2013","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2013","(3a) lower tertiary education","","","",""
"NPD Combination","2013","(3b) higher tertiary education","","","",""
"AfD","2013","(0) in school","","","",""
"AfD","2013","(1a) inadequately completed","","","",""
"AfD","2013","(1b) general elementary school","","","",""
"AfD","2013","(1c) basic vocational qualification","","","",""
"AfD","2013","(2b) intermediate general qualification","","","",""
"AfD","2013","(2a) intermediate vocational","","","",""
"AfD","2013","(2c_gen) general maturity certificate","","","",""
"AfD","2013","(2c_voc) vocational maturity certificate","","","",""
"AfD","2013","(3a) lower tertiary education","","","",""
"AfD","2013","(3b) higher tertiary education","","","",""
"Other","2013","(0) in school","","","",""
"Other","2013","(1a) inadequately completed","","","",""
"Other","2013","(1b) general elementary school","","","",""
"Other","2013","(1c) basic vocational qualification","35","0.021360363825102","0.0153310768343353","0.0273896508158687"
"Other","2013","(2b) intermediate general qualification","","","",""
"Other","2013","(2a) intermediate vocational","32","0.0172423683919402","0.0113439867436747","0.0231407500402056"
"Other","2013","(2c_gen) general maturity certificate","","","",""
"Other","2013","(2c_voc) vocational maturity certificate","","","",""
"Other","2013","(3a) lower tertiary education","","","",""
"Other","2013","(3b) higher tertiary education","35","0.0173555161993749","0.0116549262203668","0.023056106178383"
"CDU/CSU","2014","(0) in school","35","0.236503993276097","0.165087049532902","0.307920937019291"
"CDU/CSU","2014","(1a) inadequately completed","30","0.27981417613771","0.198472652888334","0.361155699387085"
"CDU/CSU","2014","(1b) general elementary school","296","0.4473751130288","0.410567283223305","0.484182942834296"
"CDU/CSU","2014","(1c) basic vocational qualification","1163","0.469230038659428","0.449600693908708","0.488859383410147"
"CDU/CSU","2014","(2b) intermediate general qualification","78","0.325830847646728","0.264590539190499","0.387071156102956"
"CDU/CSU","2014","(2a) intermediate vocational","1157","0.459131471112716","0.439831454220756","0.478431488004675"
"CDU/CSU","2014","(2c_gen) general maturity certificate","192","0.262187843639938","0.227140945786282","0.297234741493593"
"CDU/CSU","2014","(2c_voc) vocational maturity certificate","473","0.381102843538295","0.353895401015312","0.408310286061278"
"CDU/CSU","2014","(3a) lower tertiary education","464","0.397508469415777","0.369633082377196","0.425383856454358"
"CDU/CSU","2014","(3b) higher tertiary education","836","0.332265461521297","0.313670976746007","0.350859946296587"
"SPD","2014","(0) in school","37","0.221151510478885","0.151400567580149","0.290902453377621"
"SPD","2014","(1a) inadequately completed","55","0.464693329297708","0.374320119609226","0.55506653898619"
"SPD","2014","(1b) general elementary school","279","0.417479765901557","0.380973929319235","0.453985602483878"
"SPD","2014","(1c) basic vocational qualification","927","0.379731039368364","0.360641836004942","0.398820242731785"
"SPD","2014","(2b) intermediate general qualification","64","0.331175907010273","0.269680574544517","0.392671239476029"
"SPD","2014","(2a) intermediate vocational","733","0.295868893219603","0.278191439018257","0.313546347420948"
"SPD","2014","(2c_gen) general maturity certificate","173","0.314719091037324","0.27771359207522","0.351724589999428"
"SPD","2014","(2c_voc) vocational maturity certificate","365","0.314703212254672","0.288686805251214","0.34071961925813"
"SPD","2014","(3a) lower tertiary education","285","0.247501025295631","0.222919224367726","0.272082826223536"
"SPD","2014","(3b) higher tertiary education","587","0.240091359458204","0.22322937883467","0.256953340081738"
"FDP","2014","(0) in school","","","",""
"FDP","2014","(1a) inadequately completed","","","",""
"FDP","2014","(1b) general elementary school","","","",""
"FDP","2014","(1c) basic vocational qualification","","","",""
"FDP","2014","(2b) intermediate general qualification","","","",""
"FDP","2014","(2a) intermediate vocational","49","0.0173558596511135","0.0122980264735267","0.0224136928287003"
"FDP","2014","(2c_gen) general maturity certificate","","","",""
"FDP","2014","(2c_voc) vocational maturity certificate","30","0.022629868633242","0.0142982778679089","0.0309614593985751"
"FDP","2014","(3a) lower tertiary education","31","0.0301622599144636","0.0204201344372254","0.0399043853917019"
"FDP","2014","(3b) higher tertiary education","125","0.0560468160416329","0.046966722345308","0.0651269097379578"
"Grüne","2014","(0) in school","32","0.199958982612432","0.132737943315544","0.267180021909321"
"Grüne","2014","(1a) inadequately completed","","","",""
"Grüne","2014","(1b) general elementary school","31","0.0362178268839604","0.0223872682938967","0.0500483854740241"
"Grüne","2014","(1c) basic vocational qualification","106","0.0475042081032511","0.0391374482187257","0.0558709679877765"
"Grüne","2014","(2b) intermediate general qualification","","","",""
"Grüne","2014","(2a) intermediate vocational","256","0.0853250055889279","0.0745053143453997","0.0961446968324561"
"Grüne","2014","(2c_gen) general maturity certificate","128","0.219552148677321","0.186567550774141","0.252536746580501"
"Grüne","2014","(2c_voc) vocational maturity certificate","230","0.185897321213357","0.164103492171832","0.207691150254883"
"Grüne","2014","(3a) lower tertiary education","245","0.200121832615826","0.177332511027769","0.222911154203884"
"Grüne","2014","(3b) higher tertiary education","671","0.283895895839261","0.26609641777315","0.301695373905373"
"PDS/Linke","2014","(0) in school","","","",""
"PDS/Linke","2014","(1a) inadequately completed","","","",""
"PDS/Linke","2014","(1b) general elementary school","51","0.0509602936739578","0.0346805622959405","0.0672400250519752"
"PDS/Linke","2014","(1c) basic vocational qualification","154","0.0571032671052294","0.0479763884803279","0.066230145730131"
"PDS/Linke","2014","(2b) intermediate general qualification","","","",""
"PDS/Linke","2014","(2a) intermediate vocational","234","0.0848155948234774","0.0740252465235045","0.0956059431234503"
"PDS/Linke","2014","(2c_gen) general maturity certificate","54","0.106076805638362","0.0815392824405846","0.13061432883614"
"PDS/Linke","2014","(2c_voc) vocational maturity certificate","80","0.0668729004516927","0.0528785462039618","0.0808672546994237"
"PDS/Linke","2014","(3a) lower tertiary education","119","0.0856905246185508","0.0697469664365109","0.101634082800591"
"PDS/Linke","2014","(3b) higher tertiary education","187","0.0618703230680047","0.0523596279799181","0.0713810181560914"
"NPD Combination","2014","(0) in school","","","",""
"NPD Combination","2014","(1a) inadequately completed","","","",""
"NPD Combination","2014","(1b) general elementary school","","","",""
"NPD Combination","2014","(1c) basic vocational qualification","","","",""
"NPD Combination","2014","(2b) intermediate general qualification","","","",""
"NPD Combination","2014","(2a) intermediate vocational","40","0.0222402132213478","0.016528993601147","0.0279514328415485"
"NPD Combination","2014","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2014","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2014","(3a) lower tertiary education","","","",""
"NPD Combination","2014","(3b) higher tertiary education","","","",""
"AfD","2014","(0) in school","","","",""
"AfD","2014","(1a) inadequately completed","","","",""
"AfD","2014","(1b) general elementary school","","","",""
"AfD","2014","(1c) basic vocational qualification","50","0.0148106492012531","0.0100594128677575","0.0195618855347487"
"AfD","2014","(2b) intermediate general qualification","","","",""
"AfD","2014","(2a) intermediate vocational","53","0.0211760254848341","0.0156000888947033","0.0267519620749648"
"AfD","2014","(2c_gen) general maturity certificate","","","",""
"AfD","2014","(2c_voc) vocational maturity certificate","","","",""
"AfD","2014","(3a) lower tertiary education","","","",""
"AfD","2014","(3b) higher tertiary education","31","0.0154425402479133","0.0105748881158595","0.0203101923799671"
"Other","2014","(0) in school","","","",""
"Other","2014","(1a) inadequately completed","","","",""
"Other","2014","(1b) general elementary school","","","",""
"Other","2014","(1c) basic vocational qualification","34","0.0118823287116596","0.0076203149705398","0.0161443424527794"
"Other","2014","(2b) intermediate general qualification","","","",""
"Other","2014","(2a) intermediate vocational","39","0.0140869368979811","0.00952267142128545","0.0186512023746766"
"Other","2014","(2c_gen) general maturity certificate","","","",""
"Other","2014","(2c_voc) vocational maturity certificate","","","",""
"Other","2014","(3a) lower tertiary education","","","",""
"Other","2014","(3b) higher tertiary education","","","",""
"CDU/CSU","2015","(0) in school","32","0.234507193349808","0.151877518158787","0.317136868540828"
"CDU/CSU","2015","(1a) inadequately completed","33","0.382402674303118","0.290321814476359","0.474483534129876"
"CDU/CSU","2015","(1b) general elementary school","243","0.492201988952321","0.451015283362945","0.533388694541697"
"CDU/CSU","2015","(1c) basic vocational qualification","1000","0.468684731627526","0.447669440248294","0.489700023006757"
"CDU/CSU","2015","(2b) intermediate general qualification","64","0.397204370350727","0.326115035026047","0.468293705675407"
"CDU/CSU","2015","(2a) intermediate vocational","943","0.443497842050104","0.422483719982549","0.464511964117659"
"CDU/CSU","2015","(2c_gen) general maturity certificate","149","0.289654319786734","0.249775272593659","0.32953336697981"
"CDU/CSU","2015","(2c_voc) vocational maturity certificate","419","0.402940914675627","0.372957515040322","0.432924314310932"
"CDU/CSU","2015","(3a) lower tertiary education","413","0.410932435962882","0.381016121928026","0.440848749997737"
"CDU/CSU","2015","(3b) higher tertiary education","793","0.337420104104672","0.318045863642334","0.35679434456701"
"SPD","2015","(0) in school","","","",""
"SPD","2015","(1a) inadequately completed","50","0.40577242451724","0.312731531971265","0.498813317063216"
"SPD","2015","(1b) general elementary school","228","0.396984679365222","0.35667670981145","0.437292648918994"
"SPD","2015","(1c) basic vocational qualification","802","0.377651292188241","0.357234794283484","0.398067790092998"
"SPD","2015","(2b) intermediate general qualification","44","0.246681992317964","0.184053739615737","0.30931024502019"
"SPD","2015","(2a) intermediate vocational","607","0.282401677854586","0.263359947433325","0.301443408275848"
"SPD","2015","(2c_gen) general maturity certificate","134","0.259385525511757","0.22085198954169","0.297919061481824"
"SPD","2015","(2c_voc) vocational maturity certificate","273","0.281729701434677","0.254231024088972","0.309228378780382"
"SPD","2015","(3a) lower tertiary education","248","0.237708336266408","0.211824829898915","0.263591842633902"
"SPD","2015","(3b) higher tertiary education","526","0.239897200713131","0.222399989388107","0.257394412038155"
"FDP","2015","(0) in school","","","",""
"FDP","2015","(1a) inadequately completed","","","",""
"FDP","2015","(1b) general elementary school","","","",""
"FDP","2015","(1c) basic vocational qualification","","","",""
"FDP","2015","(2b) intermediate general qualification","","","",""
"FDP","2015","(2a) intermediate vocational","44","0.0183029717460677","0.0126329906412266","0.0239729528509088"
"FDP","2015","(2c_gen) general maturity certificate","","","",""
"FDP","2015","(2c_voc) vocational maturity certificate","30","0.0275487726984415","0.0175433238520327","0.0375542215448503"
"FDP","2015","(3a) lower tertiary education","35","0.0369753400671051","0.0255013330859299","0.0484493470482803"
"FDP","2015","(3b) higher tertiary education","115","0.0452333508553164","0.0367180875475703","0.0537486141630625"
"Grüne","2015","(0) in school","","","",""
"Grüne","2015","(1a) inadequately completed","","","",""
"Grüne","2015","(1b) general elementary school","","","",""
"Grüne","2015","(1c) basic vocational qualification","102","0.0447475595325914","0.0360406783074887","0.0534544407576942"
"Grüne","2015","(2b) intermediate general qualification","","","",""
"Grüne","2015","(2a) intermediate vocational","212","0.0951661450732032","0.0827536888907578","0.107578601255649"
"Grüne","2015","(2c_gen) general maturity certificate","107","0.26114949341467","0.222531226648608","0.299767760180733"
"Grüne","2015","(2c_voc) vocational maturity certificate","185","0.178620442887519","0.155205717994665","0.202035167780372"
"Grüne","2015","(3a) lower tertiary education","219","0.202270281696477","0.177845300245168","0.226695263147786"
"Grüne","2015","(3b) higher tertiary education","591","0.266108501191485","0.248000713916127","0.284216288466844"
"PDS/Linke","2015","(0) in school","","","",""
"PDS/Linke","2015","(1a) inadequately completed","","","",""
"PDS/Linke","2015","(1b) general elementary school","35","0.0337428789411471","0.0188671828864638","0.0486185749958303"
"PDS/Linke","2015","(1c) basic vocational qualification","127","0.0493478585173566","0.0402264094854438","0.0584693075492694"
"PDS/Linke","2015","(2b) intermediate general qualification","","","",""
"PDS/Linke","2015","(2a) intermediate vocational","189","0.0784694921612832","0.0670948603312865","0.0898441239912798"
"PDS/Linke","2015","(2c_gen) general maturity certificate","52","0.0871998830280694","0.0623962274937956","0.112003538562343"
"PDS/Linke","2015","(2c_voc) vocational maturity certificate","79","0.0713635170432212","0.0556268582936485","0.0871001757927938"
"PDS/Linke","2015","(3a) lower tertiary education","88","0.0743329812380783","0.0583830620150677","0.0902829004610888"
"PDS/Linke","2015","(3b) higher tertiary education","203","0.0783425623250372","0.0673321461995844","0.0893529784504899"
"NPD Combination","2015","(0) in school","","","",""
"NPD Combination","2015","(1a) inadequately completed","","","",""
"NPD Combination","2015","(1b) general elementary school","","","",""
"NPD Combination","2015","(1c) basic vocational qualification","","","",""
"NPD Combination","2015","(2b) intermediate general qualification","","","",""
"NPD Combination","2015","(2a) intermediate vocational","36","0.0295703604914407","0.0224049280673746","0.0367357929155067"
"NPD Combination","2015","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2015","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2015","(3a) lower tertiary education","","","",""
"NPD Combination","2015","(3b) higher tertiary education","","","",""
"AfD","2015","(0) in school","","","",""
"AfD","2015","(1a) inadequately completed","","","",""
"AfD","2015","(1b) general elementary school","","","",""
"AfD","2015","(1c) basic vocational qualification","60","0.0315721235091335","0.0242082825109814","0.0389359645072855"
"AfD","2015","(2b) intermediate general qualification","","","",""
"AfD","2015","(2a) intermediate vocational","88","0.0408815548249681","0.032505646935265","0.0492574627146713"
"AfD","2015","(2c_gen) general maturity certificate","","","",""
"AfD","2015","(2c_voc) vocational maturity certificate","","","",""
"AfD","2015","(3a) lower tertiary education","","","",""
"AfD","2015","(3b) higher tertiary education","32","0.0179419944205676","0.01250293241591","0.0233810564252252"
"Other","2015","(0) in school","","","",""
"Other","2015","(1a) inadequately completed","","","",""
"Other","2015","(1b) general elementary school","","","",""
"Other","2015","(1c) basic vocational qualification","","","",""
"Other","2015","(2b) intermediate general qualification","","","",""
"Other","2015","(2a) intermediate vocational","","","",""
"Other","2015","(2c_gen) general maturity certificate","","","",""
"Other","2015","(2c_voc) vocational maturity certificate","","","",""
"Other","2015","(3a) lower tertiary education","","","",""
"Other","2015","(3b) higher tertiary education","","","",""
"CDU/CSU","2016","(0) in school","","","",""
"CDU/CSU","2016","(1a) inadequately completed","","","",""
"CDU/CSU","2016","(1b) general elementary school","196","0.469195034155213","0.424503575823673","0.513886492486753"
"CDU/CSU","2016","(1c) basic vocational qualification","906","0.462118017902067","0.440124511900025","0.48411152390411"
"CDU/CSU","2016","(2b) intermediate general qualification","56","0.356907666594744","0.284246149700699","0.429569183488789"
"CDU/CSU","2016","(2a) intermediate vocational","831","0.435902229806611","0.413727611889224","0.458076847723998"
"CDU/CSU","2016","(2c_gen) general maturity certificate","127","0.255556780264849","0.213990859953909","0.297122700575789"
"CDU/CSU","2016","(2c_voc) vocational maturity certificate","360","0.349256586358926","0.319529878728167","0.378983293989685"
"CDU/CSU","2016","(3a) lower tertiary education","379","0.386667366516137","0.356316804196664","0.41701792883561"
"CDU/CSU","2016","(3b) higher tertiary education","700","0.320201550427729","0.300452896443584","0.339950204411875"
"SPD","2016","(0) in school","","","",""
"SPD","2016","(1a) inadequately completed","33","0.395620712069086","0.291668694065649","0.499572730072523"
"SPD","2016","(1b) general elementary school","171","0.356312383177512","0.313424622630875","0.39920014372415"
"SPD","2016","(1c) basic vocational qualification","662","0.345076732217384","0.324105325390072","0.366048139044696"
"SPD","2016","(2b) intermediate general qualification","42","0.263034982701499","0.1962590369142","0.329810928488799"
"SPD","2016","(2a) intermediate vocational","475","0.252512059717388","0.233084083375746","0.27194003605903"
"SPD","2016","(2c_gen) general maturity certificate","105","0.234066442061994","0.193716489076091","0.274416395047896"
"SPD","2016","(2c_voc) vocational maturity certificate","261","0.269230952988754","0.241572863030143","0.296889042947364"
"SPD","2016","(3a) lower tertiary education","222","0.221203548357641","0.195335839046267","0.247071257669014"
"SPD","2016","(3b) higher tertiary education","459","0.22947076221738","0.211671830335954","0.247269694098807"
"FDP","2016","(0) in school","","","",""
"FDP","2016","(1a) inadequately completed","","","",""
"FDP","2016","(1b) general elementary school","","","",""
"FDP","2016","(1c) basic vocational qualification","32","0.0164108271488421","0.0108062013422798","0.0220154529554043"
"FDP","2016","(2b) intermediate general qualification","","","",""
"FDP","2016","(2a) intermediate vocational","48","0.0239125810005111","0.0170806732553986","0.0307444887456236"
"FDP","2016","(2c_gen) general maturity certificate","","","",""
"FDP","2016","(2c_voc) vocational maturity certificate","","","",""
"FDP","2016","(3a) lower tertiary education","32","0.0384015613418979","0.026425300090867","0.0503778225929288"
"FDP","2016","(3b) higher tertiary education","126","0.059112001226823","0.0491294281911003","0.0690945742625457"
"Grüne","2016","(0) in school","","","",""
"Grüne","2016","(1a) inadequately completed","","","",""
"Grüne","2016","(1b) general elementary school","","","",""
"Grüne","2016","(1c) basic vocational qualification","94","0.0519242138456639","0.042136505737862","0.0617119219534658"
"Grüne","2016","(2b) intermediate general qualification","","","",""
"Grüne","2016","(2a) intermediate vocational","212","0.111100527970605","0.0970475361297396","0.125153519811471"
"Grüne","2016","(2c_gen) general maturity certificate","105","0.318378151288607","0.273984456993177","0.362771845584038"
"Grüne","2016","(2c_voc) vocational maturity certificate","190","0.192539314235649","0.167953192809241","0.217125435662056"
"Grüne","2016","(3a) lower tertiary education","223","0.223416748863146","0.197456920368723","0.249376577357569"
"Grüne","2016","(3b) higher tertiary education","598","0.27015880887558","0.251363067862138","0.288954549889022"
"PDS/Linke","2016","(0) in school","","","",""
"PDS/Linke","2016","(1a) inadequately completed","","","",""
"PDS/Linke","2016","(1b) general elementary school","","","",""
"PDS/Linke","2016","(1c) basic vocational qualification","87","0.0374335958386128","0.0290598333165741","0.0458073583606515"
"PDS/Linke","2016","(2b) intermediate general qualification","","","",""
"PDS/Linke","2016","(2a) intermediate vocational","149","0.0705422270347098","0.0590917435783576","0.081992710491062"
"PDS/Linke","2016","(2c_gen) general maturity certificate","43","0.0918066635910138","0.0642894683535273","0.1193238588285"
"PDS/Linke","2016","(2c_voc) vocational maturity certificate","85","0.0920505788039067","0.0740239835145251","0.110077174093288"
"PDS/Linke","2016","(3a) lower tertiary education","80","0.0669088444347459","0.0513365091316557","0.0824811797378362"
"PDS/Linke","2016","(3b) higher tertiary education","194","0.0838905043524371","0.0721559717596007","0.0956250369452735"
"NPD Combination","2016","(0) in school","","","",""
"NPD Combination","2016","(1a) inadequately completed","","","",""
"NPD Combination","2016","(1b) general elementary school","","","",""
"NPD Combination","2016","(1c) basic vocational qualification","","","",""
"NPD Combination","2016","(2b) intermediate general qualification","","","",""
"NPD Combination","2016","(2a) intermediate vocational","","","",""
"NPD Combination","2016","(2c_gen) general maturity certificate","","","",""
"NPD Combination","2016","(2c_voc) vocational maturity certificate","","","",""
"NPD Combination","2016","(3a) lower tertiary education","","","",""
"NPD Combination","2016","(3b) higher tertiary education","","","",""
"AfD","2016","(0) in school","","","",""
"AfD","2016","(1a) inadequately completed","","","",""
"AfD","2016","(1b) general elementary school","32","0.0537412566209578","0.0335464734006512","0.0739360398412645"
"AfD","2016","(1c) basic vocational qualification","148","0.0668681821948599","0.0558488373449386","0.0778875270447811"
"AfD","2016","(2b) intermediate general qualification","","","",""
"AfD","2016","(2a) intermediate vocational","153","0.0719128874683767","0.0603602234491152","0.0834655514876382"
"AfD","2016","(2c_gen) general maturity certificate","","","",""
"AfD","2016","(2c_voc) vocational maturity certificate","56","0.0589726013570788","0.0442834774021201","0.0736617253120374"
"AfD","2016","(3a) lower tertiary education","33","0.0306918511312854","0.0199422482975904","0.0414414539649804"
"AfD","2016","(3b) higher tertiary education","44","0.0212998442714781","0.0151883312232383","0.027411357319718"
"Other","2016","(0) in school","","","",""
"Other","2016","(1a) inadequately completed","","","",""
"Other","2016","(1b) general elementary school","","","",""
"Other","2016","(1c) basic vocational qualification","","","",""
"Other","2016","(2b) intermediate general qualification","","","",""
"Other","2016","(2a) intermediate vocational","34","0.0174637928424892","0.0116060813757576","0.0233215043092207"
"Other","2016","(2c_gen) general maturity certificate","","","",""
"Other","2016","(2c_voc) vocational maturity certificate","","","",""
"Other","2016","(3a) lower tertiary education","","","",""
"Other","2016","(3b) higher tertiary education","","","",""
"CDU/CSU","2017","(0) in school","30","0.318610280954474","0.229061618697701","0.408158943211247"
"CDU/CSU","2017","(1a) inadequately completed","128","0.23473260308264","0.179475618105089","0.289989588060191"
"CDU/CSU","2017","(1b) general elementary school","270","0.397257912397026","0.358330477909789","0.436185346884262"
"CDU/CSU","2017","(1c) basic vocational qualification","864","0.424791515414146","0.40325658882872","0.446326441999571"
"CDU/CSU","2017","(2b) intermediate general qualification","77","0.45274960886935","0.385586785344183","0.519912432394517"
"CDU/CSU","2017","(2a) intermediate vocational","921","0.40682763397926","0.38638837636022","0.427266891598301"
"CDU/CSU","2017","(2c_gen) general maturity certificate","204","0.285027223964943","0.249085433896642","0.320969014033244"
"CDU/CSU","2017","(2c_voc) vocational maturity certificate","424","0.359903012064291","0.331843470720642","0.387962553407939"
"CDU/CSU","2017","(3a) lower tertiary education","423","0.384805714754543","0.355625440625125","0.41398598888396"
"CDU/CSU","2017","(3b) higher tertiary education","861","0.313372209661992","0.295218087507807","0.331526331816178"
"SPD","2017","(0) in school","","","",""
"SPD","2017","(1a) inadequately completed","60","0.526405579791444","0.461309115286677","0.59150204429621"
"SPD","2017","(1b) general elementary school","214","0.424507638506784","0.385187387466805","0.463827889546763"
"SPD","2017","(1c) basic vocational qualification","761","0.405140810925189","0.383753660657885","0.426527961192493"
"SPD","2017","(2b) intermediate general qualification","62","0.254566280192401","0.19578868428931","0.313343876095491"
"SPD","2017","(2a) intermediate vocational","664","0.305670967575937","0.286502861756513","0.324839073395361"
"SPD","2017","(2c_gen) general maturity certificate","162","0.279806123582277","0.244065255335047","0.315546991829508"
"SPD","2017","(2c_voc) vocational maturity certificate","331","0.31094025979271","0.283880006838793","0.338000512746627"
"SPD","2017","(3a) lower tertiary education","279","0.255018192654447","0.228877271928185","0.28115911338071"
"SPD","2017","(3b) higher tertiary education","600","0.247059262388439","0.230179540272063","0.263938984504814"
