"party","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","1988","inadequately","West Germany","","","","","5"
"PDS/Linke","1988","middle vocational","West Germany","","","","","5"
"PDS/Linke","1988","middle vocational","East Germany","","","","","5"
"PDS/Linke","1988","higher vocational","West Germany","","","","","5"
"PDS/Linke","1988","vocational + Abi","West Germany","","","","","5"
"PDS/Linke","1988","in school","West Germany","","","","","5"
"PDS/Linke","1988","in school","East Germany","","","","","5"
"PDS/Linke","1988","vocational + Abi","East Germany","","","","","5"
"SPD","1988","in school","West Germany","22","","","","1"
"SPD","1988","in school","East Germany","","","","","1"
"SPD","1988","inadequately","West Germany","106","0.670470068186579","0.593697869883327","0.747242266489832","1"
"SPD","1988","vocational + Abi","West Germany","65","0.318646338552445","0.247115214098439","0.39017746300645","1"
"SPD","1988","vocational + Abi","East Germany","","","","","1"
"SPD","1988","higher vocational","West Germany","122","0.3273496774321","0.277977305759714","0.376722049104487","1"
"SPD","1988","inadequately","East Germany","","","","","1"
"SPD","1988","general elemantary","West Germany","694","0.5298808765922","0.502100998834871","0.557660754349529","1"
"SPD","1988","general elemantary","East Germany","","","","","1"
"SPD","1988","higher education","West Germany","177","0.341930308177339","0.299757288367465","0.384103327987212","1"
"SPD","1988","higher education","East Germany","","","","","1"
"SPD","1988","middle vocational","West Germany","1394","0.484229932343143","0.465497131370631","0.502962733315655","1"
"SPD","1988","middle vocational","East Germany","","","","","1"
"SPD","1988","higher vocational","East Germany","","","","","1"
"AfD","1989","higher education","West Germany","","","","","7"
"AfD","1989","higher education","East Germany","","","","","7"
"AfD","1989","in school","East Germany","","","","","7"
"AfD","1989","inadequately","West Germany","","","","","7"
"AfD","1989","inadequately","East Germany","","","","","7"
"AfD","1989","general elemantary","West Germany","","","","","7"
"AfD","1989","general elemantary","East Germany","","","","","7"
"AfD","1989","higher vocational","East Germany","","","","","7"
"AfD","1989","in school","West Germany","","","","","7"
"AfD","1989","middle vocational","West Germany","","","","","7"
"AfD","1989","middle vocational","East Germany","","","","","7"
"AfD","1989","higher vocational","West Germany","","","","","7"
"AfD","1989","vocational + Abi","West Germany","","","","","7"
"AfD","1989","vocational + Abi","East Germany","","","","","7"
"CDU/CSU","1989","higher education","West Germany","173","0.392115807050774","0.348394016993557","0.43583759710799","2"
"CDU/CSU","1989","higher vocational","East Germany","","","","","2"
"CDU/CSU","1989","in school","East Germany","","","","","2"
"CDU/CSU","1989","inadequately","West Germany","19","","","","2"
"CDU/CSU","1989","general elemantary","West Germany","383","0.400026458384466","0.371662542407903","0.428390374361029","2"
"CDU/CSU","1989","higher vocational","West Germany","159","0.526284659702688","0.471145277720626","0.58142404168475","2"
"CDU/CSU","1989","inadequately","East Germany","","","","","2"
"CDU/CSU","1989","in school","West Germany","10","","","","2"
"CDU/CSU","1989","general elemantary","East Germany","","","","","2"
"CDU/CSU","1989","middle vocational","West Germany","923","0.381191946289506","0.362469281826484","0.399914610752529","2"
"CDU/CSU","1989","middle vocational","East Germany","","","","","2"
"CDU/CSU","1989","vocational + Abi","West Germany","45","0.296496813707496","0.227842681815107","0.365150945599885","2"
"CDU/CSU","1989","vocational + Abi","East Germany","","","","","2"
"CDU/CSU","1989","higher education","East Germany","","","","","2"
"FDP","1989","in school","East Germany","","","","","3"
"FDP","1989","inadequately","West Germany","1","","","","3"
"FDP","1989","inadequately","East Germany","","","","","3"
"FDP","1989","middle vocational","East Germany","","","","","3"
"FDP","1989","higher vocational","East Germany","","","","","3"
"FDP","1989","in school","West Germany","2","","","","3"
"FDP","1989","general elemantary","West Germany","11","","","","3"
"FDP","1989","vocational + Abi","West Germany","9","","","","3"
"FDP","1989","higher vocational","West Germany","10","","","","3"
"FDP","1989","higher education","West Germany","35","0.0740428503184436","0.050594227362988","0.0974914732738991","3"
"FDP","1989","general elemantary","East Germany","","","","","3"
"FDP","1989","middle vocational","West Germany","70","0.0300355859060069","0.0234557695580289","0.036615402253985","3"
"FDP","1989","vocational + Abi","East Germany","","","","","3"
"FDP","1989","higher education","East Germany","","","","","3"
"NPD","1989","inadequately","West Germany","","","","","6"
"NPD","1989","inadequately","East Germany","","","","","6"
"NPD","1989","general elemantary","West Germany","","","","","6"
"NPD","1989","general elemantary","East Germany","","","","","6"
"NPD","1989","middle vocational","West Germany","","","","","6"
"NPD","1989","middle vocational","East Germany","","","","","6"
"NPD","1989","vocational + Abi","West Germany","","","","","6"
"NPD","1989","higher vocational","East Germany","","","","","6"
"NPD","1989","in school","West Germany","","","","","6"
"NPD","1989","in school","East Germany","","","","","6"
"NPD","1989","vocational + Abi","East Germany","","","","","6"
"NPD","1989","higher vocational","West Germany","","","","","6"
"NPD","1989","higher education","West Germany","","","","","6"
"NPD","1989","higher education","East Germany","","","","","6"
"Other","1989","in school","West Germany","7","","","","8"
"Other","1989","in school","East Germany","","","","","8"
"Other","1989","inadequately","West Germany","4","","","","8"
"Other","1989","inadequately","East Germany","","","","","8"
"Other","1989","general elemantary","West Germany","54","0.0460367757787071","0.0339036123190076","0.0581699392384067","8"
"Other","1989","general elemantary","East Germany","","","","","8"
"Other","1989","middle vocational","West Germany","90","0.0405173570258581","0.0329165985436529","0.0481181155080632","8"
"Other","1989","middle vocational","East Germany","","","","","8"
"Other","1989","vocational + Abi","West Germany","5","","","","8"
"Other","1989","vocational + Abi","East Germany","","","","","8"
"Other","1989","higher vocational","West Germany","9","","","","8"
"Other","1989","higher vocational","East Germany","","","","","8"
"Other","1989","higher education","West Germany","13","","","","8"
"Other","1989","higher education","East Germany","","","","","8"
"PDS/Linke","1989","higher education","West Germany","","","","","5"
"PDS/Linke","1989","higher education","East Germany","","","","","5"
"PDS/Linke","1989","inadequately","East Germany","","","","","5"
"PDS/Linke","1989","general elemantary","West Germany","","","","","5"
"PDS/Linke","1989","general elemantary","East Germany","","","","","5"
"PDS/Linke","1989","higher vocational","East Germany","","","","","5"
"PDS/Linke","1989","middle vocational","East Germany","","","","","5"
"PDS/Linke","1989","higher vocational","West Germany","","","","","5"
"PDS/Linke","1989","inadequately","West Germany","","","","","5"
"PDS/Linke","1989","middle vocational","West Germany","","","","","5"
"PDS/Linke","1989","in school","West Germany","","","","","5"
"PDS/Linke","1989","vocational + Abi","West Germany","","","","","5"
"PDS/Linke","1989","vocational + Abi","East Germany","","","","","5"
"PDS/Linke","1989","in school","East Germany","","","","","5"
"SPD","1989","in school","West Germany","29","","","","1"
"SPD","1989","in school","East Germany","","","","","1"
"SPD","1989","inadequately","West Germany","150","0.729361315647931","0.665682703854303","0.793039927441559","1"
"SPD","1989","general elemantary","East Germany","","","","","1"
"SPD","1989","inadequately","East Germany","","","","","1"
"SPD","1989","general elemantary","West Germany","630","0.510492142566465","0.481550035431445","0.539434249701485","1"
"SPD","1989","middle vocational","West Germany","1365","0.5016945257513","0.4824199278145","0.520969123688099","1"
"SPD","1989","middle vocational","East Germany","","","","","1"
"SPD","1989","vocational + Abi","West Germany","81","0.379404644245989","0.306462384718361","0.452346903773616","1"
"SPD","1989","vocational + Abi","East Germany","","","","","1"
"SPD","1989","higher vocational","West Germany","119","0.357491893932844","0.304566363528793","0.410417424336895","1"
"SPD","1989","higher education","West Germany","182","0.344473700778755","0.301918423001384","0.387028978556127","1"
"SPD","1989","higher education","East Germany","","","","","1"
"SPD","1989","higher vocational","East Germany","","","","","1"
"AfD","1990","in school","West Germany","","","","","7"
"AfD","1990","general elemantary","West Germany","","","","","7"
"AfD","1990","higher education","East Germany","","","","","7"
"AfD","1990","in school","East Germany","","","","","7"
"AfD","1990","inadequately","East Germany","","","","","7"
"AfD","1990","inadequately","West Germany","","","","","7"
"AfD","1990","general elemantary","East Germany","","","","","7"
"AfD","1990","middle vocational","West Germany","","","","","7"
"AfD","1990","vocational + Abi","West Germany","","","","","7"
"AfD","1990","higher vocational","East Germany","","","","","7"
"AfD","1990","higher education","West Germany","","","","","7"
"AfD","1990","middle vocational","East Germany","","","","","7"
"AfD","1990","vocational + Abi","East Germany","","","","","7"
"AfD","1990","higher vocational","West Germany","","","","","7"
"CDU/CSU","1990","higher education","West Germany","176","0.377642495719281","0.334977898733238","0.420307092705324","2"
"CDU/CSU","1990","higher vocational","East Germany","","","","","2"
"CDU/CSU","1990","inadequately","East Germany","","","","","2"
"CDU/CSU","1990","general elemantary","West Germany","382","0.387513160314146","0.359107788515374","0.415918532112917","2"
"CDU/CSU","1990","in school","West Germany","18","","","","2"
"CDU/CSU","1990","in school","East Germany","","","","","2"
"CDU/CSU","1990","inadequately","West Germany","27","","","","2"
"CDU/CSU","1990","general elemantary","East Germany","","","","","2"
"CDU/CSU","1990","middle vocational","West Germany","991","0.402051159903977","0.383474068837557","0.420628250970398","2"
"CDU/CSU","1990","higher vocational","West Germany","168","0.543298271365784","0.489059346129387","0.597537196602182","2"
"CDU/CSU","1990","higher education","East Germany","","","","","2"
"CDU/CSU","1990","middle vocational","East Germany","","","","","2"
"CDU/CSU","1990","vocational + Abi","West Germany","46","0.328425709251393","0.256548406540918","0.400303011961867","2"
"CDU/CSU","1990","vocational + Abi","East Germany","","","","","2"
"FDP","1990","middle vocational","East Germany","","","","","3"
"FDP","1990","in school","East Germany","","","","","3"
"FDP","1990","general elemantary","West Germany","20","","","","3"
"FDP","1990","vocational + Abi","West Germany","11","","","","3"
"FDP","1990","higher vocational","West Germany","15","","","","3"
"FDP","1990","higher vocational","East Germany","","","","","3"
"FDP","1990","higher education","West Germany","46","0.0887821958116224","0.0637510176022361","0.113813374021009","3"
"FDP","1990","inadequately","West Germany","","","","","3"
"FDP","1990","inadequately","East Germany","","","","","3"
