"party","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"AfD","1996","16-34 y.","lower secondary degree","","","",""
"AfD","1996","16-34 y.","secondary school degree","","","",""
"AfD","1996","16-34 y.","college entrance qualification","","","",""
"AfD","1996","16-34 y.","Other degree","","","",""
"AfD","1996","16-34 y.","no degree/no degree yet","","","",""
"AfD","1996","35-65 y.","lower secondary degree","","","",""
"AfD","1996","35-65 y.","secondary school degree","","","",""
"AfD","1996","35-65 y.","college entrance qualification","","","",""
"AfD","1996","35-65 y.","Other degree","","","",""
"AfD","1996","35-65 y.","no degree/no degree yet","","","",""
"AfD","1996","66 and older","lower secondary degree","","","",""
"AfD","1996","66 and older","secondary school degree","","","",""
"AfD","1996","66 and older","college entrance qualification","","","",""
"AfD","1996","66 and older","Other degree","","","",""
"AfD","1996","66 and older","no degree/no degree yet","","","",""
"Other","1996","16-34 y.","lower secondary degree","5","","",""
"Other","1996","16-34 y.","secondary school degree","5","","",""
"Other","1996","16-34 y.","college entrance qualification","6","","",""
"Other","1996","16-34 y.","Other degree","1","","",""
"Other","1996","16-34 y.","no degree/no degree yet","2","","",""
"Other","1996","35-65 y.","lower secondary degree","10","","",""
"Other","1996","35-65 y.","secondary school degree","14","","",""
"Other","1996","35-65 y.","college entrance qualification","1","","",""
"Other","1996","35-65 y.","Other degree","1","","",""
"Other","1996","35-65 y.","no degree/no degree yet","1","","",""
"Other","1996","66 and older","lower secondary degree","1","","",""
"Other","1996","66 and older","secondary school degree","1","","",""
"Other","1996","66 and older","college entrance qualification","","","",""
"Other","1996","66 and older","Other degree","","","",""
"Other","1996","66 and older","no degree/no degree yet","","","",""
"CDU/CSU","1997","16-34 y.","lower secondary degree","85","0.38071556331231","0.324143727591848","0.437287399032773"
"CDU/CSU","1997","16-34 y.","secondary school degree","136","0.295915170360283","0.25316802240168","0.338662318318886"
"CDU/CSU","1997","16-34 y.","college entrance qualification","128","0.296679235945359","0.252300882781777","0.34105758910894"
"CDU/CSU","1997","16-34 y.","Other degree","21","","",""
"CDU/CSU","1997","16-34 y.","no degree/no degree yet","29","","",""
"CDU/CSU","1997","35-65 y.","lower secondary degree","546","0.393873219646269","0.36784774122605","0.419898698066488"
"CDU/CSU","1997","35-65 y.","secondary school degree","296","0.451241521919409","0.414741415198418","0.487741628640399"
"CDU/CSU","1997","35-65 y.","college entrance qualification","172","0.349432727734202","0.308686902885223","0.390178552583181"
"CDU/CSU","1997","35-65 y.","Other degree","87","0.40282760653927","0.338309579519315","0.467345633559225"
"CDU/CSU","1997","35-65 y.","no degree/no degree yet","14","","",""
"CDU/CSU","1997","66 and older","lower secondary degree","272","0.443611214183341","0.403825686552045","0.483396741814637"
"CDU/CSU","1997","66 and older","secondary school degree","75","0.645737981877484","0.561891750595891","0.729584213159076"
"CDU/CSU","1997","66 and older","college entrance qualification","36","0.5194035521528","0.410598686371087","0.628208417934512"
"CDU/CSU","1997","66 and older","Other degree","15","","",""
"CDU/CSU","1997","66 and older","no degree/no degree yet","2","","",""
"SPD","1997","16-34 y.","lower secondary degree","144","0.423953630356195","0.366377460022611","0.481529800689779"
"SPD","1997","16-34 y.","secondary school degree","179","0.410160006411303","0.364096732754699","0.456223280067908"
"SPD","1997","16-34 y.","college entrance qualification","122","0.293900912915813","0.24964368796966","0.338158137861966"
"SPD","1997","16-34 y.","Other degree","23","","",""
"SPD","1997","16-34 y.","no degree/no degree yet","18","","",""
"SPD","1997","35-65 y.","lower secondary degree","674","0.5222932489588","0.495687428600266","0.548899069317334"
"SPD","1997","35-65 y.","secondary school degree","269","0.373870452499345","0.338381624567072","0.409359280431618"
"SPD","1997","35-65 y.","college entrance qualification","167","0.332407631213782","0.292150169042403","0.37266509338516"
"SPD","1997","35-65 y.","Other degree","113","0.491572275837918","0.425809534816858","0.557335016858978"
"SPD","1997","35-65 y.","no degree/no degree yet","54","0.679624745375175","0.57330931417009","0.785940176580261"
"SPD","1997","66 and older","lower secondary degree","265","0.460156761601923","0.420243114157909","0.500070409045936"
"SPD","1997","66 and older","secondary school degree","31","0.215070330573764","0.143042769654183","0.287097891493344"
"SPD","1997","66 and older","college entrance qualification","27","","",""
"SPD","1997","66 and older","Other degree","10","","",""
"SPD","1997","66 and older","no degree/no degree yet","11","","",""
"FDP","1997","16-34 y.","lower secondary degree","5","","",""
"FDP","1997","16-34 y.","secondary school degree","7","","",""
"FDP","1997","16-34 y.","college entrance qualification","8","","",""
"FDP","1997","16-34 y.","Other degree","","","",""
"FDP","1997","16-34 y.","no degree/no degree yet","2","","",""
"FDP","1997","35-65 y.","lower secondary degree","16","","",""
"FDP","1997","35-65 y.","secondary school degree","17","","",""
"FDP","1997","35-65 y.","college entrance qualification","31","0.0550821367575818","0.0355855925812869","0.0745786809338767"
"FDP","1997","35-65 y.","Other degree","1","","",""
"FDP","1997","35-65 y.","no degree/no degree yet","","","",""
"FDP","1997","66 and older","lower secondary degree","16","","",""
"FDP","1997","66 and older","secondary school degree","3","","",""
"FDP","1997","66 and older","college entrance qualification","1","","",""
"FDP","1997","66 and older","Other degree","","","",""
"FDP","1997","66 and older","no degree/no degree yet","","","",""
"Grüne","1997","16-34 y.","lower secondary degree","21","","",""
"Grüne","1997","16-34 y.","secondary school degree","63","0.145929087263724","0.112867101506583","0.178991073020865"
"Grüne","1997","16-34 y.","college entrance qualification","113","0.302851124088276","0.258210706647785","0.347491541528768"
"Grüne","1997","16-34 y.","Other degree","2","","",""
"Grüne","1997","16-34 y.","no degree/no degree yet","21","","",""
"Grüne","1997","35-65 y.","lower secondary degree","46","0.0331708347493864","0.0236320767532358","0.042709592745537"
"Grüne","1997","35-65 y.","secondary school degree","59","0.0852710288493805","0.0647855578445442","0.105756499854217"
"Grüne","1997","35-65 y.","college entrance qualification","119","0.224714487022205","0.189044611877827","0.260384362166584"
"Grüne","1997","35-65 y.","Other degree","16","","",""
"Grüne","1997","35-65 y.","no degree/no degree yet","4","","",""
"Grüne","1997","66 and older","lower secondary degree","6","","",""
"Grüne","1997","66 and older","secondary school degree","5","","",""
"Grüne","1997","66 and older","college entrance qualification","4","","",""
"Grüne","1997","66 and older","Other degree","","","",""
"Grüne","1997","66 and older","no degree/no degree yet","","","",""
"PDS/Linke","1997","16-34 y.","lower secondary degree","3","","",""
"PDS/Linke","1997","16-34 y.","secondary school degree","28","","",""
"PDS/Linke","1997","16-34 y.","college entrance qualification","23","","",""
"PDS/Linke","1997","16-34 y.","Other degree","","","",""
"PDS/Linke","1997","16-34 y.","no degree/no degree yet","4","","",""
"PDS/Linke","1997","35-65 y.","lower secondary degree","43","0.0179017781100187","0.0108391830531689","0.0249643731668686"
"PDS/Linke","1997","35-65 y.","secondary school degree","50","0.0379044315679967","0.0238971749125222","0.0519116882234711"
"PDS/Linke","1997","35-65 y.","college entrance qualification","35","0.0321622890907195","0.0170847673080313","0.0472398108734076"
"PDS/Linke","1997","35-65 y.","Other degree","2","","",""
"PDS/Linke","1997","35-65 y.","no degree/no degree yet","","","",""
"PDS/Linke","1997","66 and older","lower secondary degree","33","0.0362540972085453","0.0212850382260621","0.0512231561910284"
"PDS/Linke","1997","66 and older","secondary school degree","10","","",""
"PDS/Linke","1997","66 and older","college entrance qualification","8","","",""
"PDS/Linke","1997","66 and older","Other degree","1","","",""
"PDS/Linke","1997","66 and older","no degree/no degree yet","1","","",""
"NPD Combination","1997","16-34 y.","lower secondary degree","20","","",""
"NPD Combination","1997","16-34 y.","secondary school degree","18","","",""
"NPD Combination","1997","16-34 y.","college entrance qualification","6","","",""
"NPD Combination","1997","16-34 y.","Other degree","","","",""
"NPD Combination","1997","16-34 y.","no degree/no degree yet","4","","",""
"NPD Combination","1997","35-65 y.","lower secondary degree","19","","",""
"NPD Combination","1997","35-65 y.","secondary school degree","18","","",""
"NPD Combination","1997","35-65 y.","college entrance qualification","1","","",""
"NPD Combination","1997","35-65 y.","Other degree","","","",""
"NPD Combination","1997","35-65 y.","no degree/no degree yet","1","","",""
"NPD Combination","1997","66 and older","lower secondary degree","3","","",""
"NPD Combination","1997","66 and older","secondary school degree","1","","",""
"NPD Combination","1997","66 and older","college entrance qualification","4","","",""
"NPD Combination","1997","66 and older","Other degree","","","",""
"NPD Combination","1997","66 and older","no degree/no degree yet","","","",""
"AfD","1997","16-34 y.","lower secondary degree","","","",""
"AfD","1997","16-34 y.","secondary school degree","","","",""
"AfD","1997","16-34 y.","college entrance qualification","","","",""
"AfD","1997","16-34 y.","Other degree","","","",""
"AfD","1997","16-34 y.","no degree/no degree yet","","","",""
"AfD","1997","35-65 y.","lower secondary degree","","","",""
"AfD","1997","35-65 y.","secondary school degree","","","",""
"AfD","1997","35-65 y.","college entrance qualification","","","",""
"AfD","1997","35-65 y.","Other degree","","","",""
"AfD","1997","35-65 y.","no degree/no degree yet","","","",""
"AfD","1997","66 and older","lower secondary degree","","","",""
"AfD","1997","66 and older","secondary school degree","","","",""
"AfD","1997","66 and older","college entrance qualification","","","",""
"AfD","1997","66 and older","Other degree","","","",""
"AfD","1997","66 and older","no degree/no degree yet","","","",""
"Other","1997","16-34 y.","lower secondary degree","5","","",""
"Other","1997","16-34 y.","secondary school degree","7","","",""
"Other","1997","16-34 y.","college entrance qualification","7","","",""
"Other","1997","16-34 y.","Other degree","","","",""
"Other","1997","16-34 y.","no degree/no degree yet","1","","",""
"Other","1997","35-65 y.","lower secondary degree","10","","",""
"Other","1997","35-65 y.","secondary school degree","5","","",""
"Other","1997","35-65 y.","college entrance qualification","1","","",""
"Other","1997","35-65 y.","Other degree","3","","",""
"Other","1997","35-65 y.","no degree/no degree yet","1","","",""
"Other","1997","66 and older","lower secondary degree","4","","",""
"Other","1997","66 and older","secondary school degree","","","",""
"Other","1997","66 and older","college entrance qualification","1","","",""
"Other","1997","66 and older","Other degree","","","",""
"Other","1997","66 and older","no degree/no degree yet","1","","",""
"CDU/CSU","1998","16-34 y.","lower secondary degree","68","0.278792244421167","0.225207336439482","0.332377152402852"
"CDU/CSU","1998","16-34 y.","secondary school degree","122","0.237645147049336","0.199685900350669","0.275604393748003"
"CDU/CSU","1998","16-34 y.","college entrance qualification","115","0.24805641666378","0.208197298906816","0.287915534420744"
"CDU/CSU","1998","16-34 y.","Other degree","18","","",""
"CDU/CSU","1998","16-34 y.","no degree/no degree yet","23","","",""
"CDU/CSU","1998","35-65 y.","lower secondary degree","561","0.366144018729109","0.341965235728473","0.390322801729745"
"CDU/CSU","1998","35-65 y.","secondary school degree","308","0.404743280745016","0.37114762349406","0.438338937995972"
"CDU/CSU","1998","35-65 y.","college entrance qualification","181","0.314326149166126","0.27847077928537","0.350181519046883"
"CDU/CSU","1998","35-65 y.","Other degree","90","0.386295165203308","0.324306351292158","0.448283979114457"
"CDU/CSU","1998","35-65 y.","no degree/no degree yet","21","","",""
"CDU/CSU","1998","66 and older","lower secondary degree","300","0.432116815426666","0.395020319123082","0.46921331173025"
"CDU/CSU","1998","66 and older","secondary school degree","82","0.598477368352626","0.520289657547809","0.676665079157443"
