"party","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"FDP","2018","Single parent ","(3a) lower tertiary education","1","","",""
"FDP","2018","Single parent ","(3b) higher tertiary education","11","","",""
"FDP","2018","Couple + C. LE 16 ","(0) in school","","","",""
"FDP","2018","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"FDP","2018","Couple + C. LE 16 ","(1b) general elementary school","4","","",""
"FDP","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","4","","",""
"FDP","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"FDP","2018","Couple + C. LE 16 ","(2a) intermediate vocational","14","","",""
"FDP","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"FDP","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","12","","",""
"FDP","2018","Couple + C. LE 16 ","(3a) lower tertiary education","18","","",""
"FDP","2018","Couple + C. LE 16 ","(3b) higher tertiary education","43","0.0807909069971103","0.0611297845515316","0.100452029442689"
"FDP","2018","Couple + C. GT 16 ","(0) in school","2","","",""
"FDP","2018","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"FDP","2018","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"FDP","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","5","","",""
"FDP","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"FDP","2018","Couple + C. GT 16 ","(2a) intermediate vocational","10","","",""
"FDP","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","11","","",""
"FDP","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"FDP","2018","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"FDP","2018","Couple + C. GT 16 ","(3b) higher tertiary education","13","","",""
"FDP","2018","Couple + C. LE and GT 16","(0) in school","2","","",""
"FDP","2018","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"FDP","2018","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"FDP","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","5","","",""
"FDP","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"FDP","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","4","","",""
"FDP","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"FDP","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"FDP","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"FDP","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","8","","",""
"Grüne","2018","1-pers.-HH","(0) in school","","","",""
"Grüne","2018","1-pers.-HH","(1a) inadequately completed","7","","",""
"Grüne","2018","1-pers.-HH","(1b) general elementary school","3","","",""
"Grüne","2018","1-pers.-HH","(1c) basic vocational qualification","30","0.0754711684109775","0.049487312212706","0.101455024609249"
"Grüne","2018","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Grüne","2018","1-pers.-HH","(2a) intermediate vocational","39","0.0998427791913026","0.0678827434449973","0.131802814937608"
"Grüne","2018","1-pers.-HH","(2c_gen) general maturity certificate","36","0.295796939202244","0.215465963765165","0.376127914639323"
"Grüne","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","31","0.172451757955896","0.114810083001245","0.230093432910548"
"Grüne","2018","1-pers.-HH","(3a) lower tertiary education","40","0.222024661169294","0.160448502892414","0.283600819446175"
"Grüne","2018","1-pers.-HH","(3b) higher tertiary education","106","0.240974416379348","0.200362174206801","0.281586658551895"
"Grüne","2018","(Married) couple without C. ","(0) in school","","","",""
"Grüne","2018","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Grüne","2018","(Married) couple without C. ","(1b) general elementary school","5","","",""
"Grüne","2018","(Married) couple without C. ","(1c) basic vocational qualification","38","0.0414388885225045","0.0288966176498458","0.0539811593951632"
"Grüne","2018","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
"Grüne","2018","(Married) couple without C. ","(2a) intermediate vocational","82","0.10519201821236","0.0847936925409739","0.125590343883746"
"Grüne","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","19","","",""
"Grüne","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","37","0.153112887712656","0.113092017088027","0.193133758337286"
"Grüne","2018","(Married) couple without C. ","(3a) lower tertiary education","78","0.188281985075565","0.150624189200586","0.225939780950543"
"Grüne","2018","(Married) couple without C. ","(3b) higher tertiary education","174","0.233355221196127","0.205660312446982","0.261050129945272"
"Grüne","2018","Single parent ","(0) in school","5","","",""
"Grüne","2018","Single parent ","(1a) inadequately completed","2","","",""
"Grüne","2018","Single parent ","(1b) general elementary school","10","","",""
"Grüne","2018","Single parent ","(1c) basic vocational qualification","7","","",""
"Grüne","2018","Single parent ","(2b) intermediate general qualification","6","","",""
"Grüne","2018","Single parent ","(2a) intermediate vocational","24","","",""
"Grüne","2018","Single parent ","(2c_gen) general maturity certificate","17","","",""
"Grüne","2018","Single parent ","(2c_voc) vocational maturity certificate","25","","",""
"Grüne","2018","Single parent ","(3a) lower tertiary education","19","","",""
"Grüne","2018","Single parent ","(3b) higher tertiary education","43","0.31350701548125","0.229802522347597","0.397211508614903"
"Grüne","2018","Couple + C. LE 16 ","(0) in school","","","",""
"Grüne","2018","Couple + C. LE 16 ","(1a) inadequately completed","11","","",""
"Grüne","2018","Couple + C. LE 16 ","(1b) general elementary school","8","","",""
"Grüne","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","13","","",""
"Grüne","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Grüne","2018","Couple + C. LE 16 ","(2a) intermediate vocational","42","0.075842992739508","0.0512173702607735","0.100468615218243"
"Grüne","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","18","","",""
"Grüne","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","64","0.200962200784491","0.156426453099948","0.245497948469033"
"Grüne","2018","Couple + C. LE 16 ","(3a) lower tertiary education","62","0.302319156641224","0.243848879688507","0.360789433593942"
"Grüne","2018","Couple + C. LE 16 ","(3b) higher tertiary education","240","0.352576497412804","0.318106534183021","0.387046460642587"
"Grüne","2018","Couple + C. GT 16 ","(0) in school","8","","",""
"Grüne","2018","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Grüne","2018","Couple + C. GT 16 ","(1b) general elementary school","3","","",""
"Grüne","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","9","","",""
"Grüne","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","7","","",""
"Grüne","2018","Couple + C. GT 16 ","(2a) intermediate vocational","33","0.118934499057069","0.0793578015637815","0.158511196550356"
"Grüne","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","34","0.371692322362263","0.280551237902009","0.462833406822517"
"Grüne","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","33","0.181766827037931","0.116712369289007","0.246821284786856"
"Grüne","2018","Couple + C. GT 16 ","(3a) lower tertiary education","22","","",""
"Grüne","2018","Couple + C. GT 16 ","(3b) higher tertiary education","44","0.279300877637643","0.213575252984286","0.345026502291001"
"Grüne","2018","Couple + C. LE and GT 16","(0) in school","9","","",""
"Grüne","2018","Couple + C. LE and GT 16","(1a) inadequately completed","6","","",""
"Grüne","2018","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Grüne","2018","Couple + C. LE and GT 16","(1c) basic vocational qualification","3","","",""
"Grüne","2018","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"Grüne","2018","Couple + C. LE and GT 16","(2a) intermediate vocational","15","","",""
"Grüne","2018","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","21","","",""
"Grüne","2018","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","17","","",""
"Grüne","2018","Couple + C. LE and GT 16","(3a) lower tertiary education","19","","",""
"Grüne","2018","Couple + C. LE and GT 16","(3b) higher tertiary education","66","0.342094432584064","0.271195670633854","0.412993194534275"
"PDS/Linke","2018","1-pers.-HH","(0) in school","","","",""
"PDS/Linke","2018","1-pers.-HH","(1a) inadequately completed","1","","",""
"PDS/Linke","2018","1-pers.-HH","(1b) general elementary school","4","","",""
"PDS/Linke","2018","1-pers.-HH","(1c) basic vocational qualification","31","0.0586910973401572","0.0355701813614091","0.0818120133189052"
"PDS/Linke","2018","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"PDS/Linke","2018","1-pers.-HH","(2a) intermediate vocational","48","0.11135132767786","0.0778160050468912","0.144886650308828"
"PDS/Linke","2018","1-pers.-HH","(2c_gen) general maturity certificate","25","","",""
"PDS/Linke","2018","1-pers.-HH","(2c_voc) vocational maturity certificate","21","","",""
"PDS/Linke","2018","1-pers.-HH","(3a) lower tertiary education","22","","",""
"PDS/Linke","2018","1-pers.-HH","(3b) higher tertiary education","63","0.144168407427307","0.110812520030838","0.177524294823776"
"PDS/Linke","2018","(Married) couple without C. ","(0) in school","1","","",""
"PDS/Linke","2018","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"PDS/Linke","2018","(Married) couple without C. ","(1b) general elementary school","6","","",""
"PDS/Linke","2018","(Married) couple without C. ","(1c) basic vocational qualification","44","0.0424284848400664","0.0297438901526741","0.0551130795274588"
"PDS/Linke","2018","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"PDS/Linke","2018","(Married) couple without C. ","(2a) intermediate vocational","77","0.0688182917845165","0.0519873907990401","0.0856491927699928"
"PDS/Linke","2018","(Married) couple without C. ","(2c_gen) general maturity certificate","9","","",""
"PDS/Linke","2018","(Married) couple without C. ","(2c_voc) vocational maturity certificate","33","0.0631148562110363","0.0360891612068982","0.0901405512151744"
"PDS/Linke","2018","(Married) couple without C. ","(3a) lower tertiary education","44","0.0790033966787002","0.053019767083374","0.104987026274026"
"PDS/Linke","2018","(Married) couple without C. ","(3b) higher tertiary education","117","0.107056939394612","0.086812144501168","0.127301734288057"
"PDS/Linke","2018","Single parent ","(0) in school","4","","",""
"PDS/Linke","2018","Single parent ","(1a) inadequately completed","2","","",""
"PDS/Linke","2018","Single parent ","(1b) general elementary school","6","","",""
"PDS/Linke","2018","Single parent ","(1c) basic vocational qualification","3","","",""
"PDS/Linke","2018","Single parent ","(2b) intermediate general qualification","9","","",""
"PDS/Linke","2018","Single parent ","(2a) intermediate vocational","25","","",""
"PDS/Linke","2018","Single parent ","(2c_gen) general maturity certificate","10","","",""
"PDS/Linke","2018","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"PDS/Linke","2018","Single parent ","(3a) lower tertiary education","6","","",""
"PDS/Linke","2018","Single parent ","(3b) higher tertiary education","18","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(0) in school","","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(1b) general elementary school","5","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(1c) basic vocational qualification","8","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(2a) intermediate vocational","34","0.0701051549477629","0.046355981307544","0.0938543285879818"
"PDS/Linke","2018","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","19","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(3a) lower tertiary education","12","","",""
"PDS/Linke","2018","Couple + C. LE 16 ","(3b) higher tertiary education","42","0.0405391354714663","0.0263102532680201","0.0547680176749125"
"PDS/Linke","2018","Couple + C. GT 16 ","(0) in school","6","","",""
"PDS/Linke","2018","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"PDS/Linke","2018","Couple + C. GT 16 ","(1b) general elementary school","4","","",""
"PDS/Linke","2018","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"PDS/Linke","2018","Couple + C. GT 16 ","(2b) intermediate general qualification","4","","",""
"PDS/Linke","2018","Couple + C. GT 16 ","(2a) intermediate vocational","13","","",""
"PDS/Linke","2018","Couple + C. GT 16 ","(2c_gen) general maturity certificate","17","","",""
"PDS/Linke","2018","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","10","","",""
